股票代號,公司名稱,市場,產業,最近連續正成長月數,36個月內正成長月數,最近連續負成長月數,有效月數,最新月YoY%,當月營收(億)
2477,美隆電,上市,其他電子業,2,19,0,36,27.95,3.52
2524,京城,上市,建材營造,2,19,0,36,14.06,1.13
6124,業強,—,—,2,19,0,36,5.64,
1227,佳格,上市,食品工業,2,18,0,36,10.7,26.24
1410,南染,上市,紡織纖維,2,18,0,36,36.32,0.19
1413,宏洲,上市,紡織纖維,2,18,0,36,27.66,1.84
1582,信錦,上市,電子零組件業,2,18,0,36,1.59,7.24
2367,燿華,上市,電子零組件業,2,18,0,36,26.12,14.6
2484,希華,上市,電子零組件業,2,18,0,36,25.08,2.28
3062,建漢,上市,通信網路業,2,18,0,36,34.73,3.42
4726,永昕,—,—,2,18,0,36,131.44,
6140,訊達電腦,—,—,2,18,0,36,10.37,
6207,雷科,—,—,2,18,0,36,35.8,
6657,華安,上市,生技醫療業,2,18,0,36,153.31,0.01
8446,華研,—,—,2,18,0,36,69.23,
8472,納維康,—,—,2,18,0,36,121.3,
1473,台南,上市,紡織纖維,2,17,0,36,4.79,5.59
2013,中鋼構,上市,鋼鐵工業,2,17,0,36,19.04,17.86
5530,龍巖,—,—,2,17,0,36,12.12,
6877,鏵友益,—,—,2,17,0,36,140.17,
4142,國光生,上市,生技醫療業,2,16,0,36,34.46,0.98
4527,方方土霖,—,—,2,16,0,36,27.93,
4721,美琪瑪,—,—,2,16,0,36,72.34,
4729,熒茂,—,—,2,16,0,36,18.79,
5015,華祺,—,—,2,16,0,36,11.34,
5272,笙科,—,—,2,16,0,36,57.68,
5353,台林,—,—,2,16,0,36,5.19,
6281,全國電,上市,電子通路業,2,16,0,36,3.33,16.97
6684,安格,—,—,2,16,0,36,3.27,
7402,邑錡,—,—,2,16,0,36,15.53,
9924,福興,上市,居家生活,2,16,0,36,4.2,6.23
9941,裕融,上市,其他,2,16,0,36,1.86,33.23
2109,華豐,上市,橡膠工業,2,15,0,36,10.48,3.55
4716,大立,—,—,2,15,0,36,23.7,
5245,智晶,—,—,2,15,0,36,46.66,
5455,昇益,—,—,2,15,0,36,546.58,
6241,鑫永洋,—,—,2,15,0,36,30.11,
6508,惠光,—,—,2,15,0,36,13.55,
1301,台塑,上市,塑膠工業,2,14,0,36,6.78,139.92
1321,大洋,上市,塑膠工業,2,14,0,36,5.58,2.71
1905,華紙,上市,造紙工業,2,14,0,36,1.64,15.19
2102,泰豐,上市,橡膠工業,2,14,0,36,29.99,0.23
2399,映泰,上市,電腦及週邊設備業,2,14,0,36,40.0,1.98
3206,志豐,—,—,2,14,0,36,46.2,
3294,英濟,—,—,2,14,0,36,1.67,
3504,揚明光,上市,光電業,2,14,0,36,17.32,2.43
6109,亞元,—,—,2,14,0,36,15.62,
6234,高僑,—,—,2,14,0,36,68.39,
6485,點序,—,—,2,14,0,36,21.16,
7730,暉盛-創,上市,半導體業,2,14,0,33,167.69,0.52
7839,達人網,—,—,2,14,0,16,7.84,
8084,巨虹,—,—,2,14,0,36,145.13,
1234,黑松,上市,食品工業,2,13,0,36,0.63,8.94
1423,利華,上市,紡織纖維,2,13,0,36,140.24,0.11
2534,宏盛,上市,建材營造,2,13,0,36,0.61,1.15
3226,龍鋒,—,—,2,13,0,36,123.95,
4550,長佳,—,—,2,13,0,36,20.1,
4580,捷流閥業,—,—,2,13,0,36,19.69,
6593,台灣銘板,—,—,2,13,0,36,107.7,
2015,豐興,上市,鋼鐵工業,2,12,0,36,9.67,23.06
3055,蔚華科,上市,電子通路業,2,12,0,36,108.23,0.48
4188,安克,—,—,2,12,0,36,2.87,
6488,環球晶,—,—,2,12,0,36,7.6,
6706,惠特,上市,光電業,2,12,0,36,120.52,0.78
6715,嘉基,上市,電子零組件業,2,12,0,36,113.01,1.65
1339,昭輝,上市,汽車工業,2,11,0,36,15.55,1.4
3631,晟楠,—,—,2,11,0,36,421.93,
6264,富裔,—,—,2,11,0,36,36.89,
1762,中化生,上市,生技醫療業,2,10,0,36,30.3,0.59
8933,愛地雅,—,—,2,10,0,36,90.56,
4906,正文,上市,通信網路業,2,9,0,36,56.09,16.52
2328,廣宇,上市,電子零組件業,2,8,0,36,19.66,21.66
6269,台郡,上市,電子零組件業,2,8,0,36,1.32,19.97
3466,德晉,—,—,2,7,0,36,49.72,
7818,溢泰實業,上市,綠能環保,2,6,0,20,11.53,10.54
1438,三地開發,上市,建材營造,2,3,0,13,41420.55,4.06
1519,華城,上市,電機機械,1,32,0,36,12.5,19.16
6776,展碁國際,上市,電子通路業,1,31,0,36,41.52,32.46
7705,三商餐飲,上市,觀光餐旅,1,31,0,36,7.9,6.27
2850,新產,上市,金融保險業,1,30,0,36,4.7,26.93
4951,精拓科,—,—,1,30,0,36,3.16,
6733,博晟生醫,—,—,1,30,0,36,9.32,
3095,及成,—,—,1,29,0,36,7.63,
4116,明基醫,—,—,1,29,0,36,0.86,
5287,數字,—,—,1,29,0,36,2.3,
6170,統振,—,—,1,29,0,36,4.7,
6667,信紘科,—,—,1,29,0,36,69.05,
1453,大將,上市,建材營造,1,28,0,36,1.9,0.0
2643,捷迅,—,—,1,28,0,36,7.8,
3686,達能,上市,半導體業,1,28,0,36,34.3,0.09
6231,系微,—,—,1,28,0,36,6.38,
8424,惠普,—,—,1,28,0,36,7.49,
2816,旺旺保,上市,金融保險業,1,27,0,36,19.6,16.32
2838,聯邦銀,上市,金融保險業,1,27,0,36,3.88,20.27
4111,濟生,—,—,1,27,0,36,6.87,
5236,凌陽創新,上市,半導體業,1,27,0,36,13.22,1.77
5251,天鉞電,—,—,1,27,0,36,9.69,
6117,迎廣,上市,電腦及週邊設備業,1,27,0,36,2.44,2.82
2926,誠品生活,—,—,1,26,0,36,2.13,
4131,浩泰,—,—,1,26,0,36,10.71,
6275,元山,—,—,1,26,0,36,2.35,
9926,新海,上市,油電燃氣業,1,26,0,36,0.62,1.8
1437,勤益控,上市,其他,1,25,0,36,15.72,0.8
2754,亞洲藏壽司,—,—,1,25,0,36,6.98,
2820,華票,上市,金融保險業,1,25,0,36,54.67,3.66
2832,台產,上市,金融保險業,1,25,0,36,11.73,9.27
4420,光明,—,—,1,25,0,36,13.51,
5212,凌網,—,—,1,25,0,36,24.77,
6015,宏遠證,—,—,1,25,0,36,140.49,
8342,益張,—,—,1,25,0,36,5.55,
3465,進泰電子,—,—,1,24,0,36,2.39,
6016,康和證,—,—,1,24,0,36,215.39,
6971,惠民實業,—,—,1,24,0,36,8.76,
8033,雷虎,上市,其他,1,24,0,36,74.95,1.76
9939,宏全,上市,其他,1,24,0,36,7.08,28.43
1443,立益物流,上市,其他,1,23,0,36,3.86,0.82
1734,杏輝,上市,生技醫療業,1,23,0,36,21.57,3.11
2515,中工,上市,建材營造,1,23,0,36,28.83,17.53
2611,志信,上市,航運業,1,23,0,36,6.76,0.56
2729,瓦城,—,—,1,23,0,36,2.44,
3481,群創,上市,光電業,1,23,0,36,0.02,186.97
5520,力泰,—,—,1,23,0,36,3.12,
6169,昱泉,—,—,1,23,0,36,148.26,
9955,佳龍,上市,綠能環保,1,23,0,36,48.63,1.91
1529,樂事綠能,上市,電機機械,1,22,0,36,8.0,0.49
1777,生泰,—,—,1,22,0,36,17.68,
2506,太設,上市,建材營造,1,22,0,36,34.73,0.93
2743,山富,—,—,1,22,0,36,0.62,
2916,滿心,—,—,1,22,0,36,2.35,
4584,君帆,—,—,1,22,0,36,0.73,
6794,向榮生技,上市,生技醫療業,1,22,0,36,74.4,0.02
6856,鑫傳,—,—,1,22,0,36,1.1,
6949,沛爾生醫*-創,上市,生技醫療業,1,22,0,33,164.71,0.06
6983,華洋精機,—,—,1,22,0,36,7.13,
2548,華固,上市,建材營造,1,21,0,36,139.52,6.35
5864,致和證,—,—,1,21,0,36,112.91,
6026,福邦證,—,—,1,21,0,36,231.77,
6581,鋼聯,上市,綠能環保,1,21,0,36,88.18,3.74
8069,元太,—,—,1,21,0,36,3.29,
8072,陞泰,上市,電子通路業,1,21,0,36,14.52,1.13
8227,巨有科技,—,—,1,21,0,36,42.24,
8409,商之器,—,—,1,21,0,36,39.17,
1312,國喬,上市,塑膠工業,1,20,0,36,89.22,23.81
2033,佳大,上市,鋼鐵工業,1,20,0,36,9.66,0.51
2362,藍天,上市,電腦及週邊設備業,1,20,0,36,12.09,20.15
2511,太子,上市,建材營造,1,20,0,36,87.88,10.94
2910,統領,上市,貿易百貨,1,20,0,36,5.44,0.47
3176,基亞,—,—,1,20,0,36,197.4,
5205,中茂,—,—,1,20,0,36,2617.51,
6142,友勁,上市,通信網路業,1,20,0,36,49.47,2.23
6869,雲豹能源,上市,綠能環保,1,20,0,36,63.12,5.26
6909,創控,上市,半導體業,1,20,0,36,29.34,0.61
8102,傑霖科技,—,—,1,20,0,36,9.67,
2748,雲品,上市,觀光餐旅,1,19,0,36,2.21,1.75
3066,李洲,—,—,1,19,0,36,18.89,
4167,松瑞藥,—,—,1,19,0,36,22.29,
4711,永純,—,—,1,19,0,36,21.9,
4744,皇將,—,—,1,19,0,36,34.59,
5201,凱衛,—,—,1,19,0,36,79.42,
6461,益得,—,—,1,19,0,36,1102.97,
6722,輝創,上市,其他電子業,1,19,0,36,1.57,3.96
8045,達運光電,上市,通信網路業,1,19,0,36,23.41,1.33
1456,怡華,上市,建材營造,1,18,0,36,6526.08,22.32
1474,弘裕,上市,紡織纖維,1,18,0,36,0.66,2.36
2233,宇隆,上市,汽車工業,1,18,0,36,21.27,2.85
3164,景岳,上市,生技醫療業,1,18,0,36,15.49,0.3
4545,銘鈺,上市,電子零組件業,1,18,0,36,54.17,2.78
6844,諾貝兒,—,—,1,18,0,36,0.2,
9904,寶成,上市,運動休閒,1,18,0,36,4.32,206.22
1310,台苯,上市,塑膠工業,1,17,0,36,15.38,8.27
1313,聯成,上市,塑膠工業,1,17,0,36,6.03,52.45
1315,達新,上市,塑膠工業,1,17,0,36,9.74,2.19
1527,鑽全,上市,電機機械,1,17,0,36,1.99,2.42
1752,南光,上市,生技醫療業,1,17,0,36,12.35,1.69
2701,萬企,上市,觀光餐旅,1,17,0,36,0.24,0.2
2905,三商,上市,貿易百貨,1,17,0,36,7187.4,154.66
3346,麗清,上市,汽車工業,1,17,0,36,9.59,7.79
4108,懷特,上市,生技醫療業,1,17,0,36,25.83,0.13
4432,銘旺實,—,—,1,17,0,36,7.83,
4549,桓達,—,—,1,17,0,36,5.66,
5202,力新,—,—,1,17,0,36,26.11,
6148,驊宏資,—,—,1,17,0,36,95.4,
6582,申豐,上市,橡膠工業,1,17,0,36,6.73,0.47
6637,醫影,—,—,1,17,0,36,0.89,
8066,來思達,—,—,1,17,0,36,11.72,
8201,無敵,上市,其他電子業,1,17,0,36,19.83,0.3
1309,台達化,上市,塑膠工業,1,16,0,36,6.37,11.48
1584,精剛,—,—,1,16,0,36,5.52,
3018,隆銘綠能,上市,其他電子業,1,16,0,36,130.49,0.4
3067,全域,—,—,1,16,0,36,35.44,
3434,哲固,—,—,1,16,0,36,41.94,
3623,富晶通,—,—,1,16,0,36,96.26,
3703,欣陸,上市,建材營造,1,16,0,36,15.27,24.54
5398,慕康生醫,—,—,1,16,0,36,15.64,
5523,豐謙,—,—,1,16,0,36,1.35,
5533,皇鼎,上市,建材營造,1,16,0,36,189.42,1.56
6116,彩晶,上市,光電業,1,16,0,36,8.0,9.34
6180,橘子,—,—,1,16,0,36,28.99,
6208,日揚,—,—,1,16,0,36,7.77,
6221,晉泰,—,—,1,16,0,36,21.47,
6558,興能高,上市,其他電子業,1,16,0,36,35.96,1.18
6569,醫揚,—,—,1,16,0,36,43.19,
6751,智聯服務,—,—,1,16,0,36,25.65,
7732,金興精密,上市,汽車工業,1,16,0,33,4.35,0.88
8436,大江,—,—,1,16,0,36,2.04,
1457,宜進,上市,紡織纖維,1,15,0,36,8.18,2.32
1721,國慶科技,上市,化學工業,1,15,0,36,36.46,1.7
2247,汎德永業,上市,汽車工業,1,15,0,36,0.71,33.14
2419,仲琦,上市,通信網路業,1,15,0,36,245.59,20.11
3122,笙泉,—,—,1,15,0,36,8.15,
3512,皇龍,—,—,1,15,0,36,27442.5,
4736,泰博,上市,生技醫療業,1,15,0,36,42.68,3.97
5007,三星,上市,鋼鐵工業,1,15,0,36,3.5,4.97
5209,新鼎,—,—,1,15,0,36,92.17,
5222,全訊,上市,半導體業,1,15,0,36,59.94,0.7
5438,東友,—,—,1,15,0,36,29.32,
6201,亞弘電,上市,其他電子業,1,15,0,36,33.24,3.46
6547,高端疫苗,—,—,1,15,0,29,416.86,
6697,東捷資訊,—,—,1,15,0,36,15.81,
7709,榮田,—,—,1,15,0,36,18.88,
8089,康全電訊,—,—,1,15,0,36,68.73,
9933,中鼎,上市,其他,1,15,0,36,5.24,69.96
1903,士紙,上市,造紙工業,1,14,0,36,3.89,0.14
2505,國揚,上市,建材營造,1,14,0,36,24.46,7.72
3313,斐成,—,—,1,14,0,31,7.41,
4402,郡都開發,—,—,1,14,0,36,840.37,
6535,順藥,—,—,1,14,0,36,5135.83,
6771,平和環保-創,上市,綠能環保,1,14,0,36,3.08,0.51
9919,康那香,上市,其他,1,14,0,36,12.16,2.26
1463,強盛新,上市,紡織纖維,1,13,0,36,3.4,0.16
1539,巨庭,上市,電機機械,1,13,0,36,1.73,1.05
1781,合世,—,—,1,13,0,36,33.16,
1810,和成,上市,玻璃陶瓷,1,13,0,36,4.6,3.43
2466,冠西電,上市,光電業,1,13,0,36,59.91,2.25
3047,訊舟,上市,通信網路業,1,13,0,36,28.02,2.77
3380,明泰,上市,通信網路業,1,13,0,36,66.87,29.82
3455,由田,—,—,1,13,0,36,22.42,
9949,琉園,—,—,1,13,0,36,15.08,
2373,震旦行,上市,其他電子業,1,12,0,36,3.6,9.51
2434,統懋,上市,半導體業,1,12,0,36,84.26,0.05
3015,全漢,上市,電子零組件業,1,12,0,36,1.29,10.85
3704,合勤控,上市,通信網路業,1,12,0,36,28.1,26.16
6236,中湛,—,—,1,12,0,36,7.68,
8104,錸寶,上市,光電業,1,12,0,36,15.68,2.63
1304,台聚,上市,塑膠工業,1,11,0,36,8.72,36.71
2069,運錩,上市,鋼鐵工業,1,11,0,36,18.85,8.87
1813,寶利徠,—,—,1,10,0,36,0.58,
1465,偉全,上市,紡織纖維,1,9,0,36,24.99,0.19
2104,國際中橡,上市,橡膠工業,1,9,0,36,0.27,12.12
5206,坤悅,—,—,1,9,0,25,2630241.17,
5321,美而快,—,—,1,9,0,36,34.91,
9950,萬國通,—,—,1,9,0,36,19.07,
1611,中電,上市,電器電纜,1,8,0,36,0.08,0.81
8942,森鉅,—,—,1,8,0,36,47.61,
1742,台蠟,—,—,1,7,0,36,52.5,
2444,兆勁,上市,通信網路業,1,7,0,36,49.28,1.26
3580,友威科,—,—,1,7,0,36,26.86,
6441,廣錠,—,—,1,6,0,36,135.52,
2482,連宇,上市,其他電子業,1,5,0,36,10.49,0.46
3308,聯德,上市,電子零組件業,1,5,0,34,3.41,0.01
4702,中美實,—,—,1,5,0,36,39.21,
2641,正德,—,—,0,34,1,36,-41.23,
6498,久禾光,—,—,0,34,2,36,-19.25,
6721,信實,—,—,0,33,3,36,-11.7,
6994,富威電力,上市,綠能環保,0,32,1,36,-24.75,1.56
2496,卓越,上市,其他,0,32,3,36,-1.1,0.8
6881,潤德,—,—,0,32,4,36,-15.61,
6534,正瀚-創,上市,生技醫療業,0,31,1,36,-33.38,0.4
6803,崑鼎,—,—,0,31,1,36,-7.06,
7547,碩網,—,—,0,31,1,36,-2.25,
4128,中天,—,—,0,31,2,36,-1.29,
2836,高雄銀,上市,金融保險業,0,30,1,36,-1.54,4.23
3217,優群,—,—,0,30,2,36,-19.76,
3630,新鉅科,—,—,0,30,3,36,-10.79,
3339,泰谷,—,—,0,30,4,36,-8.83,
5203,訊連,上市,資訊服務業,0,30,5,36,-21.73,1.68
1786,科妍,上市,生技醫療業,0,29,1,36,-22.73,0.66
2633,台灣高鐵,上市,航運業,0,29,1,36,-1.57,46.77
8367,建新國際,上市,航運業,0,29,1,36,-5.01,2.69
2887,台新新光金,上市,金融保險業,0,29,2,36,-44.54,157.81
6184,大豐電,上市,其他,0,29,4,36,-0.58,1.76
5269,祥碩,上市,半導體業,0,29,5,36,-32.5,8.82
3430,奇鈦科,—,—,0,28,1,36,-1.74,
5515,建國,上市,建材營造,0,28,1,36,-4.37,6.38
5521,工信,上市,建材營造,0,28,1,36,-12.63,6.07
2439,美律,上市,通信網路業,0,28,2,36,-6.7,41.18
6925,意藍,—,—,0,28,2,36,-4.4,
2891,中信金,上市,金融保險業,0,28,3,36,-32.01,244.02
8463,潤泰材,上市,其他,0,28,4,36,-1.6,5.94
1294,漢田生技,—,—,0,27,1,36,-24.99,
2230,泰茂,—,—,0,27,1,36,-84.12,
3317,尼克森,—,—,0,27,1,36,-27.57,
4554,橙的,—,—,0,27,1,36,-0.74,
5490,同亨,—,—,0,27,1,36,-6.76,
6284,佳邦,—,—,0,27,1,36,-0.76,
9951,皇田,—,—,0,27,1,36,-3.35,
2881,富邦金,上市,金融保險業,0,27,3,36,-48.01,405.51
3379,彬台,—,—,0,26,1,36,-65.77,
5302,太欣,—,—,0,26,1,36,-35.61,
5345,馥鴻,—,—,0,26,1,36,-12.45,
6237,驊訊,—,—,0,26,1,36,-31.67,
6982,大井泵浦,—,—,0,26,1,36,-10.67,
7734,印能科技,—,—,0,26,1,33,-1.26,
8222,寶一,上市,電機機械,0,26,1,36,-17.47,0.62
1235,興泰,上市,食品工業,0,26,4,36,-80.63,0.04
2377,微星,上市,電腦及週邊設備業,0,26,7,36,-6.05,176.94
1476,儒鴻,上市,紡織纖維,0,25,1,36,-1.12,33.11
1522,堤維西,上市,汽車工業,0,25,1,36,-3.03,21.63
2415,錩新,上市,電子零組件業,0,25,1,36,-0.59,2.31
3303,岱稜,—,—,0,25,1,36,-1.4,
3712,永崴投控,上市,電腦及週邊設備業,0,25,1,36,-72.73,5.4
4585,達明,上市,其他電子業,0,25,1,36,-6.1,1.53
5213,亞昕,—,—,0,25,1,36,-27.69,
5878,台名,—,—,0,25,1,36,-6.6,
6603,富強鑫,—,—,0,25,1,36,-11.69,
8059,凱碩,—,—,0,25,1,36,-46.33,
8077,洛碁,—,—,0,25,1,36,-2.8,
3645,達邁,上市,電子零組件業,0,25,2,36,-10.96,1.85
6661,威健生技,—,—,0,25,2,36,-31.24,
3289,宜特,—,—,0,25,3,36,-7.9,
4503,金雨,—,—,0,25,3,36,-67.2,
7736,虎山,上市,汽車工業,0,25,3,36,-17.85,1.19
4911,德英,—,—,0,25,11,36,-55.33,
1477,聚陽,上市,紡織纖維,0,24,1,36,-5.11,35.54
1514,亞力,上市,電機機械,0,24,1,36,-26.51,7.74
1616,億泰,上市,電器電纜,0,24,1,36,-6.03,4.47
1760,寶齡富錦,上市,生技醫療業,0,24,1,36,-27.88,1.81
3322,建舜電,—,—,0,24,1,36,-19.34,
5324,士開,—,—,0,24,1,36,-3.3,
6668,中揚光,上市,光電業,0,24,1,36,-1.1,0.97
6908,宏碁遊戲-創,上市,電子通路業,0,24,1,36,-12.75,3.57
9935,慶豐富,上市,居家生活,0,24,1,36,-4.67,4.33
1732,毛寶,上市,化學工業,0,24,2,36,-1.19,0.56
1783,和康生,上市,生技醫療業,0,24,2,36,-2.46,0.69
2409,友達,上市,光電業,0,24,2,36,-5.85,231.02
3032,偉訓,上市,電子零組件業,0,24,2,36,-1.48,10.79
4401,東隆興,—,—,0,24,2,36,-7.37,
4506,崇友,—,—,0,24,2,36,-11.64,
4743,合一,—,—,0,24,2,36,-39.4,
6735,美達科技,—,—,0,24,2,36,-16.82,
6846,綠茵,—,—,0,24,2,36,-11.28,
3008,大立光,上市,光電業,0,24,3,36,-16.23,50.12
4968,立積,上市,半導體業,0,24,3,36,-2.43,3.22
6767,台微醫,—,—,0,24,3,36,-2.18,
8039,台虹,上市,電子零組件業,0,24,3,36,-13.82,8.07
8272,全景軟體,—,—,0,24,4,36,-8.62,
2941,米斯特,—,—,0,24,6,36,-21.62,
6719,力智,上市,半導體業,0,24,7,36,-15.96,3.54
6272,驊陞,上市,電子零組件業,0,24,9,36,-12.11,2.98
1295,生合,—,—,0,23,1,36,-0.62,
1503,士電,上市,電機機械,0,23,1,36,-0.38,28.46
1623,大東電,上市,電器電纜,0,23,1,28,-7.31,4.82
2029,盛餘,上市,鋼鐵工業,0,23,1,36,-17.03,8.58
3050,鈺德,上市,光電業,0,23,1,36,-9.0,1.01
3073,天方能源,—,—,0,23,1,36,-29.3,
4305,世坤,—,—,0,23,1,36,-29.86,
4946,辣椒,—,—,0,23,1,36,-36.48,
6143,振曜,—,—,0,23,1,36,-12.96,
6177,達麗,上市,建材營造,0,23,1,36,-8.72,11.09
6533,晶心科,上市,半導體業,0,23,1,36,-25.72,1.14
6936,永鴻生技,上市,生技醫療業,0,23,1,36,-6.21,1.14
8433,弘帆,—,—,0,23,1,36,-3.59,
2537,聯上發,上市,建材營造,0,23,2,36,-14.95,0.01
2851,中再保,上市,金融保險業,0,23,2,36,-31.48,15.26
3447,展達,上市,通信網路業,0,23,2,36,-30.26,2.91
4903,聯光通,—,—,0,23,2,36,-51.77,
6261,久元,—,—,0,23,2,36,-0.61,
2010,春源,上市,鋼鐵工業,0,23,3,36,-6.23,19.9
2380,虹光,上市,電腦及週邊設備業,0,23,3,36,-7.81,2.02
2883,凱基金,上市,金融保險業,0,23,3,36,-51.73,136.71
6021,美好證,—,—,0,23,3,36,-35.71,
8038,長園科,—,—,0,23,3,36,-40.86,
3483,力致,—,—,0,23,4,36,-32.23,
4933,友輝,—,—,0,23,5,36,-35.63,
2022,聚亨,上市,鋼鐵工業,0,22,1,36,-6.93,7.25
2032,新鋼,上市,鋼鐵工業,0,22,1,36,-5.26,2.68
2546,根基,上市,建材營造,0,22,1,36,-24.41,17.73
3025,星通,上市,通信網路業,0,22,1,36,-12.67,0.3
5381,光譜,—,—,0,22,1,36,-35.86,
5706,鳳凰,上市,觀光餐旅,0,22,1,36,-7.7,2.14
6150,撼訊,—,—,0,22,1,36,-21.27,
6496,科懋,—,—,0,22,1,36,-3.95,
6527,明達醫,—,—,0,22,1,36,-2.84,
6625,必應,上市,其他,0,22,1,36,-12.35,3.77
2371,大同,上市,電機機械,0,22,2,36,-11.49,43.83
2520,冠德,上市,建材營造,0,22,2,36,-26.5,17.96
2756,聯發國際,—,—,0,22,2,36,-17.56,
3188,鑫龍騰,—,—,0,22,2,34,-73.8,
3516,亞帝歐,—,—,0,22,2,36,-24.26,
6901,鑽石投資,上市,其他,0,22,2,36,-87.74,0.01
1587,吉茂,上市,汽車工業,0,22,3,36,-1.96,2.11
2536,宏普,上市,建材營造,0,22,3,36,-68.5,0.35
4192,杏國,—,—,0,22,6,36,-11.95,
1110,東泥,上市,水泥工業,0,21,1,36,-28.17,1.7
1466,聚隆,上市,紡織纖維,0,21,1,36,-7.75,1.84
1580,新麥,—,—,0,21,1,36,-10.07,
2064,晉椿,—,—,0,21,1,36,-8.55,
2204,中華,上市,汽車工業,0,21,1,36,-3.04,22.56
3118,進階,—,—,0,21,1,36,-16.22,
3284,太普高,—,—,0,21,1,36,-3.88,
3362,先進光,—,—,0,21,1,36,-32.9,
3581,博磊,—,—,0,21,1,36,-27.73,
4162,智擎,—,—,0,21,1,36,-6.98,
4438,廣越,上市,紡織纖維,0,21,1,36,-5.91,26.51
4568,科際精密,—,—,0,21,1,36,-0.5,
5348,正能量智能,—,—,0,21,1,36,-11.94,
5410,國眾,—,—,0,21,1,36,-55.62,
5474,聰泰,—,—,0,21,1,36,-33.51,
5522,遠雄,上市,建材營造,0,21,1,36,-46.73,32.44
6576,逸達,—,—,0,21,1,35,-81.14,
9938,百和,上市,其他,0,21,1,36,-3.17,14.41
2458,義隆,上市,半導體業,0,21,2,36,-36.72,7.41
5457,宣德,—,—,0,21,2,36,-18.95,
6283,淳安,上市,其他電子業,0,21,2,36,-12.68,1.0
6649,台生材,—,—,0,21,2,36,-32.84,
6725,矽科宏晟,—,—,0,21,2,36,-12.38,
2528,皇普,上市,建材營造,0,21,3,36,-76.39,4.38
4907,富宇,—,—,0,21,3,36,-71.73,
6101,寬魚國際,—,—,0,21,3,36,-79.24,
6103,合邦,—,—,0,21,3,36,-52.21,
6464,台數科,上市,其他,0,21,3,36,-2.99,3.44
6596,寬宏藝術,—,—,0,21,3,36,-73.5,
6969,成信實業*-創,上市,綠能環保,0,21,3,29,-17.07,0.23
6240,松崗,—,—,0,21,4,36,-22.43,
3207,耀勝,—,—,0,21,5,36,-24.32,
3694,海華,上市,通信網路業,0,21,5,36,-1.86,11.4
3438,類比科,—,—,0,21,9,36,-12.8,
1104,環泥,上市,水泥工業,0,20,1,36,-14.18,5.18
1447,力鵬,上市,紡織纖維,0,20,1,36,-34.08,20.42
1618,合機,上市,電器電纜,0,20,1,36,-1.9,5.28
1712,興農,上市,化學工業,0,20,1,36,-2.71,14.49
3548,兆利,—,—,0,20,1,36,-8.15,
4161,聿新科,—,—,0,20,1,36,-23.62,
4956,光鋐,上市,光電業,0,20,1,36,-15.93,1.06
6228,全譜,—,—,0,20,1,36,-39.12,
6263,普萊德,—,—,0,20,1,36,-8.43,
8261,富鼎,上市,半導體業,0,20,1,36,-3.0,2.85
8401,白紗科,—,—,0,20,1,36,-1.89,
6823,濾能,—,—,0,20,2,36,-30.75,
6873,泓德能源,上市,綠能環保,0,20,2,36,-27.71,4.63
7757,金色三麥,—,—,0,20,2,27,-4.07,
8111,立碁,—,—,0,20,2,36,-8.8,
8929,富堡,—,—,0,20,2,36,-3.04,
2882,國泰金,上市,金融保險業,0,20,3,36,-69.46,294.87
3083,網龍,—,—,0,20,3,36,-9.04,
6910,德鴻,—,—,0,20,3,36,-12.43,
6790,永豐實,上市,造紙工業,0,20,4,36,-4.1,8.41
3522,御嵿,—,—,0,20,5,36,-6.25,
6186,新潤,—,—,0,20,5,36,-100.0,
2719,燦星旅,—,—,0,20,6,36,-22.94,
3540,曜越,—,—,0,20,6,36,-8.72,
8431,匯鑽科,—,—,0,20,6,36,-13.4,
6482,弘煜科,—,—,0,20,15,36,-21.14,
1229,聯華,上市,食品工業,0,19,1,36,-13.12,8.84
1409,新纖,上市,紡織纖維,0,19,1,36,-8.56,34.26
1515,力山,上市,電機機械,0,19,1,36,-7.58,4.6
1532,勤美,上市,電機機械,0,19,1,36,-42.63,16.89
2392,正崴,上市,電子零組件業,0,19,1,36,-24.69,51.88
2468,華經,上市,資訊服務業,0,19,1,36,-28.59,1.99
2705,六福,上市,觀光餐旅,0,19,1,36,-0.66,2.14
3259,鑫創,—,—,0,19,1,36,-35.05,
4433,興采,—,—,0,19,1,36,-45.52,
6432,今展科,—,—,0,19,1,36,-11.79,
6597,立誠,—,—,0,19,1,36,-6.51,
6620,漢達,—,—,0,19,1,36,-79.91,
6899,創為精密,—,—,0,19,1,36,-14.91,
8099,大世科,—,—,0,19,1,36,-26.59,
8101,華冠,上市,通信網路業,0,19,1,36,-60.34,0.26
8354,冠好,—,—,0,19,1,36,-7.03,
8478,東哥遊艇,上市,運動休閒,0,19,1,36,-16.8,5.35
1470,大統新創,上市,紡織纖維,0,19,2,36,-31.32,0.42
4609,唐鋒,—,—,0,19,2,36,-75.74,
6934,心誠鎂,上市,生技醫療業,0,19,2,36,-16.32,0.0
3349,寶德,—,—,0,19,3,36,-49.33,
8924,大田,—,—,0,19,3,36,-39.65,
3622,洋華,上市,光電業,0,19,4,36,-35.95,1.03
2718,全心投控,—,—,0,19,5,36,-93.09,
5301,寶得利,—,—,0,19,5,36,-80.33,
1541,錩泰,上市,電機機械,0,19,6,36,-45.25,1.85
2630,亞航,上市,航運業,0,19,6,36,-27.23,2.88
