代號,名稱,股數,權重
3037,欣興,2400000,3.67
2383,台光電,410000,3.56
2330,台積電,750000,3.18
2454,聯發科,445000,2.96
2327,國巨*,1800000,2.03
3711,日月光投控,1800000,1.98
6223,旺矽,190000,1.96
3665,貿聯-KY,440000,1.71
2308,台達電,320000,1.01
2303,聯電,2500000,0.57
3017,奇鋐,115000,0.5
