代號,名稱,股數,權重
3037,欣興,2600000,5.4
2383,台光電,445000,4.57
2330,台積電,650000,2.95
2308,台達電,720000,2.47
3017,奇鋐,365000,2.3
6223,旺矽,242000,2.28
2454,聯發科,200000,1.49
4979,華星光,1235000,1.41
6274,台燿,130000,0.36
