代號,名稱,股數,權重
3037,欣興,2400000,3.7
2327,國巨*,2400000,3.15
2383,台光電,370000,3.1
2454,聯發科,445000,2.74
2330,台積電,620000,2.49
3711,日月光投控,1800000,2.02
2303,聯電,6000000,1.64
6223,旺矽,145000,1.51
6274,台燿,375000,0.89
2308,台達電,175000,0.54
3017,奇鋐,115000,0.41
