代號,名稱,股數,權重
3037,欣興,2400000,3.66
2327,國巨*,2400000,3.22
2383,台光電,370000,3.19
2454,聯發科,445000,2.84
2330,台積電,620000,2.64
3711,日月光投控,1800000,2.12
2303,聯電,6000000,1.66
6223,旺矽,145000,1.56
6274,台燿,375000,0.84
2308,台達電,175000,0.58
3017,奇鋐,115000,0.44
