代號,名稱,股數,權重
2383,台光電,445000,4.59
3037,欣興,2600000,4.43
2454,聯發科,445000,3.13
6223,旺矽,242000,2.61
2330,台積電,650000,2.6
2308,台達電,580000,1.83
2327,國巨*,1550000,1.61
3711,日月光投控,1350000,1.39
3017,奇鋐,215000,1.16
4979,華星光,450000,0.39
