代號,名稱,股數,權重
3037,欣興,2600000,5.44
2454,聯發科,380000,3.67
2303,聯電,9700000,2.9
3017,奇鋐,440000,2.78
2383,台光電,250000,2.27
4979,華星光,900000,1.02
2330,台積電,200000,0.92
3081,聯亞,150000,0.79
