代號,名稱,股數,權重
3037,欣興,2600000,4.32
2383,台光電,445000,4.0
2330,台積電,750000,3.09
2454,聯發科,445000,3.05
6223,旺矽,230000,2.46
3665,貿聯-KY,520000,2.1
3711,日月光投控,1800000,1.83
2327,國巨*,1550000,1.54
2308,台達電,320000,0.91
3017,奇鋐,115000,0.54
2303,聯電,2500000,0.52
