代號,名稱,股數,權重
3037,欣興,2400000,3.29
2330,台積電,750000,3.18
2383,台光電,370000,2.98
2327,國巨*,2400000,2.77
2454,聯發科,445000,2.72
3711,日月光投控,1800000,1.97
6223,旺矽,145000,1.45
2303,聯電,6000000,1.43
2308,台達電,175000,0.55
3017,奇鋐,115000,0.45
