代號,名稱,股數,權重
3037,欣興,2600000,4.39
2383,台光電,445000,4.27
2454,聯發科,445000,3.17
2330,台積電,650000,2.67
6223,旺矽,242000,2.65
3711,日月光投控,1800000,1.9
2327,國巨*,1550000,1.73
2308,台達電,468000,1.49
3017,奇鋐,215000,1.16
4979,華星光,450000,0.43
