代號,名稱,股數,權重
3037,欣興,2600000,5.57
2383,台光電,445000,4.45
2330,台積電,650000,2.85
2308,台達電,720000,2.31
6223,旺矽,242000,2.24
3017,奇鋐,335000,2.03
2454,聯發科,200000,1.4
4979,華星光,1235000,1.38
6274,台燿,130000,0.34
