symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
TTWO,Communication Services,Take-Two Interactive,2025-03-24,210.47,-0.71,12.89,37.52,21.8,0.667,8,4,1,5.4,29.71,1.58,False,True,202.73,8.45,1.073,False,220.93,-4.73,-1.41,-0.71,11.0,9.0,1749281.0,1630900.0,1.222,1439400.0,1664870.0,1607940.0,0.895,86.11,2,7,5,4.6,2,
NFLX,Communication Services,Netflix,2025-03-24,93.39,-4.76,2.9,32.02,15.54,0.667,12,11,2,9.7,1.78,5.32,False,False,96.74,8.58,1.011,False,106.45,-12.27,-2.75,-4.76,10.0,10.0,54891500.0,54313100.0,1.0,44227000.0,50044000.0,54337600.0,0.814,78.73,6,12,8,8.8,10,吃老本
T,Communication Services,AT&T,2025-03-24,26.36,2.81,24.84,31.98,22.9,1.0,3,1,3,2.4,6.81,5.07,False,True,23.97,8.3,0.929,False,26.67,-1.16,4.29,2.81,12.0,8.0,45054683.0,48504225.0,1.5,35085300.0,41450000.0,45637873.0,0.769,92.16,1,3,11,3.8,1,
TPR,Consumer Discretionary,"Tapestry, Inc.",2025-03-24,69.05,-17.4,7.11,47.99,21.42,0.667,41,8,1,23.1,14.42,4.45,False,False,75.76,8.77,1.535,False,88.91,-22.34,-3.93,-17.4,7.0,13.0,8299128.0,5407000.0,0.538,5433800.0,6359990.0,6651506.0,0.817,72.93,1,20,13,11.0,8,吃老本
DRI,Consumer Discretionary,Darden Restaurants,2025-03-24,196.03,2.33,10.2,25.1,15.68,1.0,4,4,3,3.8,0.17,0.35,False,True,185.8,13.16,1.155,False,201.64,-2.78,2.6,2.33,13.0,7.0,1487284.0,1287442.0,1.857,798200.0,1567710.0,1504053.0,0.531,100.0,3,1,24,6.4,3,
GRMN,Consumer Discretionary,Garmin,2025-03-24,209.27,-6.33,2.42,23.67,10.86,0.667,18,12,4,13.4,19.24,37.68,False,False,212.34,7.17,1.358,False,240.57,-13.01,1.65,-6.33,8.0,12.0,1373137.0,1011325.0,0.667,608500.0,1356230.0,1216180.0,0.5,80.62,6,10,26,11.6,9,
PM,Consumer Staples,Philip Morris International,2025-03-24,148.62,0.8,28.88,31.21,23.03,1.0,16,1,1,8.5,3.42,4.9,False,True,138.06,3.92,0.694,False,151.45,-1.87,2.43,0.8,11.0,9.0,5085900.0,7326200.0,1.222,4333600.0,5803540.0,6176813.0,0.702,81.94,1,17,15,10.2,9,吃老本
KR,Consumer Staples,Kroger,2025-03-24,65.04,2.93,7.55,19.27,12.26,1.0,11,10,2,8.9,2.48,0.23,False,True,62.18,4.52,1.144,False,66.79,-2.61,2.02,2.93,10.0,9.0,7765300.0,6788544.0,1.111,6363800.0,5655140.0,6319306.0,1.007,89.25,3,8,4,5.2,3,
MO,Consumer Staples,Altria,2025-03-24,53.53,5.99,13.02,18.21,13.86,1.0,3,5,3,3.6,0.85,2.25,False,True,49.83,4.36,0.811,False,53.95,-0.79,2.77,5.99,11.0,9.0,10310845.0,12719611.0,1.222,10396600.0,11725110.0,11407600.0,0.911,87.22,2,10,7,6.2,5,吃老本
EQT,Energy,EQT Corporation,2025-03-24,52.24,10.05,19.96,46.16,30.58,1.0,2,1,2,1.7,31.27,77.17,False,True,50.59,9.13,0.907,False,55.84,-6.44,0.25,10.05,14.0,6.0,7521542.0,8289666.0,2.333,4971100.0,6918630.0,6856053.0,0.725,100.0,1,1,6,2.0,1,
