symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
NFLX,Communication Services,Netflix,2026-02-27,96.24,15.27,-10.03,-20.11,-8.74,0.333,54246140,49998238,43256377,5.77,36.93,5.19,P+V+,P-V+,P-V+,➡️ 中性,-13.65,34.78,-0.393,2,18,21,10.6,1.43,-15.79,False,True,86.35,27.0,1.309,False,134.12,134.12,-28.24,22.33,15.73,13.0,7.0,59125361.0,45184728.0,1.857,200767000.0,59785810.0,56277640.0,3.567,100.0,71.6,空頭,頭頭低·底底低,多頭確認,18,1,2,8.0,10,剛爆發,,False
CHTR,Communication Services,Charter Communications,2026-02-27,234.63,13.83,17.86,-15.47,0.19,0.667,2266190,1955073,1986553,15.95,-3.12,27.17,P+V+,P+V-,P-V+,➡️ 中性,-46.66,43.37,-1.076,3,7,19,7.4,4.09,-10.27,False,True,212.87,8.19,1.54,False,437.06,437.06,-46.32,1.94,22.51,11.0,9.0,2690990.0,1746988.0,1.222,2144300.0,1458310.0,1790300.0,1.198,100.0,59.09,擴散,頭頭高·底底低,,11,1,12,7.2,8,剛爆發,,False
VZ,Communication Services,Verizon,2026-02-27,48.57,12.62,26.86,16.76,18.25,1.0,40468680,30527678,27966495,39.69,20.16,33.87,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-1.7,25.06,-0.068,4,3,6,4.1,3.28,1.53,False,True,41.61,5.39,1.647,False,48.9,50.48,-0.67,1.81,25.95,14.0,6.0,45877092.0,27849050.0,2.333,34693500.0,27161020.0,31458053.0,1.103,100.0,72.66,擴散,頭頭高·底底低,,6,1,15,5.8,3,,,False
GRMN,Consumer Discretionary,Garmin,2026-02-27,250.75,25.39,31.97,8.03,18.35,1.0,1234205,1057396,990886,37.45,14.39,0.36,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-7.18,38.57,-0.186,1,5,15,5.0,16.63,0.0,False,True,211.31,21.68,1.128,False,258.43,261.69,-2.97,1.58,23.54,13.0,7.0,1285423.0,1139085.0,1.857,1704900.0,1511200.0,1267493.0,1.345,100.0,76.58,擴散,頭頭高·底底低,,7,1,6,4.4,3,剛爆發,,False
TPR,Consumer Discretionary,"Tapestry, Inc.",2026-02-27,154.03,22.5,47.61,57.14,46.1,1.0,2759545,2607764,2964385,30.01,-21.48,-39.22,P+V+,P+V-,P+V-,➡️ 中性,53.46,41.52,1.288,2,1,1,1.5,20.67,8.91,False,True,135.98,7.94,1.316,False,160.47,161.97,-4.01,-1.03,22.1,13.0,7.0,3012892.0,2289042.0,1.857,3056700.0,2270330.0,2505200.0,1.22,100.0,62.15,擴散,頭頭高·底底低,,1,1,11,3.0,2,,,False
NCLH,Consumer Discretionary,Norwegian Cruise Line Holdings,2026-02-27,24.79,12.89,39.66,-1.04,12.62,0.667,23224040,19043232,17641612,26.62,17.26,14.16,P+V+,P+V+,P-V+,🚀 健康多頭,-3.37,50.82,-0.066,3,3,25,7.4,3.31,-1.09,False,True,22.85,16.86,1.185,False,27.18,27.18,-8.79,1.97,8.16,9.0,11.0,25408277.0,21436936.0,0.818,25518300.0,25091420.0,23524720.0,1.085,88.7,58.2,擴散,頭頭高·底底低,,14,19,17,16.6,16,,,False
HSY,Consumer Staples,Hershey Company (The),2026-02-27,232.65,22.12,28.0,32.1,28.58,1.0,2487750,1883892,1738636,37.16,18.23,-3.51,P+V+,P+V+,P+V-,🚀 健康多頭,13.21,37.41,0.353,1,4,6,2.9,21.77,22.22,False,True,197.71,9.81,1.129,False,233.14,236.78,-0.21,6.54,24.82,13.0,7.0,2591223.0,2295585.0,1.857,2289800.0,2061370.0,2373393.0,0.965,100.0,74.86,多頭,頭頭高·底底高,多頭確認,3,1,23,6.2,4,,🚀 暴漲中,True
CASY,Consumer Staples,Casey's,2026-02-27,684.6,13.04,26.89,36.51,28.24,1.0,434115,351861,342370,33.82,5.7,-7.17,P+V+,P+V+,P+V-,🚀 健康多頭,49.92,29.47,1.694,3,6,3,3.9,6.26,14.26,False,True,615.81,5.31,1.657,False,689.0,690.0,-0.64,2.75,12.25,13.0,7.0,504076.0,304185.0,1.857,2365200.0,490190.0,455453.0,5.193,100.0,72.2,多頭,頭頭高·底底高,多頭確認,4,1,1,2.2,1,,🚀 暴漲中,True
SJM,Consumer Staples,J.M. Smucker Company (The),2026-02-27,113.61,11.68,12.31,4.5,8.25,1.0,2679545,1916215,1944584,79.02,-2.88,14.34,P+V+,P+V-,P+V+,➡️ 中性,-2.34,28.72,-0.081,5,25,22,14.4,5.18,-0.03,False,True,101.02,13.7,0.666,False,116.98,121.48,-2.88,5.05,13.17,12.0,8.0,2232283.0,3350437.0,1.5,12228500.0,3624810.0,2984573.0,4.097,94.08,67.15,多頭,頭頭高·底底高,多頭確認,22,19,2,16.8,21,,,False
TRGP,Energy,Targa Resources,2026-02-27,233.53,17.33,39.51,46.12,37.27,1.0,1503815,1419749,1469376,20.03,-6.53,-25.32,P+V+,P+V-,P+V-,➡️ 中性,4.96,35.99,0.138,2,4,5,3.2,12.12,10.4,False,True,196.07,8.36,1.0,False,235.21,237.5,-0.72,1.92,17.59,13.0,7.0,1503661.0,1504100.0,1.857,2369500.0,1670910.0,1561640.0,1.517,100.0,78.79,擴散,頭頭高·底底低,多頭確認,3,1,3,2.2,1,,,False
OXY,Energy,Occidental Petroleum,2026-02-27,52.59,16.94,28.86,17.11,20.01,1.0,12662325,10928600,10586078,7.19,6.69,-14.4,P+V+,P+V+,P+V-,🚀 健康多頭,-4.58,38.47,-0.119,3,8,18,7.5,83.77,22.73,False,True,44.05,16.46,1.368,False,52.83,53.33,-0.47,2.39,16.86,12.0,8.0,14189766.0,10371162.0,1.5,13123200.0,13939690.0,12522180.0,1.048,100.0,70.99,多頭,頭頭高·底底高,多頭確認,12,1,14,8.0,8,剛爆發,🚀 暴漲中,True
BKR,Energy,Baker Hughes,2026-02-27,64.8,16.89,32.71,47.05,35.92,1.0,8633785,8497516,7722817,-13.46,22.3,-1.45,P+V-,P+V+,P+V-,⚠️ 量能背離,32.31,36.66,0.881,4,5,4,4.3,16.74,9.29,False,True,53.47,10.8,0.99,False,65.32,65.78,-0.79,4.9,15.47,14.0,6.0,8608864.0,8691933.0,2.333,8773800.0,7254850.0,8206453.0,1.069,100.0,77.4,擴散,頭頭高·底底低,多頭確認,5,1,13,5.0,4,,,False
CBOE,Financials,Cboe Global Markets,2026-02-27,298.26,13.36,18.06,21.93,18.82,1.0,952060,798916,806270,15.49,-1.81,-10.37,P+V+,P+V-,P+V-,➡️ 中性,28.4,22.15,1.282,1,2,3,1.7,3.76,5.58,False,True,266.31,11.41,0.965,False,301.65,303.12,-1.12,4.08,13.16,14.0,6.0,941764.0,976083.0,2.333,1352900.0,859870.0,904493.0,1.496,100.0,74.8,多頭,頭頭高·底底高,多頭確認,1,1,15,3.8,1,,,False
CME,Financials,CME Group,2026-02-27,310.43,10.53,16.43,19.66,16.57,1.0,2545210,2070052,1996564,27.51,7.64,-17.88,P+V+,P+V+,P+V-,🚀 健康多頭,18.21,18.09,1.007,2,6,6,4.0,0.99,1.98,False,True,278.5,7.46,1.059,False,313.41,322.57,-0.95,3.7,10.24,14.0,6.0,2588814.0,2443466.0,2.333,2806000.0,2523590.0,2518386.0,1.114,100.0,69.79,擴散,頭頭高·底底低,多頭確認,3,1,26,6.8,4,,,False
CB,Financials,Chubb Limited,2026-02-27,338.8,10.11,15.23,22.75,17.71,1.0,1865965,1757236,1775773,17.99,-2.07,-1.49,P+V+,P+V-,P+V-,➡️ 中性,9.4,20.05,0.469,3,8,2,4.3,10.98,21.68,False,True,314.02,6.13,1.113,False,340.62,342.69,-0.53,2.79,11.33,14.0,6.0,1924621.0,1729100.0,2.333,2218000.0,1724650.0,1784146.0,1.243,100.0,70.37,多頭,頭頭高·底底高,多頭確認,2,1,23,5.8,2,,,False
DVA,Health Care,DaVita,2026-02-27,156.3,42.95,30.81,11.36,24.12,1.0,1485440,1078407,951173,65.16,30.88,2.82,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-26.92,39.64,-0.679,1,5,25,7.0,6.51,-20.9,False,True,123.87,7.91,1.534,False,157.91,157.91,-1.02,3.7,45.75,13.0,7.0,1691669.0,1102442.0,1.857,1080900.0,848340.0,1071946.0,1.008,100.0,73.76,擴散,頭頭高·底底低,多頭確認,12,1,19,9.0,10,剛爆發,🔥 追高風險,True
MRNA,Health Care,Moderna,2026-02-27,53.57,21.56,121.82,97.53,84.61,1.0,10374075,11422478,11551963,-29.18,-2.22,12.32,P+V-,P+V-,P+V+,⚠️ 頂部背離,50.72,69.61,0.729,2,1,1,1.5,18.88,76.6,False,True,40.64,26.17,0.825,False,55.2,55.2,-2.95,7.42,14.32,14.0,6.0,9754707.0,11819266.0,2.333,9069700.0,10235520.0,10056466.0,0.902,100.0,74.64,多頭,頭頭高·底底高,,1,1,23,5.4,4,,,False
