symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
VLO,Energy,Valero Energy,2025-09-03,152.15,16.42,22.1,21.87,20.56,1.0,2218575,2949584,3261600,-29.6,-17.46,12.93,P+V-,P+V-,P+V+,⚠️ 頂部背離,-3.69,35.18,-0.105,2,2,2,2.0,29.09,117.31,False,True,138.61,14.41,0.946,False,155.95,159.26,-2.44,5.74,13.56,14.0,6.0,2180921.0,2306433.0,2.333,3080300.0,2399800.0,2229626.0,1.382,100.0,75.41,擴散,頭頭高·底底低,多頭確認,2,1,2,1.6,2,,,False
MPC,Energy,Marathon Petroleum,2025-09-03,176.06,10.81,13.38,22.32,17.21,1.0,1861845,2208516,2527008,-8.43,-22.39,-7.45,P+V-,P+V-,P+V-,⚠️ 量能衰竭,-2.98,36.56,-0.082,3,7,1,3.8,22.98,55.78,False,True,167.37,11.7,1.098,False,180.49,183.5,-2.45,3.16,6.56,14.0,6.0,1912864.0,1742800.0,2.333,1751400.0,1862000.0,1835960.0,0.954,100.0,68.05,擴散,頭頭高·底底低,,3,1,15,4.6,3,,,False
FITB,Financials,Fifth Third Bancorp,2025-09-03,44.08,10.5,20.77,8.03,11.83,1.0,3534770,4956821,4983145,-42.95,-1.05,17.91,P+V-,P+V-,P+V+,⚠️ 頂部背離,0.38,27.23,0.014,1,15,34,11.8,3.85,1.42,False,True,41.44,7.39,0.861,False,46.18,49.07,-4.55,1.29,10.26,13.0,7.0,3345853.0,3885614.0,1.857,3663800.0,3700620.0,3513640.0,1.043,99.6,69.38,多頭,頭頭高·底底高,多頭確認,21,4,11,12.2,5,剛爆發,,False
BAC,Financials,Bank of America,2025-09-03,48.74,10.22,14.24,14.85,13.54,1.0,34965030,38486253,43933658,-10.89,-22.06,24.01,P+V-,P+V-,P+V+,⚠️ 頂部背離,14.54,27.7,0.525,2,26,22,13.2,3.61,10.74,False,True,46.46,6.25,1.073,False,49.58,50.92,-1.69,-0.38,9.88,12.0,7.0,35878250.0,33435128.0,1.714,38344200.0,37887740.0,35506780.0,1.08,100.0,64.23,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,18,1,8,9.2,2,剛爆發,,False
CFG,Financials,Citizens Financial Group,2025-09-03,50.16,10.1,30.1,16.69,18.4,1.0,3643805,4878881,5031846,-34.42,-5.9,17.13,P+V-,P+V-,P+V+,⚠️ 頂部背離,14.2,31.69,0.448,3,4,19,6.5,4.13,2.68,False,True,46.55,8.78,0.991,False,50.99,52.53,-1.63,0.7,9.24,12.0,8.0,3631200.0,3662712.0,1.5,3084100.0,3750150.0,3649420.0,0.845,95.67,66.93,擴散,頭頭高·底底低,多頭確認,9,8,18,10.4,3,,,False
PODD,Health Care,Insulet Corporation,2025-09-03,343.53,23.88,5.7,28.62,21.71,1.0,699600,700535,795394,33.08,-21.31,29.85,P+V+,P+V-,P+V+,➡️ 中性,38.58,37.81,1.02,2,25,2,8.9,26.81,29.7,False,True,305.64,6.95,1.028,False,350.0,350.0,-1.85,3.53,22.25,14.0,6.0,705264.0,686383.0,2.333,595500.0,546140.0,575920.0,1.034,100.0,73.14,擴散,頭頭高·底底低,多頭確認,3,1,10,3.6,3,,,False
VTRS,Health Care,Viatris,2025-09-03,10.19,21.94,22.78,14.99,18.68,1.0,9688100,10056336,13493293,33.26,-40.6,61.06,P+V+,P+V-,P+V+,➡️ 中性,-22.95,38.47,-0.597,3,5,11,5.2,11.55,1.64,False,True,9.18,5.61,1.502,False,12.6,13.55,-19.12,1.34,18.82,12.0,8.0,11182966.0,7445800.0,1.5,6268100.0,7271520.0,7915420.0,0.792,100.0,67.62,擴散,頭頭高·底底低,,5,1,23,7.0,5,,,False
HUM,Health Care,Humana,2025-09-03,307.54,21.57,35.33,20.17,24.31,1.0,1389055,1660661,1707123,-30.24,-5.3,-15.94,P+V-,P+V-,P+V-,⚠️ 量能衰竭,-27.25,44.11,-0.618,4,1,5,3.3,6.86,14.97,False,True,253.57,9.62,1.355,False,372.32,382.72,-17.4,4.39,22.6,15.0,5.0,1486466.0,1096820.0,3.0,1739400.0,1291230.0,1379486.0,1.261,100.0,80.59,擴散,頭頭高·底底低,多頭確認,2,1,5,2.2,1,,,False
UAL,Industrials,United Airlines Holdings,2025-09-03,106.16,19.46,30.69,15.18,20.13,1.0,4781035,6578098,8176140,-41.94,-32.7,22.81,P+V-,P+V-,P+V+,⚠️ 頂部背離,99.05,49.44,2.003,1,6,31,8.5,1.47,23.79,False,True,91.4,12.64,1.311,False,116.0,116.0,-8.48,1.95,21.1,12.0,8.0,5282841.0,4028325.0,1.5,5783900.0,4380630.0,4513046.0,1.282,100.0,69.56,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,15,1,1,6.6,3,剛爆發,,False
DAL,Industrials,Delta Air Lines,2025-09-03,60.61,13.21,26.77,3.21,11.6,1.0,6973030,9236527,11108726,-37.58,-28.85,35.04,P+V-,P+V-,P+V+,⚠️ 頂部背離,25.91,43.37,0.597,2,9,46,12.9,1.89,19.14,False,True,54.79,10.4,1.487,False,68.61,69.98,-11.67,0.2,15.89,11.0,9.0,8178418.0,5499777.0,1.222,7237400.0,6335230.0,6588000.0,1.099,100.0,61.69,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,29,1,5,13.0,10,剛爆發,,False
CHRW,Industrials,C.H. Robinson,2025-09-03,126.24,9.39,34.86,31.45,26.79,1.0,1477945,1301161,1407841,-0.53,-14.09,17.97,P+V-,P+V-,P+V+,⚠️ 頂部背離,15.2,34.5,0.44,5,4,16,6.9,11.61,11.38,False,True,107.38,8.31,1.141,False,128.57,131.17,-1.81,1.49,10.72,14.0,6.0,1534878.0,1345100.0,2.333,1001500.0,1669870.0,1573880.0,0.636,100.0,75.84,多頭,頭頭高·底底高,多頭確認,6,1,27,8.2,4,,,False
SNDK,Information Technology,Sandisk,2025-09-03,53.01,25.91,42.0,17.38,25.67,1.0,2717375,2752489,3098175,46.63,-20.08,,P+V+,P+V-,,資料不足,,,,1,6,26,7.5,771.13,22.38,False,True,45.05,20.61,0.774,False,58.36,58.36,-9.17,11.95,26.42,13.0,7.0,2465669.0,3184828.0,1.857,1689700.0,2243890.0,2718033.0,0.622,100.0,70.31,擴散,頭頭高·底底低,多頭確認,14,1,28,11.6,9,剛爆發,,False
LITE,Information Technology,Lumentum,2025-09-03,134.12,21.92,76.8,92.65,71.0,1.0,3727075,2634713,2706126,74.4,-5.14,44.02,P+V+,P+V-,P+V+,➡️ 中性,87.73,64.63,1.357,2,1,1,1.5,8.86,13.66,False,True,107.87,20.53,1.045,False,137.1,137.1,-2.17,7.62,24.01,14.0,6.0,3775650.0,3613733.0,2.333,5219000.0,3416420.0,3869866.0,1.349,100.0,74.07,多頭,頭頭高·底底高,多頭確認,1,1,6,2.0,2,,,False
STX,Information Technology,Seagate Technology,2025-09-03,174.88,19.73,48.77,77.52,55.88,1.0,2617770,3777513,4046621,-38.36,-12.47,60.05,P+V-,P+V-,P+V+,⚠️ 頂部背離,56.69,45.93,1.234,3,5,4,3.8,6.01,9.21,False,True,151.32,14.49,1.05,False,175.04,176.49,-0.1,6.71,16.2,14.0,6.0,2655914.0,2528766.0,2.333,3790400.0,2771730.0,2538913.0,1.493,100.0,71.42,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,3,1,4,2.4,3,,,False
ALB,Materials,Albemarle Corporation,2025-09-03,79.04,19.03,46.37,2.68,17.69,1.0,4121845,4245284,3843946,-22.78,23.32,62.54,P+V-,P+V+,P+V+,⚠️ 頂部背離,-22.8,54.21,-0.421,1,1,13,3.4,113.51,73.52,False,True,73.42,14.77,1.348,False,110.6,113.91,-28.54,-1.74,17.38,11.0,8.0,4765700.0,3534412.0,1.375,1926000.0,3087890.0,3292933.0,0.585,100.0,52.48,多頭,頭頭高·底底高,,3,1,21,5.8,3,,,False
FCX,Materials,Freeport-McMoRan,2025-09-03,45.72,15.93,15.47,24.45,20.08,1.0,10165720,14141823,15756102,-46.58,-18.59,29.03,P+V-,P+V-,P+V+,⚠️ 頂部背離,-8.27,39.35,-0.21,2,5,4,3.3,21.81,4.59,False,True,42.93,12.19,1.151,False,51.29,52.61,-10.87,4.19,15.44,13.0,7.0,10655600.0,9255942.0,1.857,12237800.0,9918180.0,9938453.0,1.231,100.0,68.24,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,2,1,2,1.6,1,,,False
CRH,Materials,CRH plc,2025-09-03,110.67,14.66,22.99,11.12,14.97,1.0,4668840,4122793,5841986,23.34,-45.47,51.14,P+V+,P+V-,P+V+,➡️ 中性,9.14,30.85,0.296,3,3,7,3.8,0.89,-38.03,False,True,100.11,4.93,1.527,False,113.13,114.4,-2.18,-2.07,14.25,9.0,11.0,5763522.0,3773190.0,0.818,2375800.0,3710310.0,3948566.0,0.602,96.73,61.46,多頭,頭頭高·底底高,,5,5,20,8.0,4,,,False
HST,Real Estate,Host Hotels & Resorts,2025-09-03,15.88,12.35,12.77,10.37,11.46,1.0,8833845,9400652,10236806,-13.28,-15.1,33.83,P+V-,P+V-,P+V+,⚠️ 頂部背離,-8.08,26.32,-0.307,1,4,4,2.5,40.66,25.0,False,True,14.92,8.75,0.888,False,17.12,19.36,-7.22,1.54,11.62,10.0,10.0,8307830.0,9359860.0,1.0,5925300.0,8653440.0,8424200.0,0.703,88.12,66.29,擴散,頭頭高·底底低,多頭確認,3,7,22,8.4,5,,,False
BXP,Real Estate,"BXP, Inc.",2025-09-03,70.63,11.75,10.74,8.44,9.84,1.0,1392245,1658207,1612004,-19.41,5.9,38.1,P+V-,P+V+,P+V+,⚠️ 頂部背離,-7.2,29.65,-0.243,2,6,5,3.8,33.62,22.55,False,True,65.32,11.78,0.877,False,82.7,90.11,-14.59,6.19,11.62,10.0,10.0,1301240.0,1483250.0,1.0,1364000.0,1342710.0,1274366.0,1.07,89.8,70.67,擴散,頭頭高·底底低,多頭確認,4,5,7,5.0,1,,,False
FRT,Real Estate,Federal Realty Investment Trust,2025-09-03,95.92,7.39,6.08,-1.55,2.59,0.667,831365,757812,804908,5.96,-11.06,17.29,P+V+,P+V-,P-V+,➡️ 中性,-15.27,18.85,-0.81,4,10,14,7.8,138.29,2.23,False,True,90.99,4.93,0.95,False,109.53,118.34,-12.43,1.33,7.15,9.0,11.0,808022.0,850463.0,0.818,547300.0,635560.0,748593.0,0.731,83.72,63.69,空頭,頭頭低·底底低,多頭確認,10,13,21,13.4,15,,,False
ATO,Utilities,Atmos Energy,2025-09-03,161.48,5.77,7.4,11.6,9.09,1.0,988940,829341,990303,46.69,-27.96,19.05,P+V+,P+V-,P+V+,➡️ 中性,21.88,16.61,1.317,1,5,8,3.6,1.25,5.3,False,True,154.84,2.22,1.432,True,164.18,168.86,-1.65,-0.48,6.03,13.0,7.0,1105669.0,772157.0,1.857,655300.0,857170.0,839993.0,0.78,100.0,59.03,多頭,頭頭高·底底高,空轉多預警,7,1,15,6.2,4,剛爆發,🎯 潛在暴漲,False
AES,Utilities,AES Corporation,2025-09-03,12.6,3.04,31.72,31.5,24.44,1.0,7588260,13730652,15350036,-55.06,-19.09,25.11,P+V-,P+V-,P+V+,⚠️ 頂部背離,-21.29,51.09,-0.417,2,1,3,1.9,28.96,-17.83,False,True,12.07,5.77,1.095,False,18.26,20.3,-30.97,-0.82,3.93,11.0,8.0,7944672.0,7254275.0,1.375,6474600.0,6969310.0,7838660.0,0.826,91.82,52.37,多頭,頭頭高·底底高,,1,2,11,3.4,1,,,False
NEE,Utilities,NextEra Energy,2025-09-03,69.63,2.33,2.9,5.75,4.18,1.0,9585075,10331296,11859530,8.33,-22.83,16.34,P+V+,P+V-,P+V+,➡️ 中性,-9.54,25.76,-0.37,3,16,16,9.5,4.01,1.19,False,False,70.64,7.41,1.321,False,81.17,86.1,-14.22,-3.55,1.41,8.0,12.0,11220675.0,8494675.0,0.667,7722300.0,9497850.0,10259726.0,0.753,82.54,42.87,收斂,頭頭低·底底高,多轉空預警,14,6,17,11.4,9,剛爆發,,False
