symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
PSKY,Communication Services,Paramount Skydance Corporation,2025-09-03,14.81,36.41,26.66,35.13,33.33,1.0,28434290,15420375,11942328,147.71,82.18,32.5,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,14.23,49.03,0.29,2,5,6,3.7,27.42,52.63,False,True,12.99,21.91,1.75,False,17.24,17.53,-14.09,-4.92,28.17,7.0,13.0,39411742.0,22523353.0,0.538,8362700.0,12885380.0,21885360.0,0.382,100.0,58.34,擴散,頭頭高·底底低,,4,1,19,5.8,5,,,False
APP,Communication Services,AppLovin,2025-09-03,487.35,24.78,21.26,52.06,37.54,1.0,6404985,5516209,7208471,44.19,-38.03,28.37,P+V+,P+V-,P+V+,➡️ 中性,306.95,97.97,3.133,3,6,2,3.7,1.71,15.78,False,True,393.29,25.0,1.49,False,525.15,525.15,-7.2,3.84,28.95,13.0,7.0,7238438.0,4857142.0,1.857,5052300.0,5160300.0,4967726.0,1.017,100.0,68.42,多頭,頭頭高·底底高,多頭確認,3,1,7,3.0,2,,,False
TKO,Communication Services,TKO Group Holdings,2025-09-03,183.75,19.92,17.23,24.84,21.71,1.0,1060400,920320,1289314,44.21,-44.5,35.29,P+V+,P+V-,P+V+,➡️ 中性,38.94,39.08,0.997,4,8,8,6.0,7.47,24.4,False,True,173.21,5.53,1.214,False,191.78,194.76,-4.18,0.78,14.17,11.0,9.0,1151909.0,948555.0,1.222,694700.0,663430.0,747833.0,0.929,98.4,58.47,多頭,頭頭高·底底高,空轉多預警,7,8,12,8.4,9,,,False
APTV,Consumer Discretionary,Aptiv,2025-09-03,79.63,22.28,21.94,21.91,22.01,1.0,2515775,2484404,2917496,-5.2,-25.85,-18.04,P+V-,P+V-,P+V-,⚠️ 量能衰竭,-9.44,41.75,-0.226,1,14,15,7.7,15.78,10.12,False,True,71.53,9.99,1.143,False,81.13,81.13,-1.85,-0.31,22.92,13.0,7.0,2630715.0,2302314.0,1.857,3122300.0,2432060.0,2440186.0,1.28,100.0,66.85,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,10,1,4,5.2,1,剛爆發,,False
WYNN,Consumer Discretionary,Wynn Resorts,2025-09-03,124.36,17.35,43.29,43.02,36.67,1.0,2180055,2083195,2335230,26.41,-19.48,-13.24,P+V+,P+V-,P+V-,➡️ 中性,41.24,47.79,0.863,2,3,5,2.9,-8.79,-13.98,False,True,108.31,14.89,1.23,False,127.34,128.53,-2.34,5.41,16.79,11.0,9.0,2380427.0,1935155.0,1.222,1408000.0,2290190.0,2198693.0,0.64,100.0,74.99,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,22,5.6,2,,,False
DECK,Consumer Discretionary,Deckers Brands,2025-09-03,123.67,16.98,17.77,-10.7,3.34,0.667,2572525,3291656,3428728,-43.76,-7.69,54.91,P+V-,P+V-,P-V+,➡️ 中性,-33.76,50.91,-0.663,3,20,43,16.1,36.6,65.07,False,True,106.55,20.03,1.07,False,223.98,223.98,-44.79,8.78,16.77,12.0,8.0,2641408.0,2469200.0,1.5,3034600.0,2754700.0,2617720.0,1.159,100.0,73.79,多頭,頭頭高·底底高,空轉多預警,37,1,5,16.2,17,剛爆發,,False
ADM,Consumer Staples,Archer Daniels Midland,2025-09-03,59.97,9.73,29.42,34.98,27.28,1.0,3715995,3668553,4028353,22.61,-16.4,30.03,P+V+,P+V-,P+V+,➡️ 中性,-2.58,27.97,-0.092,1,2,3,1.7,16.82,4.46,False,True,54.9,7.59,1.09,False,62.55,64.38,-4.13,-1.75,8.03,10.0,10.0,3876460.0,3555530.0,1.0,3028500.0,3802320.0,3725626.0,0.813,88.2,63.43,多頭,頭頭高·底底高,,2,7,21,7.8,4,,,False
MNST,Consumer Staples,Monster Beverage,2025-09-03,31.75,6.74,-0.5,22.32,12.72,0.667,12094080,11842430,12032835,2.52,-3.12,4.12,P+V+,P-V-,P+V+,➡️ 中性,25.27,24.24,1.043,2,17,7,7.5,4.1,-2.68,False,True,30.8,6.8,1.168,False,33.38,33.38,-4.85,2.24,7.57,12.0,8.0,12830566.0,10989350.0,1.5,9364600.0,9460560.0,9594426.0,0.976,98.37,56.89,擴散,頭頭高·底底低,,7,4,10,6.4,2,,,False
PEP,Consumer Staples,PepsiCo,2025-09-03,141.47,5.57,14.79,-0.28,4.95,0.667,8441640,9668552,8965233,-12.53,17.03,45.7,P+V-,P+V+,P-V+,➡️ 中性,-16.4,19.04,-0.861,3,4,15,5.7,4.48,-0.77,False,True,134.97,8.06,0.928,False,166.02,179.73,-14.79,1.12,6.59,11.0,9.0,8157463.0,8788966.0,1.222,11259200.0,9495400.0,9043573.0,1.245,88.98,56.37,多頭,頭頭高·底底高,,11,6,7,8.2,5,,,False
APA,Energy,APA Corporation,2025-09-03,21.92,25.58,32.65,14.43,21.77,1.0,7442420,7370118,8342419,22.13,-20.88,29.56,P+V+,P+V-,P+V+,➡️ 中性,-31.38,53.9,-0.582,1,1,3,1.4,79.46,29.18,False,True,19.13,17.58,1.224,False,27.08,29.47,-19.06,2.53,22.0,12.0,8.0,8030191.0,6560762.0,1.5,8313500.0,6122280.0,6165180.0,1.348,100.0,64.09,空頭,頭頭低·底底低,多頭確認,1,1,3,1.4,1,,,False
