symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
VZ,Communication Services,Verizon,2026-09-10,49.97,3.63,11.01,0.91,4.12,1.0,17488425,26097315,25264389,-31.85,6.82,-10.67,P+V-,P+V+,P+V-,⚠️ 量能背離,15.4,27.21,0.566,4,2,11,4.8,2.71,5.81,False,True,46.67,4.21,0.997,False,50.93,51.68,-1.88,-0.5,6.36,12.0,8.0,17464558.0,17524225.0,1.5,18475800.0,18094890.0,18008693.0,1.026,93.56,59.3,多頭,頭頭高·底底高,空轉多預警,5,4,11,5.8,2,,,False
WBD,Communication Services,Warner Bros. Discovery,2026-09-10,28.2,1.62,6.17,0.89,2.4,1.0,17840625,21378661,21569925,-27.27,-1.76,-52.07,P+V-,P+V-,P+V-,⚠️ 量能衰竭,120.49,63.25,1.905,6,7,12,7.5,153.87,-1161.59,False,True,27.17,3.81,1.487,False,30.0,30.0,-6.0,-0.67,1.99,10.0,10.0,21334970.0,14346280.0,1.0,32196300.0,16756200.0,17214433.0,1.87,91.95,55.13,擴散,頭頭高·底底低,,10,5,1,6.2,3,,,False
NWSA,Communication Services,News Corp (Class A),2026-09-10,29.38,1.86,8.38,20.24,12.68,1.0,3596535,4731386,4600761,-7.8,5.84,15.03,P+V-,P+V+,P+V+,⚠️ 頂部背離,0.07,27.35,0.003,5,4,1,3.9,51.24,5.46,False,True,28.63,8.18,0.82,False,31.55,31.66,-6.89,-3.82,2.82,12.0,8.0,3305908.0,4032475.0,1.5,3371100.0,4224960.0,3734266.0,0.903,87.01,47.35,多頭,頭頭高·底底高,空轉多預警,1,7,20,7.2,4,吃老本,,False
GPC,Consumer Discretionary,Genuine Parts Company,2026-09-10,134.16,-0.11,36.01,18.31,18.13,0.667,1034380,1608796,1744797,-33.06,-14.46,41.13,P-V-,P+V-,P+V+,➡️ 中性,-1.21,36.21,-0.033,7,1,4,4.6,3.47,1.26,False,True,129.41,4.33,0.915,False,147.43,151.57,-9.0,-1.42,0.89,11.0,9.0,992981.0,1084977.0,1.222,944200.0,949080.0,1077960.0,0.876,84.32,52.8,多頭,頭頭高·底底高,,2,6,13,5.8,1,,,False
BBY,Consumer Discretionary,Best Buy,2026-09-10,88.09,3.21,18.83,35.9,23.46,1.0,4169140,3782056,4060544,31.13,-12.84,-3.31,P+V+,P+V-,P+V-,➡️ 中性,14.38,38.5,0.374,4,6,1,4.0,6.53,4.32,False,True,84.71,16.44,0.884,False,91.27,91.27,-3.48,1.25,6.13,12.0,8.0,3961800.0,4480150.0,1.5,2731500.0,4864330.0,4515386.0,0.605,92.16,55.37,空頭,頭頭低·底底低,多轉空預警,1,3,23,6.2,2,,,False
F,Consumer Discretionary,Ford Motor Company,2026-09-10,13.88,-0.07,-6.15,16.93,6.91,0.333,42924180,49700969,54001189,-19.51,-14.75,-29.3,P-V-,P-V-,P+V-,⚠️ 主升段結束,26.75,39.26,0.681,6,26,6,12.0,21.27,256.64,False,False,14.01,10.63,1.001,False,17.59,17.78,-21.09,-1.84,0.36,11.0,9.0,42937800.0,42907533.0,1.222,47988700.0,47075280.0,44962413.0,1.067,85.33,47.81,收斂,頭頭低·底底高,,9,4,7,6.6,3,,,False
ADM,Consumer Staples,Archer Daniels Midland,2026-09-10,86.91,9.12,9.16,30.54,19.84,1.0,3557040,3689046,3867045,-13.8,-8.8,10.92,P+V-,P+V-,P+V+,⚠️ 頂部背離,32.78,30.27,1.083,3,4,2,3.1,28.02,7.8,False,True,81.18,11.66,0.888,False,88.75,88.75,-2.07,1.79,9.7,13.0,7.0,3406169.0,3837228.0,1.857,3721000.0,3827420.0,3726386.0,0.999,99.93,66.14,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,2,1,13,3.8,1,,,False
PM,Consumer Staples,Philip Morris International,2026-09-10,189.77,0.46,7.2,13.57,8.7,1.0,4266470,4932412,4871783,-18.24,2.52,-19.83,P+V-,P+V+,P+V-,⚠️ 量能背離,16.71,28.98,0.577,9,8,5,7.9,7.31,7.07,False,True,188.24,6.74,1.106,False,207.76,207.76,-8.66,0.97,1.92,13.0,7.0,4415100.0,3990442.0,1.857,4661600.0,3824020.0,3978906.0,1.172,98.76,52.7,收斂,頭頭低·底底高,多轉空預警,4,2,8,4.0,2,,,False
KDP,Consumer Staples,Keurig Dr Pepper,2026-09-10,31.46,1.09,0.65,13.15,7.01,1.0,9252260,13463850,12182883,-27.4,23.5,-23.04,P+V-,P+V+,P+V-,⚠️ 量能背離,11.35,26.5,0.428,6,15,6,8.7,6.18,4.25,False,True,31.22,5.37,1.089,False,33.82,33.82,-6.98,-3.47,6.43,12.0,8.0,9564800.0,8783450.0,1.5,10454300.0,8703600.0,8586020.0,1.218,94.03,48.15,收斂,頭頭低·底底高,空轉多預警 / 空頭確認,7,5,6,6.0,3,,,False
VLO,Energy,Valero Energy,2026-09-10,385.43,12.4,52.46,73.07,52.75,1.0,2391575,2854689,3210892,-13.67,-19.97,7.43,P+V-,P+V-,P+V+,⚠️ 頂部背離,112.75,34.77,3.242,2,1,2,1.7,23.84,33.47,False,True,321.95,14.19,1.138,False,393.54,393.54,-2.06,5.28,16.72,13.0,7.0,2497523.0,2194814.0,1.857,3157800.0,2740310.0,2499720.0,1.263,100.0,77.1,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,5,2.2,1,,,False
APA,Energy,APA Corporation,2026-09-10,44.53,11.32,22.49,38.14,27.52,1.0,5031235,5562821,6713734,-10.86,-29.27,-2.53,P+V-,P+V-,P+V-,⚠️ 量能衰竭,77.6,45.72,1.697,4,4,4,4.0,1.01,20.9,False,True,38.45,12.22,0.951,False,46.1,46.1,-3.41,-0.38,11.41,13.0,7.0,4942584.0,5195871.0,1.857,6550400.0,4466460.0,4861426.0,1.347,100.0,62.93,多頭,頭頭高·底底高,,4,1,2,2.4,2,,,False
MPC,Energy,Marathon Petroleum,2026-09-10,392.42,10.42,52.43,78.51,54.96,1.0,2361230,2370021,2437853,2.76,-5.41,13.57,P+V+,P+V-,P+V+,➡️ 中性,94.34,39.81,2.37,6,2,1,3.8,27.08,120.63,False,True,329.82,12.68,0.951,False,405.13,405.13,-3.14,1.4,12.99,15.0,5.0,2331286.0,2451060.0,3.0,2567800.0,2373520.0,2355180.0,1.09,100.0,73.42,多頭,頭頭高·底底高,多頭確認,1,1,9,2.6,3,,,False
STT,Financials,State Street Corporation,2026-09-10,191.3,0.76,17.77,59.89,34.58,1.0,1306665,2061512,2067280,-35.74,-0.56,4.0,P+V-,P+V-,P+V+,⚠️ 頂部背離,76.05,22.03,3.452,9,9,1,7.4,9.21,7.46,False,True,185.81,4.8,1.045,False,195.93,195.93,-2.36,0.66,0.63,10.0,10.0,1335390.0,1277940.0,1.0,1169100.0,1250670.0,1291920.0,0.905,83.93,54.34,多頭,頭頭高·底底高,,2,7,18,7.2,1,,,False
IVZ,Financials,Invesco,2026-09-10,31.93,-0.67,15.17,36.86,22.05,0.667,3461165,4707156,5105470,-33.99,-14.47,-3.43,P-V-,P+V-,P+V-,➡️ 中性,45.88,29.69,1.545,21,14,4,15.5,7.18,-1.21,False,True,30.66,6.43,0.945,False,33.66,33.66,-5.14,0.66,1.91,10.0,10.0,3362540.0,3559790.0,1.0,3383700.0,3276140.0,3311080.0,1.022,82.94,50.82,多頭,頭頭高·底底高,,4,10,9,7.4,2,吃老本,,False
HOOD,Financials,Robinhood Markets,2026-09-10,113.33,14.05,35.29,47.01,35.84,1.0,21970035,24459212,26749078,14.72,-15.77,-15.72,P+V+,P+V-,P+V-,➡️ 中性,-19.2,76.18,-0.252,1,2,2,1.5,43.71,-1.98,False,True,103.36,21.9,1.301,False,153.86,153.86,-26.34,5.93,19.41,9.0,11.0,25177455.0,19345781.0,0.818,16570000.0,22254520.0,23897560.0,0.693,99.06,56.6,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,1,3,31,7.8,3,,,False
ELV,Health Care,Elevance Health,2026-09-10,416.54,5.06,-1.03,45.92,23.97,0.667,965655,1368429,1573859,-23.39,-23.09,-12.62,P+V-,P-V-,P+V-,⚠️ 量能背離,32.13,33.64,0.955,4,44,6,16.4,19.99,16.36,False,True,395.51,8.16,1.138,False,434.35,436.24,-4.1,3.08,4.81,10.0,10.0,1027810.0,903500.0,1.0,1904000.0,1094830.0,997033.0,1.91,89.03,60.98,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,8,5,1,5.4,1,,,False
HUM,Health Care,Humana,2026-09-10,400.73,4.09,10.6,125.35,66.35,1.0,949940,1327793,1521648,-37.98,-22.6,-19.98,P+V-,P+V-,P+V-,⚠️ 量能衰竭,44.18,53.15,0.831,6,29,2,12.1,8.79,1.05,False,True,389.03,9.54,1.111,False,428.88,428.88,-6.56,-0.06,3.06,11.0,9.0,994527.0,895444.0,1.222,922200.0,906640.0,989633.0,0.932,89.58,58.16,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,2,4,17,5.8,2,,🔥 追高風險,True
MRNA,Health Care,Moderna,2026-09-10,136.62,114.64,186.24,160.13,155.28,1.0,33845240,15606183,11225130,540.4,128.02,-2.94,P+V+,P+V+,P+V-,🚀 健康多頭,161.91,130.59,1.24,1,1,1,1.0,4.33,12.37,False,True,89.61,18.17,2.556,False,176.66,176.66,-22.67,-9.41,114.58,7.0,13.0,56007085.0,21911938.0,0.538,7873500.0,16686890.0,30433820.0,0.259,100.0,58.51,多頭,頭頭高·底底高,,1,1,27,6.2,3,,🔥 追高風險,True
EXPD,Industrials,Expeditors International,2026-09-10,189.32,1.21,13.82,29.58,18.55,1.0,750245,1133204,1149183,-42.3,-2.74,-19.82,P+V-,P+V-,P+V-,⚠️ 量能衰竭,53.62,34.41,1.558,5,5,2,4.4,19.93,27.77,False,True,179.86,4.24,0.877,False,192.28,192.28,-1.54,1.7,2.63,13.0,7.0,715261.0,815214.0,1.857,925800.0,796730.0,762286.0,1.215,95.47,60.02,多頭,頭頭高·底底高,,1,1,6,2.0,1,,,False
DE,Industrials,Deere & Company,2026-09-10,677.94,10.71,17.73,15.58,14.9,1.0,1382205,1214798,1264214,33.71,-7.52,-16.5,P+V+,P+V-,P+V-,➡️ 中性,33.14,29.52,1.122,1,1,14,3.6,8.3,14.07,False,True,622.05,13.22,1.579,False,705.88,705.88,-3.96,-2.93,9.39,9.0,11.0,1731466.0,1096445.0,0.818,1175900.0,1340400.0,1484240.0,0.792,94.37,61.82,擴散,頭頭高·底底低,多頭確認,2,2,21,5.8,2,,,False
CSX,Industrials,CSX Corporation,2026-09-10,49.04,-1.93,4.01,23.47,12.25,0.667,9152180,11673409,12246754,-35.22,-8.94,-11.25,P-V-,P+V-,P+V-,➡️ 中性,57.83,20.88,2.769,9,21,5,11.8,4.19,10.6,False,False,50.09,8.03,0.894,False,53.45,53.6,-8.26,0.8,-1.81,11.0,9.0,8686763.0,9721022.0,1.222,10386300.0,9625340.0,9374420.0,1.108,83.21,43.27,擴散,頭頭高·底底低,,4,9,10,7.2,3,,,False
SNDK,Information Technology,Sandisk,2026-09-10,1692.59,10.76,2.8,220.97,113.88,1.0,13146705,13922730,14802070,-20.5,-11.22,13.06,P+V-,P+V-,P+V+,⚠️ 頂部背離,1718.57,116.1,14.803,3,34,2,12.1,13.72,59.67,False,True,1525.85,23.07,1.21,False,2354.39,2354.39,-28.11,8.96,25.91,11.0,9.0,14258281.0,11788111.0,1.222,8737100.0,11580150.0,11124726.0,0.785,100.0,57.34,多頭,頭頭高·底底高,空轉多預警,2,1,18,4.8,1,,🔥 追高風險,True
MU,Information Technology,Micron Technology,2026-09-10,977.41,2.9,4.45,164.1,83.89,1.0,26836540,42234952,45741270,-39.36,-14.24,55.21,P+V-,P+V-,P+V+,⚠️ 頂部背離,551.97,84.5,6.532,11,31,3,15.4,21.39,33.21,False,True,929.74,13.97,0.95,False,1254.81,1255.0,-22.11,2.23,7.26,11.0,9.0,26214618.0,27596666.0,1.222,26230400.0,25957350.0,24967106.0,1.051,90.2,53.29,多頭,頭頭高·底底高,空轉多預警,3,12,6,7.2,2,吃老本,🔥 追高風險,True
