ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
2360,致茂,Semiconductor Equipment & Materials,2026-09-23,29.43,-0.09,❄️ Weak,29.77,0.01,9,-0.1,
2454,聯發科,AI / HPC Semiconductor,2026-09-23,54.16,1.13,🚀 Confirmed,117.2,1.27,9,-0.14,
2317,鴻海,Cloud / Data Center / Cybersecurity,2026-09-23,21.42,-0.48,❄️ Weak,15.92,-0.25,8,-0.23,
1519,華城,Smart Grid / Transformer,2026-09-23,6.55,-1.21,💰 Capital Leading,-9.77,-0.97,4,-0.24,🎯 EARLY
2308,台達電,EV / Auto Electronics,2026-09-23,18.9,-0.61,❄️ Weak,15.57,-0.33,4,-0.28,
2603,長榮,Shipping / Logistics,2026-09-23,21.07,-0.5,💰 Capital Leading,20.18,-0.08,4,-0.42,🎯 EARLY
8996,高力,Semiconductor Equipment & Materials,2026-09-23,29.43,-0.09,❄️ Weak,40.74,0.33,9,-0.42,
2360,致茂,Data Center Power / PSU,2026-09-23,26.66,-0.22,❄️ Weak,29.77,0.21,4,-0.43,
3711,日月光投控,Advanced Packaging,2026-09-23,34.9,0.18,🚀 Confirmed,57.56,0.69,8,-0.51,
3037,欣興,Advanced Packaging,2026-09-23,34.9,0.18,🚀 Confirmed,57.97,0.7,8,-0.52,
3443,創意,AI / HPC Semiconductor,2026-09-23,54.16,1.13,🚀 Confirmed,137.86,1.69,9,-0.56,
3653,健策,Thermal / Liquid Cooling,2026-09-23,41.67,0.51,⚠️ Price Leading,59.72,1.12,5,-0.61,
2344,華邦電,Memory / HBM,2026-09-23,19.58,-0.57,❄️ Weak,21.65,0.06,5,-0.63,
3037,欣興,PCB / HDI / IC Substrate,2026-09-23,34.46,0.16,🚀 Confirmed,57.97,0.8,10,-0.64,
4958,臻鼎-KY,PCB / HDI / IC Substrate,2026-09-23,34.46,0.16,🚀 Confirmed,58.09,0.81,10,-0.65,
8046,南電,Advanced Packaging,2026-09-23,34.9,0.18,🚀 Confirmed,64.37,0.89,8,-0.71,
1504,東元,Smart Grid / Transformer,2026-09-23,6.55,-1.21,💰 Capital Leading,-0.01,-0.39,4,-0.82,🎯 EARLY
8046,南電,PCB / HDI / IC Substrate,2026-09-23,34.46,0.16,🚀 Confirmed,64.37,1.02,10,-0.86,
3189,景碩,Advanced Packaging,2026-09-23,34.9,0.18,🚀 Confirmed,72.14,1.13,8,-0.95,
3665,貿聯-KY,EV / Auto Electronics,2026-09-23,18.9,-0.61,❄️ Weak,23.87,0.49,4,-1.1,
3189,景碩,PCB / HDI / IC Substrate,2026-09-23,34.46,0.16,🚀 Confirmed,72.14,1.29,10,-1.13,
6531,愛普*,Memory / HBM,2026-09-23,19.58,-0.57,❄️ Weak,39.19,0.6,5,-1.17,
1605,華新,Smart Grid / Transformer,2026-09-23,6.55,-1.21,💰 Capital Leading,6.23,-0.02,4,-1.19,🎯 EARLY
6669,緯穎,Cloud / Data Center / Cybersecurity,2026-09-23,21.42,-0.48,❄️ Weak,42.47,0.95,8,-1.43,
2395,研華,Robotics / Automation,2026-09-23,24.91,-0.31,💰 Capital Leading,67.34,1.15,3,-1.46,
2301,光寶科,Data Center Power / PSU,2026-09-23,26.66,-0.22,❄️ Weak,46.23,1.33,4,-1.55,
2360,致茂,EV / Auto Electronics,2026-09-23,18.9,-0.61,❄️ Weak,29.77,1.07,4,-1.68,
2408,南亞科,Memory / HBM,2026-09-23,19.58,-0.57,❄️ Weak,61.27,1.27,5,-1.84,
2615,萬海,Shipping / Logistics,2026-09-23,21.07,-0.5,💰 Capital Leading,37.33,1.43,4,-1.93,
3532,台勝科,Semiconductor Equipment & Materials,2026-09-23,29.43,-0.09,❄️ Weak,113.59,2.46,9,-2.55,
2395,研華,Cloud / Data Center / Cybersecurity,2026-09-23,21.42,-0.48,❄️ Weak,67.34,2.08,8,-2.56,
2360,致茂,Smart Grid / Transformer,2026-09-23,6.55,-1.21,💰 Capital Leading,29.77,1.38,4,-2.59,
2059,川湖,AI Server / ODM,2026-09-23,36.65,0.27,⚠️ Price Leading,146.67,3.07,13,-2.8,
