symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
STZ,Consumer Staples,Constellation Brands,2024-01-22,234.49,3.21,9.07,-7.79,-0.82,0.667,9,17,20,13.6,6.46,9.63,False,True,228.28,5.15,1.246,False,255.36,-8.18,-1.75,3.91,13.0,7.0,1375307.0,1103457.0,1.857,1078500.0,1013130.0,1323133.0,0.815,100.0,17,1,19,11.0,13,剛爆發,True
KDP,Consumer Staples,Keurig Dr Pepper,2024-01-22,29.71,-3.38,7.77,-4.44,-1.12,0.333,28,19,15,22.7,2.61,4.88,False,False,29.79,3.41,0.912,False,32.81,-9.44,0.28,-2.77,9.0,11.0,7069588.0,7750354.0,0.818,4879400.0,6850120.0,7684093.0,0.635,76.69,18,24,24,21.6,23,吃老本,True
TAP,Consumer Staples,Molson Coors Beverage Company,2024-01-22,57.37,2.5,11.31,-9.87,-1.48,0.667,10,13,21,13.1,25.07,8.02,False,True,56.35,4.82,1.207,False,63.97,-10.32,0.4,2.65,10.0,10.0,1381820.0,1144530.0,1.0,1019500.0,1201420.0,1328740.0,0.767,87.88,19,13,22,17.2,17,剛爆發,True
KMB,Consumer Staples,Kimberly-Clark,2024-01-22,109.42,-0.28,4.7,-5.31,-1.55,0.333,21,26,17,21.7,,,,,,,,,,,,,,,,,,,,,,,20,25,25,,25,,False
DLTR,Consumer Staples,Dollar Tree,2024-01-22,132.73,-6.56,22.63,-12.93,-2.45,0.333,31,4,25,21.7,-3.77,4.78,False,True,129.46,5.73,0.878,False,161.1,-17.61,1.72,-6.42,11.0,9.0,1980118.0,2254066.0,1.222,1771000.0,2208160.0,2153333.0,0.822,80.54,21,22,18,20.8,21,,False
MO,Consumer Staples,Altria,2024-01-22,33.47,-0.35,4.71,-7.51,-2.67,0.333,22,25,19,22.3,,,,,,,,,,,,,,,,,,,,,,,22,25,25,,25,,False
PM,Consumer Staples,Philip Morris International,2024-01-22,82.14,-3.43,5.3,-6.47,-2.77,0.333,29,23,18,25.0,,,,,,,,,,,,,,,,,,,,,,,23,25,25,,25,,False
KVUE,Consumer Staples,Kenvue,2024-01-22,18.8,-3.2,15.64,-12.96,-3.37,0.333,27,11,26,22.0,-1.44,6.86,False,True,18.74,8.43,1.205,False,24.6,-23.59,0.63,-3.29,9.0,11.0,17912511.0,14865009.0,0.818,14121400.0,14456900.0,15758926.0,0.896,81.63,24,21,15,21.0,22,,False
PEP,Consumer Staples,PepsiCo,2024-01-22,153.4,-1.17,5.96,-10.5,-4.05,0.333,24,21,22,22.7,,,,,,,,,,,,,,,,,,,,,,,25,25,25,,25,,False
GIS,Consumer Staples,General Mills,2024-01-22,57.27,-0.05,-0.3,-12.89,-6.53,0.0,20,31,24,24.1,,,,,,,,,,,,,,,,,,,,,,,26,25,25,,25,,False
HSY,Consumer Staples,Hershey Company (The),2024-01-22,176.41,2.02,3.95,-18.34,-7.68,0.667,13,27,28,20.2,5.96,4.97,False,True,175.09,3.87,0.935,False,252.85,-30.23,-0.13,3.42,12.0,8.0,1495466.0,1599112.0,1.5,1111100.0,1415050.0,1424660.0,0.78,90.87,27,10,20,18.8,19,剛爆發,True
DG,Consumer Staples,Dollar General,2024-01-22,126.35,-1.41,12.33,-20.99,-7.77,0.333,25,12,30,22.1,6.76,-13.6,False,True,123.46,8.26,0.945,False,223.3,-43.42,0.93,-0.3,11.0,9.0,2228009.0,2358400.0,1.222,1384200.0,2289070.0,2163546.0,0.64,85.06,28,16,23,22.2,24,剛爆發,True
MKC,Consumer Staples,McCormick & Company,2024-01-22,64.65,0.96,10.37,-22.16,-8.25,0.667,15,15,31,18.2,7.11,-0.45,False,True,62.35,8.53,1.082,False,86.88,-25.58,6.23,1.9,9.0,11.0,2147400.0,1984454.0,0.818,2894400.0,2448270.0,2204780.0,1.313,84.84,29,18,3,19.4,20,剛爆發,True
BF-B,Consumer Staples,Brown–Forman,2024-01-22,53.04,-0.72,3.38,-19.4,-9.03,0.333,23,28,29,25.7,,,,,,,,,,,,,,,,,,,,,,,30,25,25,,25,,False
HRL,Consumer Staples,Hormel Foods,2024-01-22,27.86,-2.62,-0.39,-23.16,-12.33,0.0,26,32,32,29.0,,,,,,,,,,,,,,,,,,,,,,,31,25,25,,25,剛爆發,False
EL,Consumer Staples,Estée Lauder Companies (The),2024-01-22,124.86,-10.56,5.59,-26.83,-14.66,0.333,32,22,33,29.2,,,,,,,,,,,,,,,,,,,,,,,32,25,25,,25,剛爆發,False
BG,Consumer Staples,Bunge Global,2024-01-22,81.95,-12.53,-15.72,-17.51,-15.82,0.0,33,33,27,31.8,,,,,,,,,,,,,,,,,,,,,,,33,25,25,,25,剛爆發,False
ADM,Consumer Staples,Archer Daniels Midland,2024-01-22,47.67,-27.93,-25.22,-39.05,-32.82,0.0,34,34,34,34.0,,,,,,,,,,,,,,,,,,,,,,,34,25,25,,25,剛爆發,False
PSX,Energy,Phillips 66,2024-01-22,128.86,5.32,27.56,29.43,22.94,1.0,3,1,1,2.0,-2.06,8.57,False,True,117.78,10.34,0.989,False,128.91,-0.04,8.62,4.1,11.0,9.0,2797509.0,2827988.0,1.222,3389100.0,2755740.0,2910193.0,1.165,91.55,1,4,3,2.6,3,,False
MPC,Energy,Marathon Petroleum,2024-01-22,152.55,8.2,10.55,23.05,16.21,1.0,1,3,2,1.8,5.06,15.98,False,True,143.37,7.7,0.973,False,154.25,-1.1,4.93,7.1,11.0,9.0,2877290.0,2957755.0,1.222,3248400.0,2692210.0,2735546.0,1.187,91.59,2,3,2,2.4,2,,True
VLO,Energy,Valero Energy,2024-01-22,128.03,6.08,12.52,8.58,8.94,1.0,2,2,4,2.4,18.16,2.26,False,True,118.65,10.72,1.303,False,140.15,-8.65,7.61,4.62,10.0,10.0,3372490.0,2589020.0,1.0,5286000.0,3459690.0,3179146.0,1.663,93.61,3,2,1,2.2,1,,True
OKE,Energy,Oneok,2024-01-22,61.4,0.31,9.23,7.87,6.32,1.0,9,4,6,6.9,-5.66,2.76,False,True,60.11,4.6,1.021,False,63.22,-2.87,0.57,-0.76,8.0,12.0,3150650.0,3085966.0,0.667,2757700.0,3547360.0,3298260.0,0.836,77.64,4,14,11,9.4,10,吃老本,False
FANG,Energy,Diamondback Energy,2024-01-22,143.79,0.75,-0.27,10.22,5.23,0.667,7,9,3,6.8,10.03,-5.38,False,True,141.45,5.76,1.035,False,154.41,-6.87,3.43,-1.17,9.0,11.0,1626211.0,1571827.0,0.818,1443200.0,1603740.0,1592300.0,0.906,81.05,5,11,8,8.0,6,吃老本,True
TRGP,Energy,Targa Resources,2024-01-22,81.84,-0.07,3.48,8.31,5.01,0.667,12,8,5,9.4,-6.12,-20.34,False,True,80.97,6.94,0.993,False,86.21,-5.06,5.24,-0.29,9.0,11.0,1463355.0,1474081.0,0.818,1216400.0,1432050.0,1533386.0,0.793,81.57,6,9,12,8.4,8,,True
WMB,Energy,Williams Companies,2024-01-22,31.79,0.11,3.7,5.05,3.48,1.0,10,7,7,8.5,9.69,9.43,False,False,32.0,5.78,1.047,False,33.72,-5.71,2.98,-0.46,9.0,11.0,6702800.0,6398936.0,0.818,6289600.0,6592700.0,6833100.0,0.92,81.52,7,10,7,8.2,7,,True
KMI,Energy,Kinder Morgan,2024-01-22,15.34,-1.13,8.41,1.01,2.32,0.667,13,5,8,9.6,-4.72,-1.96,False,False,15.4,7.48,0.918,False,16.04,-4.39,1.4,-1.86,7.0,13.0,14438214.0,15727815.0,0.538,14265400.0,17882130.0,16640026.0,0.857,73.59,8,16,10,11.6,13,吃老本,False
XOM,Energy,ExxonMobil,2024-01-22,94.8,3.02,-1.52,0.61,0.68,0.667,5,10,9,7.3,-3.82,-3.91,False,True,93.1,7.4,1.031,False,110.08,-13.88,6.24,1.32,9.0,11.0,19670222.0,19081181.0,0.818,20817200.0,19374670.0,19098686.0,1.09,83.6,9,7,4,7.2,5,,True
HAL,Energy,Halliburton,2024-01-22,35.37,3.82,-4.81,-0.82,-0.66,0.333,4,13,11,8.1,8.07,2.79,False,True,34.01,14.36,1.446,False,41.14,-14.03,10.48,2.37,11.0,9.0,9153690.0,6329688.0,1.222,8835500.0,9695840.0,8609126.0,1.026,99.26,10,1,5,5.4,4,剛爆發,True
CVX,Energy,Chevron Corporation,2024-01-22,134.09,-0.01,4.4,-4.23,-1.02,0.333,11,6,13,9.9,-17.07,3.52,False,True,131.47,6.67,1.062,False,162.48,-17.47,4.85,-1.82,9.0,11.0,9393000.0,8845272.0,0.818,9151900.0,9229190.0,9244873.0,0.99,81.7,11,8,6,8.8,9,,False
COP,Energy,ConocoPhillips,2024-01-22,103.93,-3.31,-4.25,-1.79,-2.78,0.0,15,11,12,13.2,3.3,-6.04,False,False,105.27,6.96,0.999,False,117.35,-11.43,4.04,-5.28,9.0,11.0,5110422.0,5115590.0,0.818,4156000.0,5410090.0,5296566.0,0.785,78.2,12,13,13,12.6,14,,True
SLB,Energy,Schlumberger,2024-01-22,49.48,1.69,-4.75,-6.57,-4.05,0.333,6,12,15,9.6,3.23,1.62,False,True,47.94,12.08,0.951,False,57.81,-14.4,6.61,-0.21,10.0,10.0,12194690.0,12822200.0,1.0,9172000.0,13615520.0,13839026.0,0.663,84.16,13,6,16,10.8,11,剛爆發,True
OXY,Energy,Occidental Petroleum,2024-01-22,55.71,-2.19,-5.85,-5.37,-4.7,0.0,14,14,14,14.0,36.6,-10.96,False,False,56.01,5.45,0.979,False,64.34,-13.42,3.51,-4.33,9.0,11.0,8898633.0,9088427.0,0.818,7102800.0,9481640.0,9468506.0,0.75,78.22,14,12,14,13.2,15,,True
EXE,Energy,Expand Energy,2024-01-22,72.17,0.74,-9.01,-6.95,-5.54,0.333,8,17,16,12.3,83.72,63.14,False,False,72.67,11.42,1.689,False,84.13,-14.22,2.07,-0.76,8.0,12.0,3239112.0,1918000.0,0.667,2081900.0,2495950.0,2932540.0,0.71,89.93,15,5,15,11.0,12,剛爆發,True
TPL,Energy,Texas Pacific Land Corporation,2024-01-22,160.68,-5.33,-18.02,-0.62,-6.15,0.0,17,20,10,16.5,-2.34,16.31,False,False,170.23,5.7,0.912,False,229.27,-29.92,0.07,-9.06,8.0,12.0,164475.0,180300.0,0.667,100800.0,155340.0,168960.0,0.597,70.55,16,17,17,16.6,17,,False
EOG,Energy,EOG Resources,2024-01-22,106.71,-3.72,-6.38,-9.2,-7.12,0.0,16,15,17,15.9,15.1,6.82,False,False,109.11,7.06,1.032,False,123.76,-13.78,4.87,-6.29,8.0,12.0,2915412.0,2824825.0,0.667,2683800.0,2995520.0,2977526.0,0.901,76.24,17,15,9,14.6,16,,True
DVN,Energy,Devon Energy,2024-01-22,39.57,-5.92,-7.26,-17.36,-11.97,0.0,18,16,20,17.8,,,,,,,,,,,,,,,,,,,,,,,18,18,18,,18,,False
BKR,Energy,Baker Hughes,2024-01-22,28.88,-10.83,-11.94,-12.97,-12.18,0.0,21,18,18,19.5,,,,,,,,,,,,,,,,,,,,,,,19,18,18,,18,,False
EQT,Energy,EQT Corporation,2024-01-22,34.63,-7.19,-14.15,-14.52,-12.59,0.0,19,19,19,19.0,,,,,,,,,,,,,,,,,,,,,,,20,18,18,,18,,False
APA,Energy,APA Corporation,2024-01-22,29.05,-9.77,-19.33,-18.9,-16.72,0.0,20,21,21,20.5,,,,,,,,,,,,,,,,,,,,,,,21,18,18,,18,,False
KKR,Financials,KKR & Co.,2024-01-22,85.4,4.71,60.75,45.46,39.1,1.0,21,3,2,11.8,6.24,2.34,False,True,77.05,7.9,1.063,False,85.44,-0.05,3.04,4.09,10.0,10.0,2638670.0,2482560.0,1.0,4084900.0,2709330.0,2695126.0,1.516,87.27,1,24,3,10.6,8,吃老本,True
ERIE,Financials,Erie Indemnity,2024-01-22,331.43,3.47,26.82,58.93,37.04,1.0,30,34,1,25.4,23.37,19.49,False,True,304.61,3.78,0.803,False,332.3,-0.26,1.53,4.42,12.0,8.0,80850.0,100687.0,1.5,104400.0,97730.0,92206.0,1.132,89.81,2,21,8,10.8,9,吃老本,True
ALL,Financials,Allstate,2024-01-22,150.58,13.14,29.29,42.94,32.08,1.0,3,29,4,11.0,63.67,-11.56,False,True,135.63,6.94,1.079,False,151.75,-0.77,2.25,14.44,16.0,4.0,1593662.0,1477325.0,4.0,1034900.0,1422570.0,1509513.0,0.686,100.0,3,1,29,7.4,4,,True
PGR,Financials,Progressive Corporation,2024-01-22,164.95,13.21,17.81,44.33,29.92,1.0,2,55,3,18.1,22.59,23.44,False,True,149.45,9.0,1.146,False,167.64,-1.61,5.45,14.37,15.0,5.0,2324520.0,2027660.0,3.0,2354300.0,2684570.0,2411393.0,0.976,100.0,4,1,12,4.4,3,,True
COIN,Financials,Coinbase,2024-01-22,125.2,-28.01,76.89,32.12,28.28,0.667,76,1,7,39.7,98.13,44.98,False,False,138.26,18.18,0.956,False,187.39,-33.19,0.36,-32.41,7.0,13.0,15393928.0,16094076.0,0.538,13956300.0,12754900.0,14665486.0,0.952,55.51,5,34,14,18.4,17,吃老本,True
WRB,Financials,W. R. Berkley Corporation,2024-01-22,51.1,15.2,25.8,32.98,26.74,1.0,1,38,6,13.1,5.61,14.84,False,True,45.25,16.1,0.981,False,53.32,-4.16,8.17,16.3,14.0,6.0,1867200.0,1902625.0,2.333,2664900.0,2210025.0,2022850.0,1.317,100.0,6,1,4,3.6,1,,True
FITB,Financials,Fifth Third Bancorp,2024-01-22,31.9,1.07,53.83,23.79,25.62,1.0,53,4,12,30.1,12.78,11.51,False,True,29.34,7.01,0.98,False,33.16,-3.8,1.9,0.4,11.0,9.0,5747127.0,5866033.0,1.222,4424200.0,6674820.0,6156946.0,0.719,86.48,7,27,28,19.2,19,吃老本,True
AXP,Financials,American Express,2024-01-22,195.97,7.87,43.01,22.66,24.05,1.0,10,7,15,10.1,-1.01,11.87,False,True,172.28,14.55,1.254,False,199.22,-1.63,9.97,8.03,13.0,7.0,3615269.0,2881885.0,1.857,13555400.0,4204400.0,3735733.0,3.629,100.0,8,1,1,3.8,2,剛爆發,False
KEY,Financials,KeyCorp,2024-01-22,13.03,1.88,50.44,21.01,23.58,1.0,46,5,18,28.1,-86.95,7.5,False,True,12.05,12.95,0.902,False,16.85,-22.65,5.24,1.03,11.0,9.0,17376781.0,19268377.0,1.222,17847600.0,21547120.0,19837940.0,0.9,86.83,9,25,15,16.6,12,吃老本,False
COF,Financials,Capital One,2024-01-22,133.66,5.8,42.75,22.13,23.2,1.0,18,8,16,14.6,-15.96,37.56,False,True,117.97,12.54,1.215,False,134.4,-0.54,8.39,5.77,10.0,10.0,3052310.0,2512860.0,1.0,5350300.0,3136780.0,3052086.0,1.753,93.08,10,15,2,10.4,7,,False
BNY,Financials,BNY Mellon,2024-01-22,52.36,7.13,33.94,25.22,22.88,1.0,15,18,9,14.7,14.03,11.61,False,True,47.84,4.11,1.216,False,52.83,-0.9,0.53,7.08,11.0,8.0,4680400.0,3849575.0,1.375,3115500.0,5311480.0,5032066.0,0.619,96.36,11,14,33,16.6,12,,True
TRV,Financials,Travelers Companies (The),2024-01-22,202.73,10.99,32.31,23.47,22.56,1.0,4,22,13,11.2,37.79,-36.45,False,True,179.73,10.07,1.068,False,206.36,-1.76,-0.11,12.09,14.0,5.0,1638335.0,1534040.0,2.8,1337800.0,1829030.0,1658640.0,0.807,100.0,12,1,21,9.4,6,剛爆發,True
CBOE,Financials,Cboe Global Markets,2024-01-22,182.32,4.41,15.96,33.72,21.95,1.0,23,61,5,30.8,10.62,0.44,False,True,175.08,6.99,1.09,False,185.97,-1.96,0.57,6.16,10.0,10.0,753310.0,691240.0,1.0,549200.0,746240.0,731573.0,0.751,87.99,13,23,25,19.4,20,吃老本,True
GPN,Financials,Global Payments,2024-01-22,130.21,5.43,30.53,23.45,20.72,1.0,20,27,14,20.9,1.34,1.45,False,True,120.3,6.51,1.198,False,134.26,-3.02,3.43,5.1,10.0,10.0,2195080.0,1832080.0,1.0,2349100.0,2151840.0,2042686.0,1.15,90.4,14,18,7,14.2,11,,True
APO,Financials,Apollo Global Management,2024-01-22,96.66,7.64,25.46,23.89,20.22,1.0,11,40,11,19.7,-2.95,3.02,False,True,89.61,6.48,1.114,False,96.84,-0.19,1.38,7.67,14.0,6.0,2316935.0,2080016.0,2.333,2053800.0,2088940.0,2142386.0,0.959,100.0,15,1,13,9.0,5,剛爆發,False
TFC,Financials,Truist Financial,2024-01-22,33.55,2.49,39.39,18.59,19.76,1.0,39,13,23,28.0,-9.5,1.74,False,True,31.19,7.94,1.168,False,42.66,-21.35,0.99,1.61,10.0,10.0,10246690.0,8775710.0,1.0,11477900.0,10404440.0,9677693.0,1.186,86.8,16,26,6,18.0,16,吃老本,False
C,Financials,Citigroup,2024-01-22,49.6,4.34,42.17,16.0,19.63,1.0,24,9,28,20.3,21.41,24.2,False,True,45.92,6.63,1.238,False,50.6,-1.97,4.17,4.29,10.0,10.0,21368620.0,17255780.0,1.0,14041200.0,18912310.0,18898620.0,0.743,90.92,17,16,26,18.4,17,,True
AIZ,Financials,Assurant,2024-01-22,164.25,1.3,17.39,29.28,19.31,1.0,52,57,8,44.7,65.73,41.2,False,True,160.24,5.12,0.912,False,167.07,-1.69,1.7,2.59,12.0,8.0,316066.0,346487.0,1.5,287100.0,308280.0,342680.0,0.838,90.7,18,17,19,17.8,15,,True
SYF,Financials,Synchrony Financial,2024-01-22,37.69,3.53,42.02,15.33,19.05,1.0,29,10,29,23.3,24.04,2.8,False,True,33.78,12.29,1.176,False,38.02,-0.86,7.13,3.1,10.0,10.0,4967580.0,4222640.0,1.0,5254500.0,5424160.0,5160606.0,1.018,90.3,19,19,10,17.2,14,,True
HIG,Financials,Hartford (The),2024-01-22,83.11,8.0,24.05,21.62,18.82,1.0,9,42,17,20.5,16.46,1.69,False,True,76.82,6.67,1.172,False,83.62,-0.61,2.11,8.55,13.0,7.0,1616653.0,1379557.0,1.857,1292800.0,1767790.0,1638646.0,0.789,100.0,20,1,23,13.0,10,剛爆發,True
CPAY,Financials,Corpay,2024-01-22,294.01,4.03,32.5,18.95,18.61,1.0,25,21,22,23.2,,,,,,,,,,,,,,,,,,,,,,,21,35,35,,35,吃老本,False
BX,Financials,Blackstone Inc.,2024-01-22,114.23,-4.85,39.01,19.62,18.35,0.667,69,14,20,42.7,16.94,-7.31,False,True,108.49,8.89,1.032,False,122.45,-6.71,4.61,-6.06,10.0,10.0,3655220.0,3542360.0,1.0,3715600.0,3390270.0,3648753.0,1.018,81.26,22,30,10,22.8,24,吃老本,True
ARES,Financials,Ares Management,2024-01-22,112.27,1.88,20.96,24.06,17.74,1.0,46,50,10,40.0,-4.24,5.66,False,True,105.24,7.66,0.895,False,112.91,-0.57,4.05,1.78,10.0,10.0,682390.0,762430.0,1.0,593200.0,731980.0,742526.0,0.799,83.35,23,28,22,24.8,25,,False
PNC,Financials,PNC Financial Services,2024-01-22,138.89,-1.09,37.68,14.53,16.41,0.667,59,16,31,40.5,,,,,,,,,,,,,,,,,,,,,,,24,35,35,,35,吃老本,False
CFG,Financials,Citizens Financial Group,2024-01-22,30.32,1.36,49.56,7.33,16.39,1.0,51,6,54,38.1,1.16,-2.67,False,True,27.88,10.99,1.137,False,38.64,-21.54,3.07,-0.15,9.0,11.0,5446266.0,4788772.0,0.818,2953200.0,5601510.0,5451280.0,0.542,83.31,25,29,34,28.4,27,,True
HBAN,Financials,Huntington Bancshares,2024-01-22,11.79,2.59,39.89,10.08,15.66,1.0,38,12,45,31.6,-9.89,11.55,False,True,10.94,9.63,1.107,False,13.36,-11.76,2.59,1.95,10.0,9.0,18181480.0,16418388.0,1.111,15555400.0,19156880.0,18049720.0,0.862,88.26,26,22,17,22.6,23,,False
SPGI,Financials,S&P Global,2024-01-22,414.25,1.38,30.69,14.4,15.21,1.0,50,26,32,39.2,,,,,,,,,,,,,,,,,,,,,,,27,35,35,,35,吃老本,False
USB,Financials,U.S. Bancorp,2024-01-22,38.31,-1.48,40.73,10.69,15.16,0.667,62,11,42,42.7,-46.0,-9.68,False,True,36.7,9.71,0.868,False,42.5,-9.86,1.5,-1.86,9.0,11.0,8519888.0,9811918.0,0.818,7242500.0,11250870.0,9974720.0,0.726,76.95,28,32,27,29.4,28,,False
MET,Financials,MetLife,2024-01-22,65.82,7.18,22.66,15.23,15.08,1.0,14,45,30,26.5,0.38,3.11,False,True,61.26,5.31,1.053,False,66.13,-0.46,2.89,7.36,12.0,7.0,3653683.0,3469642.0,1.714,3397300.0,3740340.0,3845500.0,0.883,99.71,29,12,16,19.6,21,剛爆發,True
CB,Financials,Chubb Limited,2024-01-22,235.09,6.74,16.12,18.05,14.74,1.0,16,60,24,30.8,,,,,,,,,,,,,,,,,,,,,,,30,35,35,,35,,False
NDAQ,Financials,"Nasdaq, Inc.",2024-01-22,56.72,0.83,23.66,17.07,14.66,1.0,54,43,26,45.1,,,,,,,,,,,,,,,,,,,,,,,31,35,35,,35,,False
FIS,Financials,Fidelity National Information Services,2024-01-22,59.76,5.73,35.87,8.44,14.62,1.0,19,17,48,24.2,,,,,,,,,,,,,,,,,,,,,,,32,35,35,,35,,False
FISV,Financials,Fiserv,2024-01-22,141.34,6.4,25.68,13.08,14.56,1.0,17,39,36,27.4,,,,,,,,,,,,,,,,,,,,,,,33,35,35,,35,,False
AMP,Financials,Ameriprise Financial,2024-01-22,377.54,3.05,26.55,14.28,14.54,1.0,34,35,33,34.1,,,,,,,,,,,,,,,,,,,,,,,34,35,35,,35,,False
L,Financials,Loews Corporation,2024-01-22,72.27,4.58,15.96,17.26,13.76,1.0,22,61,25,34.3,,,,,,,,,,,,,,,,,,,,,,,35,35,35,,35,,False
WFC,Financials,Wells Fargo,2024-01-22,47.48,2.23,30.98,10.89,13.75,1.0,42,25,40,36.5,,,,,,,,,,,,,,,,,,,,,,,36,35,35,,35,,False
AIG,Financials,American International Group,2024-01-22,65.82,2.63,17.43,16.89,13.46,1.0,37,56,27,40.7,,,,,,,,,,,,,,,,,,,,,,,37,35,35,,35,,False
AFL,Financials,Aflac,2024-01-22,80.86,3.41,12.11,19.13,13.44,1.0,32,68,21,40.6,,,,,,,,,,,,,,,,,,,,,,,38,35,35,,35,,False
WTW,Financials,Willis Towers Watson,2024-01-22,241.98,3.43,9.37,20.21,13.3,1.0,31,70,19,40.3,,,,,,,,,,,,,,,,,,,,,,,39,35,35,,35,,False
JPM,Financials,JPMorgan Chase,2024-01-22,163.47,1.91,27.75,11.29,13.06,1.0,45,33,39,40.2,,,,,,,,,,,,,,,,,,,,,,,40,35,35,,35,,False
PRU,Financials,Prudential Financial,2024-01-22,94.03,2.42,21.46,13.31,12.62,1.0,40,48,35,41.4,,,,,,,,,,,,,,,,,,,,,,,41,35,35,,35,剛爆發,False
MCO,Financials,Moody's Corporation,2024-01-22,381.55,-0.33,29.19,10.63,12.53,0.667,56,30,43,45.6,,,,,,,,,,,,,,,,,,,,,,,42,35,35,,35,剛爆發,False
V,Financials,Visa Inc.,2024-01-22,262.94,2.92,17.12,14.11,12.06,1.0,36,58,34,42.2,,,,,,,,,,,,,,,,,,,,,,,43,35,35,,35,剛爆發,False
MA,Financials,Mastercard,2024-01-22,432.08,2.98,20.64,11.93,11.87,1.0,35,51,37,40.2,,,,,,,,,,,,,,,,,,,,,,,44,35,35,,35,剛爆發,False
GS,Financials,Goldman Sachs,2024-01-22,358.01,-2.07,31.38,8.73,11.69,0.667,64,23,47,48.3,,,,,,,,,,,,,,,,,,,,,,,45,35,35,,35,剛爆發,False
BAC,Financials,Bank of America,2024-01-22,31.52,-0.71,33.88,6.51,11.55,0.667,57,19,56,45.4,,,,,,,,,,,,,,,,,,,,,,,46,35,35,,35,剛爆發,False
BLK,Financials,BlackRock,2024-01-22,745.12,-3.02,32.52,8.12,11.44,0.667,66,20,51,49.2,,,,,,,,,,,,,,,,,,,,,,,47,35,35,,35,剛爆發,False
BRK-B,Financials,Berkshire Hathaway,2024-01-22,385.4,8.06,16.19,10.17,11.15,1.0,8,59,44,30.5,0.62,15.84,False,True,361.52,7.51,1.074,False,385.73,-0.09,5.02,7.97,14.0,6.0,3504878.0,3264266.0,2.333,3621400.0,3400670.0,3296153.0,1.099,100.0,48,1,9,21.4,22,剛爆發,True
ICE,Financials,Intercontinental Exchange,2024-01-22,123.44,-0.91,21.96,11.33,10.93,0.667,58,47,38,50.7,,,,,,,,,,,,,,,,,,,,,,,49,35,35,,35,剛爆發,False
MTB,Financials,M&T Bank,2024-01-22,131.15,3.24,31.24,3.15,10.19,1.0,33,24,62,36.1,,,,,,,,,,,,,,,,,,,,,,,50,35,35,,35,剛爆發,False
BRO,Financials,Brown & Brown,2024-01-22,75.54,8.11,13.89,9.29,10.15,1.0,7,66,46,32.5,10.01,13.92,False,True,71.94,8.94,1.07,False,78.59,-3.89,2.74,8.9,10.0,10.0,1737570.0,1623880.0,1.0,1197300.0,2067520.0,1812266.0,0.661,90.16,51,20,31,34.6,32,剛爆發,True
IBKR,Financials,Interactive Brokers,2024-01-22,22.63,10.66,15.94,5.72,9.51,1.0,5,63,57,32.8,-1.72,2.5,False,True,20.61,9.73,1.223,False,23.55,-3.9,2.17,11.04,14.0,6.0,6764657.0,5530866.0,2.333,4321600.0,7038000.0,6582613.0,0.657,100.0,52,1,32,27.6,26,剛爆發,False
NTRS,Financials,Northern Trust,2024-01-22,76.01,-3.29,29.63,3.9,8.53,0.667,68,28,59,54.2,,,,,,,,,,,,,,,,,,,,,,,53,35,35,,35,剛爆發,False
GL,Financials,Globe Life,2024-01-22,121.08,1.86,10.68,10.75,8.51,1.0,48,69,41,52.9,,,,,,,,,,,,,,,,,,,,,,,54,35,35,,35,剛爆發,False
STT,Financials,State Street Corporation,2024-01-22,69.62,-3.03,20.41,7.57,8.13,0.667,67,52,52,59.5,,,,,,,,,,,,,,,,,,,,,,,55,35,35,,35,剛爆發,False
CINF,Financials,Cincinnati Financial,2024-01-22,105.71,8.46,15.84,3.81,7.98,1.0,6,64,60,34.2,45.44,73.62,False,True,98.33,6.74,0.891,False,119.6,-11.61,0.83,9.21,13.0,7.0,593069.0,665657.0,1.857,414600.0,648720.0,613800.0,0.675,99.3,56,13,30,33.6,31,剛爆發,True
RF,Financials,Regions Financial Corporation,2024-01-22,17.21,-1.19,38.63,-2.83,7.95,0.333,60,15,69,48.3,7.87,-14.13,False,True,16.16,10.73,0.881,False,20.84,-17.42,2.85,-2.0,10.0,10.0,8048220.0,9130660.0,1.0,7811500.0,9414890.0,9386026.0,0.832,80.37,57,31,20,39.2,33,剛爆發,True
RJF,Financials,Raymond James Financial,2024-01-22,109.38,1.54,20.25,4.55,7.72,1.0,49,53,58,52.0,,,,,,,,,,,,,,,,,,,,,,,58,35,35,,35,剛爆發,False
JKHY,Financials,Jack Henry & Associates,2024-01-22,163.86,3.77,23.2,1.48,7.48,1.0,26,44,65,39.2,,,,,,,,,,,,,,,,,,,,,,,59,35,35,,35,剛爆發,False
PFG,Financials,Principal Financial Group,2024-01-22,73.6,2.34,20.06,3.06,7.13,1.0,41,54,63,49.3,,,,,,,,,,,,,,,,,,,,,,,60,35,35,,35,剛爆發,False
