sector,sector_name,sector_name_en,as_of_date,t_price,p4w,p13w,p26w,ret_4w,ret_13w,ret_26w,point,di,vol_10d_avg,vol_today,vol_3w_avg,vol_ratio,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,vp_ratio,ud_ratio,vp_score,flow_30d_net_M,flow_30d_gross_M,flow_ratio,flow_up_ratio,dist_20ma_pct,dist_50ma_pct,rsi14_sector,position_20d,resistance_20d,support_20d,ret_4w_rank,ret_13w_rank,ret_26w_rank,point_rank,vol_rank,vp_score_rank,flow_rank,cms_a,cms_a_rank,composite,composite_rank,gap_alert,point_5d_avg,acceleration,quadrant,quadrant_zh,quadrant_desc
SMH,半導體,Semiconductors,2026-09-04,567.01,569.41,627.53,391.06,-0.42,-9.64,44.99,19.98,0.333,6138550,9451200,7001573,1.35,2.51,-2.69,11,9,6390045,7329244,0.872,1.222,82.98,-8829.2,153853.9,-0.057,0.567,0.28,-1.21,51.16,44.6,594.07,545.22,3,8,2,3,1,3,8,4.3,4,2.6,1,,,,,,
XBI,生技,Biotech,2026-09-04,163.81,158.03,133.29,123.38,3.66,22.9,32.77,23.02,1.0,7532520,3804400,8489420,0.448,0.88,4.09,12,8,8113758,7942450,1.022,1.5,93.19,10301.1,38816.6,0.265,0.633,0.5,3.62,55.15,54.8,169.55,156.86,2,1,3,2,8,2,1,1.9,1,3.2,2,,,,,,
XOP,油氣探勘生產,Oil & Gas Exploration & Production,2026-09-04,190.71,175.93,170.19,157.58,8.4,12.06,21.02,15.63,1.0,2338210,1503600,2637013,0.57,2.57,14.61,16,4,2714181,2502725,1.084,4.0,100.0,4752.9,15357.9,0.309,0.667,2.88,9.87,64.49,85.8,193.16,175.93,1,2,5,4,7,1,3,2.1,2,3.4,3,,,,,,
CIBR,網路資安,Cybersecurity,2026-09-04,94.59,100.6,90.62,63.74,-5.97,4.38,48.39,23.8,0.667,1659330,1046200,1724046,0.607,-4.03,-3.33,8,12,1819025,1639541,1.109,0.667,75.81,-49.6,4553.5,-0.011,0.5,-2.5,0.78,48.43,21.9,102.2,92.46,6,5,1,1,6,5,4,4.7,6,3.6,4,,,,,,
IGV,軟體,Software,2026-09-04,104.57,105.01,100.04,84.1,-0.42,4.53,24.33,13.19,0.667,11801340,12209900,10861666,1.124,-4.5,1.83,8,12,12700575,10767066,1.18,0.667,79.94,6787.5,39009.1,0.174,0.533,-0.03,6.77,53.57,32.1,110.32,101.85,3,4,4,5,2,4,2,3.5,3,4.0,5,,,,,,
KRE,區域銀行,Regional Banks,2026-09-04,75.27,76.03,69.57,66.52,-1.0,8.19,13.15,8.37,0.667,11245370,12811900,12674700,1.011,1.31,-1.23,9,11,9914622,12720200,0.779,0.818,75.7,-4985.4,26369.4,-0.189,0.433,-0.15,-0.47,51.12,49.9,77.93,72.62,5,3,6,6,3,6,7,4.6,5,5.4,6,,,,,,
JETS,航空,Airlines,2026-09-04,28.8,31.44,28.0,27.43,-8.4,2.86,4.99,1.11,0.667,2993750,2539200,2793920,0.909,-1.3,-11.49,8,12,2420450,2531608,0.956,0.667,69.31,-118.5,2457.6,-0.048,0.467,-3.69,-7.3,40.02,22.9,31.86,27.89,7,6,7,7,5,7,5,6.7,7,6.6,7,,,,,,
ITA,國防航太,Aerospace & Defense,2026-09-04,225.61,251.13,231.41,244.65,-10.16,-2.51,-7.78,-7.06,0.0,660230,564600,620400,0.91,-3.1,-10.03,7,13,449528,630300,0.713,0.538,63.3,-356.9,4477.8,-0.08,0.5,-5.64,-5.96,33.42,7.5,253.22,223.37,8,7,8,8,4,8,6,7.7,8,7.2,8,,,,,,
