symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
FOX,Communication Services,Fox Corporation (Class B),2024-12-23,45.91,4.25,20.06,46.67,29.41,1.0,6,5,1,4.7,26.09,12.5,False,True,42.18,7.14,1.134,False,47.06,-2.45,1.44,5.12,9.0,11.0,1144400.0,1008890.0,0.818,586100.0,1077720.0,1102033.0,0.532,85.77,1,6,11,5.0,2,
FOXA,Communication Services,Fox Corporation (Class A),2024-12-23,48.77,4.99,17.03,44.89,27.95,1.0,3,8,2,4.3,27.05,11.03,False,True,45.03,9.33,1.563,False,49.91,-2.29,1.29,5.91,9.0,11.0,4998333.0,3197572.0,0.818,1255400.0,4365800.0,4303540.0,0.292,93.69,3,3,19,6.2,3,
WBD,Communication Services,Warner Bros. Discovery,2024-12-23,10.61,1.24,26.61,42.61,28.27,1.0,8,2,3,5.2,173.29,-4885.33,False,True,9.61,21.27,1.072,False,12.7,-16.46,1.14,2.22,9.0,11.0,30547811.0,28501436.0,0.818,16494400.0,27546940.0,32080640.0,0.514,82.82,2,10,13,7.4,7,吃老本
TSLA,Consumer Discretionary,"Tesla, Inc.",2024-12-23,431.66,25.06,65.73,118.14,81.77,1.0,1,1,1,1.0,20.49,-16.15,False,True,338.59,16.41,0.835,False,488.54,-11.64,-1.03,29.67,13.0,7.0,84122438.0,100739385.0,1.857,82666800.0,102571320.0,99542106.0,0.83,100.0,1,1,3,1.4,1,
CVNA,Consumer Discretionary,Carvana,2024-12-23,43.02,-17.41,26.69,67.1,35.87,0.667,45,7,2,25.0,184.82,424.08,False,False,46.93,20.13,0.816,False,53.67,-19.84,-3.54,-15.64,9.0,11.0,10491000.0,12858318.0,0.818,11324500.0,12934750.0,12843766.0,0.882,65.75,3,22,2,10.4,9,吃老本
TPR,Consumer Discretionary,"Tapestry, Inc.",2024-12-23,64.47,6.35,38.16,56.11,39.18,1.0,8,2,3,5.2,4.45,19.93,False,True,54.92,7.76,0.987,False,65.05,-0.9,5.12,8.72,11.0,9.0,5193272.0,5260222.0,1.222,2054900.0,4865540.0,5008333.0,0.41,92.89,2,8,21,8.2,4,吃老本
WMT,Consumer Staples,Walmart,2024-12-23,90.43,-0.69,15.15,36.06,21.64,0.667,6,1,1,3.5,8.84,3.76,False,True,86.82,7.51,0.687,False,94.68,-4.49,-1.86,-0.02,13.0,7.0,16051500.0,23348885.0,1.857,11384400.0,19999760.0,19125160.0,0.595,89.13,1,4,12,4.4,1,
KR,Consumer Staples,Kroger,2024-12-23,60.48,2.06,10.9,26.3,16.39,1.0,4,2,2,3.0,0.23,1.69,False,True,57.32,5.07,1.955,False,61.69,-1.97,2.26,3.04,9.0,11.0,9934933.0,5082463.0,0.818,3628400.0,8135100.0,8121520.0,0.447,99.21,2,1,21,5.4,2,
PM,Consumer Staples,Philip Morris International,2024-12-23,115.31,-7.71,1.81,22.55,9.8,0.667,31,8,3,18.5,4.9,2.03,False,False,120.19,4.64,0.995,False,125.97,-8.46,0.51,-6.84,8.0,12.0,4875950.0,4899500.0,0.667,3923500.0,4877350.0,5121513.0,0.766,73.52,4,20,3,10.2,6,吃老本
TRGP,Energy,Targa Resources,2024-12-23,170.99,-13.19,21.36,39.12,21.61,0.667,15,4,3,9.3,19.13,24.59,False,False,177.29,9.03,1.126,False,202.34,-15.49,2.8,-11.93,8.0,12.0,1995050.0,1771591.0,0.667,1017200.0,2180500.0,2001793.0,0.508,73.67,3,12,15,9.0,9,吃老本
WMB,Energy,Williams Companies,2024-12-23,51.39,-7.03,20.48,29.38,18.05,0.667,6,5,4,5.3,3.51,15.69,False,False,51.98,5.57,1.025,False,57.01,-9.86,2.61,-6.42,8.0,12.0,7437412.0,7256591.0,0.667,3677300.0,7167700.0,7524113.0,0.489,75.13,4,9,17,8.6,8,
EQT,Energy,EQT Corporation,2024-12-23,43.55,-2.46,21.84,20.98,15.33,0.667,2,3,6,3.1,77.17,55.73,False,True,41.31,8.76,0.897,False,47.18,-7.71,3.92,-2.12,9.0,11.0,5868822.0,6544109.0,0.818,4508300.0,6222730.0,6371433.0,0.708,78.26,5,6,5,5.4,2,
HOOD,Financials,Robinhood Markets,2024-12-23,39.02,3.94,63.33,71.82,52.73,1.0,1,1,1,1.0,0.38,15.99,False,True,33.87,24.91,0.916,False,43.83,-10.97,5.63,3.64,11.0,9.0,23983081.0,26171666.0,1.222,14388800.0,22489720.0,24402680.0,0.59,88.81,1,10,9,6.2,1,吃老本
PYPL,Financials,PayPal,2024-12-23,86.11,0.1,11.53,49.68,27.75,1.0,9,25,2,12.4,12.16,20.63,False,True,84.37,8.5,1.311,False,92.86,-7.26,0.09,0.33,10.0,10.0,9494460.0,7243550.0,1.0,5125000.0,8715000.0,8192366.0,0.626,88.18,5,12,5,7.8,4,吃老本
APO,Financials,Apollo Global Management,2024-12-23,166.53,-2.71,35.73,45.24,30.87,0.667,20,3,4,11.7,7.3,-6.44,False,True,159.48,7.5,1.742,False,185.32,-10.14,0.38,-2.05,13.0,7.0,11197630.0,6426900.0,1.857,2859000.0,13297360.0,11561786.0,0.247,100.0,2,1,30,7.2,2,
BMY,Health Care,Bristol Myers Squibb,2024-12-23,53.15,-2.6,14.57,42.58,24.28,0.667,19,3,1,10.6,19.98,27.37,False,True,52.09,6.15,1.45,False,56.29,-5.57,2.45,-2.68,9.0,11.0,13542333.0,9340218.0,0.818,6607700.0,13906920.0,12306406.0,0.537,87.02,1,11,15,7.8,4,吃老本
GILD,Health Care,Gilead Sciences,2024-12-23,90.44,2.51,13.5,39.61,23.81,1.0,4,6,2,4.2,30.48,25.74,False,True,87.01,5.83,1.234,False,94.25,-4.04,3.32,2.7,13.0,6.0,7501869.0,6081416.0,2.167,3349300.0,7191370.0,6922433.0,0.484,100.0,2,1,22,5.6,1,
PODD,Health Care,Insulet Corporation,2024-12-23,265.12,-0.62,14.26,31.38,19.1,0.667,10,4,3,6.8,18.29,-2.53,False,True,256.4,6.82,1.519,False,279.77,-5.24,3.34,-0.67,5.0,15.0,766260.0,504500.0,0.333,312900.0,591160.0,589873.0,0.53,82.51,3,20,16,12.4,8,吃老本
AXON,Industrials,Axon Enterprise,2024-12-23,610.98,-5.56,54.55,107.65,66.07,0.667,25,2,1,13.3,21.03,22.71,False,True,570.46,8.07,1.623,False,698.67,-12.55,-0.76,-3.78,10.0,10.0,1498670.0,923410.0,1.0,392100.0,1556480.0,1327693.0,0.295,90.83,2,4,29,8.2,2,
UAL,Industrials,United Airlines Holdings,2024-12-23,99.65,2.91,71.84,104.79,71.08,1.0,4,1,2,2.7,5.05,5.44,False,True,89.77,11.45,1.253,False,105.09,-5.18,4.28,3.43,11.0,9.0,5022827.0,4009055.0,1.222,3156900.0,4797430.0,4718960.0,0.669,94.03,1,3,6,2.8,1,
HWM,Industrials,Howmet Aerospace,2024-12-23,110.82,-6.04,12.2,43.51,23.29,0.667,29,11,4,18.6,8.6,11.56,False,True,110.7,6.53,1.038,False,120.27,-7.85,1.72,-4.69,9.0,11.0,2268855.0,2185681.0,0.818,1363200.0,2169070.0,2209753.0,0.617,78.31,4,21,9,11.8,8,吃老本
APP,Information Technology,AppLovin,2024-12-23,335.17,-0.47,162.36,302.75,191.85,0.667,30,1,1,15.5,19.64,-7.16,False,True,276.82,12.58,0.912,False,417.64,-19.75,5.15,2.01,12.0,8.0,5840033.0,6402600.0,1.5,2506500.0,4895140.0,6349613.0,0.395,91.73,1,19,21,12.2,10,吃老本
PLTR,Information Technology,Palantir Technologies,2024-12-23,79.08,17.89,114.66,212.2,139.24,1.0,4,2,2,3.0,10.06,10.55,False,True,61.67,18.7,1.056,False,84.8,-6.74,6.56,19.73,11.0,9.0,97286381.0,92118055.0,1.222,66975900.0,105429610.0,104605446.0,0.64,100.0,2,1,6,2.4,1,
LITE,Information Technology,Lumentum,2024-12-23,84.36,-3.0,30.73,65.67,39.77,0.667,42,6,4,23.6,48.05,131.84,False,True,80.32,17.2,1.036,False,96.25,-12.35,0.96,0.7,12.0,8.0,1535733.0,1482112.0,1.5,583600.0,1441050.0,1469440.0,0.397,91.44,6,20,20,14.4,14,吃老本
IP,Materials,International Paper,2024-12-23,51.08,-7.38,12.02,28.61,15.47,0.667,6,1,1,3.5,74.83,31.85,False,False,51.38,5.64,0.937,False,56.58,-9.72,1.21,-6.66,11.0,9.0,2913909.0,3109433.0,1.222,1681200.0,2879590.0,3027733.0,0.555,81.22,1,5,12,4.8,2,
PKG,Materials,Packaging Corporation of America,2024-12-23,218.75,-8.24,5.86,25.83,12.32,0.667,10,3,2,6.3,5.86,2.25,False,False,225.42,6.14,1.07,False,240.28,-8.96,0.39,-7.56,7.0,13.0,764142.0,714038.0,0.538,894100.0,875180.0,797540.0,1.121,72.42,2,13,1,6.2,4,吃老本
