sector,sector_name,sector_name_en,as_of_date,t_price,p4w,p13w,p26w,ret_4w,ret_13w,ret_26w,point,di,vol_10d_avg,vol_today,vol_3w_avg,vol_ratio,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,vp_ratio,ud_ratio,vp_score,flow_30d_net_M,flow_30d_gross_M,flow_ratio,flow_up_ratio,dist_20ma_pct,dist_50ma_pct,rsi14_sector,position_20d,resistance_20d,support_20d,ret_4w_rank,ret_13w_rank,ret_26w_rank,point_rank,vol_rank,vp_score_rank,flow_rank,cms_a,cms_a_rank,composite,composite_rank,gap_alert,point_5d_avg,acceleration,quadrant,quadrant_zh,quadrant_desc
XOP,油氣探勘生產,Oil & Gas Exploration & Production,2026-08-03,174.28,157.36,177.34,134.2,10.75,-1.73,29.87,17.19,0.667,3178850,2916600,2991926,0.975,3.08,13.2,11,9,3568872,3185966,1.12,1.222,97.09,1895.9,15458.6,0.123,0.533,3.3,6.24,59.03,84.4,177.4,157.36,1,8,3,3,3,2,4,3.5,2,2.6,1,,16.78,0.41,leading,領先,資金持續流入、動能未退
CIBR,網路資安,Cybersecurity,2026-08-03,93.91,92.21,67.39,71.84,1.84,39.35,30.72,25.66,1.0,1386270,1440500,1376000,1.047,5.4,1.08,9,11,1313355,1606327,0.818,0.818,79.39,-90.2,4087.0,-0.022,0.5,2.93,6.13,63.07,88.3,94.73,87.72,4,1,2,1,2,5,6,2.7,1,2.8,2,,24.77,0.89,leading,領先,資金持續流入、動能未退
JETS,航空,Airlines,2026-08-03,32.67,32.51,25.42,27.86,0.49,28.52,17.26,15.89,1.0,2934760,4942200,2808680,1.76,5.49,-2.01,8,11,2679125,3351645,0.799,0.727,75.89,-174.4,2660.1,-0.066,0.5,4.73,7.02,60.07,100.0,32.67,29.32,5,2,4,4,1,6,7,3.9,4,4.2,3,,-0.12,16.01,leading,領先,資金持續流入、動能未退
KRE,區域銀行,Regional Banks,2026-08-03,77.06,75.07,69.44,67.47,2.65,10.97,14.21,10.51,1.0,12598880,12751900,13378580,0.953,2.04,1.99,10,10,13166130,13130800,1.003,1.0,84.55,5260.8,30261.7,0.174,0.6,1.77,5.22,60.83,81.2,77.92,73.34,3,6,6,5,4,4,3,4.5,5,4.4,4,,8.28,2.23,improving,改善,落後股翻轉候選
IGV,軟體,Software,2026-08-03,97.42,94.13,83.89,97.74,3.5,16.12,-0.33,4.74,0.667,16102630,13356900,14494493,0.922,7.16,2.77,12,8,15022325,11294887,1.33,1.5,100.0,16489.3,42917.8,0.384,0.633,5.38,4.79,64.38,100.0,97.42,87.1,2,3,8,8,5,1,1,3.5,2,4.6,5,剛爆發,15.27,-10.53,lagging,落後,資金持續流出
ITA,國防航太,Aerospace & Defense,2026-08-03,246.08,245.11,218.41,236.7,0.4,12.67,3.96,5.25,1.0,720600,582200,688673,0.845,0.89,-1.87,11,9,660181,655566,1.007,1.222,85.19,1431.6,4954.5,0.289,0.633,3.63,4.38,60.44,100.0,246.08,229.27,6,4,7,7,6,3,5,5.6,6,5.2,6,,-7.12,12.37,improving,改善,落後股翻轉候選
SMH,半導體,Semiconductors,2026-08-03,545.46,581.45,506.72,407.25,-6.19,7.65,33.94,17.33,0.667,15218390,7283800,14145706,0.515,-0.56,-9.74,10,10,8823070,17248540,0.512,1.0,67.88,-59593.6,227575.9,-0.262,0.5,-4.08,-8.45,43.93,38.6,611.03,504.22,7,7,1,2,8,8,8,5.8,7,5.6,7,吃老本,16.66,0.67,leading,領先,資金持續流入、動能未退
XBI,生技,Biotech,2026-08-03,147.31,163.87,131.2,128.4,-10.11,12.28,14.72,7.91,0.667,7686000,6719000,7991826,0.841,-2.18,-8.4,10,10,7962130,9173930,0.868,1.0,74.28,9991.9,43360.1,0.23,0.6,-4.27,1.11,44.4,1.7,164.28,147.01,8,5,5,6,7,7,2,6.5,8,6.6,8,,22.92,-15.01,lagging,落後,資金持續流出
