sector,sector_name,sector_name_en,as_of_date,t_price,p4w,p13w,p26w,ret_4w,ret_13w,ret_26w,point,di,vol_10d_avg,vol_today,vol_3w_avg,vol_ratio,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,vp_ratio,ud_ratio,vp_score,flow_30d_net_M,flow_30d_gross_M,flow_ratio,flow_up_ratio,dist_20ma_pct,dist_50ma_pct,rsi14_sector,position_20d,resistance_20d,support_20d,ret_4w_rank,ret_13w_rank,ret_26w_rank,point_rank,vol_rank,vp_score_rank,flow_rank,cms_a,cms_a_rank,composite,composite_rank,gap_alert,point_5d_avg,acceleration,quadrant,quadrant_zh,quadrant_desc
CIBR,網路資安,Cybersecurity,2026-09-17,101.66,93.45,85.01,64.98,8.79,19.59,56.45,35.32,1.0,1562100,1856700,1720373,1.079,7.97,6.41,10,10,1760730,1662870,1.059,1.0,90.56,4.3,4851.8,0.001,0.467,5.52,6.99,61.8,100.0,101.66,92.46,1,2,1,1,5,3,4,1.3,1,2.6,1,,17.14,18.18,leading,領先,資金持續流入、動能未退
SMH,半導體,Semiconductors,2026-09-17,560.61,562.65,616.0,387.33,-0.36,-8.99,44.74,20.03,0.333,6755820,6164200,6414786,0.961,0.06,-0.06,13,7,6045807,7304771,0.828,1.857,92.33,20721.2,113695.4,0.182,0.633,0.59,-0.86,49.92,58.3,574.29,541.5,4,7,2,2,7,2,1,4.5,4,3.0,2,,19.28,0.75,leading,領先,資金持續流入、動能未退
XOP,油氣探勘生產,Oil & Gas Exploration & Production,2026-09-17,192.59,187.45,156.4,166.4,2.74,23.14,15.74,14.34,1.0,3419570,3618900,2943120,1.23,-1.47,3.36,14,6,2817571,3500116,0.805,2.333,100.0,7870.5,16646.0,0.473,0.767,0.9,7.11,57.01,58.1,199.7,182.73,3,1,7,5,4,1,2,3.2,3,3.2,3,,17.13,-2.79,lagging,落後,資金持續流出
XBI,生技,Biotech,2026-09-17,158.25,163.38,135.21,121.71,-3.14,17.04,30.02,18.49,0.667,7765830,10016100,7761013,1.291,0.91,-6.66,8,12,8676112,8284391,1.047,0.667,74.69,5275.6,39737.1,0.133,0.567,-2.29,0.34,48.22,28.0,169.1,154.03,6,3,3,3,3,6,3,4.5,4,4.2,4,,18.89,-0.4,weakening,減弱,高位但動能見頂
IGV,軟體,Software,2026-09-17,105.78,101.91,91.37,84.17,3.8,15.77,25.67,17.73,1.0,9454930,6139500,11229393,0.547,4.53,2.89,8,12,10596175,10148966,1.044,0.667,81.81,-5752.5,34331.8,-0.168,0.4,1.08,5.99,55.49,50.2,110.32,101.2,2,4,4,4,8,4,7,3.0,2,4.8,5,,4.86,12.87,leading,領先,資金持續流入、動能未退
JETS,航空,Airlines,2026-09-17,28.17,29.26,30.63,24.05,-3.73,-8.03,17.13,5.63,0.333,4608300,9507000,4135586,2.299,1.19,-5.82,9,11,3815033,3661263,1.042,0.818,77.49,-580.1,2730.7,-0.212,0.367,-1.7,-6.97,40.03,16.2,30.09,27.8,7,6,5,7,1,5,5,6.3,7,5.0,6,,5.12,0.51,improving,改善,落後股翻轉候選
KRE,區域銀行,Regional Banks,2026-09-17,72.74,74.71,72.07,62.38,-2.64,0.93,16.61,7.88,0.667,13590400,13233100,13461786,0.983,-1.45,-3.01,8,11,11703112,13486781,0.868,0.727,73.71,-7535.1,27349.6,-0.276,0.4,-1.81,-3.54,37.95,4.5,75.27,72.62,5,5,6,6,6,7,8,5.2,6,6.4,7,,7.6,0.28,improving,改善,落後股翻轉候選
ITA,國防航太,Aerospace & Defense,2026-09-17,213.88,237.28,239.24,228.77,-9.86,-10.6,-6.51,-8.37,0.0,803890,1047900,787533,1.331,-1.92,-13.01,5,15,585860,804920,0.728,0.333,59.16,-2230.0,4601.0,-0.485,0.333,-5.17,-9.2,26.29,0.0,237.28,213.88,8,8,8,8,2,8,6,8.0,8,6.8,8,,0.15,-8.52,lagging,落後,資金持續流出
