sector,as_of_date,stock_count,point,ret_4w,ret_13w,ret_26w,breadth_pct,breadth_up,breadth_total,inst_net_20d_shares,inst_net_20d_est_NTD_M,inst_net_20d_est_NTD_M_per_stock,point_5d_avg,acceleration,z_point,z_capital,cpd,cpd_quadrant,prev_cpd_quadrant,transition_label,transition_dir,market_state
塑膠工業,2026-09-16,3,59.12,13.69,44.41,89.2,100.0,3,3,184229719.0,14251.1,4750.37,70.66,-11.54,1.99,0.55,-1.44,🚀 Confirmed,🚀 Confirmed,🚀 Confirmed（持平）,STEADY,🚀 Confirmed
化學生技醫療,2026-09-16,1,56.87,-12.36,32.49,103.67,0.0,0,1,-3632185.0,-4376.8,-4376.8,69.62,-12.75,1.88,-0.28,-2.16,⚠️ Price Leading,,(無前一日資料),NEW,⚠️ Price Leading
電子零組件業,2026-09-16,12,51.6,-2.97,8.86,100.26,33.3,4,12,-83718468.0,-60543.5,-5045.29,51.56,0.04,1.63,-2.78,-4.41,⚠️ Price Leading,⚠️ Price Leading,⚠️ Price Leading（持平）,STEADY,⚠️ Price Leading
油電燃氣業,2026-09-16,1,37.79,10.27,56.52,42.19,100.0,1,1,-14110042.0,-1135.9,-1135.9,41.67,-3.88,0.97,-0.13,-1.1,⚠️ Price Leading,⚠️ Price Leading,⚠️ Price Leading（持平）,STEADY,⚠️ Price Leading
金融保險,2026-09-16,15,36.76,17.14,22.43,53.73,100.0,15,15,1518913834.0,73197.7,4879.85,34.47,2.29,0.92,3.18,2.26,🚀 Confirmed,🚀 Confirmed,🚀 Confirmed（持平）,STEADY,🚀 Confirmed
電子工業,2026-09-16,35,32.87,3.32,-3.15,65.66,65.7,23,35,551926762.0,-11932.5,-340.93,39.26,-6.39,0.73,-0.61,-1.35,⚠️ Price Leading,⚠️ Price Leading,⚠️ Price Leading（持平）,STEADY,⚠️ Price Leading
電腦及週邊設備業,2026-09-16,9,30.99,1.55,16.81,52.8,66.7,6,9,-122620662.0,16746.800000000003,1860.76,35.94,-4.95,0.64,0.66,0.02,🚀 Confirmed,⚠️ Price Leading,⚠️ Price Leading → 🚀 Confirmed,ADVANCING,🚀 Confirmed
航運業,2026-09-16,5,16.3,-0.83,19.75,23.13,20.0,1,5,220868386.0,20693.300000000003,4138.66,16.35,-0.05,-0.06,0.84,0.9,💰 Capital Leading,💰 Capital Leading,💰 Capital Leading（持平）,STEADY,💰 Capital Leading
其他電子業,2026-09-16,1,15.93,-4.86,-9.58,39.08,0.0,0,1,-5458102.0,-3858.9,-3858.9,23.1,-7.17,-0.08,-0.25,-0.17,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
其他,2026-09-16,1,10.63,0.9,4.96,18.33,100.0,1,1,8031938.0,903.6,903.6,9.58,1.05,-0.34,-0.04,0.29,❄️ Weak,💰 Capital Leading,💰 Capital Leading → ❄️ Weak,REVERSING,❄️ Weak
電子通路業,2026-09-16,3,9.59,-0.04,-3.81,21.11,66.7,2,3,-19763892.0,-4920.8,-1640.27,11.12,-1.53,-0.39,-0.3,0.08,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
汽車工業,2026-09-16,1,9.25,2.36,12.68,10.98,100.0,1,1,388260.0,201.9,201.9,9.24,0.01,-0.4,-0.07,0.33,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
電器電纜,2026-09-16,1,6.84,-0.27,-5.04,16.34,0.0,0,1,29444861.0,1082.1,1082.1,9.06,-2.22,-0.52,-0.03,0.48,❄️ Weak,💰 Capital Leading,💰 Capital Leading → ❄️ Weak,REVERSING,❄️ Weak
食品工業,2026-09-16,1,4.64,-4.73,1.94,10.67,0.0,0,1,40624292.0,3026.5,3026.5,5.78,-1.14,-0.62,0.05,0.68,💰 Capital Leading,💰 Capital Leading,💰 Capital Leading（持平）,STEADY,💰 Capital Leading
電機機械,2026-09-16,4,3.54,-10.63,-4.53,14.66,0.0,0,4,-3861995.0,-2616.0,-654.0,8.71,-5.17,-0.68,-0.2,0.48,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
紡織纖維,2026-09-16,1,1.04,-6.16,-0.22,5.27,0.0,0,1,14817033.0,406.0,406.0,4.83,-3.79,-0.8,-0.06,0.73,❄️ Weak,💰 Capital Leading,💰 Capital Leading → ❄️ Weak,REVERSING,❄️ Weak
水泥工業,2026-09-16,1,0.14,-3.02,1.33,1.13,0.0,0,1,-58090224.0,-1397.1,-1397.1,1.92,-1.78,-0.84,-0.14,0.69,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
貿易百貨,2026-09-16,1,-0.08,-2.27,-2.47,2.22,0.0,0,1,3314357.0,712.6,712.6,1.65,-1.73,-0.85,-0.05,0.8,❄️ Weak,💰 Capital Leading,💰 Capital Leading → ❄️ Weak,REVERSING,❄️ Weak
鋼鐵工業,2026-09-16,1,-1.63,-3.62,0.25,-1.58,0.0,0,1,-61993873.0,-1156.2,-1156.2,-0.47,-1.16,-0.92,-0.13,0.79,❄️ Weak,❄️ Weak,❄️ Weak（持平）,STEADY,❄️ Weak
玻璃陶瓷,2026-09-16,1,-2.86,1.39,-15.58,1.39,100.0,1,1,23333372.0,1365.0,1365.0,1.24,-4.1,-0.98,-0.02,0.96,❄️ Weak,💰 Capital Leading,💰 Capital Leading → ❄️ Weak,REVERSING,❄️ Weak
半導體業,2026-09-16,1,-9.35,-2.66,-33.8,-0.46,0.0,0,1,-283189.0,-1758.6,-1758.6,43.32,-52.67,-1.29,-0.16,1.13,❄️ Weak,,(無前一日資料),NEW,❄️ Weak
