symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
NFLX,Communication Services,Netflix,2025-06-23,132.31,9.6,41.68,45.79,35.72,1.0,6,1,1,3.5,16.82,1.41,False,True,117.39,10.32,1.203,False,133.13,-0.62,7.45,11.67,12.0,8.0,30249416.0,25139750.0,1.5,40709000.0,27998300.0,27919800.0,1.458,100.0,1,1,8,2.4,2,
ECHO,Communication Services,EchoStar,2025-06-23,28.81,62.49,15.29,27.65,33.27,1.0,1,8,3,3.5,17.98,348.59,False,True,21.64,50.61,0.926,False,32.48,-11.3,14.69,42.84,13.0,7.0,5827423.0,6291257.0,1.857,9332500.0,5790290.0,5366313.0,1.739,100.0,2,1,5,2.2,1,
TKO,Communication Services,TKO Group Holdings,2025-06-23,176.61,13.91,20.08,25.16,21.08,1.0,2,5,5,3.5,24.4,141.28,False,True,160.39,10.64,1.026,False,176.65,-0.02,2.51,14.69,13.0,7.0,996476.0,971485.0,1.857,2282700.0,1222630.0,1036340.0,2.203,100.0,4,1,4,2.8,3,
CVNA,Consumer Discretionary,Carvana,2025-06-23,63.85,-2.41,56.19,48.43,37.66,0.667,38,1,1,19.5,102.14,128.48,False,True,57.94,14.4,1.004,False,70.29,-9.15,-0.2,-0.12,11.0,9.0,19411727.0,19340444.0,1.222,39705500.0,21372750.0,19439433.0,2.043,85.75,1,25,10,12.4,10,吃老本
DASH,Consumer Discretionary,DoorDash,2025-06-23,242.32,16.13,32.7,43.09,33.75,1.0,4,4,2,3.6,14.56,-0.57,False,True,204.75,12.98,1.2,False,242.63,-0.13,9.91,18.45,13.0,7.0,4439215.0,3698714.0,1.857,7324600.0,4634400.0,4077380.0,1.796,100.0,3,1,13,4.2,3,
RCL,Consumer Discretionary,Royal Caribbean Group,2025-06-23,304.31,20.79,49.52,33.84,34.5,1.0,1,2,3,1.7,7.02,9.0,False,True,241.91,19.96,1.788,False,305.65,-0.44,13.63,21.99,13.0,7.0,3305184.0,1848371.0,1.857,12060600.0,3550300.0,3006446.0,4.012,100.0,2,1,2,1.6,1,
DG,Consumer Staples,Dollar General,2025-06-23,111.6,17.69,33.78,52.97,39.35,1.0,2,2,1,1.8,19.57,-41.96,False,True,98.57,4.84,1.475,False,129.31,-13.69,2.64,17.9,8.0,12.0,5106412.0,3462925.0,0.667,3326500.0,3150800.0,3090333.0,1.076,97.6,1,4,15,5.0,2,
PM,Consumer Staples,Philip Morris International,2025-06-23,174.7,1.0,17.55,51.51,30.39,1.0,12,4,2,7.6,4.79,3.42,False,True,167.89,4.11,1.404,False,178.82,-2.3,-0.49,2.54,11.0,9.0,6107381.0,4351233.0,1.222,7053300.0,6045700.0,5267526.0,1.339,94.23,2,6,9,5.0,2,
DLTR,Consumer Staples,Dollar Tree,2025-06-23,98.7,9.35,35.67,29.89,26.2,1.0,4,1,3,2.9,4.51,4.15,False,True,89.2,6.89,1.131,False,109.36,-9.75,-0.01,8.96,9.0,11.0,5435644.0,4806109.0,0.818,5092500.0,3797840.0,3752340.0,1.357,87.44,3,11,7,7.0,4,吃老本
EQT,Energy,EQT Corporation,2025-06-23,57.63,5.77,10.32,32.35,20.2,1.0,7,2,1,4.3,16.57,31.27,False,True,54.06,11.39,1.049,False,60.31,-4.44,-3.52,5.31,11.0,9.0,7437690.0,7089911.0,1.222,10530900.0,8396760.0,7531633.0,1.398,88.47,1,9,7,5.4,3,吃老本
