stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-24,2475.0,2.57,6.08,37.51,20.92,1.0,2.06,3.0,12,8,18560845,18574212,1.5,0.999,92.61,57.55,True,2386.99,5.63,False,2527.56,-2.08,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,,,13043734,18622617,902453.3,-10489690.0,-4722522.0,5013158.0,-10199054.0,-25242.7,20.0,18.0,19.0,20.0,
2454,2454,聯發科,半導體業,2026-09-24,5285.0,32.62,37.03,227.17,131.0,1.0,17.44,36.74,12,8,7680998,7881518,1.5,0.975,100.0,73.85,True,4108.8,21.89,False,5480.0,-3.56,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,多頭確認,🔥 追高風險,7157018,7221637,716379.9,13969997.0,2544970.0,1871475.0,18386442.0,97172.3,1.0,1.0,1.0,1.0,
2308,2308,台達電,電子零組件業,2026-09-24,1910.0,4.37,5.52,36.17,20.56,1.0,13.35,7.91,12,6,10761608,11288594,2.0,0.953,100.0,61.14,True,1754.3,22.98,False,2571.55,-25.73,P+V-,P+V-,P+V-,⚠️ 量能衰竭,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,8183368,11725299,379143.8,-10549554.0,926689.0,1393302.0,-8229563.0,-15718.5,11.0,1.0,6.0,5.0,剛爆發
2317,2317,鴻海,電子工業,2026-09-24,250.5,-0.99,3.81,31.61,16.51,0.667,0.0,-0.6,9,9,29538626,28462675,1.0,1.038,82.8,49.44,False,250.81,5.4,False,304.92,-17.85,P-V-,P+V-,P+V-,➡️ 中性,收斂,頭頭低·底底高,多轉空預警,,33005343,27117284,150820.9,-12058135.0,6331906.0,-2057908.0,-7784137.0,-1949.9,23.0,24.0,23.5,26.0,
3711,3711,日月光投控,電子工業,2026-09-24,699.0,12.56,11.61,114.08,63.08,1.0,13.84,15.54,11,7,17994666,16914239,1.571,1.064,100.0,67.16,True,609.38,18.52,False,722.4,-3.24,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,🔥 追高風險,10529792,15104518,214411.3,48073253.0,-11300812.0,4350691.0,41123132.0,28745.1,8.0,1.0,4.5,5.0,剛爆發
2881,2881,富邦金,金融保險,2026-09-24,150.0,4.17,15.74,78.67,44.31,1.0,-0.99,6.01,8,9,17335749,15766734,0.889,1.1,85.78,57.3,True,137.13,8.22,False,156.5,-4.15,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,,,8193074,16048109,50893.5,-434436.0,5450297.0,1942811.0,6958672.0,1043.8,3.0,15.0,9.0,11.0,吃老本
3037,3037,欣興,電子零組件業,2026-09-24,1185.0,6.76,21.79,137.96,76.12,1.0,26.06,0.42,11,9,17271202,26679286,1.222,0.647,90.34,68.43,True,973.34,26.11,False,1230.0,-3.66,P+V+,P+V+,P+V-,🚀 健康多頭,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,🔥 追高風險,15907068,13758991,426628.8,36717275.0,-8066384.0,70768.0,28721659.0,34035.2,3.0,8.0,5.5,3.0,
2303,2303,聯電,電子工業,2026-09-24,154.0,18.46,-4.49,176.25,91.62,0.667,4.41,29.96,12,7,226876080,153975177,1.714,1.473,100.0,62.43,True,130.21,22.36,False,182.38,-15.56,P+V+,P-V-,P+V+,➡️ 中性,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,153840764,173779232,558073.0,54739164.0,118171082.0,19941949.0,192852195.0,29699.2,5.0,1.0,3.0,3.0,
1303,1303,南亞,塑膠工業,2026-09-24,238.0,7.94,61.59,224.05,129.41,1.0,0.85,4.62,12,8,80141471,87487931,1.5,0.916,91.64,58.09,True,204.02,13.34,False,251.5,-5.37,P+V-,P+V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警,🔥 追高風險,66153140,61545982,386222.5,-61529236.0,56795742.0,-3471777.0,-8205271.0,-1952.9,1.0,2.0,1.5,1.0,
2383,2383,台光電,電子零組件業,2026-09-24,5050.0,-8.01,-3.46,81.5,37.88,0.333,7.56,-7.76,9,10,2013066,1780802,0.9,1.13,81.65,45.07,False,5237.44,15.6,False,6440.59,-21.59,P-V-,P-V-,P+V-,⚠️ 主升段結束,多頭,頭頭高·底底高,空轉多預警,,2188104,2177738,191368.0,900482.0,-4413157.0,371278.0,-3141397.0,-15864.1,9.0,10.0,9.5,11.0,
