symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
META,Communication Services,Meta Platforms,2024-01-22,390.71,11.35,32.83,21.1,21.59,1.0,3,2,6,3.3,21.96,2.51,False,True,346.32,10.01,0.968,False,393.34,-0.67,2.79,10.15,13.0,7.0,15642007.0,16162442.0,1.857,13163700.0,16250670.0,16206940.0,0.812,100.0,3,1,12,4.0,3,
GOOG,Communication Services,Alphabet Inc. (Class C),2024-01-22,152.45,9.13,24.63,15.62,16.25,1.0,4,5,7,4.9,7.05,7.29,False,True,138.61,9.64,1.079,False,153.41,-0.63,3.93,8.73,11.0,9.0,18840536.0,17469100.0,1.222,19494500.0,19331730.0,18672986.0,1.044,94.02,7,10,7,8.2,5,
GOOGL,Communication Services,Alphabet Inc. (Class A),2024-01-22,150.85,8.95,24.57,14.79,15.78,1.0,5,6,9,6.1,7.05,7.29,False,True,137.13,9.68,1.072,False,151.7,-0.56,3.97,8.42,11.0,9.0,24784900.0,23109966.0,1.222,26115500.0,25677750.0,24718926.0,1.056,93.74,8,11,6,8.8,6,
HLT,Consumer Discretionary,Hilton Worldwide,2024-01-22,191.48,5.79,29.25,25.19,21.35,1.0,10,19,5,11.7,0.35,3.21,False,True,176.27,6.7,1.028,False,191.99,-0.27,2.8,6.12,14.0,6.0,1416242.0,1378183.0,2.333,1677900.0,1446510.0,1422633.0,1.179,100.0,6,1,7,4.2,1,
ROST,Consumer Discretionary,Ross Stores,2024-01-22,138.26,2.44,26.0,24.35,19.28,1.0,16,23,7,16.3,8.87,13.46,False,True,130.8,5.03,1.047,False,138.51,-0.18,3.0,3.17,14.0,6.0,1711078.0,1634033.0,2.333,1910200.0,1657420.0,1626080.0,1.175,100.0,8,1,8,5.2,2,剛爆發
DECK,Consumer Discretionary,Deckers Brands,2024-01-22,127.96,14.86,33.21,43.76,33.9,1.0,1,11,2,4.2,53.7,8.22,False,True,114.89,9.59,1.109,False,128.07,-0.08,2.47,11.64,13.0,7.0,1787538.0,1611942.0,1.857,1183800.0,1626840.0,1676360.0,0.706,100.0,2,1,25,6.2,3,
CL,Consumer Staples,Colgate-Palmolive,2024-01-22,78.18,4.53,16.07,10.92,10.61,1.0,3,10,2,4.9,2.6,7.3,False,True,73.96,5.34,1.192,False,78.93,-0.94,3.05,5.34,14.0,6.0,5250335.0,4405950.0,2.333,8668700.0,5973860.0,5310600.0,1.632,100.0,3,1,2,2.0,1,
TGT,Consumer Staples,Target Corporation,2024-01-22,130.01,0.08,34.3,7.59,12.39,1.0,19,1,4,10.6,41.91,26.85,False,True,124.88,5.34,0.943,False,160.55,-19.02,3.18,0.11,13.0,7.0,3126415.0,3314871.0,1.857,3014800.0,3105110.0,3134453.0,0.962,95.7,2,7,10,5.6,2,
CHD,Consumer Staples,Church & Dwight,2024-01-22,96.19,4.82,10.33,2.63,5.1,1.0,2,16,7,7.2,7.55,15.41,False,True,91.81,3.44,1.004,False,96.98,-0.81,2.26,6.6,15.0,5.0,1239160.0,1234740.0,3.0,1201000.0,1254190.0,1247026.0,0.963,100.0,9,1,9,5.8,3,剛爆發
VLO,Energy,Valero Energy,2024-01-22,128.03,6.08,12.52,8.58,8.94,1.0,2,2,4,2.4,18.16,2.26,False,True,118.65,10.72,1.303,False,140.15,-8.65,7.61,4.62,10.0,10.0,3372490.0,2589020.0,1.0,5286000.0,3459690.0,3179146.0,1.663,93.61,3,2,1,2.2,1,
MPC,Energy,Marathon Petroleum,2024-01-22,152.55,8.2,10.55,23.05,16.21,1.0,1,3,2,1.8,5.06,15.98,False,True,143.37,7.7,0.973,False,154.25,-1.1,4.93,7.1,11.0,9.0,2877290.0,2957755.0,1.222,3248400.0,2692210.0,2735546.0,1.187,91.59,2,3,2,2.4,2,
HAL,Energy,Halliburton,2024-01-22,35.37,3.82,-4.81,-0.82,-0.66,0.333,4,13,11,8.1,8.07,2.79,False,True,34.01,14.36,1.446,False,41.14,-14.03,10.48,2.37,11.0,9.0,9153690.0,6329688.0,1.222,8835500.0,9695840.0,8609126.0,1.026,99.26,10,1,5,5.4,4,剛爆發
WRB,Financials,W. R. Berkley Corporation,2024-01-22,51.1,15.2,25.8,32.98,26.74,1.0,1,38,6,13.1,5.61,14.84,False,True,45.25,16.1,0.981,False,53.32,-4.16,8.17,16.3,14.0,6.0,1867200.0,1902625.0,2.333,2664900.0,2210025.0,2022850.0,1.317,100.0,6,1,4,3.6,1,
PGR,Financials,Progressive Corporation,2024-01-22,164.95,13.21,17.81,44.33,29.92,1.0,2,55,3,18.1,22.59,23.44,False,True,149.45,9.0,1.146,False,167.64,-1.61,5.45,14.37,15.0,5.0,2324520.0,2027660.0,3.0,2354300.0,2684570.0,2411393.0,0.976,100.0,4,1,12,4.4,3,
ALL,Financials,Allstate,2024-01-22,150.58,13.14,29.29,42.94,32.08,1.0,3,29,4,11.0,63.67,-11.56,False,True,135.63,6.94,1.079,False,151.75,-0.77,2.25,14.44,16.0,4.0,1593662.0,1477325.0,4.0,1034900.0,1422570.0,1509513.0,0.686,100.0,3,1,29,7.4,4,
MRK,Health Care,Merck & Co.,2024-01-22,111.71,10.82,18.36,15.22,14.9,1.0,2,32,10,12.6,9.51,5.41,False,True,100.83,3.69,1.371,False,111.9,-0.17,1.62,11.89,16.0,4.0,8236943.0,6009500.0,4.0,8300300.0,7351490.0,7351686.0,1.129,100.0,8,1,7,5.0,1,剛爆發
REGN,Health Care,Regeneron Pharmaceuticals,2024-01-22,932.35,7.03,21.27,26.0,20.07,1.0,9,24,3,12.3,7.56,3.47,False,True,859.09,4.3,1.142,False,950.3,-1.89,0.71,7.51,13.0,7.0,602400.0,527414.0,1.857,460500.0,542190.0,535606.0,0.86,100.0,5,1,19,6.2,2,
AMGN,Health Care,Amgen,2024-01-22,288.89,8.25,20.13,34.01,24.1,1.0,7,27,2,12.0,5.9,11.27,False,True,264.01,4.2,1.207,False,289.52,-0.22,1.29,8.81,12.0,8.0,2461941.0,2039825.0,1.5,2035800.0,2106880.0,2224173.0,0.915,99.42,2,8,16,7.2,3,吃老本
TDG,Industrials,TransDigm Group,2024-01-22,959.31,7.01,37.02,26.79,24.4,1.0,4,7,6,5.3,5.18,13.22,False,True,883.9,6.83,1.018,False,965.94,-0.69,2.4,7.39,14.0,6.0,198621.0,195133.0,2.333,244500.0,186630.0,196480.0,1.244,100.0,5,1,4,3.2,1,
URI,Industrials,United Rentals,2024-01-22,616.86,10.0,58.61,42.31,38.31,1.0,2,3,2,2.3,3.22,5.02,False,True,521.13,19.47,1.142,False,644.01,-4.22,10.27,8.96,10.0,10.0,749950.0,656590.0,1.0,1423700.0,912840.0,778366.0,1.829,94.47,2,10,2,5.2,2,吃老本
TT,Industrials,Trane Technologies,2024-01-22,246.04,3.12,36.64,27.56,23.72,1.0,17,8,5,11.9,4.75,4.77,False,True,232.69,4.89,0.951,False,249.46,-1.37,1.04,3.1,13.0,7.0,899238.0,945542.0,1.857,885900.0,895190.0,891626.0,0.994,96.78,7,5,12,7.2,3,
AMD,Information Technology,Advanced Micro Devices,2024-01-22,177.25,20.24,83.81,56.91,54.47,1.0,3,2,4,2.9,3.59,1.05,False,True,139.37,23.84,1.306,False,184.92,-4.15,1.73,21.35,12.0,8.0,95854066.0,73416712.0,1.5,107381200.0,109719560.0,95080113.0,1.129,100.0,3,1,7,3.0,1,
WDC,Information Technology,Western Digital,2024-01-22,43.81,11.19,49.42,38.54,34.42,1.0,11,10,10,10.5,37.05,7.43,False,True,37.92,19.04,1.162,False,45.56,-3.83,6.32,11.08,13.0,7.0,10648928.0,9164950.0,1.857,25991393.0,14201372.0,11263325.0,2.308,100.0,7,1,1,3.4,2,剛爆發
ANET,Information Technology,Arista Networks,2024-01-22,66.1,12.27,50.07,75.0,53.08,1.0,10,9,2,8.1,16.12,9.89,False,True,58.46,9.79,1.324,False,67.66,-2.3,0.34,11.22,12.0,8.0,6712633.0,5068750.0,1.5,5436400.0,6789000.0,6591786.0,0.825,100.0,4,1,16,5.2,3,
PKG,Materials,Packaging Corporation of America,2024-01-22,161.55,5.56,15.36,14.33,12.39,1.0,1,12,2,4.5,16.22,6.38,False,True,153.15,8.8,1.35,False,166.25,-2.83,4.61,4.21,11.0,9.0,786054.0,582200.0,1.222,700900.0,692780.0,692086.0,1.013,96.33,3,2,8,3.6,1,
AVY,Materials,Avery Dennison,2024-01-22,191.5,-0.57,18.35,9.81,9.35,0.667,10,10,5,9.0,0.01,-7.68,False,True,186.51,5.26,0.819,False,194.84,-1.72,0.2,-0.86,12.0,8.0,341691.0,417000.0,1.5,404400.0,339560.0,368033.0,1.099,86.4,6,6,5,5.8,4,
IP,Materials,International Paper,2024-01-22,33.76,3.93,15.01,8.06,8.76,1.0,2,14,8,6.8,10.27,53.08,False,True,32.5,7.44,1.298,False,35.65,-5.32,2.26,3.02,9.0,11.0,3081988.0,2373645.0,0.818,2558500.0,2696120.0,2775760.0,0.922,87.71,8,5,10,7.2,5,
DLR,Real Estate,Digital Realty,2024-01-22,132.9,6.41,18.1,18.81,15.53,1.0,1,14,1,4.9,-16.3,-41.36,False,True,125.62,7.8,1.222,False,134.22,-0.98,4.27,5.21,10.0,10.0,1740360.0,1424400.0,1.0,1917100.0,1870640.0,1650120.0,1.162,91.21,2,2,2,2.0,1,
IRM,Real Estate,Iron Mountain,2024-01-22,62.46,-3.46,17.17,13.81,10.33,0.667,15,17,3,13.2,1.42,-1.47,False,True,61.11,5.97,0.954,False,65.33,-4.39,1.03,-3.82,11.0,9.0,1301809.0,1364755.0,1.222,1289500.0,1319460.0,1256393.0,1.026,83.15,6,5,5,5.4,3,
HST,Real Estate,Host Hotels & Resorts,2024-01-22,16.87,1.18,33.88,12.09,14.81,1.0,3,5,4,3.8,45.45,-13.43,False,True,15.91,4.21,0.941,False,17.46,-3.38,-1.3,-0.1,9.0,11.0,6162188.0,6551363.0,0.818,4875200.0,6908770.0,6658013.0,0.732,78.15,4,11,19,9.8,7,吃老本
CEG,Utilities,Constellation Energy,2024-01-22,119.42,3.75,9.72,27.3,17.02,1.0,3,8,3,4.5,19.23,85.9,False,True,115.96,11.22,1.243,False,125.01,-4.47,5.96,3.28,9.0,10.0,1601488.0,1288160.0,0.9,1558800.0,1606280.0,1557213.0,1.001,89.61,3,4,10,4.8,1,
