stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-22,2460.0,2.16,3.23,33.72,18.21,1.0,3.45,2.8,12,8,18332188,18974714,1.5,0.966,92.47,57.1,True,2385.4,5.65,False,2527.56,-2.67,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,,,18940740,18597347,900725.9,-1321263.0,-3752268.0,4927958.0,-145573.0,-358.1,20.0,21.0,20.5,25.0,
2454,2454,聯發科,電子工業,2026-09-22,5180.0,31.31,21.61,210.18,118.32,1.0,16.93,38.69,11,9,7872610,7569740,1.222,1.04,100.0,72.13,True,4048.2,22.41,False,5480.0,-5.47,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,多頭確認,🔥 追高風險,10551036,6996340,697082.4,12896722.0,2819440.0,1655952.0,17372114.0,89987.6,2.0,1.0,1.5,2.0,
2308,2308,台達電,電子零組件業,2026-09-22,1900.0,8.57,-5.0,31.27,16.53,0.667,13.77,11.11,13,6,10668495,11288594,2.167,0.945,100.0,60.49,True,1754.0,23.43,False,2571.55,-26.11,P+V-,P-V+,P+V-,⚠️ 量能背離,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,15394512,12471278,377570.4,-9506146.0,-330690.0,1199643.0,-8637193.0,-16410.7,10.0,1.0,5.5,5.0,剛爆發
2317,2317,鴻海,電子工業,2026-09-22,253.0,2.64,1.77,27.09,14.65,1.0,2.64,4.12,10,8,29541068,27894841,1.25,1.059,90.81,53.38,True,250.31,4.2,False,304.92,-17.03,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,多轉空預警,,37641805,26094782,149734.6,30063426.0,6474703.0,-1485563.0,35052566.0,8868.3,24.0,22.0,23.0,27.0,
3711,3711,日月光投控,電子工業,2026-09-22,693.0,17.06,7.1,101.54,56.81,1.0,17.06,17.26,12,7,17527048,16914239,1.714,1.036,100.0,66.22,True,608.84,18.81,False,722.4,-4.07,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,🔥 追高風險,22476344,16378446,210629.2,47974306.0,-10442500.0,4205598.0,41737404.0,28924.0,9.0,1.0,5.0,6.0,剛爆發
2881,2881,富邦金,金融保險,2026-09-22,154.5,11.55,18.77,81.11,48.14,1.0,2.32,9.19,9,8,17781284,18425091,1.125,0.965,90.2,67.08,True,136.14,8.26,False,156.5,-1.28,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,,,16750286,16602399,54367.9,-911561.0,9454927.0,2105559.0,10648925.0,1645.3,3.0,13.0,8.0,12.0,吃老本
2303,2303,聯電,電子工業,2026-09-22,160.0,29.55,-8.57,177.24,93.86,0.667,15.52,28.0,12,8,226876080,148382390,1.5,1.529,100.0,69.89,True,130.45,22.82,False,182.38,-12.27,P+V+,P-V-,P+V+,➡️ 中性,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,281790622,193160182,546275.1,58146249.0,109660896.0,21039475.0,188846620.0,30215.5,4.0,1.0,2.5,4.0,
3037,3037,欣興,電子零組件業,2026-09-22,1120.0,-3.45,20.55,93.17,50.86,0.667,17.77,2.28,11,9,17913769,26679286,1.222,0.671,88.56,63.75,True,962.8,18.98,False,1230.0,-8.94,P-V-,P+V+,P+V-,➡️ 中性,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,,9406841,13843803,434897.9,35091369.0,-7314967.0,339006.0,28115408.0,31489.3,4.0,10.0,7.0,8.0,吃老本
1303,1303,南亞,塑膠工業,2026-09-22,231.5,11.84,49.11,176.27,103.37,1.0,4.51,22.81,13,7,87792453,92352466,1.857,0.951,100.0,55.53,True,203.68,13.25,False,251.5,-7.95,P+V-,P+V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警,🔥 追高風險,69844962,62138224,412158.9,-79184631.0,66417934.0,-4412871.0,-17179568.0,-3977.1,1.0,1.0,1.0,1.0,
2383,2383,台光電,電子零組件業,2026-09-22,4860.0,-17.18,-12.19,68.93,27.12,0.333,-4.99,-12.74,8,11,1929903,1899058,0.727,1.016,69.06,39.12,False,5236.53,19.8,False,6440.59,-24.54,P-V-,P-V-,P+V-,⚠️ 主升段結束,多頭,頭頭高·底底高,空轉多預警 / 空頭確認,,1686462,2020035,196216.3,657310.0,-4323655.0,386936.0,-3279409.0,-15937.9,9.0,13.0,11.0,12.0,
