stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-10,2450.0,2.3,8.89,36.16,20.88,1.0,2.51,0.62,11,9,16260785,18160592,1.222,0.895,85.38,55.85,True,2394.1,5.35,False,2535.0,-3.35,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,,17578157,18509767,825900.4,9264250.0,-5155682.0,2212447.0,6321015.0,15486.5,23.0,23.0,23.0,25.0,
2454,2454,聯發科,電子工業,2026-09-10,4720.0,12.11,16.24,185.18,99.68,1.0,8.76,11.72,8,12,7156081,8077552,0.667,0.886,86.04,67.37,True,3930.71,23.49,False,4940.48,-4.46,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,🔥 追高風險,6090137,8300775,644822.8,5537305.0,-3642674.0,204831.0,2099462.0,9909.5,7.0,22.0,14.5,11.0,吃老本
2308,2308,台達電,電子零組件業,2026-09-10,1675.0,-11.14,-22.05,38.01,10.71,0.333,-4.83,-11.14,9,9,8295798,9619111,1.0,0.862,71.48,41.25,False,1784.7,11.68,False,2571.55,-34.86,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,17189917,9659207,333874.9,-17440933.0,-8934031.0,-48303.0,-26423267.0,-44259.0,9.0,9.0,9.0,10.0,
2317,2317,鴻海,電子工業,2026-09-10,251.0,-3.28,-0.01,22.79,10.57,0.333,1.41,-4.2,7,12,30963770,34709905,0.583,0.892,72.41,49.65,True,248.49,5.15,False,304.92,-17.68,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,38203448,32793767,167270.6,-35054452.0,-1750991.0,-2904410.0,-39709853.0,-9967.2,32.0,35.0,33.5,35.0,
3711,3711,日月光投控,電子工業,2026-09-10,650.0,5.52,20.58,104.98,59.02,1.0,10.36,3.83,9,10,17245787,17635017,0.9,0.978,87.06,60.7,True,614.18,14.4,False,722.4,-10.02,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,多頭確認,🔥 追高風險,16374160,19113494,207465.4,40857502.0,-27074603.0,1309619.0,15092518.0,9810.1,12.0,21.0,16.5,15.0,吃老本
2881,2881,富邦金,金融保險,2026-09-10,148.5,14.67,22.34,76.08,47.29,1.0,1.02,15.56,10,9,21965821,18187440,1.111,1.208,97.55,66.5,True,131.64,10.22,False,155.5,-4.5,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,多頭確認,,12148570,18052440,58131.5,39087005.0,4585487.0,-713871.0,42958621.0,6379.4,3.0,10.0,6.5,8.0,吃老本
1303,1303,南亞,塑膠工業,2026-09-10,244.0,17.59,153.02,230.87,158.09,1.0,10.41,29.1,12,8,95020929,105159395,1.5,0.904,100.0,64.95,True,196.51,13.75,False,250.0,-2.4,P+V+,P+V+,P+V-,🚀 健康多頭,多頭,頭頭高·底底高,,🔥 追高風險,58598462,104614129,431355.5,-41982537.0,48027579.0,-4350356.0,1694686.0,413.5,1.0,1.0,1.0,1.0,
2383,2383,台光電,電子零組件業,2026-09-10,5375.0,-12.42,5.98,148.25,72.52,0.667,1.61,-5.1,10,9,1830263,1937603,1.111,0.945,80.78,48.26,True,5283.14,8.83,False,6440.59,-16.54,P-V-,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,1229633,1537786,209559.3,1281306.0,-2134636.0,249920.0,-603410.0,-3243.3,5.0,7.0,6.0,6.0,
2303,2303,聯電,電子工業,2026-09-10,142.5,17.77,15.95,142.78,79.82,1.0,14.0,14.46,10,9,192467239,141922575,1.111,1.356,100.0,60.91,True,132.02,19.08,False,182.38,-21.87,P+V-,P+V-,P+V+,⚠️ 頂部背離,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,202430216,218562930,428948.0,18944083.0,-16505169.0,6694820.0,9133734.0,1301.6,10.0,1.0,5.5,4.0,剛爆發
2408,2408,南亞科,電子工業,2026-09-10,515.0,0.59,51.96,146.03,86.15,1.0,7.85,0.19,10,9,77801836,74286329,1.111,1.047,88.25,53.8,True,462.37,19.12,False,569.0,-9.49,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,37271578,75768244,774153.8,17197528.0,-3663494.0,-4078383.0,9455651.0,4869.7,8.0,19.0,13.5,9.0,吃老本
3037,3037,欣興,電子零組件業,2026-09-10,994.0,-2.55,16.63,156.05,81.55,0.667,7.69,-0.6,12,8,22506059,30913106,1.5,0.728,87.96,49.87,True,946.68,36.55,False,1230.0,-19.19,P-V+,P+V+,P+V-,➡️ 中性,擴散,頭頭高·底底低,,🔥 追高風險,18372157,29250689,537028.3,62336057.0,-9086467.0,461759.0,53711349.0,53389.1,3.0,4.0,3.5,2.0,
2882,2882,國泰金,金融保險,2026-09-10,110.5,8.87,13.88,63.49,37.43,1.0,-1.78,11.06,9,9,26520817,20877060,1.0,1.27,93.15,60.47,True,100.66,12.58,False,117.0,-5.56,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,,13639242,26079712,48798.0,7645371.0,13158600.0,-740727.0,20063244.0,2217.0,5.0,13.0,9.0,11.0,吃老本
