stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-09,2465.0,1.23,9.6,31.2,18.31,1.0,3.35,2.07,12,8,16671353,18233397,1.5,0.914,91.08,58.21,True,2394.4,5.36,False,2535.0,-2.76,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,,15619432,18376726,834425.7,14491033.0,-5355376.0,2240037.0,11375694.0,28041.1,24.0,18.0,21.0,22.0,剛爆發
2454,2454,聯發科,電子工業,2026-09-09,4625.0,9.47,11.98,163.61,87.16,1.0,8.19,15.19,8,12,7710926,8077552,0.667,0.955,89.1,65.43,True,3922.7,23.95,False,4940.48,-6.39,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,🔥 追高風險,4731174,8199312,660561.9,7774312.0,-4264988.0,-403584.0,3105740.0,14364.0,7.0,20.0,13.5,11.0,吃老本
2308,2308,台達電,電子零組件業,2026-09-09,1795.0,-4.77,-17.98,36.7,12.66,0.333,3.76,0.28,10,8,8783865,8672760,1.25,1.013,88.14,50.18,True,1790.6,8.85,False,2571.55,-30.2,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,7476593,8769321,329919.4,-14860437.0,-8243236.0,-524206.0,-23627879.0,-42412.0,9.0,5.0,7.0,9.0,
2317,2317,鴻海,電子工業,2026-09-09,252.0,-3.82,-1.33,16.37,6.9,0.333,0.4,-6.67,7,12,30963770,39251127,0.583,0.789,68.71,50.63,True,248.25,5.15,False,304.92,-17.36,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,19302475,33048907,181968.5,-28231647.0,-4713497.0,-3679158.0,-36624302.0,-9229.3,33.0,37.0,35.0,35.0,
3711,3711,日月光投控,電子工業,2026-09-09,640.0,2.24,19.82,88.84,49.94,1.0,8.66,3.06,9,10,17516929,17635017,0.9,0.993,86.18,58.72,True,615.59,13.19,False,722.4,-11.41,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,多頭確認,,21514181,18590391,208600.0,51927884.0,-31524135.0,1730758.0,22134507.0,14166.1,12.0,23.0,17.5,15.0,吃老本
2881,2881,富邦金,金融保險,2026-09-09,147.0,14.4,24.07,71.16,45.2,1.0,2.44,15.75,10,9,21604827,18187440,1.111,1.188,97.88,64.78,True,131.06,11.98,False,155.5,-5.47,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,多頭確認,,16313177,18972139,57424.7,40666292.0,4586380.0,-674812.0,44577860.0,6552.9,3.0,10.0,6.5,7.0,吃老本
2383,2383,台光電,電子零組件業,2026-09-09,5375.0,-5.1,9.3,128.79,65.45,0.667,-1.29,-5.77,10,10,1830263,1891021,1.0,0.968,77.96,48.26,True,5288.23,12.45,False,6440.59,-16.54,P-V-,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,1625413,1722985,211286.3,1899349.0,-2075678.0,239375.0,63046.0,338.9,4.0,8.0,6.0,6.0,
1303,1303,南亞,塑膠工業,2026-09-09,236.5,25.13,150.68,188.75,138.33,1.0,-0.42,25.13,11,8,98332063,105159395,1.375,0.935,100.0,62.54,True,195.55,19.04,False,250.0,-5.4,P+V+,P+V+,P+V-,🚀 健康多頭,多頭,頭頭高·底底高,,🔥 追高風險,66913292,113221277,435057.7,-18215888.0,46240095.0,-366633.0,27657574.0,6541.0,1.0,1.0,1.0,1.0,
2408,2408,南亞科,電子工業,2026-09-09,523.0,1.75,57.56,125.18,77.42,1.0,0.97,8.39,11,8,82103931,78913173,1.375,1.04,94.25,55.65,True,460.18,19.02,False,569.0,-8.08,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,36509816,80387687,819273.1,20273872.0,-3218365.0,-4372023.0,12683484.0,6633.5,8.0,13.0,10.5,8.0,
2303,2303,聯電,電子工業,2026-09-09,141.5,13.65,21.45,132.13,74.84,1.0,12.3,15.04,10,9,192150849,141922575,1.111,1.354,100.0,60.28,True,132.43,20.95,False,182.38,-22.41,P+V-,P+V-,P+V+,⚠️ 頂部背離,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,268302470,216375440,424910.3,18419053.0,-26735315.0,5361885.0,-2954377.0,-418.0,9.0,1.0,5.0,3.0,剛爆發
3037,3037,欣興,電子零組件業,2026-09-09,993.0,-0.7,12.56,130.33,68.13,0.667,2.06,-0.7,11,8,22881868,30913106,1.375,0.74,83.98,49.77,True,946.34,35.86,False,1230.0,-19.27,P-V+,P+V+,P+V-,➡️ 中性,擴散,頭頭高·底底低,,🔥 追高風險,20258575,29751531,527069.0,65409925.0,-9628484.0,847593.0,56629034.0,56232.6,3.0,7.0,5.0,4.0,
2882,2882,國泰金,金融保險,2026-09-09,110.5,11.06,14.56,56.78,34.79,1.0,1.38,10.83,9,10,26520817,20224731,0.9,1.311,93.5,60.47,True,100.32,13.13,False,117.0,-5.56,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,,23307232,26482183,48719.1,15248429.0,13092897.0,-740053.0,27601273.0,3049.9,5.0,13.0,9.0,12.0,吃老本
2382,2382,廣達,電腦及週邊設備業,2026-09-09,342.0,5.23,-6.28,23.39,11.43,0.667,1.48,5.07,12,8,17392287,14824370,1.5,1.173,96.67,55.92,True,330.94,7.54,False,420.07,-18.58,P+V-,P-V-,P+V+,⚠️ 頂部背離,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,25846633,16496166,109022.0,39976020.0,6358994.0,-1075362.0,45259652.0,15478.8,10.0,4.0,7.0,7.0,剛爆發
3017,3017,奇鋐,電腦及週邊設備業,2026-09-09,3380.0,6.25,44.07,84.28,54.72,1.0,2.11,16.84,10,10,4813980,2991867,1.0,1.609,100.0,60.09,True,2742.86,10.36,False,3595.0,-5.98,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,,2273472,3633909,252034.1,2741874.0,2436487.0,-356711.0,4821650.0,16297.2,3.0,1.0,2.0,2.0,
2891,2891,中信金,金融保險,2026-09-09,66.6,0.15,1.28,34.38,17.55,1.0,0.0,0.0,11,9,31939273,30213247,1.222,1.057,86.83,53.35,True,65.33,9.03,False,70.97,-6.15,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,,,28797737,30818976,40938.1,-35653163.0,29356737.0,-3409605.0,-9706031.0,-646.4,15.0,15.0,15.0,15.0,
7769,7769,鴻勁,電子工業,2026-09-09,6720.0,-0.74,-0.5,61.46,30.42,0.333,17.69,3.7,11,9,741058,582210,1.222,1.273,99.91,56.91,True,6313.43,24.69,False,8358.69,-19.6,P-V+,P-V-,P+V-,➡️ 中性,空頭,頭頭低·底底低,,,787936,882868,85404.1,1219341.0,-774979.0,-14768.0,429594.0,2886.9,19.0,8.0,13.5,11.0,剛爆發
2059,2059,川湖,電子零組件業,2026-09-09,12400.0,1.71,95.35,288.26,168.39,1.0,-10.57,3.31,8,12,480418,559747,0.667,0.858,72.78,48.03,True,10667.93,18.47,False,15031.98,-17.51,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,,🔥 追高風險,409993,520833,145201.8,89176.0,10207.0,103093.0,202476.0,2510.7,1.0,9.0,5.0,4.0,吃老本
2327,2327,國巨*,電子工業,2026-09-09,565.0,-14.65,-30.52,114.74,46.08,0.333,4.63,-6.15,6,13,55473206,36941800,0.462,1.502,81.37,47.1,False,651.03,17.68,False,1220.0,-53.69,P-V-,P-V+,P+V+,➡️ 中性,收斂,頭頭低·底底高,空轉多預警,🔥 追高風險,26938860,48461336,498702.6,-43649480.0,-26678116.0,283479.0,-70044117.0,-39574.9,14.0,30.0,22.0,24.0,吃老本
2345,2345,智邦,電子工業,2026-09-09,2015.0,-11.23,-14.12,38.63,12.98,0.333,-5.84,-9.03,9,10,2831095,3231097,0.9,0.876,71.08,43.18,False,2218.76,13.67,False,2802.81,-28.11,P-V+,P-V-,P+V-,➡️ 中性,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,3383161,3195712,126065.7,-1836700.0,-6727130.0,242109.0,-8321721.0,-16768.3,26.0,36.0,31.0,33.0,吃老本
2412,2412,中華電,電子工業,2026-09-09,139.5,2.57,0.63,6.15,3.88,1.0,1.45,2.57,9,5,10908074,7763378,1.8,1.405,100.0,65.64,True,136.88,3.28,False,142.5,-2.11,P+V-,P+V+,P+V+,⚠️ 頂部背離,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,9708214,10018003,24742.8,12762927.0,8690704.0,95076.0,21548707.0,3006.0,34.0,1.0,17.5,15.0,剛爆發
2887,2887,台新新光金,金融保險,2026-09-09,42.4,17.13,52.56,80.7,57.77,1.0,2.91,18.93,12,8,71367336,56106396,1.5,1.272,100.0,73.19,True,36.14,15.1,False,43.05,-1.51,P+V+,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,多頭確認,,68473882,72832495,50724.0,-79819131.0,186789853.0,-4186303.0,102784419.0,4358.1,1.0,1.0,1.0,1.0,
2360,2360,致茂,電子工業,2026-09-09,2335.0,1.52,6.55,71.25,37.65,1.0,18.23,6.38,12,7,2303658,1934902,1.714,1.191,100.0,64.14,True,2043.7,28.07,False,2771.56,-15.75,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,,,4679564,2216504,92208.4,2337683.0,-1346819.0,142556.0,1133420.0,2646.5,16.0,1.0,8.5,7.0,剛爆發
2885,2885,元大金,金融保險,2026-09-09,69.7,4.0,19.78,62.58,37.23,1.0,4.5,5.67,11,6,22507116,29832775,1.833,0.754,95.9,66.31,True,64.17,11.56,False,70.9,-1.69,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,,20620939,22637765,31447.7,-14828358.0,-1863096.0,-2917978.0,-19609432.0,-1366.8,4.0,11.0,7.5,10.0,吃老本
3008,3008,大立光,電子工業,2026-09-09,6870.0,47.42,67.86,197.64,127.64,1.0,-12.04,51.21,13,7,2625030,2142090,1.857,1.225,100.0,60.73,True,4964.94,22.97,False,7995.0,-14.07,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,擴散,頭頭高·底底低,,🔥 追高風險,1202143,2361159,307601.0,-938268.0,692720.0,589981.0,344433.0,2366.3,3.0,1.0,2.0,2.0,
3653,3653,健策,電子零組件業,2026-09-09,5760.0,24.27,52.52,69.71,54.06,1.0,-0.17,28.86,11,9,1350129,1438088,1.222,0.939,100.0,61.65,True,4336.74,10.69,False,6095.0,-5.5,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,,1063628,1101334,152199.6,2020859.0,663080.0,-117206.0,2566733.0,14784.4,6.0,1.0,3.5,1.0,
6505,6505,台塑化,油電燃氣業,2026-09-09,87.5,25.36,75.47,44.34,47.37,1.0,11.18,24.64,13,7,24087782,19255178,1.857,1.251,100.0,70.79,True,72.23,22.34,False,97.9,-10.62,P+V-,P+V+,P+V+,⚠️ 頂部背離,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,,45379144,23809306,33762.4,-1312969.0,-1874582.0,1952445.0,-1235106.0,-108.1,1.0,1.0,1.0,1.0,
2344,2344,華邦電,電子工業,2026-09-09,183.0,3.39,22.82,72.73,42.92,1.0,2.23,3.39,11,8,151670871,137065476,1.375,1.107,92.92,54.63,True,169.59,14.73,False,233.5,-21.63,P+V+,P+V-,P+V-,➡️ 中性,收斂,頭頭低·底底高,空轉多預警,,138124633,157510045,537134.1,115574939.0,-34849290.0,-3926988.0,76798661.0,14054.2,15.0,14.0,14.5,13.0,
3443,3443,創意,電子工業,2026-09-09,5925.0,6.95,47.2,149.56,88.32,1.0,0.51,15.5,10,10,2080703,2049832,1.0,1.015,92.27,60.63,True,4872.1,13.65,False,6490.0,-8.71,P+V+,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,955341,1741178,237379.3,1604115.0,759235.0,84983.0,2448333.0,14506.4,6.0,15.0,10.5,8.0,吃老本
