symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
NFLX,Communication Services,Netflix,2023-12-25,48.69,4.54,28.94,10.53,13.64,1.0,10,1,7,6.7,6.74,15.36,False,True,45.42,6.88,1.087,False,50.09,-2.8,-0.96,2.72,12.0,8.0,41542583.0,38214875.0,1.5,27406000.0,37170200.0,39905066.0,0.687,92.77,4,8,14,7.6,6,
NWS,Communication Services,News Corp (Class B),2023-12-25,25.28,11.1,23.24,31.03,24.1,1.0,2,2,1,1.8,71.43,100.0,False,True,22.54,7.07,1.088,False,25.55,-1.08,3.67,11.63,13.0,6.0,888038.0,815933.0,2.167,859600.0,781910.0,912940.0,0.942,100.0,1,1,3,1.4,1,
NWSA,Communication Services,News Corp (Class A),2023-12-25,24.09,10.84,22.38,26.5,21.55,1.0,4,3,2,3.3,71.43,100.0,False,True,21.58,7.15,0.994,False,24.35,-1.05,3.59,11.39,13.0,7.0,2268084.0,2280814.0,1.857,2162500.0,2164610.0,2292180.0,0.943,100.0,2,1,2,1.6,2,
EXPE,Consumer Discretionary,Expedia Group,2023-12-25,149.93,8.96,47.27,38.76,33.44,1.0,16,1,3,8.9,8.23,22.22,False,True,126.56,7.9,0.887,False,153.93,-2.6,-1.77,11.46,14.0,6.0,2035542.0,2294233.0,2.333,1307400.0,2208460.0,2139273.0,0.611,100.0,3,1,17,5.0,2,
DHI,Consumer Discretionary,D. R. Horton,2023-12-25,148.09,16.14,41.75,25.44,27.19,1.0,5,2,9,4.9,13.2,37.98,False,True,124.53,5.11,0.811,False,150.69,-1.72,1.1,19.04,14.0,5.0,2807457.0,3461100.0,2.8,1479600.0,2473170.0,2942293.0,0.503,100.0,6,1,23,7.4,9,
RCL,Consumer Discretionary,Royal Caribbean Group,2023-12-25,125.93,16.94,40.54,24.82,26.78,1.0,4,3,11,5.1,13.44,14.85,False,True,102.62,8.14,1.379,False,127.37,-1.13,1.86,20.5,15.0,5.0,2834673.0,2056120.0,3.0,2006300.0,2385640.0,2490800.0,0.805,100.0,7,1,7,4.6,1,剛爆發
TGT,Consumer Staples,Target Corporation,2023-12-25,129.91,5.67,30.14,10.03,13.97,1.0,6,2,3,4.2,41.91,26.85,False,True,114.17,4.87,0.833,False,160.55,-19.08,2.19,6.43,12.0,7.0,3449725.0,4143042.0,1.714,2517400.0,3225500.0,3348513.0,0.752,95.02,2,13,7,7.4,6,吃老本
DG,Consumer Staples,Dollar General,2023-12-25,128.15,0.94,29.21,-19.2,-2.06,0.667,19,3,31,16.6,6.76,-13.6,False,True,117.73,8.13,0.582,False,233.82,-45.19,4.5,3.68,12.0,8.0,2703516.0,4645237.0,1.5,1778800.0,2780860.0,3291180.0,0.54,86.7,20,19,20,19.6,21,
COST,Consumer Staples,Costco,2023-12-25,649.97,13.22,19.71,25.86,21.16,1.0,2,4,1,2.4,4.83,1.76,False,True,577.69,6.44,1.032,False,658.34,-1.27,1.49,13.89,14.0,6.0,2753271.0,2667616.0,2.333,1947500.0,3288630.0,3011880.0,0.647,100.0,1,1,14,3.6,1,
WMB,Energy,Williams Companies,2023-12-25,31.76,-5.39,4.69,9.53,4.59,0.667,20,4,10,13.2,9.69,9.43,False,False,31.9,3.7,0.831,False,33.72,-5.82,-0.4,-4.13,7.0,12.0,5978328.0,7195491.0,0.583,3686500.0,6317150.0,6907960.0,0.534,70.65,9,21,15,15.0,19,吃老本
