symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
VLO,Energy,Valero Energy,2026-09-04,370.72,17.71,43.77,71.75,51.25,1.0,2356535,2834018,3262046,-18.87,-23.2,11.72,P+V-,P+V-,P+V+,⚠️ 頂部背離,94.32,35.1,2.688,3,2,2,2.5,23.84,33.47,False,True,314.47,11.26,1.226,False,375.11,375.11,-1.17,5.21,24.27,14.0,6.0,2494628.0,2034316.0,2.333,2849000.0,2422150.0,2308220.0,1.234,100.0,75.27,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,1,1.4,1,,,False
PSX,Energy,Phillips 66,2026-09-04,255.09,18.99,39.27,61.66,45.4,1.0,2779720,2718243,2890351,7.34,-11.24,17.33,P+V+,P+V-,P+V+,➡️ 中性,58.75,31.88,1.843,2,3,3,2.5,25.45,225.68,False,True,213.54,10.99,1.087,False,260.68,260.68,-2.14,4.54,25.76,14.0,6.0,2847971.0,2620466.0,2.333,2285000.0,2628670.0,2798486.0,0.817,100.0,75.04,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,3,1,12,4.0,3,,,False
HOOD,Financials,Robinhood Markets,2026-09-04,122.11,29.19,38.24,60.52,47.12,1.0,20779075,24854083,27086896,3.2,-15.23,-14.39,P+V+,P+V-,P+V-,➡️ 中性,-7.86,66.71,-0.118,1,1,1,1.0,43.71,-1.98,False,True,102.45,21.99,1.266,False,153.86,153.86,-20.64,17.12,30.89,11.0,9.0,22949100.0,18126822.0,1.222,23675800.0,22143460.0,23185300.0,1.021,100.0,65.94,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,1,1,5,1.8,1,,,False
GPN,Financials,Global Payments,2026-09-04,92.54,7.44,36.99,19.95,21.08,1.0,2594000,3380163,3420875,-25.69,-2.35,21.37,P+V-,P+V-,P+V+,⚠️ 頂部背離,-0.6,34.11,-0.018,4,2,28,8.2,0.63,5.43,False,True,84.64,6.66,1.229,False,95.88,95.88,-3.48,0.78,7.45,9.0,11.0,2890144.0,2351700.0,0.818,2970600.0,2533050.0,2533746.0,1.172,88.57,58.72,多頭,頭頭高·底底高,,8,12,3,8.6,4,,,False
WTW,Financials,Willis Towers Watson,2026-09-04,334.74,-2.41,29.92,11.22,12.49,0.667,482025,589755,647213,-17.05,-16.31,-7.13,P-V-,P+V-,P+V-,➡️ 中性,6.03,28.9,0.209,60,3,44,39.7,7.78,1.8,False,True,315.99,5.34,0.739,False,351.51,352.79,-4.77,-2.62,-2.92,8.0,12.0,397737.0,538216.0,0.667,508300.0,426310.0,442366.0,1.149,70.13,52.24,多頭,頭頭高·底底高,,36,35,4,29.2,30,,,False
MRNA,Health Care,Moderna,2026-09-04,145.55,143.35,182.13,192.09,177.42,1.0,33470120,15451155,11374751,543.04,111.71,-1.55,P+V+,P+V+,P+V-,🚀 健康多頭,135.36,132.2,1.024,1,1,1,1.0,4.33,12.37,False,True,85.5,21.37,1.855,False,176.66,176.66,-17.61,5.48,145.99,9.0,11.0,44837655.0,24169409.0,0.818,14933900.0,24282610.0,42478600.0,0.352,100.0,63.19,多頭,頭頭高·底底高,,1,1,28,6.4,1,,🔥 追高風險,False
CRL,Health Care,Charles River Laboratories,2026-09-04,288.5,4.15,55.28,64.21,46.96,1.0,895865,882869,888051,-2.06,-1.16,-6.7,P+V-,P+V-,P+V-,⚠️ 量能衰竭,63.11,51.37,1.229,17,2,3,9.7,10.31,5.42,False,True,254.63,7.66,1.058,False,303.31,303.31,-4.88,-1.03,7.85,11.0,9.0,918463.0,868244.0,1.222,738900.0,824540.0,849340.0,0.87,91.15,60.05,擴散,頭頭高·底底低,,3,15,7,8.6,5,吃老本,,False
VEEV,Health Care,Veeva Systems,2026-09-04,275.09,17.21,54.03,47.97,41.79,1.0,1943210,2083240,2543313,18.79,-30.64,53.93,P+V+,P+V-,P+V+,➡️ 中性,-15.56,45.26,-0.344,2,3,6,3.1,5.77,4.91,False,True,220.0,21.19,1.467,False,310.5,310.5,-11.4,-0.58,19.36,11.0,9.0,2267954.0,1546300.0,1.222,1152100.0,2290450.0,1975520.0,0.583,100.0,65.92,多頭,頭頭高·底底高,空轉多預警,4,1,25,7.0,3,,,False
SWK,Industrials,Stanley Black & Decker,2026-09-04,97.36,-5.14,24.07,21.88,15.67,0.667,1461120,1756276,1846621,-31.48,-9.33,-1.79,P-V-,P+V-,P+V-,➡️ 中性,36.97,39.59,0.934,42,1,5,22.3,29.86,34.6,False,True,95.18,7.42,1.064,False,104.68,104.68,-6.99,-0.45,-6.29,6.0,14.0,1525750.0,1433421.0,0.429,1341200.0,1423620.0,1471273.0,0.912,71.1,50.15,收斂,頭頭低·底底高,多轉空預警,4,24,8,12.8,10,吃老本,,False
PAYX,Industrials,Paychex,2026-09-04,121.71,0.44,23.62,30.35,21.19,1.0,2162505,3075324,3371134,-33.28,-16.13,0.75,P+V-,P+V-,P+V+,⚠️ 頂部背離,-7.47,23.88,-0.313,11,2,2,6.5,0.91,2.31,False,True,115.9,5.05,1.117,False,132.36,138.19,-8.05,-4.2,1.39,12.0,8.0,2257400.0,2020162.0,1.5,1841300.0,2083860.0,2218980.0,0.83,91.21,50.56,多頭,頭頭高·底底高,,1,5,16,5.6,2,,,False
ALLE,Industrials,Allegion,2026-09-04,157.12,-5.08,21.03,0.0,3.99,0.667,1375000,1335444,1155094,-1.73,37.0,33.84,P-V-,P+V+,P+V+,➡️ 中性,-0.92,25.44,-0.036,41,3,40,29.4,8.29,-5.09,False,True,152.71,9.39,0.691,False,181.67,183.11,-13.51,-0.23,-7.0,8.0,12.0,1084025.0,1568983.0,0.667,746300.0,1715120.0,1474833.0,0.506,67.8,49.29,多頭,頭頭高·底底高,空頭確認,21,29,30,26.0,26,吃老本,,False
ZBRA,Information Technology,Zebra Technologies,2026-09-04,362.74,-4.06,47.77,60.95,41.4,0.667,590270,780180,852364,-32.97,-15.62,27.11,P-V-,P+V-,P+V+,➡️ 中性,19.98,46.98,0.425,45,1,17,26.2,45.1,11.88,False,True,314.84,7.57,0.882,False,386.23,386.23,-6.08,1.76,-3.65,9.0,11.0,549844.0,623345.0,0.818,401400.0,527050.0,572006.0,0.702,76.22,60.7,多頭,頭頭高·底底高,,14,28,24,21.6,23,吃老本,,False
CRM,Information Technology,Salesforce,2026-09-04,259.23,31.25,37.69,32.9,33.69,1.0,16432265,15103170,14551729,28.23,7.88,47.38,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-22.49,45.94,-0.489,2,2,24,6.4,80.36,24.07,False,True,191.65,28.59,1.787,False,268.27,269.11,-3.37,1.26,34.5,10.0,10.0,21072470.0,11792060.0,1.0,10490600.0,20371270.0,18083713.0,0.58,100.0,76.63,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,17,1,30,13.2,9,剛爆發,🚀 暴漲中,True
WDAY,Information Technology,"Workday, Inc.",2026-09-04,195.79,6.3,32.37,36.33,27.83,1.0,4988250,4813869,5005466,12.82,-7.37,36.64,P+V+,P+V-,P+V+,➡️ 中性,-22.26,46.0,-0.484,16,3,23,13.5,5.27,5.68,False,True,165.79,12.0,1.513,False,249.85,249.85,-21.64,-4.36,8.99,9.0,11.0,6131022.0,4053254.0,0.818,2864300.0,4351940.0,4218433.0,0.679,92.39,56.13,多頭,頭頭高·底底高,,19,12,27,17.8,16,剛爆發,,False
AMCR,Materials,Amcor,2026-09-04,45.15,-2.78,21.68,-1.29,4.08,0.333,3716410,3580333,4433156,0.37,-32.27,-9.49,P-V+,P+V-,P-V-,➡️ 中性,18.79,31.87,0.589,15,1,12,10.2,4.24,0.55,False,True,44.7,7.43,1.061,False,48.76,50.94,-7.4,-1.87,-4.31,7.0,13.0,3861671.0,3638192.0,0.538,2524800.0,3341030.0,3445700.0,0.733,73.32,47.56,多頭,頭頭高·底底高,,11,16,13,13.4,14,,,False
BALL,Materials,Ball Corporation,2026-09-04,62.67,0.46,19.3,-3.22,3.33,0.667,1640260,2302886,2415663,-17.66,-8.92,-5.95,P+V-,P+V-,P-V-,➡️ 中性,25.9,29.48,0.879,8,2,15,7.6,4.27,11.31,False,False,62.73,3.95,1.029,False,67.62,68.29,-7.32,-1.41,-0.91,7.0,13.0,1670700.0,1623869.0,0.538,1887500.0,1654900.0,1633233.0,1.156,74.97,48.83,收斂,頭頭低·底底高,多轉空預警,13,14,2,11.2,11,,,False
NEM,Materials,Newmont,2026-09-04,128.09,9.46,18.49,8.55,11.26,1.0,8137915,8267426,8653992,7.22,-8.55,-17.66,P+V+,P+V-,P+V-,➡️ 中性,49.41,48.46,1.02,4,4,9,5.0,5.68,33.45,False,True,106.94,10.64,0.891,False,135.01,135.29,-5.12,0.29,13.61,12.0,8.0,7758025.0,8707750.0,1.5,5745900.0,8378040.0,8451473.0,0.68,96.38,60.72,多頭,頭頭高·底底高,空轉多預警,4,4,14,6.0,3,,,False
VTR,Real Estate,Ventas,2026-09-04,90.27,-1.83,14.79,5.64,6.06,0.667,2973755,3570150,3766463,-11.32,-9.91,28.21,P-V-,P+V-,P+V+,➡️ 中性,41.0,27.98,1.465,19,2,13,12.7,51.73,-1.4,False,False,92.82,4.71,0.992,False,101.6,101.6,-11.15,-1.68,-3.31,11.0,9.0,2963672.0,2986077.0,1.222,3502800.0,2737870.0,2921346.0,1.199,83.05,42.51,空頭,頭頭低·底底低,多轉空預警,5,7,2,5.2,2,,,False
CBRE,Real Estate,CBRE Group,2026-09-04,147.85,2.72,12.91,3.66,5.74,1.0,1394210,1760798,2026977,-21.86,-23.22,16.92,P+V-,P+V-,P+V+,⚠️ 頂部背離,-9.86,30.06,-0.328,5,3,16,6.6,5.77,42.05,False,True,144.78,8.46,0.962,False,174.27,174.27,-15.16,-1.97,-0.22,7.0,13.0,1359614.0,1412838.0,0.538,1069100.0,1478660.0,1437853.0,0.744,74.0,50.77,多頭,頭頭高·底底高,,6,16,16,12.0,11,吃老本,,False
BXP,Real Estate,"BXP, Inc.",2026-09-04,67.69,-0.31,10.24,25.5,15.23,0.667,1157550,1407341,1670563,-23.32,-27.22,-17.93,P-V-,P+V-,P+V-,➡️ 中性,-5.23,26.13,-0.2,9,4,1,5.9,14.75,97.57,False,False,68.6,8.26,0.946,False,75.95,79.33,-10.87,-2.35,-2.9,8.0,12.0,1119500.0,1182916.0,0.667,848400.0,1154210.0,1176660.0,0.721,73.88,47.06,空頭,頭頭低·底底低,多轉空預警,1,17,18,10.8,7,吃老本,,False
AWK,Utilities,American Water Works,2026-09-04,140.7,4.57,15.86,5.04,7.62,1.0,2161920,2268383,2099266,-3.55,17.52,26.3,P+V-,P+V+,P+V+,⚠️ 頂部背離,-3.84,21.14,-0.182,2,1,3,1.9,3.97,-7.4,False,True,134.56,5.21,1.162,False,142.27,145.64,-1.1,1.74,4.68,9.0,11.0,2341755.0,2014781.0,0.818,2074100.0,2035810.0,2066006.0,1.004,86.11,61.19,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,1,6,10,4.8,2,,,False
CEG,Utilities,Constellation Energy,2026-09-04,298.96,10.72,13.16,-7.57,2.19,0.667,2451485,3132460,3215940,-14.48,-5.06,7.3,P+V-,P+V-,P-V+,➡️ 中性,-10.15,41.47,-0.245,1,2,20,5.1,11.73,5.3,False,True,266.13,11.25,0.975,False,410.41,412.7,-27.16,8.03,10.94,12.0,8.0,2426725.0,2488625.0,1.5,2896300.0,2457060.0,2477626.0,1.169,99.34,66.87,多頭,頭頭高·底底高,多頭確認,4,1,6,3.2,1,,,False
ED,Utilities,Consolidated Edison,2026-09-04,107.29,1.76,3.93,-2.92,-0.04,0.667,2177470,2262013,2234359,-3.39,2.51,2.93,P+V-,P+V+,P-V+,➡️ 中性,12.85,17.13,0.75,5,3,8,5.0,7.37,-3.83,False,False,109.07,3.06,0.906,False,114.33,116.23,-6.16,-0.19,0.18,12.0,8.0,2090891.0,2307337.0,1.5,2188800.0,2037620.0,2207793.0,0.991,88.39,47.25,空頭,頭頭低·底底低,,6,4,11,6.2,3,,,False
