symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
O,Real Estate,Realty Income,2023-12-25,49.79,5.63,16.68,-1.18,4.99,0.667,22,16,26,21.0,,,,,,,,,,,,,,,,,,,,,,,23,24,24,,24,,False
AVB,Real Estate,AvalonBay Communities,2023-12-25,171.3,6.14,9.97,0.75,4.4,1.0,18,25,25,21.5,,,,,,,,,,,,,,,,,,,,,,,24,24,24,,24,,False
EQIX,Real Estate,Equinix,2023-12-25,763.7,-2.31,11.52,3.79,4.2,0.667,31,22,22,26.5,,,,,,,,,,,,,,,,,,,,,,,25,24,24,,24,,False
INVH,Real Estate,Invitation Homes,2023-12-25,31.06,1.06,9.41,1.55,3.4,1.0,27,27,24,26.4,,,,,,,,,,,,,,,,,,,,,,,26,24,24,,24,,False
CSGP,Real Estate,CoStar Group,2023-12-25,87.39,2.47,13.66,-1.81,3.13,0.667,25,20,27,23.9,,,,,,,,,,,,,,,,,,,,,,,27,24,24,,24,,False
UDR,Real Estate,"UDR, Inc.",2023-12-25,34.18,11.31,8.62,-8.93,0.52,0.667,9,28,30,18.9,24.48,768.92,False,True,30.78,5.18,0.836,False,39.3,-13.04,2.71,14.64,14.0,6.0,2901578.0,3471866.0,2.333,2300100.0,2771500.0,3096113.0,0.743,100.0,28,1,12,14.0,15,剛爆發,True
CPT,Real Estate,Camden Property Trust,2023-12-25,90.28,8.31,6.06,-6.88,0.15,0.667,13,29,29,21.0,13.45,19.62,False,True,82.85,4.66,0.738,False,111.48,-19.02,2.11,11.14,14.0,5.0,966335.0,1309340.0,2.8,753500.0,1177480.0,1124606.0,0.67,100.0,29,1,19,15.8,19,剛爆發,True
EQR,Real Estate,Equity Residential,2023-12-25,55.19,5.6,5.29,-5.25,0.1,0.667,23,31,28,26.4,,,,,,,,,,,,,,,,,,,,,,,30,24,24,,24,剛爆發,False
MAA,Real Estate,Mid-America Apartment Communities,2023-12-25,119.42,6.05,5.62,-9.72,-1.94,0.667,19,30,31,24.7,,,,,,,,,,,,,,,,,,,,,,,31,24,24,,24,剛爆發,False
NRG,Utilities,NRG Energy,2023-12-25,49.36,6.88,35.43,40.93,31.04,1.0,2,1,2,1.7,-64.73,-48.85,False,True,44.41,8.27,1.22,False,49.8,-0.88,3.21,8.07,13.0,7.0,3238646.0,2654385.0,1.857,2387700.0,3016780.0,3063653.0,0.779,100.0,1,1,1,1.0,1,,False
VST,Utilities,Vistra Corp.,2023-12-25,37.82,6.78,16.75,48.49,30.13,1.0,3,3,1,2.6,17.39,42.68,False,True,34.68,4.53,1.223,False,38.2,-0.98,1.93,9.4,14.0,6.0,4144357.0,3389600.0,2.333,2312400.0,3749560.0,3764980.0,0.614,100.0,2,1,10,3.2,2,,True
CEG,Utilities,Constellation Energy,2023-12-25,115.1,-2.49,7.41,28.32,15.39,0.667,27,19,3,19.8,19.23,85.9,False,False,116.11,6.38,1.318,False,125.01,-7.92,-1.2,-3.43,8.0,12.0,2208237.0,1675058.0,0.667,849900.0,1518820.0,1762140.0,0.482,80.53,3,17,19,11.8,11,吃老本,True
DUK,Utilities,Duke Energy,2023-12-25,88.45,4.75,11.22,10.62,9.3,1.0,5,8,4,5.7,1.28,-7.61,False,True,83.31,3.22,0.996,False,92.92,-4.81,0.71,5.16,12.0,8.0,3600125.0,3614325.0,1.5,2295300.0,3258410.0,3708573.0,0.619,93.31,4,6,9,5.8,5,,True
EIX,Utilities,Edison International,2023-12-25,62.98,7.1,14.19,6.39,8.52,1.0,1,5,5,3.0,-5.0,6.61,False,True,57.77,5.74,0.813,False,63.95,-1.52,4.94,7.89,12.0,8.0,2036533.0,2505425.0,1.5,1414000.0,2146110.0,2269120.0,0.623,93.43,5,4,8,5.2,3,,False
PPL,Utilities,PPL Corporation,2023-12-25,24.97,3.28,16.08,4.39,7.04,1.0,7,4,9,6.5,2.29,-8.81,False,True,23.65,3.91,0.889,False,28.18,-11.41,2.69,4.71,10.0,10.0,6292980.0,7079140.0,1.0,3459800.0,7073680.0,7055380.0,0.49,84.46,6,12,17,10.6,9,吃老本,True
SRE,Utilities,Sempra,2023-12-25,69.16,2.93,10.75,5.23,6.04,1.0,8,9,7,8.1,7.09,7.7,False,True,66.63,4.7,0.738,False,73.27,-5.62,2.17,3.4,9.0,10.0,2878955.0,3902430.0,0.9,1736500.0,2984290.0,3392273.0,0.512,79.32,7,18,16,13.2,15,吃老本,True
PCG,Utilities,PG&E Corporation,2023-12-25,17.73,3.38,11.84,4.4,6.01,1.0,6,7,8,6.7,-3.04,-11.51,False,True,16.88,5.14,0.411,False,18.01,-1.53,3.32,5.07,13.0,7.0,13271738.0,32259085.0,1.857,9809400.0,20762490.0,21273866.0,0.461,89.43,8,7,20,10.0,7,,True
AES,Utilities,AES Corporation,2023-12-25,16.8,6.18,28.07,-5.37,5.87,0.667,4,2,23,7.2,11.13,-12.56,False,True,14.86,7.37,0.927,False,24.61,-31.71,2.12,11.85,11.0,8.0,5388963.0,5815837.0,1.375,3749600.0,4703660.0,5600200.0,0.67,94.8,9,3,3,5.4,4,剛爆發,True
ETR,Utilities,Entergy,2023-12-25,46.72,-0.82,10.69,6.33,5.63,0.667,22,10,6,15.2,8.91,8.91,False,True,45.47,3.71,0.863,False,50.94,-8.29,1.46,-0.22,13.0,7.0,2766707.0,3206571.0,1.857,1688200.0,2780660.0,2930680.0,0.576,93.41,10,5,14,8.8,6,,True
DTE,Utilities,DTE Energy,2023-12-25,101.31,2.87,12.08,2.05,4.76,1.0,9,6,11,8.5,-12.08,12.18,False,True,94.81,2.19,0.999,False,107.61,-5.85,0.47,6.88,10.0,10.0,1293120.0,1294370.0,1.0,691600.0,1004130.0,1183240.0,0.584,86.8,11,9,13,10.6,9,,False
ATO,Utilities,Atmos Energy,2023-12-25,109.19,1.8,10.2,0.98,3.49,1.0,12,12,14,12.4,11.1,-5.48,False,True,105.49,3.23,0.858,False,116.44,-6.23,1.89,1.84,11.0,9.0,895790.0,1044455.0,1.222,429800.0,748350.0,890686.0,0.483,85.2,12,11,18,12.8,12,,True
XEL,Utilities,Xcel Energy,2023-12-25,56.88,1.63,9.11,1.33,3.35,1.0,13,15,13,13.6,-2.65,-8.0,False,True,55.22,2.58,0.711,False,64.83,-12.25,1.47,2.62,11.0,9.0,3697900.0,5198288.0,1.222,2813300.0,4356770.0,4686413.0,0.6,82.94,13,16,12,14.0,16,,True
ED,Utilities,Consolidated Edison,2023-12-25,83.58,-0.77,7.34,2.49,2.89,0.667,21,20,10,18.5,1.96,-8.43,False,True,82.47,3.22,0.723,False,90.29,-7.43,1.97,0.95,12.0,8.0,1636841.0,2264262.0,1.5,1305500.0,1873760.0,1918060.0,0.681,86.51,14,10,2,10.0,7,,True
SO,Utilities,Southern Company,2023-12-25,64.4,-1.96,9.43,1.86,2.8,0.667,26,13,12,19.3,7.32,5.76,False,True,63.52,4.62,0.869,False,67.57,-4.7,1.08,-1.21,7.0,13.0,3950757.0,4547815.0,0.538,2895500.0,4330580.0,4435600.0,0.653,72.98,15,20,5,15.0,17,,True
CMS,Utilities,CMS Energy,2023-12-25,53.7,-0.57,10.32,0.55,2.71,0.667,19,11,15,15.8,3.71,8.04,False,True,52.22,3.5,0.957,False,58.8,-8.66,2.04,2.31,10.0,10.0,2361490.0,2467920.0,1.0,1538900.0,2252410.0,2379700.0,0.647,83.95,16,13,6,12.8,12,,True
NI,Utilities,NiSource,2023-12-25,24.43,1.34,8.66,-1.07,1.97,0.667,14,16,19,15.6,27.47,4.04,False,True,23.77,3.11,1.041,False,26.13,-6.53,1.96,3.55,10.0,9.0,4720730.0,4536722.0,1.111,2197900.0,3962090.0,4102586.0,0.536,87.79,17,8,15,13.0,14,剛爆發,True
AEP,Utilities,American Electric Power,2023-12-25,74.28,0.88,9.21,-1.43,1.81,0.667,15,14,20,15.7,4.01,-0.56,False,True,71.66,5.09,0.666,False,86.4,-14.03,1.47,2.1,9.0,11.0,2795211.0,4196018.0,0.818,2476500.0,3587650.0,3761106.0,0.658,75.78,18,19,4,15.6,18,,True
LNT,Utilities,Alliant Energy,2023-12-25,46.81,-0.37,6.87,-0.51,1.37,0.333,18,25,17,19.9,,,,,,,,,,,,,,,,,,,,,,,19,21,21,,21,,False
CNP,Utilities,CenterPoint Energy,2023-12-25,26.82,-0.76,7.18,-0.61,1.3,0.333,20,23,18,20.5,,,,,,,,,,,,,,,,,,,,,,,20,21,21,,21,,False
PEG,Utilities,Public Service Enterprise Group,2023-12-25,56.44,-2.7,8.43,-0.49,1.19,0.333,28,18,16,22.6,,,,,,,,,,,,,,,,,,,,,,,21,21,21,,21,,False
FE,Utilities,FirstEnergy,2023-12-25,33.05,-1.87,8.46,-3.64,-0.17,0.333,25,17,22,22.0,,,,,,,,,,,,,,,,,,,,,,,22,21,21,,21,,False
WEC,Utilities,WEC Energy Group,2023-12-25,77.01,-0.94,5.52,-2.81,-0.26,0.333,23,27,21,23.8,,,,,,,,,,,,,,,,,,,,,,,23,21,21,,21,,False
D,Utilities,Dominion Energy,2023-12-25,41.82,0.71,6.74,-6.67,-1.47,0.667,17,26,25,21.3,,,,,,,,,,,,,,,,,,,,,,,24,21,21,,21,,False
AWK,Utilities,American Water Works,2023-12-25,124.22,-0.94,7.2,-6.54,-1.7,0.333,23,22,24,22.9,,,,,,,,,,,,,,,,,,,,,,,25,21,21,,21,,False
EVRG,Utilities,Evergy,2023-12-25,47.17,0.85,4.29,-8.51,-2.97,0.667,16,28,26,21.6,,,,,,,,,,,,,,,,,,,,,,,26,21,21,,21,,False
ES,Utilities,Eversource Energy,2023-12-25,54.95,2.64,7.28,-11.1,-3.07,0.667,11,21,30,17.8,-1.28,9.82,False,True,51.25,3.96,0.869,False,74.32,-26.07,1.33,5.0,10.0,10.0,2155210.0,2478990.0,1.0,1485900.0,2245220.0,2307993.0,0.644,83.75,27,14,7,17.8,19,剛爆發,False
NEE,Utilities,NextEra Energy,2023-12-25,56.43,2.65,6.88,-16.9,-6.07,0.667,10,24,31,18.4,6.63,8.18,False,True,53.9,6.36,0.854,False,78.14,-27.77,1.91,3.81,10.0,10.0,10544410.0,12352130.0,1.0,6814600.0,11003710.0,11346973.0,0.601,82.99,28,15,11,19.4,20,剛爆發,True
PNW,Utilities,Pinnacle West Capital,2023-12-25,64.16,-4.32,-1.33,-9.82,-6.32,0.0,29,29,27,28.6,,,,,,,,,,,,,,,,,,,,,,,29,21,21,,21,剛爆發,False
AEE,Utilities,Ameren,2023-12-25,67.01,-7.65,-2.54,-9.99,-7.54,0.0,30,30,28,29.6,,,,,,,,,,,,,,,,,,,,,,,30,21,21,,21,剛爆發,False
EXC,Utilities,Exelon,2023-12-25,32.66,-7.93,-4.11,-10.26,-8.14,0.0,31,31,29,30.6,,,,,,,,,,,,,,,,,,,,,,,31,21,21,,21,剛爆發,False
