symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
PTC,Information Technology,PTC Inc.,2023-12-25,174.96,9.75,23.49,22.95,19.79,1.0,20,22,23,21.2,,,,,,,,,,,,,,,,,,,,,,,21,32,32,,32,吃老本,False
AKAM,Information Technology,Akamai Technologies,2023-12-25,118.35,2.0,11.09,31.69,19.12,1.0,54,53,12,45.3,8.76,5.94,False,True,112.39,2.47,1.607,True,120.61,-1.87,-0.95,2.44,12.0,8.0,1478100.0,919775.0,1.5,772000.0,1198070.0,1315193.0,0.587,100.0,23,1,18,13.2,10,剛爆發,True
WDAY,Information Technology,"Workday, Inc.",2023-12-25,276.06,1.15,28.49,22.21,18.52,1.0,58,15,26,38.7,8.72,13.61,False,True,244.22,2.92,0.995,False,279.83,-1.35,1.16,1.97,12.0,8.0,1853808.0,1862762.0,1.5,975400.0,1328100.0,1650573.0,0.591,91.56,24,26,17,23.4,23,,True
KLAC,Information Technology,KLA Corporation,2023-12-25,56.98,5.88,27.09,20.51,18.5,1.0,40,17,28,30.7,,,,,,,,,,,,,,,,,,,,,,,25,32,32,,32,吃老本,False
IBM,Information Technology,IBM,2023-12-25,151.88,1.87,17.89,25.03,17.46,1.0,55,28,17,39.3,,,,,,,,,,,,,,,,,,,,,,,26,32,32,,32,吃老本,False
CDW,Information Technology,CDW Corporation,2023-12-25,219.01,6.94,12.99,24.59,17.28,1.0,33,45,18,33.6,,,,,,,,,,,,,,,,,,,,,,,27,32,32,,32,,False
ADSK,Information Technology,Autodesk,2023-12-25,243.48,8.25,17.67,19.0,15.98,1.0,29,29,29,29.0,,,,,,,,,,,,,,,,,,,,,,,28,32,32,,32,,False
APH,Information Technology,Amphenol,2023-12-25,48.6,7.66,18.29,17.24,15.11,1.0,31,26,32,29.7,,,,,,,,,,,,,,,,,,,,,,,29,32,32,,32,,False
FFIV,Information Technology,"F5, Inc.",2023-12-25,178.98,3.7,11.07,22.37,14.88,1.0,47,54,25,44.7,,,,,,,,,,,,,,,,,,,,,,,30,32,32,,32,,False
ADBE,Information Technology,Adobe Inc.,2023-12-25,596.6,-2.59,17.0,22.01,14.61,0.667,65,31,27,47.2,,,,,,,,,,,,,,,,,,,,,,,31,32,32,,32,,False
PANW,Information Technology,Palo Alto Networks,2023-12-25,147.44,-0.43,25.78,15.41,14.04,0.667,64,20,38,45.6,,,,,,,,,,,,,,,,,,,,,,,32,32,32,,32,,False
NXPI,Information Technology,NXP Semiconductors,2023-12-25,219.79,12.18,15.42,13.3,13.55,1.0,16,37,42,27.5,,,,,,,,,,,,,,,,,,,,,,,33,32,32,,32,,False
NVDA,Information Technology,Nvidia,2023-12-25,49.43,5.9,13.86,17.09,13.48,1.0,39,44,34,39.5,,,,,,,,,,,,,,,,,,,,,,,34,32,32,,32,,False
CTSH,Information Technology,Cognizant,2023-12-25,72.27,6.65,11.97,16.68,12.99,1.0,35,50,36,39.7,,,,,,,,,,,,,,,,,,,,,,,35,32,32,,32,,False
FLEX,Information Technology,Flex Ltd.,2023-12-25,22.95,17.24,12.9,10.2,12.64,1.0,4,46,46,25.0,17.22,12.36,False,True,20.05,8.27,1.407,False,23.17,-0.94,1.33,19.69,14.0,6.0,6330102.0,4497910.0,2.333,3341651.0,5412050.0,6025933.0,0.555,100.0,36,1,22,19.2,20,剛爆發,True
AMAT,Information Technology,Applied Materials,2023-12-25,158.82,6.91,17.31,12.61,12.36,1.0,34,30,43,34.6,,,,,,,,,,,,,,,,,,,,,,,37,32,32,,32,,False
CDNS,Information Technology,Cadence Design Systems,2023-12-25,272.37,0.75,16.25,16.14,12.32,1.0,61,33,37,47.8,,,,,,,,,,,,,,,,,,,,,,,38,32,32,,32,剛爆發,False
ACN,Information Technology,Accenture,2023-12-25,333.62,3.8,14.74,14.6,11.94,1.0,46,41,39,43.1,,,,,,,,,,,,,,,,,,,,,,,39,32,32,,32,剛爆發,False
NTAP,Information Technology,NetApp,2023-12-25,83.71,-3.42,16.96,16.93,11.85,0.667,66,32,35,49.6,,,,,,,,,,,,,,,,,,,,,,,40,32,32,,32,剛爆發,False
JBL,Information Technology,Jabil,2023-12-25,126.78,8.97,0.46,18.2,11.46,1.0,22,64,31,36.4,,,,,,,,,,,,,,,,,,,,,,,41,32,32,,32,剛爆發,False
SNPS,Information Technology,Synopsys,2023-12-25,514.91,-5.69,12.19,18.26,10.75,0.667,70,49,30,55.7,,,,,,,,,,,,,,,,,,,,,,,42,32,32,,32,剛爆發,False
MSFT,Information Technology,Microsoft,2023-12-25,368.87,0.41,19.34,10.88,10.38,1.0,63,25,45,48.0,,,,,,,,,,,,,,,,,,,,,,,43,32,32,,32,剛爆發,False
ROP,Information Technology,Roper Technologies,2023-12-25,535.02,0.85,12.73,13.71,10.25,1.0,60,47,41,52.3,,,,,,,,,,,,,,,,,,,,,,,44,32,32,,32,剛爆發,False
SMCI,Information Technology,Supermicro,2023-12-25,28.43,5.43,3.66,14.05,9.29,1.0,42,61,40,47.3,,,,,,,,,,,,,,,,,,,,,,,45,32,32,,32,剛爆發,False
TDY,Information Technology,Teledyne Technologies,2023-12-25,446.29,9.11,9.23,8.56,8.86,1.0,21,55,47,36.4,,,,,,,,,,,,,,,,,,,,,,,46,32,32,,32,剛爆發,False
SWKS,Information Technology,Skyworks Solutions,2023-12-25,102.74,14.49,14.86,2.97,8.82,1.0,8,39,50,25.7,4.71,3.48,False,True,89.39,4.98,0.945,False,110.2,-6.77,0.21,15.98,13.0,7.0,1619546.0,1714142.0,1.857,1150000.0,1536390.0,1699706.0,0.677,100.0,47,1,12,21.6,22,剛爆發,True
ADI,Information Technology,Analog Devices,2023-12-25,190.96,8.46,13.94,2.89,7.05,1.0,28,43,51,37.1,,,,,,,,,,,,,,,,,,,,,,,48,32,32,,32,剛爆發,False
MRVL,Information Technology,Marvell Technology,2023-12-25,59.82,14.22,11.54,1.1,6.99,1.0,9,52,55,31.1,2.21,1.93,False,True,53.65,7.14,0.88,False,67.29,-11.11,0.1,8.22,11.0,8.0,9528354.0,10824737.0,1.375,4778600.0,7151810.0,8565426.0,0.558,91.0,49,27,21,34.6,29,剛爆發,True
MSI,Information Technology,Motorola Solutions,2023-12-25,304.9,-3.47,15.35,7.41,6.68,0.667,67,38,48,54.5,,,,,,,,,,,,,,,,,,,,,,,50,32,32,,32,剛爆發,False
MCHP,Information Technology,Microchip Technology,2023-12-25,84.55,6.52,16.14,1.71,6.52,1.0,36,34,53,38.8,,,,,,,,,,,,,,,,,,,,,,,51,32,32,,32,剛爆發,False
KEYS,Information Technology,Keysight Technologies,2023-12-25,159.09,15.38,20.24,-4.99,6.41,0.667,6,24,63,22.8,6.38,7.26,False,True,137.22,2.98,0.819,False,189.32,-15.97,0.16,17.07,16.0,4.0,1570087.0,1916575.0,4.0,751800.0,1375260.0,1627873.0,0.462,100.0,52,1,30,27.2,25,剛爆發,True
TEL,Information Technology,TE Connectivity,2023-12-25,135.52,6.44,14.25,1.15,5.75,1.0,37,42,54,41.9,,,,,,,,,,,,,,,,,,,,,,,53,32,32,,32,剛爆發,False
HPQ,Information Technology,HP Inc.,2023-12-25,27.1,2.94,18.16,-0.23,5.16,0.667,49,27,58,44.2,,,,,,,,,,,,,,,,,,,,,,,54,32,32,,32,剛爆發,False
LITE,Information Technology,Lumentum,2023-12-25,52.42,18.46,16.02,-7.6,4.82,0.667,3,35,64,24.8,20.69,6.31,False,True,43.94,10.9,1.137,False,65.16,-19.55,1.79,22.48,11.0,9.0,1165354.0,1024666.0,1.222,757000.0,944570.0,1046613.0,0.723,100.0,55,1,5,23.4,23,剛爆發,True
TER,Information Technology,Teradyne,2023-12-25,107.52,15.62,8.15,-2.31,4.79,0.667,5,58,61,32.1,9.7,20.09,False,True,93.0,7.28,0.983,False,117.84,-8.76,1.81,17.66,11.0,9.0,1709436.0,1739711.0,1.222,1365800.0,1795230.0,1857313.0,0.735,96.85,56,20,4,31.2,28,剛爆發,True
COHR,Information Technology,Coherent Corp.,2023-12-25,43.53,13.89,33.36,-14.61,4.51,0.667,10,8,71,21.6,32.67,9.19,False,True,36.98,6.98,1.0,False,60.46,-28.0,-1.09,18.32,12.0,7.0,1654391.0,1654542.0,1.714,840900.0,1296710.0,1573060.0,0.535,100.0,57,1,25,28.2,26,剛爆發,True
PLTR,Information Technology,Palantir Technologies,2023-12-25,17.17,-15.29,7.31,12.0,4.01,0.667,72,59,44,62.5,,,,,,,,,,,,,,,,,,,,,,,58,32,32,,32,剛爆發,False
ZBRA,Information Technology,Zebra Technologies,2023-12-25,273.33,13.31,15.56,-7.61,3.41,0.667,11,36,65,29.3,4.06,0.26,False,True,230.45,7.02,1.094,False,351.74,-22.29,3.02,15.34,10.0,10.0,395310.0,361390.0,1.0,251300.0,375910.0,403993.0,0.622,94.56,59,22,13,35.0,30,剛爆發,True
AAPL,Information Technology,Apple Inc.,2023-12-25,190.38,0.67,12.6,-0.48,3.08,0.667,62,48,59,57.2,,,,,,,,,,,,,,,,,,,,,,,60,32,32,,32,剛爆發,False
TRMB,Information Technology,Trimble Inc.,2023-12-25,53.2,12.33,-1.23,0.49,3.02,0.667,15,68,56,39.1,13.19,7.52,False,True,46.7,5.44,0.781,False,62.01,-14.21,1.6,14.66,14.0,6.0,1330657.0,1704000.0,2.333,769600.0,1392140.0,1523033.0,0.505,100.0,61,1,27,30.2,27,剛爆發,True
TXN,Information Technology,Texas Instruments,2023-12-25,157.87,9.83,8.18,-3.77,2.62,0.667,19,57,62,39.0,,,,,,,,,,,,,,,,,,,,,,,62,32,32,,32,剛爆發,False
TYL,Information Technology,Tyler Technologies,2023-12-25,418.12,1.06,8.28,0.4,2.53,1.0,59,56,57,57.7,,,,,,,,,,,,,,,,,,,,,,,63,32,32,,32,剛爆發,False
HPE,Information Technology,Hewlett Packard Enterprise,2023-12-25,15.95,1.32,-1.48,2.59,1.26,0.667,56,69,52,59.1,,,,,,,,,,,,,,,,,,,,,,,64,32,32,,32,剛爆發,False
CIEN,Information Technology,Ciena,2023-12-25,45.01,-3.72,-4.76,5.93,0.84,0.333,68,70,49,64.8,,,,,,,,,,,,,,,,,,,,,,,65,32,32,,32,剛爆發,False
CSCO,Information Technology,Cisco,2023-12-25,47.01,4.23,-5.35,-0.91,-0.73,0.333,43,71,60,54.8,,,,,,,,,,,,,,,,,,,,,,,66,32,32,,32,剛爆發,False
FSLR,Information Technology,First Solar,2023-12-25,172.28,7.48,6.62,-9.37,-1.16,0.667,32,60,67,47.4,,,,,,,,,,,,,,,,,,,,,,,67,32,32,,32,剛爆發,False
GLW,Information Technology,Corning Inc.,2023-12-25,28.93,5.58,0.91,-11.5,-4.13,0.667,41,63,69,53.2,,,,,,,,,,,,,,,,,,,,,,,68,32,32,,32,剛爆發,False
ON,Information Technology,ON Semiconductor,2023-12-25,83.53,12.6,-10.13,-11.68,-5.22,0.333,13,72,70,42.1,3.45,9.82,False,True,75.27,6.7,0.914,False,111.35,-24.98,-0.14,17.1,11.0,9.0,5605363.0,6130833.0,1.222,4193800.0,5453830.0,6030066.0,0.695,94.54,69,23,8,38.4,31,剛爆發,True
VRSN,Information Technology,Verisign,2023-12-25,202.88,-5.42,1.69,-8.86,-5.36,0.333,69,62,66,66.3,,,,,,,,,,,,,,,,,,,,,,,70,32,32,,32,剛爆發,False
ORCL,Information Technology,Oracle Corporation,2023-12-25,102.15,-10.01,-0.1,-10.83,-7.94,0.0,71,65,68,68.6,,,,,,,,,,,,,,,,,,,,,,,71,32,32,,32,剛爆發,False
FTNT,Information Technology,Fortinet,2023-12-25,58.53,11.51,-0.26,-22.57,-8.47,0.333,18,66,72,43.2,,,,,,,,,,,,,,,,,,,,,,,72,32,32,,32,剛爆發,False
CRH,Materials,CRH plc,2023-12-25,67.05,8.99,29.01,26.7,22.85,1.0,3,1,1,2.0,,,False,True,58.74,5.22,1.146,False,67.35,-0.45,1.27,12.02,13.0,7.0,3534407.0,3085271.0,1.857,1540600.0,2864200.0,3338053.0,0.462,100.0,1,1,21,5.0,2,,False
SW,Materials,Smurfit Westrock,2023-12-25,37.32,5.05,23.89,26.69,20.58,1.0,9,2,2,5.5,,,False,True,32.24,6.37,2.182,False,40.05,-6.81,4.19,17.47,5.0,8.0,2700.0,1237.0,0.625,0.0,1030.0,760.0,0.0,100.0,2,1,23,5.8,4,,False
SHW,Materials,Sherwin-Williams,2023-12-25,305.11,10.47,22.57,18.0,17.26,1.0,2,3,5,2.9,15.05,22.31,False,True,267.25,3.45,1.344,False,307.3,-0.71,1.62,11.87,13.0,7.0,1695769.0,1261757.0,1.857,682000.0,1231930.0,1388740.0,0.491,100.0,3,1,18,5.2,3,,True
PKG,Materials,Packaging Corporation of America,2023-12-25,153.05,-3.28,6.89,25.24,13.52,0.667,26,17,3,18.7,6.38,15.64,False,True,148.07,2.84,0.902,False,160.01,-4.36,-0.2,-2.31,10.0,10.0,598680.0,664080.0,1.0,564100.0,528580.0,563813.0,1.001,79.31,4,23,1,11.0,8,吃老本,True
AVY,Materials,Avery Dennison,2023-12-25,192.6,4.0,11.13,18.67,13.12,1.0,13,13,4,11.2,0.01,-7.68,False,True,178.48,3.71,0.795,False,194.07,-0.76,-0.27,4.37,13.0,7.0,344784.0,433671.0,1.857,214600.0,340790.0,348366.0,0.616,94.29,5,11,9,8.2,6,吃老本,True
MLM,Materials,Martin Marietta Materials,2023-12-25,492.08,6.75,21.74,8.41,11.33,1.0,5,4,11,5.9,15.0,15.29,False,True,451.04,3.41,0.596,False,494.05,-0.4,1.31,7.39,15.0,5.0,260886.0,437380.0,3.0,191300.0,278830.0,296020.0,0.646,100.0,6,1,6,4.0,1,,True
FCX,Materials,Freeport-McMoRan,2023-12-25,41.11,8.49,14.62,7.25,9.4,1.0,4,9,12,7.1,15.14,-1.44,False,True,35.83,5.84,1.165,False,44.62,-7.86,0.81,14.07,10.0,10.0,13797950.0,11839820.0,1.0,6509700.0,10245210.0,12595033.0,0.517,94.16,7,12,16,10.8,7,,True
ECL,Materials,Ecolab,2023-12-25,193.38,3.39,17.43,6.87,8.64,1.0,15,6,13,11.9,1.16,2.43,False,True,178.16,2.76,0.943,False,196.0,-1.34,0.73,3.75,13.0,7.0,1080292.0,1145442.0,1.857,703700.0,983070.0,1068226.0,0.659,96.91,8,9,5,7.8,5,,True
IFF,Materials,International Flavors & Fragrances,2023-12-25,76.88,6.51,19.96,3.95,8.59,1.0,6,5,17,7.9,19.19,-22.34,False,True,69.76,5.57,0.754,False,107.77,-28.66,1.65,8.49,11.0,9.0,1406427.0,1865544.0,1.222,767700.0,1518130.0,1650306.0,0.465,87.28,9,17,20,14.4,17,吃老本,True
IP,Materials,International Paper,2023-12-25,32.48,-2.8,3.39,16.82,8.56,0.667,25,20,6,19.7,10.27,53.08,False,True,31.19,5.38,1.214,False,35.65,-8.89,-1.18,-2.14,10.0,10.0,3192140.0,2628750.0,1.0,1800300.0,2853330.0,2708953.0,0.665,84.5,10,20,4,12.8,15,吃老本,True
CF,Materials,CF Industries,2023-12-25,74.98,4.18,-6.81,15.68,7.18,0.667,11,25,7,14.4,12.62,26.26,False,True,73.84,7.86,1.18,False,86.23,-13.05,-0.41,5.79,10.0,10.0,2246890.0,1903950.0,1.0,1162700.0,1807560.0,1824540.0,0.637,88.96,11,16,7,12.2,13,,True
STLD,Materials,Steel Dynamics,2023-12-25,114.12,-1.03,10.54,9.24,6.99,0.667,23,15,8,17.6,-0.79,0.31,False,True,108.46,8.63,1.942,False,129.85,-12.12,-1.39,-0.51,8.0,12.0,1998325.0,1029141.0,0.667,769600.0,1438840.0,1457193.0,0.528,93.11,12,14,15,13.4,16,,False
NUE,Materials,Nucor,2023-12-25,167.78,2.44,11.65,6.81,6.93,1.0,16,12,14,14.4,8.03,4.35,False,True,153.85,5.56,1.386,False,173.85,-3.49,-1.16,2.71,11.0,9.0,1676945.0,1209588.0,1.222,903600.0,1429410.0,1431766.0,0.631,93.75,13,13,8,12.0,12,,True
DD,Materials,DuPont,2023-12-25,91.99,6.24,3.66,8.73,6.84,1.0,7,19,9,11.0,8.93,2.62,False,True,85.61,6.11,0.803,False,93.58,-1.7,3.46,7.53,13.0,7.0,2438903.0,3035743.0,1.857,1372736.0,2598686.0,2594732.0,0.529,97.82,14,7,14,11.2,9,剛爆發,True
LIN,Materials,Linde plc,2023-12-25,397.77,-0.24,10.64,8.47,6.83,0.667,21,14,10,16.7,1.62,2.37,False,True,385.92,2.28,0.917,False,420.53,-5.41,0.39,-0.43,10.0,10.0,1944850.0,2119740.0,1.0,975900.0,1451520.0,2004093.0,0.487,80.95,15,22,19,18.6,22,吃老本,True
DOW,Materials,Dow Inc.,2023-12-25,47.31,4.86,7.82,5.72,6.03,1.0,10,16,16,13.0,7.05,6.07,False,True,43.87,5.05,1.078,False,49.83,-5.05,-0.24,5.97,11.0,8.0,4321318.0,4007687.0,1.375,2271400.0,3612060.0,4025666.0,0.564,92.98,16,15,12,14.8,18,,True
PPG,Materials,PPG Industries,2023-12-25,140.98,4.12,15.8,1.81,5.89,1.0,12,8,19,12.2,6.81,4.91,False,True,128.6,3.09,0.907,False,142.76,-1.24,1.22,5.32,13.0,7.0,1710538.0,1885000.0,1.857,944200.0,1540540.0,1709146.0,0.552,97.42,17,8,13,12.6,14,剛爆發,True
VMC,Materials,Vulcan Materials Company,2023-12-25,222.88,5.28,12.6,1.1,5.02,1.0,8,11,20,11.3,2.72,19.57,False,True,208.64,2.88,0.77,False,224.67,-0.8,1.67,6.3,13.0,7.0,580276.0,754057.0,1.857,559200.0,580470.0,619886.0,0.902,95.77,18,10,2,11.6,11,剛爆發,True
BALL,Materials,Ball Corporation,2023-12-25,55.57,2.09,15.97,-0.46,4.29,0.667,17,7,21,14.8,2.78,0.18,False,True,51.02,7.07,0.631,False,59.15,-6.06,1.39,4.03,12.0,8.0,1616325.0,2561425.0,1.5,936000.0,1887420.0,1902053.0,0.492,86.52,19,18,17,18.2,21,,True
LYB,Materials,LyondellBasell,2023-12-25,80.02,-0.44,1.74,6.29,3.47,0.667,22,21,15,20.3,22.29,6.14,False,True,78.28,3.05,1.205,False,84.75,-5.59,-1.41,-0.02,10.0,10.0,1900450.0,1577530.0,1.0,998500.0,1544510.0,1648046.0,0.606,85.51,20,19,10,17.6,20,,True
NEM,Materials,Newmont,2023-12-25,39.54,0.46,13.13,-0.99,2.9,0.667,20,10,23,17.6,-10.88,-26.93,False,True,36.83,5.6,1.126,False,50.87,-22.28,-0.1,2.99,9.0,11.0,13393755.0,11891827.0,0.818,6986200.0,11364280.0,12195140.0,0.573,83.74,21,21,11,19.0,23,,True
AMCR,Materials,Amcor,2023-12-25,43.35,0.84,6.66,-0.81,1.47,0.667,19,18,22,19.3,,,,,,,,,,,,,,,,,,,,,,,22,24,24,,24,,False
MOS,Materials,Mosaic Company (The),2023-12-25,33.01,-2.62,0.94,3.19,1.18,0.667,24,22,18,22.2,,,,,,,,,,,,,,,,,,,,,,,23,24,24,,24,,False
APD,Materials,Air Products,2023-12-25,256.56,1.07,-2.77,-7.44,-4.14,0.333,18,23,24,20.7,,,,,,,,,,,,,,,,,,,,,,,24,24,24,,24,,False
CTVA,Materials,Corteva,2023-12-25,46.68,3.72,-6.0,-15.81,-8.48,0.333,14,24,25,19.2,9.97,1.2,False,True,45.7,4.78,1.502,False,62.77,-25.64,1.33,6.02,14.0,6.0,5672414.0,3777433.0,2.333,2120300.0,4599040.0,5173700.0,0.41,100.0,25,1,22,14.8,18,剛爆發,True
ALB,Materials,Albemarle Corporation,2023-12-25,138.68,14.85,-14.79,-34.91,-17.44,0.333,1,26,26,13.5,-26.71,62.22,False,True,125.5,7.98,1.203,False,278.82,-50.26,-0.67,19.48,13.0,7.0,3561200.0,2959285.0,1.857,2834600.0,2609630.0,3161680.0,0.897,100.0,26,1,3,11.4,10,剛爆發,False
SPG,Real Estate,Simon Property Group,2023-12-25,126.28,12.35,33.97,27.42,25.29,1.0,8,1,1,4.5,-18.96,2.0,False,True,109.33,4.08,0.886,False,130.06,-2.91,0.3,15.88,13.0,7.0,1607807.0,1815142.0,1.857,1227800.0,1518630.0,1628720.0,0.754,100.0,1,1,8,2.4,1,,False
BXP,Real Estate,"BXP, Inc.",2023-12-25,61.59,12.42,19.61,25.62,20.82,1.0,6,10,3,6.6,-212.43,11.33,False,True,51.91,5.1,1.095,False,65.22,-5.57,-0.15,24.96,10.0,9.0,1682400.0,1536422.0,1.111,915400.0,1136600.0,1616160.0,0.566,100.0,2,1,23,5.8,4,,False
IRM,Real Estate,Iron Mountain,2023-12-25,64.7,7.89,18.85,25.65,19.51,1.0,15,13,2,11.8,1.42,-1.47,False,True,58.35,5.11,0.804,False,65.33,-0.96,1.35,10.14,13.0,7.0,1241461.0,1543485.0,1.857,960500.0,1180370.0,1293186.0,0.743,98.56,3,14,12,9.2,10,吃老本,True
HST,Real Estate,Host Hotels & Resorts,2023-12-25,16.67,12.38,23.92,19.67,18.91,1.0,7,8,5,6.9,45.45,-13.43,False,True,14.62,6.43,0.978,False,16.96,-1.72,1.76,13.99,13.0,7.0,7562761.0,7733342.0,1.857,6219200.0,7542810.0,8127300.0,0.765,100.0,4,1,7,3.4,2,,True
EXR,Real Estate,Extra Space Storage,2023-12-25,143.86,20.66,33.35,10.19,18.6,1.0,1,3,13,4.0,30.76,-0.29,False,True,115.1,7.37,0.858,False,146.19,-1.6,2.71,24.55,14.0,6.0,1224650.0,1426600.0,2.333,1018100.0,1253810.0,1356366.0,0.751,100.0,5,1,9,4.2,3,,True
CBRE,Real Estate,CBRE Group,2023-12-25,93.09,14.35,26.04,15.34,17.77,1.0,3,7,6,4.8,8.16,7.76,False,True,79.2,5.36,0.996,False,94.27,-1.25,1.73,17.9,15.0,5.0,1696006.0,1702820.0,3.0,1223200.0,1647790.0,1715606.0,0.713,100.0,6,1,16,6.0,5,,True
ARE,Real Estate,Alexandria Real Estate Equities,2023-12-25,110.53,8.37,27.9,14.24,16.19,1.0,12,4,7,8.6,-1.44,31.47,False,True,94.89,5.54,1.04,False,144.13,-23.31,-0.67,17.03,11.0,8.0,1615609.0,1553500.0,1.375,1000000.0,1208430.0,1409133.0,0.71,98.77,7,13,17,11.4,12,吃老本,False
AMT,Real Estate,American Tower,2023-12-25,197.84,3.38,33.65,13.33,15.92,1.0,24,2,8,14.2,65.94,-5.65,False,True,178.2,5.46,0.827,False,208.77,-5.23,1.55,4.22,12.0,8.0,1890625.0,2286312.0,1.5,1584400.0,1871070.0,2031733.0,0.78,90.12,8,18,5,11.4,12,吃老本,True
KIM,Real Estate,Kimco Realty,2023-12-25,19.0,8.02,23.13,11.21,13.39,1.0,14,9,10,11.7,10.11,-40.27,False,True,17.08,6.14,0.76,False,20.36,-6.7,-2.43,12.1,10.0,10.0,6420800.0,8443780.0,1.0,21799300.0,7572050.0,7552693.0,2.886,84.6,9,19,1,11.4,12,吃老本,True
PLD,Real Estate,Prologis,2023-12-25,122.77,13.44,19.55,10.17,13.33,1.0,4,11,14,8.1,36.17,32.17,False,True,105.1,5.67,0.944,False,125.96,-2.53,1.79,16.72,14.0,6.0,3997692.0,4234116.0,2.333,2938000.0,3271940.0,4135673.0,0.71,100.0,10,1,17,7.8,7,剛爆發,True
DLR,Real Estate,Digital Realty,2023-12-25,124.9,-2.03,12.21,20.4,12.74,0.667,30,21,4,22.1,-16.3,-41.36,False,True,121.15,4.23,0.685,False,128.17,-2.55,-0.24,-2.15,11.0,9.0,1767390.0,2581677.0,1.222,1499500.0,1806240.0,2057126.0,0.729,78.92,11,22,15,16.2,20,吃老本,True
SBAC,Real Estate,SBA Communications,2023-12-25,240.92,1.25,27.2,10.29,12.26,1.0,26,5,12,16.9,-51.26,24.23,False,True,219.89,4.23,0.961,False,292.28,-17.57,0.75,2.73,10.0,10.0,733900.0,764040.0,1.0,568300.0,616540.0,739940.0,0.768,83.74,12,21,6,14.4,16,吃老本,False
ESS,Real Estate,Essex Property Trust,2023-12-25,225.94,13.4,17.98,7.98,11.84,1.0,5,14,16,9.9,-5.2,13.51,False,True,200.33,5.9,0.797,False,228.31,-1.04,3.35,17.22,15.0,5.0,447586.0,561480.0,3.0,458200.0,440730.0,467960.0,0.979,100.0,13,1,2,6.0,5,剛爆發,False
PSA,Real Estate,Public Storage,2023-12-25,276.05,15.92,17.01,6.8,11.63,1.0,2,15,18,9.1,14.94,3.31,False,True,237.83,7.27,0.921,False,279.08,-1.09,2.65,19.16,14.0,6.0,920992.0,999616.0,2.333,558200.0,739030.0,874573.0,0.638,100.0,14,1,20,10.0,11,剛爆發,True
VTR,Real Estate,Ventas,2023-12-25,46.29,7.54,19.35,7.52,10.48,1.0,16,12,17,15.0,-2421.01,845.97,False,True,41.93,5.26,0.95,False,47.46,-2.47,1.79,9.69,13.0,7.0,2230223.0,2348714.0,1.857,1748300.0,2278650.0,2347126.0,0.745,100.0,15,1,11,8.6,9,剛爆發,False
REG,Real Estate,Regency Centers,2023-12-25,60.63,5.86,13.91,10.73,10.31,1.0,21,19,11,18.4,2.04,0.66,False,True,56.25,3.47,0.792,False,61.96,-2.15,0.66,7.85,10.0,10.0,927030.0,1169980.0,1.0,817700.0,1012290.0,1007280.0,0.812,83.84,16,20,4,15.2,17,,True
FRT,Real Estate,Federal Realty Investment Trust,2023-12-25,92.65,6.35,14.89,8.82,9.72,1.0,17,17,15,16.6,-1.32,11.02,False,True,85.3,3.17,0.845,False,99.04,-6.45,-0.31,8.93,12.0,8.0,512683.0,606950.0,1.5,388700.0,498220.0,520140.0,0.747,92.52,17,16,10,15.2,17,,False
WELL,Real Estate,Welltower,2023-12-25,85.97,0.79,10.86,13.09,9.46,1.0,28,24,9,23.0,45.82,13.25,False,True,83.31,4.76,0.621,False,89.07,-3.48,0.24,1.2,15.0,5.0,2427906.0,3908620.0,3.0,2331400.0,2589480.0,2673906.0,0.872,100.0,18,1,3,8.2,8,剛爆發,True
CCI,Real Estate,Crown Castle,2023-12-25,100.79,-1.53,26.87,4.14,8.41,0.667,29,6,21,20.5,-0.38,1.1,False,True,91.01,4.42,0.684,False,127.47,-20.93,0.51,-0.45,10.0,10.0,3336330.0,4878700.0,1.0,2353800.0,3600840.0,3950753.0,0.596,76.9,19,23,22,21.2,23,,False
WY,Real Estate,Weyerhaeuser,2023-12-25,32.12,9.55,14.09,4.99,8.4,1.0,10,18,19,14.2,-1.61,52.61,False,True,28.92,6.18,0.864,False,32.46,-1.05,1.93,10.91,11.0,9.0,3692472.0,4272777.0,1.222,3079100.0,3889090.0,4142813.0,0.743,90.78,20,17,12,17.2,21,,False
VICI,Real Estate,Vici Properties,2023-12-25,27.55,5.91,11.0,4.17,6.31,1.0,20,23,20,20.9,,,,,,,,,,,,,,,,,,,,,,,21,24,24,,24,,False
DOC,Real Estate,Healthpeak Properties,2023-12-25,16.76,8.79,9.76,1.67,5.47,1.0,11,26,23,17.9,45.13,-8.4,False,True,14.85,5.52,0.871,False,22.74,-26.28,2.06,14.32,12.0,8.0,5173008.0,5941737.0,1.5,3244400.0,4909860.0,5328053.0,0.609,97.15,22,15,21,19.0,22,剛爆發,True
