ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
2337,旺宏,Memory / HBM,2026-09-17,18.12,-0.49,💰 Capital Leading,-10.04,-1.28,5,0.79,🎯 EARLY
2356,英業達,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,20.51,-0.38,13,0.75,
2308,台達電,Data Center Power / PSU,2026-09-17,22.68,-0.26,❄️ Weak,5.94,-0.98,4,0.72,
3036,文曄,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,-7.68,-0.78,8,0.66,🎯 EARLY
3008,大立光,Display & Optical,2026-09-17,60.11,1.67,🚀 Confirmed,90.71,1.1,3,0.57,
3231,緯創,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,28.1,-0.18,13,0.55,
2376,技嘉,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,30.72,-0.11,13,0.48,
2404,漢唐,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,0.44,-0.59,8,0.47,🎯 EARLY
6239,力成,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,13.51,-0.5,8,0.46,🎯 EARLY
1504,東元,Robotics / Automation,2026-09-17,22.03,-0.29,💰 Capital Leading,2.53,-0.67,4,0.38,🎯 EARLY
2330,台積電,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,16.76,-0.38,8,0.34,🎯 EARLY
2609,陽明,Shipping / Logistics,2026-09-17,20.45,-0.37,💰 Capital Leading,10.14,-0.7,4,0.33,🎯 EARLY
2345,智邦,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,6.0,-0.7,8,0.33,
6139,亞翔,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,8.26,-0.41,8,0.29,🎯 EARLY
2327,國巨*,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,38.58,0.09,13,0.28,
6669,緯穎,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,39.19,0.11,13,0.26,
2412,中華電,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,7.88,-0.61,8,0.24,
6805,富世達,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,19.72,-0.26,10,0.24,
1590,亞德客-KY,Robotics / Automation,2026-09-17,22.03,-0.29,💰 Capital Leading,7.37,-0.51,4,0.22,🎯 EARLY
2347,聯強,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,11.58,-0.33,8,0.21,🎯 EARLY
3044,健鼎,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,21.1,-0.21,10,0.19,
2317,鴻海,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,9.1,-0.55,8,0.18,
2357,華碩,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,43.3,0.22,13,0.15,
4904,遠傳,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,10.6,-0.48,8,0.11,
3653,健策,Thermal / Liquid Cooling,2026-09-17,34.05,0.33,⚠️ Price Leading,38.26,0.22,4,0.11,
6770,力積電,Memory / HBM,2026-09-17,18.12,-0.49,💰 Capital Leading,4.96,-0.6,5,0.11,🎯 EARLY
2301,光寶科,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,46.5,0.3,13,0.07,
2618,長榮航,Shipping / Logistics,2026-09-17,20.45,-0.37,💰 Capital Leading,14.01,-0.44,4,0.07,🎯 EARLY
2382,廣達,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,12.65,-0.38,8,0.01,
7750,新代,Robotics / Automation,2026-09-17,22.03,-0.29,💰 Capital Leading,13.29,-0.3,4,0.01,🎯 EARLY
2360,致茂,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,19.89,-0.13,8,0.01,🎯 EARLY
6415,矽力*-KY,Data Center Power / PSU,2026-09-17,22.68,-0.26,❄️ Weak,18.37,-0.25,4,-0.01,
2308,台達電,EV / Auto Electronics,2026-09-17,11.16,-0.85,❄️ Weak,5.94,-0.84,4,-0.01,
1519,華城,Smart Grid / Transformer,2026-09-17,4.97,-1.17,💰 Capital Leading,-8.55,-1.15,4,-0.02,🎯 EARLY
2603,長榮,Shipping / Logistics,2026-09-17,20.45,-0.37,💰 Capital Leading,15.35,-0.35,4,-0.02,🎯 EARLY
3702,大聯大,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,21.65,-0.09,8,-0.03,🎯 EARLY
7769,鴻勁,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,22.45,-0.07,8,-0.05,🎯 EARLY
3045,台灣大,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,14.07,-0.31,8,-0.06,
2360,致茂,Data Center Power / PSU,2026-09-17,22.68,-0.26,❄️ Weak,19.89,-0.16,4,-0.1,
2357,華碩,Thermal / Liquid Cooling,2026-09-17,34.05,0.33,⚠️ Price Leading,43.3,0.48,4,-0.15,
3037,欣興,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,31.77,0.15,10,-0.17,
2303,聯電,AI / HPC Semiconductor,2026-09-17,43.1,0.79,🚀 Confirmed,81.42,0.98,9,-0.19,
2383,台光電,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,33.04,0.19,10,-0.21,
3037,欣興,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,31.77,0.18,8,-0.22,
3665,貿聯-KY,EV / Auto Electronics,2026-09-17,11.16,-0.85,❄️ Weak,7.86,-0.53,4,-0.32,
2454,聯發科,AI / HPC Semiconductor,2026-09-17,43.1,0.79,🚀 Confirmed,87.83,1.14,9,-0.35,
2344,華邦電,Memory / HBM,2026-09-17,18.12,-0.49,💰 Capital Leading,15.96,-0.1,5,-0.39,🎯 EARLY
3017,奇鋐,Thermal / Liquid Cooling,2026-09-17,34.05,0.33,⚠️ Price Leading,48.7,0.76,4,-0.43,
3711,日月光投控,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,43.21,0.6,8,-0.64,
8046,南電,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,48.26,0.71,10,-0.73,
2207,和泰車,EV / Auto Electronics,2026-09-17,11.16,-0.85,❄️ Weak,10.93,-0.04,4,-0.81,
8046,南電,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,48.26,0.78,8,-0.82,
3443,創意,AI / HPC Semiconductor,2026-09-17,43.1,0.79,🚀 Confirmed,106.91,1.63,9,-0.84,
1504,東元,Smart Grid / Transformer,2026-09-17,4.97,-1.17,💰 Capital Leading,2.53,-0.21,4,-0.96,🎯 EARLY
1605,華新,Smart Grid / Transformer,2026-09-17,4.97,-1.17,💰 Capital Leading,6.0,0.09,4,-1.26,
6669,緯穎,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,39.19,0.9,8,-1.27,
6531,愛普*,Memory / HBM,2026-09-17,18.12,-0.49,💰 Capital Leading,36.36,0.83,5,-1.32,
4958,臻鼎-KY,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,67.47,1.37,10,-1.39,
3189,景碩,PCB / HDI / IC Substrate,2026-09-17,27.38,-0.02,❄️ Weak,72.3,1.53,10,-1.55,
2408,南亞科,Memory / HBM,2026-09-17,18.12,-0.49,💰 Capital Leading,43.35,1.15,5,-1.64,
2301,光寶科,Data Center Power / PSU,2026-09-17,22.68,-0.26,❄️ Weak,46.5,1.4,4,-1.66,
3189,景碩,Advanced Packaging,2026-09-17,26.97,-0.04,💰 Capital Leading,72.3,1.67,8,-1.71,
2395,研華,Robotics / Automation,2026-09-17,22.03,-0.29,💰 Capital Leading,64.94,1.48,4,-1.77,
2615,萬海,Shipping / Logistics,2026-09-17,20.45,-0.37,💰 Capital Leading,42.31,1.48,4,-1.85,
2360,致茂,EV / Auto Electronics,2026-09-17,11.16,-0.85,❄️ Weak,19.89,1.41,4,-2.26,
2360,致茂,Smart Grid / Transformer,2026-09-17,4.97,-1.17,💰 Capital Leading,19.89,1.27,4,-2.44,
2395,研華,Cloud / Data Center / Cybersecurity,2026-09-17,20.55,-0.37,❄️ Weak,64.94,2.14,8,-2.51,
3532,台勝科,Semiconductor Equipment & Materials,2026-09-17,25.44,-0.12,💰 Capital Leading,126.92,2.4,8,-2.52,
2059,川湖,AI Server / ODM,2026-09-17,34.95,0.37,⚠️ Price Leading,153.8,3.1,13,-2.73,
