symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
ADP,Industrials,Automatic Data Processing,2026-09-02,281.16,2.8,22.54,33.25,22.96,1.0,2055790,2512558,2959500,-17.67,-26.24,23.45,P+V-,P+V-,P+V+,⚠️ 頂部背離,9,3,2,5.8,1.58,2.26,False,True,259.5,3.91,1.189,False,297.05,305.31,-5.35,-0.08,4.1,10.0,10.0,2233350.0,1878230.0,1.0,1829200.0,1892190.0,2018646.0,0.906,88.24,59.67,多頭,頭頭高·底底高,多頭確認,2,9,15,7.4,4,吃老本,,False
CRM,Information Technology,Salesforce,2026-09-02,256.93,37.56,28.26,32.57,32.74,1.0,16340840,15208587,14549885,28.78,9.48,48.98,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,1,3,23,6.0,80.36,24.07,False,True,187.24,28.33,1.707,False,267.75,269.11,-4.04,24.95,33.14,10.0,10.0,20608920.0,12072760.0,1.0,14393700.0,19836150.0,17897353.0,0.804,100.0,80.05,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,17,1,18,10.8,4,剛爆發,🔥 追高風險,False
WDAY,Information Technology,"Workday, Inc.",2026-09-02,200.87,17.99,34.92,50.17,38.31,1.0,5039500,4875500,5076521,12.13,-7.62,38.7,P+V+,P+V-,P+V+,➡️ 中性,5,2,18,6.7,5.27,5.68,False,True,162.37,10.01,1.498,False,249.85,249.85,-19.6,5.31,17.72,9.0,11.0,6166333.0,4117545.0,0.818,2779200.0,4422670.0,5463080.0,0.509,100.0,62.12,多頭,頭頭高·底底高,,14,1,31,12.2,6,剛爆發,,False
DELL,Information Technology,Dell Technologies,2026-09-02,492.2,12.46,13.26,233.97,123.41,1.0,7312205,7754529,8450923,12.69,-15.23,16.81,P+V+,P+V-,P+V+,➡️ 中性,9,10,1,7.7,43.14,63.99,False,True,435.26,16.81,1.393,False,514.0,514.0,-4.24,6.12,6.38,9.0,11.0,8656511.0,6212318.0,0.818,36720200.0,8896600.0,7927646.0,4.632,92.93,58.87,多頭,頭頭高·底底高,空轉多預警,1,15,1,6.6,1,吃老本,🔥 追高風險,False
CTVA,Materials,Corteva,2026-09-02,89.97,17.31,16.23,13.05,14.91,1.0,4596605,4476550,4161720,4.05,16.37,-1.93,P+V+,P+V+,P+V-,🚀 健康多頭,3,5,6,4.2,2.93,27.11,False,True,82.89,14.49,1.148,False,90.78,90.97,-0.89,8.79,14.61,12.0,8.0,4846241.0,4222150.0,1.5,8787900.0,5304800.0,4616726.0,1.903,100.0,72.87,擴散,頭頭高·底底低,,3,1,1,1.8,2,,,False
NEM,Materials,Newmont,2026-09-02,125.16,18.71,14.3,-3.3,6.6,0.667,8395385,8256267,8747900,16.92,-10.64,-16.06,P+V+,P+V-,P-V-,✨ 反彈初期,2,6,13,5.4,5.68,33.45,False,True,105.77,10.64,0.876,False,135.29,135.29,-7.49,-4.89,20.01,13.0,7.0,7999353.0,9130871.0,1.857,6341800.0,9048320.0,8369226.0,0.758,100.0,59.02,多頭,頭頭高·底底高,空轉多預警,9,1,19,7.8,5,剛爆發,,False
APD,Materials,Air Products,2026-09-02,309.45,3.18,11.49,13.66,10.5,1.0,921060,1237392,1238544,-20.7,-0.19,-10.31,P+V-,P+V-,P+V-,⚠️ 量能衰竭,9,9,5,8.2,3.8,4.54,False,True,299.07,5.25,0.904,False,314.87,314.87,-1.72,0.91,4.87,13.0,7.0,888069.0,982328.0,1.857,882800.0,1108520.0,981766.0,0.899,96.96,58.02,多頭,頭頭高·底底高,空轉多預警,6,6,11,7.0,4,,,False
DOC,Real Estate,Healthpeak Properties,2026-09-02,21.03,0.16,9.69,22.76,13.84,1.0,4542930,6083760,7579856,-28.01,-32.97,-10.25,P+V-,P+V-,P+V-,⚠️ 量能衰竭,7,5,1,5.2,198.62,364.73,False,False,21.44,5.56,0.923,False,22.84,22.95,-7.91,-2.55,-3.01,9.0,10.0,4354144.0,4716750.0,0.9,5637300.0,4535090.0,4256260.0,1.324,76.83,47.69,空頭,頭頭低·底底低,多轉空預警,2,10,6,6.0,2,吃老本,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-09-02,52.72,8.75,1.27,0.4,2.7,1.0,2019985,1972918,2186018,13.01,-17.76,-9.41,P+V+,P+V-,P+V-,➡️ 中性,1,10,15,6.5,26.17,1359.96,False,True,50.69,8.67,1.301,False,83.17,88.24,-36.61,-0.47,5.23,9.0,11.0,2314655.0,1778890.0,0.818,1641200.0,2160810.0,2153733.0,0.762,87.99,56.6,空頭,頭頭低·底底低,,9,4,24,10.0,5,,,False
VTR,Real Estate,Ventas,2026-09-02,92.06,-0.22,15.56,8.16,7.92,0.667,2882460,3604030,3789133,-15.43,-9.32,30.69,P-V-,P+V-,P+V+,➡️ 中性,9,2,8,6.7,51.73,-1.4,False,False,92.63,4.54,1.027,False,101.6,101.6,-9.39,-1.54,-0.51,11.0,9.0,2916400.0,2840977.0,1.222,2792000.0,2592290.0,2855166.0,0.978,85.38,49.24,空頭,頭頭低·底底低,多轉空預警,4,6,15,7.0,3,,,False
AWK,Utilities,American Water Works,2026-09-02,139.49,4.15,13.53,3.96,6.4,1.0,2100005,2291356,2100195,-7.11,20.03,27.66,P+V-,P+V+,P+V+,⚠️ 頂部背離,2,1,2,1.7,3.97,-7.4,False,True,134.08,5.25,1.091,False,142.27,145.64,-1.95,1.45,4.66,10.0,10.0,2191160.0,2008850.0,1.0,2386700.0,2005240.0,2147826.0,1.111,87.47,59.0,收斂,頭頭低·底底高,多轉空預警,1,6,11,5.0,3,,,False
ED,Utilities,Consolidated Edison,2026-09-02,107.67,-0.36,4.59,-2.72,-0.3,0.333,2237160,2296475,2265549,3.28,2.77,5.48,P-V+,P+V+,P-V+,➡️ 中性,7,3,6,5.6,7.37,-3.83,False,False,109.14,3.31,0.952,False,114.33,116.23,-5.82,-0.35,0.22,12.0,8.0,2192700.0,2303850.0,1.5,2146900.0,2104710.0,2167686.0,0.99,89.14,48.96,空頭,頭頭低·底底低,,4,4,14,6.0,4,,,False
CEG,Utilities,Constellation Energy,2026-09-02,290.04,11.25,6.54,-11.69,-1.39,0.667,2523115,3226526,3223212,-7.71,0.21,8.52,P+V-,P+V+,P-V+,➡️ 中性,1,2,23,5.7,11.73,5.3,False,True,265.17,8.2,0.889,False,410.41,412.7,-29.33,3.76,9.57,12.0,8.0,2402541.0,2703975.0,1.5,2929000.0,2274680.0,2361080.0,1.241,95.3,64.03,多頭,頭頭高·底底高,多頭確認,6,1,6,4.0,1,,,False
