ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
1802,台玻,CCL / High-Speed Materials,2026-09-07,103.63,2.43,🔥 Overheated,4.5,-1.22,4,3.65,
2383,台光電,CCL / High-Speed Materials,2026-09-07,103.63,2.43,🔥 Overheated,79.89,-0.29,4,2.72,
3481,群創,Display & Optical,2026-09-07,81.57,1.56,🚀 Confirmed,54.59,-0.58,3,2.14,🎯 EARLY
2409,友達,Display & Optical,2026-09-07,81.57,1.56,🚀 Confirmed,55.04,-0.57,3,2.13,🎯 EARLY
1303,南亞,CCL / High-Speed Materials,2026-09-07,103.63,2.43,🔥 Overheated,135.75,0.4,4,2.03,
2308,台達電,Thermal / Liquid Cooling,2026-09-07,55.39,0.51,🚀 Confirmed,20.33,-1.49,4,2.0,🎯 EARLY
3533,嘉澤,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,-2.18,-1.48,10,1.77,🎯 EARLY
3661,世芯-KY,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,15.4,-1.06,9,1.45,🎯 EARLY
2313,華通,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,9.62,-1.15,10,1.44,🎯 EARLY
2330,台積電,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,18.89,-0.96,9,1.35,🎯 EARLY
6789,采鈺,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,19.3,-0.95,9,1.34,🎯 EARLY
6213,聯茂,CCL / High-Speed Materials,2026-09-07,103.63,2.43,🔥 Overheated,194.37,1.12,4,1.31,
2449,京元電子,Advanced Packaging,2026-09-07,42.81,0.01,🚀 Confirmed,4.43,-1.18,8,1.19,🎯 EARLY
2317,鴻海,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,9.53,-0.82,13,1.15,
2337,旺宏,Memory / HBM,2026-09-07,42.89,0.02,🚀 Confirmed,8.7,-1.07,5,1.09,🎯 EARLY
3665,貿聯-KY,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,13.29,-0.74,13,1.07,
2382,廣達,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,16.07,-0.69,13,1.02,
3034,聯詠,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,30.9,-0.62,9,1.01,🎯 EARLY
3044,健鼎,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,26.79,-0.66,10,0.95,🎯 EARLY
6770,力積電,Memory / HBM,2026-09-07,42.89,0.02,🚀 Confirmed,13.94,-0.91,5,0.93,🎯 EARLY
6239,力成,Advanced Packaging,2026-09-07,42.81,0.01,🚀 Confirmed,13.67,-0.89,8,0.9,🎯 EARLY
2368,金像電,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,29.32,-0.58,10,0.87,🎯 EARLY
2379,瑞昱,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,36.1,-0.47,9,0.86,🎯 EARLY
2324,仁寶,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,24.1,-0.53,13,0.86,
4938,和碩,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,24.24,-0.52,13,0.85,
6805,富世達,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,31.27,-0.53,10,0.82,🎯 EARLY
2330,台積電,Advanced Packaging,2026-09-07,42.81,0.01,🚀 Confirmed,18.89,-0.73,8,0.74,🎯 EARLY
2308,台達電,Data Center Power / PSU,2026-09-07,36.58,-0.23,❄️ Weak,20.33,-0.93,4,0.7,
1504,東元,Robotics / Automation,2026-09-07,35.12,-0.29,❄️ Weak,4.43,-0.94,4,0.65,
2356,英業達,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,34.81,-0.32,13,0.65,
3036,文曄,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,-8.24,-0.97,8,0.64,
6515,穎崴,Advanced Packaging,2026-09-07,42.81,0.01,🚀 Confirmed,24.25,-0.57,8,0.58,🎯 EARLY
3231,緯創,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,38.7,-0.24,13,0.57,
2376,技嘉,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,41.7,-0.18,13,0.51,
3008,大立光,Display & Optical,2026-09-07,81.57,1.56,🚀 Confirmed,135.07,1.15,3,0.41,
1590,亞德客-KY,Robotics / Automation,2026-09-07,35.12,-0.29,❄️ Weak,12.61,-0.69,4,0.4,
2404,漢唐,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,4.32,-0.68,8,0.35,
2412,中華電,Cloud / Data Center / Cybersecurity,2026-09-07,26.92,-0.62,❄️ Weak,4.14,-0.83,8,0.21,
3017,奇鋐,Thermal / Liquid Cooling,2026-09-07,55.39,0.51,🚀 Confirmed,62.92,0.32,4,0.19,
2327,國巨*,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,58.14,0.15,13,0.18,
2609,陽明,Shipping / Logistics,2026-09-07,20.29,-0.88,💰 Capital Leading,4.77,-1.02,4,0.14,🎯 EARLY
2301,光寶科,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,61.39,0.21,13,0.12,
6415,矽力*-KY,Data Center Power / PSU,2026-09-07,36.58,-0.23,❄️ Weak,30.93,-0.32,4,0.09,
2344,華邦電,Memory / HBM,2026-09-07,42.89,0.02,🚀 Confirmed,41.49,-0.04,5,0.06,🎯 EARLY
6669,緯穎,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,65.26,0.29,13,0.04,
4904,遠傳,Cloud / Data Center / Cybersecurity,2026-09-07,26.92,-0.62,❄️ Weak,8.9,-0.66,8,0.04,
2317,鴻海,Cloud / Data Center / Cybersecurity,2026-09-07,26.92,-0.62,❄️ Weak,9.53,-0.63,8,0.01,
2357,華碩,AI Server / ODM,2026-09-07,50.74,0.33,⚠️ Price Leading,67.52,0.33,13,0.0,
2357,華碩,Thermal / Liquid Cooling,2026-09-07,55.39,0.51,🚀 Confirmed,67.52,0.51,4,0.0,
3045,台灣大,Cloud / Data Center / Cybersecurity,2026-09-07,26.92,-0.62,❄️ Weak,9.8,-0.62,8,0.0,
2207,和泰車,EV / Auto Electronics,2026-09-07,19.24,-0.92,❄️ Weak,9.69,-0.9,4,-0.02,
2347,聯強,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,21.45,-0.29,8,-0.04,
2360,致茂,Data Center Power / PSU,2026-09-07,36.58,-0.23,❄️ Weak,33.66,-0.17,4,-0.06,
3037,欣興,PCB / HDI / IC Substrate,2026-09-07,49.75,0.29,🚀 Confirmed,64.03,0.41,10,-0.12,
6139,亞翔,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,25.18,-0.2,8,-0.13,
3653,健策,Thermal / Liquid Cooling,2026-09-07,55.39,0.51,🚀 Confirmed,70.8,0.65,4,-0.14,
3702,大聯大,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,27.29,-0.16,8,-0.17,
3711,日月光投控,Advanced Packaging,2026-09-07,42.81,0.01,🚀 Confirmed,49.37,0.2,8,-0.19,
2382,廣達,Cloud / Data Center / Cybersecurity,2026-09-07,26.92,-0.62,❄️ Weak,16.07,-0.4,8,-0.22,
6531,愛普*,AI / HPC Semiconductor,2026-09-07,52.2,0.39,🚀 Confirmed,75.09,0.66,9,-0.27,
7769,鴻勁,Semiconductor Equipment & Materials,2026-09-07,34.13,-0.33,❄️ Weak,33.0,-0.03,8,-0.3,
1519,華城,Smart Grid / Transformer,2026-09-07,11.66,-1.22,💰 Capital Leading,-2.82,-0.92,4,-0.3,🎯 EARLY
