symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
FOXA,Communication Services,Fox Corporation (Class A),2026-08-17,68.54,23.92,7.13,20.79,18.16,1.0,2,7,3,3.7,29.29,36.35,False,True,57.96,14.5,0.973,False,76.02,-10.6,3.83,23.36,12.0,7.0,4943108.0,5081257.0,1.714,5784300.0,5577600.0,5661993.0,1.022,100.0,3,1,4,2.4,1,
FOX,Communication Services,Fox Corporation (Class B),2026-08-17,61.05,23.56,6.66,17.47,16.29,1.0,3,8,5,4.9,31.62,22.22,False,True,51.98,14.33,1.055,False,67.81,-10.85,4.04,22.92,13.0,7.0,1079146.0,1023042.0,1.857,1090700.0,907600.0,1043326.0,1.045,100.0,4,1,2,2.4,1,
CHTR,Communication Services,Charter Communications,2026-08-17,150.17,21.78,3.46,-34.75,-11.07,0.667,4,13,23,10.5,5.94,-9.07,False,True,139.52,10.1,1.056,False,285.82,-48.3,-5.6,16.81,12.0,8.0,3342150.0,3163425.0,1.5,3606100.0,2837680.0,2737073.0,1.318,98.83,20,12,1,13.0,18,剛爆發
ABNB,Consumer Discretionary,Airbnb,2026-08-17,187.3,32.74,41.52,46.45,41.79,1.0,1,2,2,1.5,9.48,-14.13,False,True,152.43,14.06,1.541,False,189.2,-2.22,-0.07,34.48,10.0,10.0,6452160.0,4188080.0,1.0,5596800.0,6757390.0,5822280.0,0.961,100.0,2,1,12,3.6,2,
EXPE,Consumer Discretionary,Expedia Group,2026-08-17,321.63,23.73,50.16,58.74,47.84,1.0,3,1,1,2.0,9.65,42.34,False,True,277.02,9.56,0.874,False,335.0,-3.23,-1.26,25.84,16.0,4.0,1586493.0,1814375.0,4.0,934200.0,1360410.0,1630533.0,0.573,100.0,1,1,24,5.6,3,
GRMN,Consumer Discretionary,Garmin,2026-08-17,294.85,21.32,23.03,19.44,20.81,1.0,4,8,7,5.8,22.52,13.14,False,True,261.8,7.63,1.268,False,314.28,-6.74,-6.04,22.07,10.0,10.0,1180490.0,931160.0,1.0,899600.0,762810.0,853393.0,1.054,98.01,6,8,8,7.2,5,
EL,Consumer Staples,Estée Lauder Companies (The),2026-08-17,101.94,26.96,15.87,-10.13,5.64,0.667,1,7,24,7.4,22.12,40.2,False,True,84.64,18.0,1.401,False,120.79,-20.4,10.11,20.31,9.0,11.0,3654477.0,2607881.0,0.818,5120100.0,4068070.0,3403973.0,1.504,100.0,10,1,1,4.6,4,剛爆發
TGT,Consumer Staples,Target Corporation,2026-08-17,165.44,21.88,32.73,44.22,35.76,1.0,2,2,1,1.8,75.83,17.31,False,True,139.28,11.46,1.137,False,161.98,-2.3,1.76,18.58,12.0,8.0,4498716.0,3956287.0,1.5,6059900.0,5158100.0,4644173.0,1.305,100.0,1,1,3,1.4,1,
CLX,Consumer Staples,Clorox,2026-08-17,106.69,12.96,13.49,-11.57,0.83,0.667,3,9,26,9.4,0.86,6.16,False,True,97.87,5.66,1.37,False,125.83,-15.72,-0.47,14.37,11.0,9.0,3072118.0,2242588.0,1.222,2017800.0,2519240.0,2861946.0,0.705,100.0,17,1,24,12.0,10,剛爆發
APA,Energy,APA Corporation,2026-08-17,43.39,20.03,12.62,51.37,33.85,1.0,1,5,4,2.8,1.01,20.9,False,True,35.9,22.75,1.119,False,45.05,-1.47,10.97,21.88,12.0,8.0,6182766.0,5526537.0,1.5,6279400.0,5967250.0,6150126.0,1.021,100.0,4,1,10,4.0,4,
