symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
APP,Communication Services,AppLovin,2025-09-03,487.35,24.78,21.26,52.06,37.54,1.0,6404985,5516209,7208471,44.19,-38.03,28.37,P+V+,P+V-,P+V+,➡️ 中性,306.95,97.97,3.133,3,6,2,3.7,1.71,15.78,False,True,393.29,25.0,1.49,False,525.15,525.15,-7.2,3.84,28.95,13.0,7.0,7238438.0,4857142.0,1.857,5052300.0,5160300.0,4967726.0,1.017,100.0,68.42,多頭,頭頭高·底底高,多頭確認,3,1,7,3.0,2,,,False
PSKY,Communication Services,Paramount Skydance Corporation,2025-09-03,14.81,36.41,26.66,35.13,33.33,1.0,28434290,15420375,11942328,147.71,82.18,32.5,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,14.23,49.03,0.29,2,5,6,3.7,27.42,52.63,False,True,12.99,21.91,1.75,False,17.24,17.53,-14.09,-4.92,28.17,7.0,13.0,39411742.0,22523353.0,0.538,8362700.0,12885380.0,21885360.0,0.382,100.0,58.34,擴散,頭頭高·底底低,,4,1,19,5.8,5,,,False
GOOGL,Communication Services,Alphabet Inc. (Class A),2025-09-03,229.86,17.63,36.63,37.21,32.17,1.0,33522405,38091181,39087255,-15.85,-4.97,45.98,P+V-,P+V-,P+V+,⚠️ 頂部背離,19.73,29.62,0.666,5,3,4,4.2,5.67,40.1,False,True,191.73,16.57,1.25,False,230.5,231.31,-0.28,11.35,18.49,13.0,7.0,36043338.0,28840671.0,1.857,103336100.0,39589980.0,35144753.0,2.94,100.0,82.83,多頭,頭頭高·底底高,多頭確認,5,1,2,2.8,1,,🔥 追高風險,True
WYNN,Consumer Discretionary,Wynn Resorts,2025-09-03,124.36,17.35,43.29,43.02,36.67,1.0,2180055,2083195,2335230,26.41,-19.48,-13.24,P+V+,P+V-,P+V-,➡️ 中性,41.24,47.79,0.863,2,3,5,2.9,-8.79,-13.98,False,True,108.31,14.89,1.23,False,127.34,128.53,-2.34,5.41,16.79,11.0,9.0,2380427.0,1935155.0,1.222,1408000.0,2290190.0,2198693.0,0.64,100.0,74.99,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,22,5.6,2,,,False
RCL,Consumer Discretionary,Royal Caribbean Group,2025-09-03,349.03,13.05,35.91,50.0,37.24,1.0,1914870,2324341,2502490,-13.18,-13.29,24.26,P+V-,P+V-,P+V+,⚠️ 頂部背離,91.22,41.16,2.216,5,5,2,4.4,7.33,7.02,False,True,324.69,14.02,1.252,False,360.34,366.5,-3.14,0.36,14.02,13.0,7.0,2059746.0,1645814.0,1.857,1174900.0,1882810.0,2004160.0,0.586,100.0,63.68,多頭,頭頭高·底底高,,1,1,26,6.0,3,,,False
DHI,Consumer Discretionary,D. R. Horton,2025-09-03,170.13,12.05,47.68,36.96,33.41,1.0,3677760,4028638,3840740,-28.39,10.29,34.92,P+V-,P+V+,P+V+,⚠️ 頂部背離,-17.27,33.2,-0.52,7,1,6,5.0,15.77,-2.65,False,True,146.61,9.26,1.154,False,195.3,199.85,-12.89,2.26,11.49,10.0,10.0,3940250.0,3415270.0,1.0,3183000.0,3544470.0,3896120.0,0.817,92.99,69.3,多頭,頭頭高·底底高,多頭確認,4,11,16,9.2,6,吃老本,,False
ADM,Consumer Staples,Archer Daniels Midland,2025-09-03,59.97,9.73,29.42,34.98,27.28,1.0,3715995,3668553,4028353,22.61,-16.4,30.03,P+V+,P+V-,P+V+,➡️ 中性,-2.58,27.97,-0.092,1,2,3,1.7,16.82,4.46,False,True,54.9,7.59,1.09,False,62.55,64.38,-4.13,-1.75,8.03,10.0,10.0,3876460.0,3555530.0,1.0,3028500.0,3802320.0,3725626.0,0.813,88.2,63.43,多頭,頭頭高·底底高,,2,7,21,7.8,4,,,False
EL,Consumer Staples,Estée Lauder Companies (The),2025-09-03,90.64,2.37,38.46,27.73,24.07,1.0,4128060,4184198,4118353,10.92,3.25,-8.91,P+V+,P+V+,P+V-,🚀 健康多頭,0.66,52.78,0.012,7,1,4,4.6,1.07,108.8,False,True,87.1,10.33,0.871,False,100.12,103.44,-9.47,2.74,1.5,9.0,11.0,3816011.0,4383372.0,0.818,3137300.0,4576440.0,4653273.0,0.674,79.5,55.4,多頭,頭頭高·底底高,,3,17,23,12.6,12,吃老本,🎯 潛在暴漲,True
MO,Consumer Staples,Altria,2025-09-03,62.4,5.51,11.8,25.28,16.97,1.0,7394385,8616864,9440854,-24.81,-16.05,21.43,P+V-,P+V-,P+V+,⚠️ 頂部背離,25.17,16.47,1.529,4,8,5,5.4,3.99,3.52,False,True,58.15,4.45,1.055,False,64.24,68.6,-2.87,0.27,6.57,13.0,7.0,7532176.0,7138485.0,1.857,6722300.0,6905580.0,7423100.0,0.906,100.0,64.5,擴散,頭頭高·底底低,,5,1,14,5.2,1,,,False
APA,Energy,APA Corporation,2025-09-03,21.92,25.58,32.65,14.43,21.77,1.0,7442420,7370118,8342419,22.13,-20.88,29.56,P+V+,P+V-,P+V+,➡️ 中性,-31.38,53.9,-0.582,1,1,3,1.4,79.46,29.18,False,True,19.13,17.58,1.224,False,27.08,29.47,-19.06,2.53,22.0,12.0,8.0,8030191.0,6560762.0,1.5,8313500.0,6122280.0,6165180.0,1.348,100.0,64.09,空頭,頭頭低·底底低,多頭確認,1,1,3,1.4,1,,,False
VLO,Energy,Valero Energy,2025-09-03,152.15,16.42,22.1,21.87,20.56,1.0,2218575,2949584,3261600,-29.6,-17.46,12.93,P+V-,P+V-,P+V+,⚠️ 頂部背離,-3.69,35.18,-0.105,2,2,2,2.0,29.09,117.31,False,True,138.61,14.41,0.946,False,155.95,159.26,-2.44,5.74,13.56,14.0,6.0,2180921.0,2306433.0,2.333,3080300.0,2399800.0,2229626.0,1.382,100.0,75.41,擴散,頭頭高·底底低,多頭確認,2,1,2,1.6,2,,,False
MPC,Energy,Marathon Petroleum,2025-09-03,176.06,10.81,13.38,22.32,17.21,1.0,1861845,2208516,2527008,-8.43,-22.39,-7.45,P+V-,P+V-,P+V-,⚠️ 量能衰竭,-2.98,36.56,-0.082,3,7,1,3.8,22.98,55.78,False,True,167.37,11.7,1.098,False,180.49,183.5,-2.45,3.16,6.56,14.0,6.0,1912864.0,1742800.0,2.333,1751400.0,1862000.0,1835960.0,0.954,100.0,68.05,擴散,頭頭高·底底低,,3,1,15,4.6,3,,,False
CFG,Financials,Citizens Financial Group,2025-09-03,50.16,10.1,30.1,16.69,18.4,1.0,3643805,4878881,5031846,-34.42,-5.9,17.13,P+V-,P+V-,P+V+,⚠️ 頂部背離,14.2,31.69,0.448,3,4,19,6.5,4.13,2.68,False,True,46.55,8.78,0.991,False,50.99,52.53,-1.63,0.7,9.24,12.0,8.0,3631200.0,3662712.0,1.5,3084100.0,3750150.0,3649420.0,0.845,95.67,66.93,擴散,頭頭高·底底低,多頭確認,9,8,18,10.4,3,,,False
SYF,Financials,Synchrony Financial,2025-09-03,74.25,8.7,30.43,28.65,24.11,1.0,2931915,3318887,4084362,-18.73,-31.57,15.49,P+V-,P+V-,P+V+,⚠️ 頂部背離,41.79,39.84,1.049,11,3,5,7.4,39.29,9.81,False,True,69.44,9.69,1.142,False,75.89,77.15,-2.15,0.2,7.86,11.0,9.0,3105936.0,2719222.0,1.222,1966700.0,2826330.0,2693073.0,0.73,93.12,65.24,擴散,頭頭高·底底低,多頭確認,4,10,24,10.4,3,吃老本,,False
RF,Financials,Regions Financial Corporation,2025-09-03,25.89,9.12,28.86,18.88,18.93,1.0,16123220,13398776,11332616,5.89,44.59,46.98,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,12.16,29.32,0.415,9,5,12,8.4,7.46,6.16,False,True,24.14,7.56,1.12,False,26.25,27.96,-1.37,0.45,8.03,12.0,8.0,16847391.0,15036962.0,1.5,18485900.0,17947830.0,17546586.0,1.054,97.11,66.34,多頭,頭頭高·底底高,多頭確認,7,6,9,7.0,1,,,False
