symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
GOOGL,Communication Services,Alphabet Inc. (Class A),2025-09-03,229.86,17.63,36.63,37.21,32.17,1.0,33522405,38091181,39087255,-15.85,-4.97,45.98,P+V-,P+V-,P+V+,⚠️ 頂部背離,19.73,29.62,0.666,5,3,4,4.2,5.67,40.1,False,True,191.73,16.57,1.25,False,230.5,231.31,-0.28,11.35,18.49,13.0,7.0,36043338.0,28840671.0,1.857,103336100.0,39589980.0,35144753.0,2.94,100.0,82.83,多頭,頭頭高·底底高,多頭確認,5,1,2,2.8,1,,🔥 追高風險,True
GOOG,Communication Services,Alphabet Inc. (Class C),2025-09-03,230.29,17.36,35.81,36.09,31.34,1.0,21760405,25223909,25703204,-16.32,-3.66,40.35,P+V-,P+V-,P+V+,⚠️ 頂部背離,18.86,29.49,0.64,6,4,5,5.2,5.09,39.84,False,True,192.58,16.34,1.283,False,230.99,231.8,-0.3,11.13,18.32,13.0,7.0,23580407.0,18380400.0,1.857,72250300.0,25930140.0,22949313.0,3.148,100.0,82.95,多頭,頭頭高·底底高,多頭確認,6,1,1,3.0,2,,🔥 追高風險,True
APP,Communication Services,AppLovin,2025-09-03,487.35,24.78,21.26,52.06,37.54,1.0,6404985,5516209,7208471,44.19,-38.03,28.37,P+V+,P+V-,P+V+,➡️ 中性,306.95,97.97,3.133,3,6,2,3.7,1.71,15.78,False,True,393.29,25.0,1.49,False,525.15,525.15,-7.2,3.84,28.95,13.0,7.0,7238438.0,4857142.0,1.857,5052300.0,5160300.0,4967726.0,1.017,100.0,68.42,多頭,頭頭高·底底高,多頭確認,3,1,7,3.0,2,,,False
APTV,Consumer Discretionary,Aptiv,2025-09-03,79.63,22.28,21.94,21.91,22.01,1.0,2515775,2484404,2917496,-5.2,-25.85,-18.04,P+V-,P+V-,P+V-,⚠️ 量能衰竭,-9.44,41.75,-0.226,1,14,15,7.7,15.78,10.12,False,True,71.53,9.99,1.143,False,81.13,81.13,-1.85,-0.31,22.92,13.0,7.0,2630715.0,2302314.0,1.857,3122300.0,2432060.0,2440186.0,1.28,100.0,66.85,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,10,1,4,5.2,1,剛爆發,,False
WYNN,Consumer Discretionary,Wynn Resorts,2025-09-03,124.36,17.35,43.29,43.02,36.67,1.0,2180055,2083195,2335230,26.41,-19.48,-13.24,P+V+,P+V-,P+V-,➡️ 中性,41.24,47.79,0.863,2,3,5,2.9,-8.79,-13.98,False,True,108.31,14.89,1.23,False,127.34,128.53,-2.34,5.41,16.79,11.0,9.0,2380427.0,1935155.0,1.222,1408000.0,2290190.0,2198693.0,0.64,100.0,74.99,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,22,5.6,2,,,False
RCL,Consumer Discretionary,Royal Caribbean Group,2025-09-03,349.03,13.05,35.91,50.0,37.24,1.0,1914870,2324341,2502490,-13.18,-13.29,24.26,P+V-,P+V-,P+V+,⚠️ 頂部背離,91.22,41.16,2.216,5,5,2,4.4,7.33,7.02,False,True,324.69,14.02,1.252,False,360.34,366.5,-3.14,0.36,14.02,13.0,7.0,2059746.0,1645814.0,1.857,1174900.0,1882810.0,2004160.0,0.586,100.0,63.68,多頭,頭頭高·底底高,,1,1,26,6.0,3,,,False
MO,Consumer Staples,Altria,2025-09-03,62.4,5.51,11.8,25.28,16.97,1.0,7394385,8616864,9440854,-24.81,-16.05,21.43,P+V-,P+V-,P+V+,⚠️ 頂部背離,25.17,16.47,1.529,4,8,5,5.4,3.99,3.52,False,True,58.15,4.45,1.055,False,64.24,68.6,-2.87,0.27,6.57,13.0,7.0,7532176.0,7138485.0,1.857,6722300.0,6905580.0,7423100.0,0.906,100.0,64.5,擴散,頭頭高·底底低,,5,1,14,5.2,1,,,False
MNST,Consumer Staples,Monster Beverage,2025-09-03,31.75,6.74,-0.5,22.32,12.72,0.667,12094080,11842430,12032835,2.52,-3.12,4.12,P+V+,P-V-,P+V+,➡️ 中性,25.27,24.24,1.043,2,17,7,7.5,4.1,-2.68,False,True,30.8,6.8,1.168,False,33.38,33.38,-4.85,2.24,7.57,12.0,8.0,12830566.0,10989350.0,1.5,9364600.0,9460560.0,9594426.0,0.976,98.37,56.89,擴散,頭頭高·底底低,,7,4,10,6.4,2,,,False
SYY,Consumer Staples,Sysco,2025-09-03,78.8,-0.53,11.7,9.96,7.77,0.667,3009195,2933135,3169983,-1.51,-13.9,-4.34,P-V-,P+V-,P+V-,➡️ 中性,4.45,19.12,0.233,14,9,9,11.5,6.48,-6.25,False,True,76.62,4.14,1.129,False,80.36,82.64,-1.94,1.77,2.26,12.0,8.0,3152808.0,2793775.0,1.5,3985400.0,2624130.0,2742166.0,1.453,94.31,56.42,多頭,頭頭高·底底高,,10,5,3,6.6,3,,,False
APA,Energy,APA Corporation,2025-09-03,21.92,25.58,32.65,14.43,21.77,1.0,7442420,7370118,8342419,22.13,-20.88,29.56,P+V+,P+V-,P+V+,➡️ 中性,-31.38,53.9,-0.582,1,1,3,1.4,79.46,29.18,False,True,19.13,17.58,1.224,False,27.08,29.47,-19.06,2.53,22.0,12.0,8.0,8030191.0,6560762.0,1.5,8313500.0,6122280.0,6165180.0,1.348,100.0,64.09,空頭,頭頭低·底底低,多頭確認,1,1,3,1.4,1,,,False
