ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
1802,台玻,CCL / High-Speed Materials,2026-09-14,86.94,2.59,🚀 Confirmed,-2.46,-1.19,4,3.78,🎯 EARLY
2383,台光電,CCL / High-Speed Materials,2026-09-14,86.94,2.59,🚀 Confirmed,57.9,-0.39,4,2.98,🎯 EARLY
1303,南亞,CCL / High-Speed Materials,2026-09-14,86.94,2.59,🚀 Confirmed,122.17,0.47,4,2.12,
3661,世芯-KY,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,-0.61,-1.28,9,1.99,🎯 EARLY
3481,群創,Display & Optical,2026-09-14,54.91,1.16,🚀 Confirmed,27.69,-0.82,3,1.98,🎯 EARLY
2308,台達電,Thermal / Liquid Cooling,2026-09-14,35.71,0.3,🚀 Confirmed,-1.17,-1.48,4,1.78,🎯 EARLY
3533,嘉澤,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,-10.07,-1.33,10,1.76,🎯 EARLY
6789,采鈺,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,10.16,-0.98,9,1.69,🎯 EARLY
2330,台積電,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,11.76,-0.93,9,1.64,🎯 EARLY
6213,聯茂,CCL / High-Speed Materials,2026-09-14,86.94,2.59,🚀 Confirmed,170.16,1.11,4,1.48,
2368,金像電,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,0.48,-1.04,10,1.47,🎯 EARLY
2409,友達,Display & Optical,2026-09-14,54.91,1.16,🚀 Confirmed,45.18,-0.29,3,1.45,🎯 EARLY
2313,華通,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,2.47,-0.99,10,1.42,🎯 EARLY
2449,京元電子,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,-2.74,-1.06,8,1.25,🎯 EARLY
6515,穎崴,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,-0.78,-1.0,8,1.19,🎯 EARLY
3034,聯詠,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,31.58,-0.37,9,1.08,🎯 EARLY
3665,貿聯-KY,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,3.17,-0.85,13,1.07,
2379,瑞昱,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,33.1,-0.33,9,1.04,🎯 EARLY
6805,富世達,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,17.67,-0.57,10,1.0,🎯 EARLY
2317,鴻海,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,7.29,-0.73,13,0.95,
2324,仁寶,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,9.07,-0.69,13,0.91,
2382,廣達,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,8.83,-0.69,13,0.91,
6239,力成,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,10.96,-0.66,8,0.85,🎯 EARLY
2308,台達電,Data Center Power / PSU,2026-09-14,22.33,-0.3,❄️ Weak,-1.17,-1.14,4,0.84,
2330,台積電,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,11.76,-0.63,8,0.82,🎯 EARLY
3044,健鼎,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,24.6,-0.38,10,0.81,🎯 EARLY
2337,旺宏,Memory / HBM,2026-09-14,25.52,-0.16,❄️ Weak,0.18,-0.9,5,0.74,
3036,文曄,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,-12.35,-0.88,8,0.71,🎯 EARLY
2404,漢唐,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,-9.99,-0.83,8,0.66,🎯 EARLY
6770,力積電,Memory / HBM,2026-09-14,25.52,-0.16,❄️ Weak,3.13,-0.8,5,0.64,
4938,和碩,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,19.02,-0.41,13,0.63,
2356,英業達,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,21.57,-0.34,13,0.56,
2609,陽明,Shipping / Logistics,2026-09-14,18.68,-0.46,💰 Capital Leading,7.25,-0.95,4,0.49,🎯 EARLY
1504,東元,Robotics / Automation,2026-09-14,21.43,-0.34,💰 Capital Leading,-0.05,-0.83,4,0.49,🎯 EARLY
3231,緯創,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,24.59,-0.26,13,0.48,
2376,技嘉,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,27.11,-0.19,13,0.41,
2345,智邦,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,4.14,-0.74,8,0.31,🎯 EARLY
2344,華邦電,Memory / HBM,2026-09-14,25.52,-0.16,❄️ Weak,14.37,-0.4,5,0.24,
2412,中華電,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,6.06,-0.65,8,0.22,🎯 EARLY
6531,愛普*,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,63.57,0.52,9,0.19,
2317,鴻海,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,7.29,-0.59,8,0.16,🎯 EARLY
6139,亞翔,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,11.74,-0.31,8,0.14,🎯 EARLY
1590,亞德客-KY,Robotics / Automation,2026-09-14,21.43,-0.34,💰 Capital Leading,8.88,-0.48,4,0.14,🎯 EARLY
3037,欣興,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,50.78,0.33,10,0.1,
2308,台達電,EV / Auto Electronics,2026-09-14,7.9,-0.94,❄️ Weak,-1.17,-1.02,4,0.08,
2382,廣達,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,8.83,-0.51,8,0.08,🎯 EARLY
3008,大立光,Display & Optical,2026-09-14,54.91,1.16,🚀 Confirmed,91.87,1.11,3,0.05,
2357,華碩,Thermal / Liquid Cooling,2026-09-14,35.71,0.3,🚀 Confirmed,42.09,0.26,4,0.04,
2357,華碩,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,42.09,0.22,13,0.0,
2327,國巨*,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,41.91,0.22,13,0.0,
4904,遠傳,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,11.21,-0.4,8,-0.03,🎯 EARLY
2360,致茂,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,19.21,-0.14,8,-0.03,🎯 EARLY
3711,日月光投控,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,41.09,0.23,8,-0.04,
2303,聯電,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,72.05,0.76,9,-0.05,
7769,鴻勁,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,20.13,-0.12,8,-0.05,🎯 EARLY
2347,聯強,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,20.53,-0.11,8,-0.06,🎯 EARLY
1519,華城,Smart Grid / Transformer,2026-09-14,3.57,-1.14,💰 Capital Leading,-9.04,-1.07,4,-0.07,🎯 EARLY
2383,台光電,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,57.9,0.52,10,-0.09,
2603,長榮,Shipping / Logistics,2026-09-14,18.68,-0.46,💰 Capital Leading,14.2,-0.37,4,-0.09,🎯 EARLY
6669,緯穎,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,45.13,0.31,13,-0.09,
3045,台灣大,Cloud / Data Center / Cybersecurity,2026-09-14,19.4,-0.43,💰 Capital Leading,13.72,-0.28,8,-0.15,🎯 EARLY
2360,致茂,Data Center Power / PSU,2026-09-14,22.33,-0.3,❄️ Weak,19.21,-0.15,4,-0.15,
2301,光寶科,AI Server / ODM,2026-09-14,34.02,0.22,⚠️ Price Leading,48.99,0.41,13,-0.19,
7750,新代,Robotics / Automation,2026-09-14,21.43,-0.34,💰 Capital Leading,18.03,-0.13,4,-0.21,🎯 EARLY
3702,大聯大,Semiconductor Equipment & Materials,2026-09-14,25.13,-0.17,💰 Capital Leading,27.8,0.06,8,-0.23,
8046,南電,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,64.27,0.7,10,-0.27,
3653,健策,Thermal / Liquid Cooling,2026-09-14,35.71,0.3,🚀 Confirmed,50.45,0.59,4,-0.29,
6415,矽力*-KY,Data Center Power / PSU,2026-09-14,22.33,-0.3,❄️ Weak,22.28,0.0,4,-0.3,
3017,奇鋐,Thermal / Liquid Cooling,2026-09-14,35.71,0.3,🚀 Confirmed,51.47,0.63,4,-0.33,
3037,欣興,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,50.78,0.52,8,-0.33,
2618,長榮航,Shipping / Logistics,2026-09-14,18.68,-0.46,💰 Capital Leading,17.8,-0.07,4,-0.39,🎯 EARLY
3665,貿聯-KY,EV / Auto Electronics,2026-09-14,7.9,-0.94,❄️ Weak,3.17,-0.53,4,-0.41,
2454,聯發科,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,84.95,1.12,9,-0.41,
8046,南電,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,64.27,0.91,8,-0.72,
3443,創意,AI / HPC Semiconductor,2026-09-14,44.89,0.71,🚀 Confirmed,97.49,1.48,9,-0.77,
1504,東元,Smart Grid / Transformer,2026-09-14,3.57,-1.14,💰 Capital Leading,-0.05,-0.31,4,-0.83,🎯 EARLY
2408,南亞科,Memory / HBM,2026-09-14,25.52,-0.16,❄️ Weak,46.37,0.74,5,-0.9,
4958,臻鼎-KY,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,87.78,1.34,10,-0.91,
3189,景碩,PCB / HDI / IC Substrate,2026-09-14,38.68,0.43,🚀 Confirmed,90.93,1.43,10,-1.0,
1605,華新,Smart Grid / Transformer,2026-09-14,3.57,-1.14,💰 Capital Leading,4.17,0.05,4,-1.19,
2207,和泰車,EV / Auto Electronics,2026-09-14,7.9,-0.94,❄️ Weak,10.39,0.28,4,-1.22,
3189,景碩,Advanced Packaging,2026-09-14,33.28,0.19,🚀 Confirmed,90.93,1.7,8,-1.51,
6531,愛普*,Memory / HBM,2026-09-14,25.52,-0.16,❄️ Weak,63.57,1.36,5,-1.52,
2301,光寶科,Data Center Power / PSU,2026-09-14,22.33,-0.3,❄️ Weak,48.99,1.29,4,-1.59,
