stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-08,2470.0,2.28,7.44,30.77,17.82,1.0,1.23,3.13,13,7,16751189,18606820,1.857,0.9,95.98,58.99,True,2395.2,5.37,False,2535.0,-2.56,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,,25823278,18581050,838691.6,20407548.0,-4171583.0,2430511.0,18666476.0,46106.2,17.0,11.0,14.0,14.0,剛爆發
2454,2454,聯發科,半導體業,2026-09-08,4710.0,17.31,5.88,166.94,89.27,1.0,9.15,17.16,8,12,7710926,8143178,0.667,0.947,90.53,68.83,True,3916.38,26.92,False,4940.48,-4.67,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,🔥 追高風險,5860895,8476297,660837.8,9817592.0,-4382403.0,-542269.0,4892920.0,23045.7,2.0,3.0,2.5,2.0,
2308,2308,台達電,電子零組件業,2026-09-08,1805.0,0.84,-24.87,35.91,11.95,0.667,-3.22,0.0,10,8,8783865,8804591,1.25,0.998,84.92,51.03,True,1794.5,11.93,False,2571.55,-29.81,P+V-,P-V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,5798359,8966007,331769.8,-4752440.0,-6503593.0,463195.0,-10792838.0,-19481.1,11.0,6.0,8.5,9.0,
2317,2317,鴻海,電子工業,2026-09-08,251.5,-6.85,-6.67,15.62,4.43,0.333,-1.76,-4.37,7,12,36496017,39251127,0.583,0.93,71.69,50.17,True,248.03,6.95,False,304.92,-17.52,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,38876753,33472040,192771.9,-58199679.0,-5805091.0,-3612321.0,-67617091.0,-17005.7,25.0,25.0,25.0,28.0,
3711,3711,日月光投控,電子工業,2026-09-08,618.0,-0.48,9.6,76.42,40.49,0.667,1.31,-1.75,8,11,17017273,17563402,0.727,0.969,77.34,53.99,True,616.72,10.8,False,722.4,-14.45,P-V-,P+V-,P+V-,➡️ 中性,收斂,頭頭低·底底高,,,12821102,17615964,205293.1,51919009.0,-34880110.0,2298095.0,19336994.0,11950.3,10.0,23.0,16.5,18.0,吃老本
2881,2881,富邦金,金融保險,2026-09-08,149.0,17.32,23.24,70.23,45.26,1.0,2.76,16.41,10,9,21604827,17383711,1.111,1.243,99.36,69.17,True,130.57,12.05,False,155.5,-4.18,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,多頭確認,,11946873,20182718,56179.8,39319854.0,5895804.0,-242528.0,44973130.0,6701.0,3.0,11.0,7.0,9.0,吃老本
2383,2383,台光電,電子零組件業,2026-09-08,5340.0,-6.38,5.91,126.82,63.29,0.667,-5.32,-3.08,10,10,1814559,1891021,1.0,0.96,77.82,47.46,True,5290.92,12.34,False,6440.59,-17.09,P-V-,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,1319622,1735814,210925.3,1895018.0,-1997907.0,238509.0,135620.0,724.2,4.0,9.0,6.5,5.0,
1303,1303,南亞,塑膠工業,2026-09-08,235.0,24.34,138.04,186.57,133.88,1.0,0.21,23.68,10,9,101473940,102109986,1.111,0.994,98.35,62.06,True,194.46,27.83,False,250.0,-6.0,P+V+,P+V+,P+V-,🚀 健康多頭,多頭,頭頭高·底底高,,🔥 追高風險,64439760,116638691,433920.8,-23823038.0,39728900.0,2007401.0,17913263.0,4209.6,1.0,3.0,2.0,2.0,
2408,2408,南亞科,電子工業,2026-09-08,531.0,10.05,46.75,106.88,67.64,1.0,2.51,8.59,11,8,82103931,85837673,1.375,0.957,93.52,57.49,True,458.11,19.04,False,569.0,-6.68,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,73545687,82524888,844523.1,65524882.0,-1117119.0,-2731635.0,61676128.0,32750.0,5.0,14.0,9.5,8.0,吃老本
2303,2303,聯電,電子工業,2026-09-08,137.0,11.38,9.29,124.39,67.36,1.0,3.4,11.38,9,9,183689558,141922575,1.0,1.294,95.84,57.4,True,132.92,20.08,False,182.38,-24.88,P+V-,P+V-,P+V+,⚠️ 頂部背離,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,215617633,197797025,398260.0,30627088.0,-48811063.0,13513053.0,-4670922.0,-639.9,6.0,12.0,9.0,6.0,吃老本
