symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
NFLX,Communication Services,Netflix,2023-11-20,47.96,20.53,15.27,26.57,22.24,1.0,3,3,2,2.8,6.74,15.36,False,True,40.69,10.17,1.108,False,48.5,-1.12,2.7,18.84,15.0,5.0,37038866.0,33437600.0,3.0,14047000.0,33749000.0,32535133.0,0.432,100.0,2,1,4,2.0,1,
META,Communication Services,Meta Platforms,2023-11-20,335.29,13.99,18.47,29.08,22.65,1.0,5,1,1,3.0,20.9,2.51,False,True,311.43,7.0,1.214,False,339.93,-1.37,1.21,17.3,15.0,5.0,17744073.0,14618520.0,3.0,5467500.0,14630130.0,14648113.0,0.373,100.0,1,1,10,2.8,2,
T,Communication Services,AT&T,2023-11-20,14.1,9.38,17.08,8.48,10.85,1.0,13,2,13,9.7,3.09,4.56,False,True,13.19,5.41,1.083,False,17.81,-20.8,2.08,7.21,14.0,6.0,30349607.0,28022933.0,2.333,12431000.0,24802690.0,26958046.0,0.461,100.0,9,1,3,4.6,3,剛爆發
DASH,Consumer Discretionary,DoorDash,2023-11-20,93.81,32.78,20.24,39.1,32.81,1.0,2,4,4,3.0,53.36,-2.65,False,True,81.25,11.7,1.293,False,96.01,-2.29,-1.35,32.07,12.0,8.0,5394791.0,4170850.0,1.5,2749900.0,4412250.0,4662606.0,0.59,100.0,4,1,1,2.2,1,
RCL,Consumer Discretionary,Royal Caribbean Group,2023-11-20,101.58,26.13,4.69,32.22,23.81,1.0,4,20,7,9.4,13.44,14.85,False,True,89.22,14.81,1.074,False,109.84,-7.53,0.73,26.03,13.0,7.0,3113569.0,2898500.0,1.857,969700.0,2616720.0,2728760.0,0.355,100.0,7,1,9,5.0,2,剛爆發
HLT,Consumer Discretionary,Hilton Worldwide,2023-11-20,168.8,13.95,15.61,23.21,19.0,1.0,15,8,12,12.3,0.35,3.21,False,True,153.63,8.91,1.094,False,171.37,-1.5,1.59,14.48,15.0,5.0,1413373.0,1291700.0,3.0,777500.0,1332040.0,1336020.0,0.582,100.0,11,1,2,5.2,3,剛爆發
CASY,Consumer Staples,Casey's,2023-11-20,278.68,5.24,15.62,22.93,16.68,1.0,22,1,1,11.5,35.91,-8.37,False,True,270.42,4.94,0.894,False,283.12,-1.57,0.29,4.1,14.0,6.0,214335.0,239833.0,2.333,103200.0,227860.0,212680.0,0.485,100.0,1,1,6,2.0,1,
COST,Consumer Staples,Costco,2023-11-20,569.36,9.1,10.94,17.01,13.52,1.0,9,2,2,5.5,1.76,-8.27,False,True,544.34,5.98,0.964,False,577.57,-1.42,2.21,8.19,14.0,6.0,1647378.0,1709683.0,2.333,645800.0,1700270.0,1659433.0,0.389,100.0,2,1,10,3.2,2,
KDP,Consumer Staples,Keurig Dr Pepper,2023-11-20,30.11,9.21,-1.31,5.24,4.59,0.667,8,12,7,9.0,2.61,4.88,False,True,28.46,6.03,1.206,False,35.07,-14.15,2.64,10.54,16.0,4.0,8418706.0,6981025.0,4.0,3426100.0,6601230.0,6948840.0,0.493,100.0,8,1,5,4.6,3,剛爆發
MPC,Energy,Marathon Petroleum,2023-11-20,142.08,2.96,4.41,38.85,21.27,1.0,6,6,1,5.0,5.06,15.98,False,True,141.36,7.47,1.04,False,150.89,-5.84,3.03,1.53,12.0,8.0,2954716.0,2842350.0,1.5,1264300.0,2593740.0,2648740.0,0.477,92.82,1,5,4,3.2,2,
