ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
3481,群創,Display & Optical,2026-09-22,74.2,2.16,🚀 Confirmed,40.03,-1.13,3,3.29,🎯 EARLY
1802,台玻,CCL / High-Speed Materials,2026-09-22,68.19,1.86,⚠️ Price Leading,-6.05,-1.06,4,2.92,
2383,台光電,CCL / High-Speed Materials,2026-09-22,68.19,1.86,⚠️ Price Leading,27.12,-0.58,4,2.44,
2308,台達電,Thermal / Liquid Cooling,2026-09-22,39.68,0.43,⚠️ Price Leading,16.53,-1.73,5,2.16,
3661,世芯-KY,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,3.39,-1.01,9,2.14,🎯 EARLY
6789,采鈺,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,15.6,-0.77,9,1.9,🎯 EARLY
2330,台積電,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,18.21,-0.72,9,1.85,🎯 EARLY
6515,穎崴,Advanced Packaging,2026-09-22,33.79,0.13,🚀 Confirmed,-20.52,-1.7,8,1.83,🎯 EARLY
2409,友達,Display & Optical,2026-09-22,74.2,2.16,🚀 Confirmed,84.84,0.35,3,1.81,
3034,聯詠,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,29.65,-0.48,9,1.61,🎯 EARLY
6531,愛普*,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,32.65,-0.42,9,1.55,🎯 EARLY
2379,瑞昱,AI / HPC Semiconductor,2026-09-22,53.66,1.13,🚀 Confirmed,33.01,-0.42,9,1.55,🎯 EARLY
3533,嘉澤,PCB / HDI / IC Substrate,2026-09-22,32.39,0.06,🚀 Confirmed,-9.55,-1.39,10,1.45,🎯 EARLY
3008,大立光,Display & Optical,2026-09-22,74.2,2.16,🚀 Confirmed,97.73,0.78,3,1.38,
1303,南亞,CCL / High-Speed Materials,2026-09-22,68.19,1.86,⚠️ Price Leading,103.37,0.5,4,1.36,
2368,金像電,PCB / HDI / IC Substrate,2026-09-22,32.39,0.06,🚀 Confirmed,-2.18,-1.15,10,1.21,🎯 EARLY
2313,華通,PCB / HDI / IC Substrate,2026-09-22,32.39,0.06,🚀 Confirmed,-1.72,-1.13,10,1.19,🎯 EARLY
2324,仁寶,AI Server / ODM,2026-09-22,35.92,0.24,⚠️ Price Leading,5.94,-0.86,13,1.1,
3036,文曄,Semiconductor Equipment & Materials,2026-09-22,28.08,-0.15,❄️ Weak,-8.35,-1.14,9,0.99,
2382,廣達,AI Server / ODM,2026-09-22,35.92,0.24,⚠️ Price Leading,11.91,-0.69,13,0.93,
4938,和碩,AI Server / ODM,2026-09-22,35.92,0.24,⚠️ Price Leading,12.82,-0.66,13,0.9,
2449,京元電子,Advanced Packaging,2026-09-22,33.79,0.13,🚀 Confirmed,10.39,-0.73,8,0.86,🎯 EARLY
2317,鴻海,AI Server / ODM,2026-09-22,35.92,0.24,⚠️ Price Leading,14.65,-0.61,13,0.85,
2308,台達電,Data Center Power / PSU,2026-09-22,29.12,-0.1,❄️ Weak,16.53,-0.88,4,0.78,
6213,聯茂,CCL / High-Speed Materials,2026-09-22,68.19,1.86,⚠️ Price Leading,148.3,1.14,4,0.72,
2356,英業達,AI Server / ODM,2026-09-22,35.92,0.24,⚠️ Price Leading,19.4,-0.47,13,0.71,
