ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
1802,台玻,CCL / High-Speed Materials,2026-09-21,73.74,2.27,⚠️ Price Leading,-5.72,-1.09,4,3.36,
3481,群創,Display & Optical,2026-09-21,66.72,1.91,🚀 Confirmed,38.26,-0.99,3,2.9,🎯 EARLY
2383,台光電,CCL / High-Speed Materials,2026-09-21,73.74,2.27,⚠️ Price Leading,34.6,-0.54,4,2.81,
3661,世芯-KY,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,0.96,-1.04,9,2.03,🎯 EARLY
2409,友達,Display & Optical,2026-09-21,66.72,1.91,🚀 Confirmed,66.4,-0.01,3,1.92,🎯 EARLY
2308,台達電,Thermal / Liquid Cooling,2026-09-21,38.19,0.48,⚠️ Price Leading,14.28,-1.34,4,1.82,
6789,采鈺,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,12.36,-0.79,9,1.78,🎯 EARLY
1303,南亞,CCL / High-Speed Materials,2026-09-21,73.74,2.27,⚠️ Price Leading,110.3,0.5,4,1.77,
2330,台積電,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,16.34,-0.7,9,1.69,🎯 EARLY
3533,嘉澤,PCB / HDI / IC Substrate,2026-09-21,29.14,0.02,🚀 Confirmed,-14.88,-1.66,10,1.68,🎯 EARLY
6515,穎崴,Advanced Packaging,2026-09-21,27.01,-0.09,💰 Capital Leading,-20.97,-1.73,8,1.64,🎯 EARLY
3034,聯詠,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,25.79,-0.5,9,1.49,🎯 EARLY
2379,瑞昱,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,27.93,-0.45,9,1.44,🎯 EARLY
6531,愛普*,AI / HPC Semiconductor,2026-09-21,48.39,0.99,🚀 Confirmed,33.06,-0.34,9,1.33,🎯 EARLY
2313,華通,PCB / HDI / IC Substrate,2026-09-21,29.14,0.02,🚀 Confirmed,-2.9,-1.21,10,1.23,🎯 EARLY
2324,仁寶,AI Server / ODM,2026-09-21,36.8,0.41,⚠️ Price Leading,8.06,-0.77,13,1.18,
6213,聯茂,CCL / High-Speed Materials,2026-09-21,73.74,2.27,⚠️ Price Leading,155.77,1.13,4,1.14,
2382,廣達,AI Server / ODM,2026-09-21,36.8,0.41,⚠️ Price Leading,11.62,-0.67,13,1.08,
2317,鴻海,AI Server / ODM,2026-09-21,36.8,0.41,⚠️ Price Leading,11.82,-0.67,13,1.08,
4938,和碩,AI Server / ODM,2026-09-21,36.8,0.41,⚠️ Price Leading,14.47,-0.59,13,1.0,
