stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-16,2380.0,0.51,0.08,28.75,14.52,1.0,-3.16,1.57,12,8,16486811,17939377,1.5,0.919,88.26,47.18,False,2382.13,5.16,False,2527.56,-5.84,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,,17989104,17520167,822008.7,-4616452.0,-2829835.0,3295929.0,-4150358.0,-9877.9,23.0,16.0,19.5,20.0,剛爆發
2454,2454,聯發科,電子工業,2026-09-16,4530.0,22.43,2.18,164.95,88.63,1.0,-2.05,17.82,9,11,7016024,7362614,0.818,0.953,88.82,58.91,True,3966.9,12.37,False,4940.48,-8.31,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,5895568,7200361,616768.3,6054546.0,1652654.0,1270939.0,8978139.0,40671.0,4.0,14.0,9.0,7.0,吃老本
2308,2308,台達電,電子零組件業,2026-09-16,1710.0,-2.01,-20.65,24.11,6.39,0.333,-4.74,-3.12,11,8,8974540,10017674,1.375,0.896,82.54,46.41,False,1760.2,18.75,False,2571.55,-33.5,P-V-,P-V+,P+V-,➡️ 中性,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,10024781,10151515,325310.7,-14834469.0,-7310970.0,593197.0,-21552242.0,-36854.3,10.0,4.0,7.0,6.0,剛爆發
2317,2317,鴻海,電子工業,2026-09-16,248.0,0.61,-6.11,19.06,8.16,0.667,-1.59,1.22,9,10,28631904,28885604,0.9,0.991,80.95,47.08,False,249.17,6.19,False,304.92,-18.67,P+V-,P-V-,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,19283592,28572291,145001.0,1125790.0,5358410.0,-2730193.0,3754007.0,931.0,27.0,28.0,27.5,30.0,
3711,3711,日月光投控,電子工業,2026-09-16,605.0,2.54,2.61,78.78,40.68,1.0,-5.47,2.89,10,9,16419336,15848163,1.111,1.036,84.34,49.27,False,609.98,12.23,False,722.4,-16.25,P+V-,P+V-,P+V-,⚠️ 量能衰竭,收斂,頭頭低·底底高,,,8981279,15484464,192778.4,27410116.0,-11836705.0,1188333.0,16761744.0,10140.9,11.0,25.0,18.0,17.0,吃老本
2881,2881,富邦金,金融保險,2026-09-16,153.0,19.53,16.75,79.56,48.85,1.0,4.08,19.07,10,8,22753538,17307760,1.25,1.315,100.0,67.75,True,133.94,8.34,False,155.5,-1.61,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,,,20660466,16383242,58834.7,28380736.0,14260668.0,-63781.0,42577623.0,6514.4,3.0,1.0,2.0,3.0,
2383,2383,台光電,電子零組件業,2026-09-16,5085.0,-14.65,-1.77,88.84,40.32,0.333,-5.4,-13.13,8,11,1746516,1636262,0.727,1.067,69.55,41.33,False,5261.55,11.56,False,6440.59,-21.05,P-V-,P-V-,P+V-,⚠️ 主升段結束,多頭,頭頭高·底底高,空轉多預警 / 空頭確認,,1522561,1371865,182167.7,426273.0,-2995637.0,327191.0,-2242173.0,-11401.4,6.0,10.0,8.0,9.0,
2303,2303,聯電,電子工業,2026-09-16,142.0,22.94,3.16,142.74,77.9,1.0,0.35,22.94,11,8,191381294,148382390,1.375,1.29,100.0,58.82,True,130.37,16.27,False,182.38,-22.14,P+V+,P+V-,P+V+,➡️ 中性,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,115974906,176480987,449961.8,-19652247.0,87481629.0,16409273.0,84238655.0,11961.9,6.0,1.0,3.5,2.0,
1303,1303,南亞,塑膠工業,2026-09-16,224.0,20.43,77.93,169.56,109.37,1.0,-5.29,19.47,12,8,86117886,89882916,1.5,0.958,98.83,54.03,True,200.23,11.92,False,250.0,-10.4,P+V-,P+V+,P+V-,⚠️ 量能背離,多頭,頭頭高·底底高,,🔥 追高風險,47542863,63802025,391009.7,-54042976.0,69742896.0,-484459.0,15215461.0,3408.3,1.0,1.0,1.0,1.0,
2408,2408,南亞科,電子工業,2026-09-16,492.5,-4.74,13.06,107.6,55.88,0.667,-5.83,2.39,10,9,75246886,59031616,1.111,1.275,88.08,49.76,True,468.32,14.95,False,569.0,-13.44,P-V-,P+V-,P+V-,➡️ 中性,擴散,頭頭高·底底低,,🔥 追高風險,35443259,54469143,687141.9,-18020476.0,-9056769.0,-3356042.0,-30433287.0,-14988.4,8.0,17.0,12.5,10.0,吃老本
