symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
NFLX,Communication Services,Netflix,2024-12-23,90.75,2.34,28.3,34.48,24.9,1.0,7,1,5,4.8,5.32,2.47,False,True,84.63,5.4,1.03,False,94.18,-3.63,0.61,3.44,12.0,8.0,27900333.0,27093625.0,1.5,32262000.0,28130600.0,28541733.0,1.13,92.83,4,4,1,3.4,1,
WBD,Communication Services,Warner Bros. Discovery,2024-12-23,10.61,1.24,26.61,42.61,28.27,1.0,8,2,3,5.2,173.29,-4885.33,False,True,9.61,21.27,1.072,False,12.7,-16.46,1.14,2.22,9.0,11.0,30547811.0,28501436.0,0.818,16494400.0,27546940.0,32080640.0,0.514,82.82,2,10,13,7.4,7,吃老本
TTWO,Communication Services,Take-Two Interactive,2024-12-23,186.43,-1.04,21.81,19.9,15.14,0.667,9,3,11,7.6,1.58,-11.17,False,True,177.92,5.3,1.066,False,191.91,-2.86,2.78,0.47,10.0,10.0,1432290.0,1343350.0,1.0,1010700.0,1512350.0,1432320.0,0.706,85.05,7,7,4,6.4,4,
TSLA,Consumer Discretionary,"Tesla, Inc.",2024-12-23,431.66,25.06,65.73,118.14,81.77,1.0,1,1,1,1.0,20.49,-16.15,False,True,338.59,16.41,0.835,False,488.54,-11.64,-1.03,29.67,13.0,7.0,84122438.0,100739385.0,1.857,82666800.0,102571320.0,99542106.0,0.83,100.0,1,1,3,1.4,1,
TPR,Consumer Discretionary,"Tapestry, Inc.",2024-12-23,64.47,6.35,38.16,56.11,39.18,1.0,8,2,3,5.2,4.45,19.93,False,True,54.92,7.76,0.987,False,65.05,-0.9,5.12,8.72,11.0,9.0,5193272.0,5260222.0,1.222,2054900.0,4865540.0,5008333.0,0.41,92.89,2,8,21,8.2,4,吃老本
LULU,Consumer Discretionary,Lululemon Athletica,2024-12-23,386.67,20.59,38.09,29.45,29.39,1.0,2,3,12,4.3,5.46,7.31,False,True,336.5,8.0,1.35,False,516.39,-25.12,3.52,21.02,16.0,4.0,2506000.0,1856750.0,4.0,1075500.0,1610160.0,2397140.0,0.449,100.0,7,1,18,6.8,2,剛爆發
WMT,Consumer Staples,Walmart,2024-12-23,90.43,-0.69,15.15,36.06,21.64,0.667,6,1,1,3.5,8.84,3.76,False,True,86.82,7.51,0.687,False,94.68,-4.49,-1.86,-0.02,13.0,7.0,16051500.0,23348885.0,1.857,11384400.0,19999760.0,19125160.0,0.595,89.13,1,4,12,4.4,1,
KR,Consumer Staples,Kroger,2024-12-23,60.48,2.06,10.9,26.3,16.39,1.0,4,2,2,3.0,0.23,1.69,False,True,57.32,5.07,1.955,False,61.69,-1.97,2.26,3.04,9.0,11.0,9934933.0,5082463.0,0.818,3628400.0,8135100.0,8121520.0,0.447,99.21,2,1,21,5.4,2,
CASY,Consumer Staples,Casey's,2024-12-23,401.23,-4.02,8.35,6.15,4.16,0.667,17,3,12,11.8,13.47,7.19,False,False,405.65,7.97,0.735,False,436.68,-8.12,-1.26,-4.04,7.0,13.0,212514.0,289169.0,0.538,134600.0,253180.0,289286.0,0.465,68.01,10,22,19,16.6,19,吃老本
EQT,Energy,EQT Corporation,2024-12-23,43.55,-2.46,21.84,20.98,15.33,0.667,2,3,6,3.1,77.17,55.73,False,True,41.31,8.76,0.897,False,47.18,-7.71,3.92,-2.12,9.0,11.0,5868822.0,6544109.0,0.818,4508300.0,6222730.0,6371433.0,0.708,78.26,5,6,5,5.4,2,
TRGP,Energy,Targa Resources,2024-12-23,170.99,-13.19,21.36,39.12,21.61,0.667,15,4,3,9.3,19.13,24.59,False,False,177.29,9.03,1.126,False,202.34,-15.49,2.8,-11.93,8.0,12.0,1995050.0,1771591.0,0.667,1017200.0,2180500.0,2001793.0,0.508,73.67,3,12,15,9.0,9,吃老本
WMB,Energy,Williams Companies,2024-12-23,51.39,-7.03,20.48,29.38,18.05,0.667,6,5,4,5.3,3.51,15.69,False,False,51.98,5.57,1.025,False,57.01,-9.86,2.61,-6.42,8.0,12.0,7437412.0,7256591.0,0.667,3677300.0,7167700.0,7524113.0,0.489,75.13,4,9,17,8.6,8,
HOOD,Financials,Robinhood Markets,2024-12-23,39.02,3.94,63.33,71.82,52.73,1.0,1,1,1,1.0,0.38,15.99,False,True,33.87,24.91,0.916,False,43.83,-10.97,5.63,3.64,11.0,9.0,23983081.0,26171666.0,1.222,14388800.0,22489720.0,24402680.0,0.59,88.81,1,10,9,6.2,1,吃老本
COIN,Financials,Coinbase,2024-12-23,265.71,-10.29,38.95,19.57,16.95,0.667,69,2,45,44.1,-33.33,-82.45,False,False,272.65,22.52,1.121,False,349.75,-24.03,-3.0,-14.56,8.0,12.0,11297162.0,10080400.0,0.667,5554000.0,8069120.0,9662240.0,0.575,69.68,19,30,10,21.6,25,吃老本
APO,Financials,Apollo Global Management,2024-12-23,166.53,-2.71,35.73,45.24,30.87,0.667,20,3,4,11.7,7.3,-6.44,False,True,159.48,7.5,1.742,False,185.32,-10.14,0.38,-2.05,13.0,7.0,11197630.0,6426900.0,1.857,2859000.0,13297360.0,11561786.0,0.247,100.0,2,1,30,7.2,2,
DXCM,Health Care,Dexcom,2024-12-23,80.24,2.88,19.25,-29.23,-9.08,0.667,3,1,54,12.6,3.53,11.36,False,True,75.26,8.95,1.316,False,142.0,-43.49,5.83,2.74,11.0,9.0,3618027.0,2749800.0,1.222,1797800.0,3561770.0,3309566.0,0.543,95.33,42,2,13,20.2,20,剛爆發
MCK,Health Care,McKesson Corporation,2024-12-23,573.1,-8.15,18.24,-1.03,2.01,0.333,47,2,30,30.1,2.9,9.3,False,True,570.48,4.76,1.326,False,632.07,-9.33,-0.45,-7.84,6.0,14.0,972683.0,733807.0,0.429,361800.0,849820.0,850686.0,0.425,74.75,19,25,26,22.8,22,吃老本
