stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-21,2480.0,3.64,-0.11,30.92,16.34,0.667,4.51,4.73,13,7,17909946,18979567,1.857,0.944,99.01,60.5,True,2384.45,5.14,False,2527.56,-1.88,P+V-,P-V-,P+V-,⚠️ 量能背離,多頭,頭頭高·底底高,,,14553960,19285601,884864.5,-3240294.0,-3130169.0,4830288.0,-1540175.0,-3819.6,18.0,13.0,15.5,17.0,
2454,2454,聯發科,電子工業,2026-09-21,5010.0,34.14,11.13,191.33,106.98,1.0,9.87,33.07,10,10,7604768,7275491,1.0,1.045,100.0,69.31,True,4017.8,13.04,False,5035.0,-0.5,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,🔥 追高風險,9541537,6527326,659710.8,13632155.0,2610533.0,1757196.0,17999884.0,90179.4,2.0,1.0,1.5,2.0,
2308,2308,台達電,電子零組件業,2026-09-21,1875.0,9.65,-9.86,28.66,14.28,0.667,15.74,8.07,12,7,10274661,11017040,1.714,0.933,100.0,59.0,True,1753.1,18.91,False,2571.55,-27.09,P+V-,P-V+,P+V-,⚠️ 量能背離,空頭,頭頭低·底底低,多轉空預警,,16615887,11511663,364373.8,-8761282.0,-2247804.0,1376895.0,-9632191.0,-18060.4,11.0,1.0,6.0,5.0,剛爆發
2317,2317,鴻海,電子工業,2026-09-21,250.0,2.88,-0.79,22.59,11.82,0.667,0.6,2.67,9,9,28640986,28725216,1.0,0.997,84.29,49.44,True,249.96,5.01,False,304.92,-18.01,P+V-,P-V-,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警,,16241779,26218277,148805.7,22131664.0,5518460.0,-1729063.0,25921061.0,6480.3,23.0,28.0,25.5,28.0,
3711,3711,日月光投控,電子工業,2026-09-21,663.0,12.18,1.07,87.15,46.89,1.0,8.33,11.99,11,8,17077112,16265429,1.375,1.05,99.53,61.46,True,607.8,13.12,False,722.4,-8.22,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,,15889684,15412922,201981.9,44905786.0,-8967687.0,4276735.0,40214834.0,26662.4,9.0,12.0,10.5,8.0,
2881,2881,富邦金,金融保險,2026-09-21,154.5,9.19,16.18,78.48,45.58,1.0,0.32,17.05,10,8,20542378,18425091,1.25,1.115,98.62,67.08,True,135.55,7.96,False,156.0,-0.96,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,,,14916075,16122057,58203.0,-2188192.0,9678875.0,2133718.0,9624401.0,1487.0,3.0,13.0,8.0,12.0,吃老本
2303,2303,聯電,電子工業,2026-09-21,157.0,25.6,-6.07,161.35,85.56,0.667,10.18,27.13,12,8,213721385,148382390,1.5,1.44,100.0,68.25,True,130.27,17.65,False,182.38,-13.92,P+V+,P-V-,P+V+,➡️ 中性,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,156282899,186542883,516680.4,52185193.0,104342525.0,22562547.0,179090265.0,28117.2,4.0,1.0,2.5,4.0,
1303,1303,南亞,塑膠工業,2026-09-21,239.5,27.06,55.76,179.18,110.3,1.0,2.35,33.06,14,6,85843892,96103717,2.333,0.893,100.0,60.28,True,203.25,10.67,False,250.0,-4.2,P+V-,P+V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警,🔥 追高風險,49681980,61597704,407396.4,-60435727.0,68609934.0,-3418569.0,4755638.0,1139.0,1.0,1.0,1.0,1.0,
2408,2408,南亞科,電子工業,2026-09-21,516.0,1.18,13.9,87.56,47.55,1.0,9.09,2.99,9,10,75373739,53895449,0.9,1.399,93.41,54.17,True,473.02,14.83,False,569.0,-9.31,P+V-,P+V-,P+V-,⚠️ 量能衰竭,擴散,頭頭高·底底低,,,33617221,45218933,652508.8,-6465908.0,-4425654.0,-3995445.0,-14887007.0,-7681.7,8.0,19.0,13.5,10.0,吃老本
2383,2383,台光電,電子零組件業,2026-09-21,4895.0,-12.11,-13.73,82.12,34.6,0.333,-8.42,-9.44,9,10,1911016,1920317,0.9,0.995,71.88,39.85,False,5238.28,19.62,False,6440.59,-24.0,P-V-,P-V-,P+V-,⚠️ 主升段結束,多頭,頭頭高·底底高,空轉多預警 / 空頭確認,,2214788,1983351,197822.1,897264.0,-4249807.0,336023.0,-3016520.0,-14765.9,8.0,11.0,9.5,11.0,
