symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
ECHO,Communication Services,EchoStar,2026-02-27,115.53,2.04,62.9,290.04,161.26,1.0,4243890,5679689,5508213,-38.64,6.43,74.32,P+V-,P+V+,P+V+,⚠️ 頂部背離,273.1,136.27,2.004,12,1,1,6.5,1.98,-1.75,False,True,114.08,13.39,0.961,False,132.25,132.25,-12.64,4.68,1.82,11.0,9.0,4168618.0,4335888.0,1.222,7897700.0,3356370.0,3599273.0,2.194,88.13,54.26,收斂,頭頭低·底底高,多轉空預警,1,11,4,5.6,2,吃老本,🔥 追高風險,True
LYV,Communication Services,Live Nation Entertainment,2026-02-27,162.14,11.47,29.08,-2.16,9.06,0.667,3160390,2885615,2823126,20.55,4.53,7.23,P+V+,P+V+,P-V+,🚀 健康多頭,4.84,33.21,0.146,5,2,11,5.3,-1.22,-51.15,False,True,147.24,9.99,1.282,False,175.25,175.25,-7.48,-0.33,9.72,11.0,9.0,3507190.0,2736522.0,1.222,5352800.0,3615110.0,3433580.0,1.559,96.46,64.63,擴散,頭頭高·底底低,,8,9,5,7.8,9,,,False
VZ,Communication Services,Verizon,2026-02-27,48.57,12.62,26.86,16.76,18.25,1.0,40468680,30527678,27966495,39.69,20.16,33.87,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-1.7,25.06,-0.068,4,3,6,4.1,3.28,1.53,False,True,41.61,5.39,1.647,False,48.9,50.48,-0.67,1.81,25.95,14.0,6.0,45877092.0,27849050.0,2.333,34693500.0,27161020.0,31458053.0,1.103,100.0,72.66,擴散,頭頭高·底底低,,6,1,15,5.8,3,,,False
TPR,Consumer Discretionary,"Tapestry, Inc.",2026-02-27,154.03,22.5,47.61,57.14,46.1,1.0,2759545,2607764,2964385,30.01,-21.48,-39.22,P+V+,P+V-,P+V-,➡️ 中性,53.46,41.52,1.288,2,1,1,1.5,20.67,8.91,False,True,135.98,7.94,1.316,False,160.47,161.97,-4.01,-1.03,22.1,13.0,7.0,3012892.0,2289042.0,1.857,3056700.0,2270330.0,2505200.0,1.22,100.0,62.15,擴散,頭頭高·底底低,,1,1,11,3.0,2,,,False
DECK,Consumer Discretionary,Deckers Brands,2026-02-27,117.27,-1.73,41.07,7.49,13.58,0.667,2897395,2986930,3363398,2.46,-20.13,-2.61,P-V+,P+V-,P+V-,➡️ 中性,-27.86,50.96,-0.547,33,2,16,20.3,20.47,15.06,False,True,108.09,7.51,1.191,False,151.58,151.58,-22.63,-1.2,17.39,8.0,12.0,3205825.0,2691775.0,0.667,2236200.0,2158340.0,2164140.0,1.033,90.8,58.02,擴散,頭頭高·底底低,,11,16,19,14.6,13,,,False
NCLH,Consumer Discretionary,Norwegian Cruise Line Holdings,2026-02-27,24.79,12.89,39.66,-1.04,12.62,0.667,23224040,19043232,17641612,26.62,17.26,14.16,P+V+,P+V+,P-V+,🚀 健康多頭,-3.37,50.82,-0.066,3,3,25,7.4,3.31,-1.09,False,True,22.85,16.86,1.185,False,27.18,27.18,-8.79,1.97,8.16,9.0,11.0,25408277.0,21436936.0,0.818,25518300.0,25091420.0,23524720.0,1.085,88.7,58.2,擴散,頭頭高·底底低,,14,19,17,16.6,16,,,False
DG,Consumer Staples,Dollar General,2026-02-27,154.71,8.93,54.3,40.44,36.03,1.0,2683205,3556038,3305975,-20.27,16.37,-13.76,P+V-,P+V+,P+V-,⚠️ 量能背離,95.87,41.64,2.303,17,1,1,9.0,37.55,18.47,False,True,143.71,7.65,1.164,False,156.68,158.23,-1.26,3.72,10.2,14.0,6.0,2801857.0,2406350.0,2.333,3443100.0,2690280.0,2584260.0,1.332,100.0,64.51,多頭,頭頭高·底底高,多頭確認,1,1,9,2.6,2,,,False
TGT,Consumer Staples,Target Corporation,2026-02-27,111.87,8.99,35.97,17.29,19.88,1.0,6431765,6651587,7370427,3.43,-17.77,-2.66,P+V+,P+V-,P+V-,➡️ 中性,-13.09,31.45,-0.416,16,2,9,10.4,4.09,0.82,False,True,104.63,6.82,1.206,False,122.34,130.15,-8.56,-2.49,11.77,11.0,8.0,7090090.0,5876600.0,1.375,6417000.0,5815330.0,5841386.0,1.099,97.81,55.14,多頭,頭頭高·底底高,空轉多預警,7,17,17,13.0,13,吃老本,,False
BG,Consumer Staples,Bunge Global,2026-02-27,119.18,6.55,29.76,40.32,29.24,1.0,1664195,1529550,1697124,-4.18,-17.97,-9.64,P+V-,P+V-,P+V-,⚠️ 量能衰竭,61.13,38.37,1.593,22,3,2,12.3,9.62,15.32,False,True,105.94,5.55,1.158,False,123.03,124.78,-3.13,-1.07,5.38,10.0,10.0,1785710.0,1542680.0,1.0,1725900.0,1439540.0,1477260.0,1.168,88.06,62.53,擴散,頭頭高·底底低,,2,25,13,13.4,14,吃老本,,False
SLB,Energy,Schlumberger,2026-02-27,50.81,6.74,45.76,47.34,36.8,1.0,17575635,18021901,17217086,-25.42,9.81,3.42,P+V-,P+V+,P+V+,⚠️ 頂部背離,21.34,39.52,0.54,16,2,3,9.2,4.96,3.95,False,True,45.61,6.82,1.103,False,51.86,52.4,-2.02,0.96,6.59,7.0,13.0,18706642.0,16966630.0,0.538,16691400.0,15209430.0,16195153.0,1.031,81.71,61.03,多頭,頭頭高·底底高,,4,19,15,12.2,14,吃老本,,False
