symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
TTD,Communication Services,Trade Desk (The),2022-02-21,83.63,31.49,-19.57,3.79,4.87,0.667,1,21,6,8.0,51.18,19.98,False,True,79.0,20.57,1.083,False,114.09,-26.7,5.31,38.99,13.0,7.0,7783438.0,7188142.0,1.857,5456300.0,8339120.0,7797600.0,0.7,100.0,6,1,19,6.6,3,
TMUS,Communication Services,T-Mobile US,2022-02-21,119.98,15.47,10.51,-9.34,1.83,0.667,4,6,15,6.8,116.3,4.71,False,True,111.08,7.73,1.272,False,143.64,-16.47,0.73,18.33,13.0,7.0,6162946.0,4846071.0,1.857,3816600.0,4292310.0,5159300.0,0.74,100.0,11,1,14,7.6,5,剛爆發
OMC,Communication Services,Omnicom Group,2022-02-21,71.89,12.9,25.57,17.36,18.3,1.0,5,1,2,3.2,23.37,20.35,False,True,66.29,7.9,1.14,False,78.16,-8.02,-0.24,14.97,10.0,10.0,2236210.0,1961590.0,1.0,1739500.0,1733650.0,2255820.0,0.771,93.84,2,11,12,7.6,5,吃老本
RL,Consumer Discretionary,Ralph Lauren Corporation,2022-02-21,122.76,22.71,15.9,14.75,17.03,1.0,1,6,6,3.5,34.69,30.89,False,True,107.9,11.3,1.302,False,127.72,-3.88,5.85,25.11,14.0,6.0,1529914.0,1175016.0,2.333,1097300.0,1421230.0,1398213.0,0.785,100.0,3,1,15,4.6,2,
EXPE,Consumer Discretionary,Expedia Group,2022-02-21,197.48,14.67,25.11,36.25,28.07,1.0,2,1,1,1.5,63.02,100.24,False,True,181.99,17.64,0.888,False,215.05,-8.17,-4.48,16.76,12.0,8.0,3499408.0,3941037.0,1.5,3035700.0,4502330.0,4174353.0,0.727,96.3,1,8,19,7.4,3,吃老本
CCL,Consumer Discretionary,Carnival Corporation,2022-02-21,20.88,11.23,17.55,-13.35,0.52,0.667,4,5,32,9.9,-15.65,-20.22,False,True,20.77,22.94,1.128,False,31.18,-33.06,-5.89,10.41,9.0,11.0,40912744.0,36272472.0,0.818,34048000.0,37106160.0,37920853.0,0.898,85.9,13,18,10,14.4,14,
KHC,Consumer Staples,Kraft Heinz,2022-02-21,31.71,10.21,14.07,11.68,11.91,1.0,2,10,14,6.8,24.97,11.73,False,True,29.07,17.3,1.082,False,34.77,-8.79,5.13,10.09,11.0,9.0,10236418.0,9464244.0,1.222,7638900.0,12141320.0,10609420.0,0.72,95.37,9,6,20,10.0,9,
DLTR,Consumer Staples,Dollar Tree,2022-02-21,140.69,9.49,-0.3,54.79,29.7,0.667,4,22,1,8.8,0.6,21.16,False,True,136.06,9.45,0.983,False,149.37,-5.81,3.64,9.66,10.0,10.0,2081100.0,2116390.0,1.0,2105300.0,2299300.0,2183546.0,0.964,89.46,1,12,14,8.0,5,吃老本
BG,Consumer Staples,Bunge Global,2022-02-21,93.55,7.69,16.87,37.87,25.07,1.0,5,7,2,5.0,21.42,161.94,False,True,85.25,8.31,1.057,False,93.64,-0.09,5.19,9.47,12.0,8.0,1447825.0,1369337.0,1.5,2033300.0,1628400.0,1490280.0,1.364,98.76,2,4,3,3.0,2,
TRGP,Energy,Targa Resources,2022-02-21,57.81,9.99,17.73,42.29,28.08,1.0,1,15,10,7.0,37.9,54.2,False,True,51.58,7.75,1.305,False,58.31,-0.86,2.05,11.06,12.0,8.0,1673441.0,1281887.0,1.5,3044800.0,1530660.0,1436660.0,2.119,100.0,10,1,2,4.8,1,剛爆發
