symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
FIS,Financials,Fidelity National Information Services,2024-12-23,78.21,-3.93,-1.42,9.22,3.27,0.333,24,64,66,44.4,,,,,,,,,,,,,,,,,,,,,,,63,31,31,,31,剛爆發,False
CB,Financials,Chubb Limited,2024-12-23,274.21,-3.51,-3.79,9.57,2.96,0.333,22,67,65,44.1,,,,,,,,,,,,,,,,,,,,,,,64,31,31,,31,剛爆發,False
SCHW,Financials,Charles Schwab Corporation,2024-12-23,73.32,-9.69,16.42,2.18,2.77,0.667,66,12,70,50.6,2.61,1.14,False,False,75.34,12.92,0.728,False,81.77,-10.33,1.52,-9.52,11.0,9.0,6325227.0,8690622.0,1.222,3967500.0,8690880.0,8084066.0,0.491,75.97,65,28,15,40.2,30,剛爆發,True
ICE,Financials,Intercontinental Exchange,2024-12-23,147.61,-6.34,-4.96,10.44,2.39,0.333,41,70,63,54.1,,,,,,,,,,,,,,,,,,,,,,,66,31,31,,31,剛爆發,False
TROW,Financials,T. Rowe Price,2024-12-23,106.95,-5.63,6.72,2.56,1.55,0.667,35,41,69,43.6,,,,,,,,,,,,,,,,,,,,,,,67,31,31,,31,剛爆發,False
ERIE,Financials,Erie Indemnity,2024-12-23,406.2,-4.82,-22.02,16.38,1.48,0.333,28,76,51,47.0,,,,,,,,,,,,,,,,,,,,,,,68,31,31,,31,剛爆發,False
HIG,Financials,Hartford (The),2024-12-23,107.31,-10.33,-5.31,10.43,1.31,0.333,70,71,64,69.1,,,,,,,,,,,,,,,,,,,,,,,69,31,31,,31,剛爆發,False
PRU,Financials,Prudential Financial,2024-12-23,110.17,-8.0,-0.44,3.8,-0.21,0.333,51,63,68,58.0,,,,,,,,,,,,,,,,,,,,,,,70,31,31,,31,剛爆發,False
AIG,Financials,American International Group,2024-12-23,70.58,-4.52,0.09,-0.58,-1.4,0.333,26,61,73,45.9,,,,,,,,,,,,,,,,,,,,,,,71,31,31,,31,剛爆發,False
MRSH,Financials,Marsh McLennan,2024-12-23,206.81,-8.47,-4.32,2.06,-2.17,0.333,56,69,71,62.9,,,,,,,,,,,,,,,,,,,,,,,72,31,31,,31,剛爆發,False
PFG,Financials,Principal Financial Group,2024-12-23,73.55,-10.02,-8.97,0.79,-4.35,0.333,68,74,72,70.6,,,,,,,,,,,,,,,,,,,,,,,73,31,31,,31,剛爆發,False
BEN,Financials,Franklin Resources,2024-12-23,18.73,-9.23,0.88,-6.16,-5.17,0.333,62,55,76,62.7,,,,,,,,,,,,,,,,,,,,,,,74,31,31,,31,剛爆發,False
EG,Financials,Everest Group,2024-12-23,351.55,-7.12,-8.43,-4.54,-6.16,0.0,46,73,75,59.9,,,,,,,,,,,,,,,,,,,,,,,75,31,31,,31,剛爆發,False
ACGL,Financials,Arch Capital Group,2024-12-23,92.34,-8.32,-14.37,-3.75,-7.55,0.0,54,75,74,64.3,,,,,,,,,,,,,,,,,,,,,,,76,31,31,,31,剛爆發,False
BMY,Health Care,Bristol Myers Squibb,2024-12-23,53.15,-2.6,14.57,42.58,24.28,0.667,19,3,1,10.6,19.98,27.37,False,True,52.09,6.15,1.45,False,56.29,-5.57,2.45,-2.68,9.0,11.0,13542333.0,9340218.0,0.818,6607700.0,13906920.0,12306406.0,0.537,87.02,1,11,15,7.8,4,吃老本,True
GILD,Health Care,Gilead Sciences,2024-12-23,90.44,2.51,13.5,39.61,23.81,1.0,4,6,2,4.2,30.48,25.74,False,True,87.01,5.83,1.234,False,94.25,-4.04,3.32,2.7,13.0,6.0,7501869.0,6081416.0,2.167,3349300.0,7191370.0,6922433.0,0.484,100.0,2,1,22,5.6,1,,True
PODD,Health Care,Insulet Corporation,2024-12-23,265.12,-0.62,14.26,31.38,19.1,0.667,10,4,3,6.8,18.29,-2.53,False,True,256.4,6.82,1.519,False,279.77,-5.24,3.34,-0.67,5.0,15.0,766260.0,504500.0,0.333,312900.0,591160.0,589873.0,0.53,82.51,3,20,16,12.4,8,吃老本,True
WAT,Health Care,Waters Corporation,2024-12-23,374.6,-2.63,4.83,29.12,15.11,0.667,20,13,4,14.7,9.38,2.6,False,True,368.01,7.75,1.27,False,397.02,-5.65,3.87,-3.1,9.0,11.0,517577.0,407381.0,0.818,220300.0,518770.0,471906.0,0.467,84.2,4,16,23,12.6,9,吃老本,True
CAH,Health Care,Cardinal Health,2024-12-23,116.62,-2.54,9.02,22.36,12.8,0.667,18,9,7,13.1,15.88,6.27,False,True,115.33,4.24,1.429,False,123.56,-5.62,1.83,-2.85,11.0,9.0,2459245.0,1720477.0,1.222,1215300.0,2359910.0,2239260.0,0.543,92.37,5,5,13,6.6,3,,True
ISRG,Health Care,Intuitive Surgical,2024-12-23,534.88,-1.31,11.62,20.24,12.7,0.667,13,7,8,10.2,12.25,15.51,False,True,529.98,5.94,1.004,False,556.23,-3.84,2.09,-0.68,12.0,8.0,1310191.0,1304862.0,1.5,1013200.0,1504630.0,1384160.0,0.732,90.5,6,7,3,5.8,2,,True
SOLV,Health Care,Solventum,2024-12-23,66.74,-6.67,-1.23,26.21,11.13,0.333,41,21,5,27.8,17.67,3.65,False,False,70.58,6.65,1.257,False,96.05,-30.52,-0.09,-7.92,6.0,14.0,931416.0,740921.0,0.429,460200.0,772750.0,761013.0,0.605,73.64,7,27,10,15.6,15,吃老本,True
BSX,Health Care,Boston Scientific,2024-12-23,90.66,0.0,8.77,17.72,11.06,0.667,8,10,10,9.0,7.05,6.51,False,True,88.53,4.82,1.26,False,91.93,-1.38,2.26,-0.1,10.0,10.0,4999050.0,3966920.0,1.0,3177600.0,5194140.0,4796800.0,0.662,87.9,8,10,6,8.4,5,,True
VTRS,Health Care,Viatris,2024-12-23,11.69,-4.66,9.04,19.7,10.95,0.667,28,8,9,18.2,10.73,2.29,False,True,11.64,6.18,2.116,False,12.69,-7.9,2.89,-5.6,8.0,12.0,13748550.0,6496583.0,0.667,5182600.0,11908480.0,10593940.0,0.489,94.83,9,3,21,9.0,6,剛爆發,True
RMD,Health Care,ResMed,2024-12-23,229.9,-6.36,-2.22,22.37,9.04,0.333,37,22,6,26.3,7.69,0.52,False,False,238.44,8.79,1.101,False,256.28,-10.29,0.69,-6.48,11.0,9.0,779245.0,707711.0,1.222,390900.0,883480.0,788193.0,0.496,83.99,10,17,19,14.6,11,吃老本,True
VEEV,Health Care,Veeva Systems,2024-12-23,214.01,-6.07,1.5,16.94,7.33,0.667,34,17,11,24.3,10.7,5.61,False,False,223.14,9.62,1.167,False,258.93,-17.35,-2.58,-5.62,7.0,13.0,1537928.0,1317476.0,0.538,670800.0,1227740.0,1440693.0,0.466,74.1,11,26,24,19.6,19,吃老本,True
LH,Health Care,Labcorp,2024-12-23,226.71,-4.45,4.06,13.92,6.86,0.667,26,14,13,19.8,0.23,4.49,False,False,228.51,3.85,1.076,False,243.26,-6.8,1.52,-4.84,8.0,12.0,496675.0,461766.0,0.667,339800.0,480210.0,498026.0,0.682,76.53,12,23,5,15.0,12,吃老本,True
INCY,Health Care,Incyte,2024-12-23,69.23,-7.19,5.16,14.2,6.6,0.667,45,12,12,28.5,-2.03,-264.53,False,False,72.52,6.6,1.546,False,83.95,-17.53,3.24,-8.24,9.0,11.0,2353222.0,1522236.0,0.818,966400.0,2104450.0,1956353.0,0.494,85.67,13,13,20,14.4,10,,True
ABT,Health Care,Abbott Laboratories,2024-12-23,110.79,-3.18,2.76,11.77,5.78,0.667,23,15,15,19.0,0.76,3.17,False,False,111.6,4.11,1.267,False,116.58,-4.97,2.29,-3.33,8.0,12.0,5462162.0,4312175.0,0.667,2829500.0,5320670.0,5063966.0,0.559,81.08,14,21,12,16.4,16,吃老本,True
DGX,Health Care,Quest Diagnostics,2024-12-23,147.87,-6.17,-0.91,12.66,4.56,0.333,36,19,14,26.5,1.9,0.68,False,False,152.14,5.23,1.301,False,160.16,-7.68,0.73,-6.55,8.0,12.0,907687.0,697900.0,0.667,481000.0,785380.0,832133.0,0.578,79.13,15,22,11,17.0,17,吃老本,True
WST,Health Care,West Pharmaceutical Services,2024-12-23,331.37,2.32,7.21,1.3,3.03,1.0,5,11,26,11.0,23.75,-12.08,False,True,317.51,5.52,1.565,False,410.65,-19.31,1.9,3.06,9.0,11.0,614111.0,392336.0,0.818,397800.0,639200.0,544306.0,0.731,92.26,16,6,4,9.6,7,剛爆發,True
SYK,Health Care,Stryker Corporation,2024-12-23,360.96,-6.39,2.13,8.13,3.0,0.667,38,16,18,27.4,,,,,,,,,,,,,,,,,,,,,,,17,28,28,,28,吃老本,False
DVA,Health Care,DaVita,2024-12-23,154.3,-7.14,-5.38,11.35,2.54,0.333,43,25,16,32.2,,,,,,,,,,,,,,,,,,,,,,,18,28,28,,28,吃老本,False
MCK,Health Care,McKesson Corporation,2024-12-23,573.1,-8.15,18.24,-1.03,2.01,0.333,47,2,30,30.1,2.9,9.3,False,True,570.48,4.76,1.326,False,632.07,-9.33,-0.45,-7.84,6.0,14.0,972683.0,733807.0,0.429,361800.0,849820.0,850686.0,0.425,74.75,19,25,26,22.8,22,吃老本,True
HSIC,Health Care,Henry Schein,2024-12-23,70.42,-8.6,-3.82,9.86,1.82,0.333,49,23,17,34.8,,,,,,,,,,,,,,,,,,,,,,,20,28,28,,28,吃老本,False
ABBV,Health Care,AbbVie,2024-12-23,168.02,-2.69,-7.88,5.57,0.14,0.333,21,29,21,23.4,,,,,,,,,,,,,,,,,,,,,,,21,28,28,,28,吃老本,False
A,Health Care,Agilent Technologies,2024-12-23,133.65,-1.76,-8.31,4.92,-0.06,0.333,17,30,22,21.9,,,,,,,,,,,,,,,,,,,,,,,22,28,28,,28,吃老本,False
RVTY,Health Care,Revvity,2024-12-23,111.45,-3.57,-11.11,6.93,-0.21,0.333,25,34,19,26.5,,,,,,,,,,,,,,,,,,,,,,,23,28,28,,28,,False
BDX,Health Care,Becton Dickinson,2024-12-23,173.49,3.46,-4.94,-1.37,-1.05,0.333,2,24,32,14.6,1.12,5.8,False,True,173.44,4.07,0.896,False,186.57,-7.01,2.08,3.42,10.0,10.0,2672866.0,2982611.0,1.0,1807385.0,2851811.0,2945010.0,0.614,83.57,24,18,9,18.6,18,剛爆發,True
MDT,Health Care,Medtronic,2024-12-23,76.94,-5.89,-8.82,4.28,-1.54,0.333,33,31,23,30.4,,,,,,,,,,,,,,,,,,,,,,,25,28,28,,28,,False
TECH,Health Care,Bio-Techne,2024-12-23,72.34,-3.16,-7.19,2.07,-1.55,0.333,22,28,25,24.4,,,,,,,,,,,,,,,,,,,,,,,26,28,28,,28,,False
COR,Health Care,Cencora,2024-12-23,224.29,-9.79,1.12,1.17,-1.58,0.667,51,18,27,36.3,,,,,,,,,,,,,,,,,,,,,,,27,28,28,,28,,False
ZBH,Health Care,Zimmer Biomet,2024-12-23,105.02,-4.67,-1.03,-1.31,-2.08,0.0,29,20,31,26.7,,,,,,,,,,,,,,,,,,,,,,,28,28,28,,28,,False
PFE,Health Care,Pfizer,2024-12-23,23.61,1.56,-7.07,-2.02,-2.39,0.333,6,27,33,17.7,73.28,30.19,False,True,23.53,6.22,1.014,False,27.54,-14.29,3.3,3.06,11.0,9.0,43707327.0,43091322.0,1.222,35218300.0,47660890.0,44497293.0,0.791,89.24,29,8,2,15.2,14,剛爆發,True
GEHC,Health Care,GE HealthCare,2024-12-23,79.25,-4.46,-13.54,2.11,-3.44,0.333,27,39,24,30.0,,,,,,,,,,,,,,,,,,,,,,,30,28,28,,28,,False
JNJ,Health Care,Johnson & Johnson,2024-12-23,139.2,-6.43,-9.41,0.8,-3.56,0.333,39,32,29,34.9,,,,,,,,,,,,,,,,,,,,,,,31,28,28,,28,,False
COO,Health Care,Cooper Companies (The),2024-12-23,92.34,-11.6,-15.89,5.77,-3.99,0.333,52,43,20,42.9,,,,,,,,,,,,,,,,,,,,,,,32,28,28,,28,,False
EW,Health Care,Edwards Lifesciences,2024-12-23,75.65,6.03,13.62,-18.1,-4.14,0.667,1,5,51,12.2,13.97,0.88,False,True,70.51,5.29,1.282,False,96.12,-21.3,2.33,4.97,10.0,9.0,6228890.0,4859211.0,1.111,6102800.0,6197200.0,5636273.0,1.083,93.01,33,4,1,15.0,12,剛爆發,True
TMO,Health Care,Thermo Fisher Scientific,2024-12-23,523.17,-0.6,-14.32,-4.74,-6.1,0.0,9,40,36,23.7,0.5,4.72,False,False,535.57,5.16,1.073,False,623.56,-16.1,1.82,0.92,11.0,9.0,2045345.0,1905711.0,1.222,943200.0,1723040.0,1804873.0,0.523,88.39,34,9,17,20.6,21,剛爆發,True
UNH,Health Care,UnitedHealth Group,2024-12-23,491.09,-16.1,-12.01,0.88,-6.59,0.333,57,37,28,45.2,,,,,,,,,,,,,,,,,,,,,,,35,28,28,,28,剛爆發,False
IQV,Health Care,IQVIA,2024-12-23,199.39,-0.72,-15.08,-5.7,-6.8,0.0,11,41,39,25.6,1.04,3.02,False,False,206.85,6.37,1.149,False,261.73,-23.82,4.11,-1.01,9.0,11.0,1533833.0,1335336.0,0.818,503100.0,1462830.0,1478080.0,0.34,83.41,36,19,27,27.4,26,剛爆發,True
STE,Health Care,Steris,2024-12-23,205.29,-5.06,-12.77,-4.79,-6.85,0.0,31,38,37,34.3,,,,,,,,,,,,,,,,,,,,,,,37,28,28,,28,剛爆發,False
ZTS,Health Care,Zoetis,2024-12-23,159.94,-6.08,-15.31,-4.6,-7.65,0.0,35,42,35,37.1,,,,,,,,,,,,,,,,,,,,,,,38,28,28,,28,剛爆發,False
CRL,Health Care,Charles River Laboratories,2024-12-23,186.16,-6.48,-6.13,-9.88,-8.09,0.0,40,26,42,36.2,,,,,,,,,,,,,,,,,,,,,,,39,28,28,,28,剛爆發,False
DHR,Health Care,Danaher Corporation,2024-12-23,228.69,-3.47,-16.0,-7.31,-8.52,0.0,24,44,40,33.2,,,,,,,,,,,,,,,,,,,,,,,40,28,28,,28,剛爆發,False
CNC,Health Care,Centene Corporation,2024-12-23,60.6,1.0,-18.74,-8.6,-8.73,0.333,7,48,41,26.1,14.87,16.05,False,True,60.19,6.56,0.716,False,81.42,-25.57,1.49,1.12,12.0,8.0,5596583.0,7812062.0,1.5,3302700.0,8056910.0,7271366.0,0.454,86.3,41,12,25,26.2,25,剛爆發,True
DXCM,Health Care,Dexcom,2024-12-23,80.24,2.88,19.25,-29.23,-9.08,0.667,3,1,54,12.6,3.53,11.36,False,True,75.26,8.95,1.316,False,142.0,-43.49,5.83,2.74,11.0,9.0,3618027.0,2749800.0,1.222,1797800.0,3561770.0,3309566.0,0.543,95.33,42,2,13,20.2,20,剛爆發,True
UHS,Health Care,Universal Health Services,2024-12-23,179.3,-11.88,-21.43,-2.24,-9.45,0.0,53,52,34,48.9,,,,,,,,,,,,,,,,,,,,,,,43,28,28,,28,剛爆發,False
LLY,Health Care,Lilly (Eli),2024-12-23,774.74,-1.53,-10.63,-13.23,-9.66,0.0,15,33,47,26.8,-19.52,41.68,False,False,801.97,7.55,1.39,False,960.47,-19.34,3.38,-0.64,8.0,12.0,3928350.0,2825266.0,0.667,2096500.0,3589790.0,3410060.0,0.615,85.3,44,14,8,24.8,23,剛爆發,False
MTD,Health Care,Mettler Toledo,2024-12-23,1234.23,-1.36,-16.55,-11.69,-10.32,0.0,14,45,44,29.3,1.95,6.68,False,False,1271.93,7.27,1.1,False,1546.93,-20.21,2.34,-0.74,10.0,10.0,111060.0,100980.0,1.0,70700.0,112990.0,111086.0,0.636,84.74,45,15,7,25.4,24,剛爆發,True
HCA,Health Care,HCA Healthcare,2024-12-23,299.22,-7.35,-24.83,-5.48,-10.79,0.0,46,55,38,47.1,,,,,,,,,,,,,,,,,,,,,,,46,28,28,,28,剛爆發,False
MRK,Health Care,Merck & Co.,2024-12-23,94.7,-1.12,-11.6,-18.28,-12.32,0.0,12,35,52,26.9,0.03,6.31,False,False,95.78,4.48,0.745,False,126.02,-24.85,0.18,-2.54,9.0,10.0,10037611.0,13470020.0,0.9,6173600.0,11229620.0,12363746.0,0.499,75.09,47,24,18,32.0,27,剛爆發,True
VRTX,Health Care,Vertex Pharmaceuticals,2024-12-23,408.76,-12.68,-11.69,-12.79,-12.49,0.0,54,36,46,47.0,,,,,,,,,,,,,,,,,,,,,,,48,28,28,,28,剛爆發,False
IDXX,Health Care,Idexx Laboratories,2024-12-23,414.93,-1.62,-18.92,-14.83,-12.55,0.0,16,49,49,32.5,,,,,,,,,,,,,,,,,,,,,,,49,28,28,,28,剛爆發,False
ALGN,Health Care,Align Technology,2024-12-23,211.43,-9.17,-17.02,-12.43,-12.76,0.0,50,46,45,47.8,,,,,,,,,,,,,,,,,,,,,,,50,28,28,,28,剛爆發,False
AMGN,Health Care,Amgen,2024-12-23,250.73,-7.15,-17.95,-14.68,-13.61,0.0,44,47,48,45.7,,,,,,,,,,,,,,,,,,,,,,,51,28,28,,28,剛爆發,False
BAX,Health Care,Baxter International,2024-12-23,28.65,-13.38,-24.57,-11.59,-15.28,0.0,55,54,43,52.3,,,,,,,,,,,,,,,,,,,,,,,52,28,28,,28,剛爆發,False
CI,Health Care,Cigna,2024-12-23,270.04,-17.15,-19.51,-15.01,-16.67,0.0,58,50,50,54.0,,,,,,,,,,,,,,,,,,,,,,,53,28,28,,28,剛爆發,False
HUM,Health Care,Humana,2024-12-23,249.38,-13.75,-19.78,-31.39,-24.08,0.0,56,51,56,54.5,,,,,,,,,,,,,,,,,,,,,,,54,28,28,,28,剛爆發,False
BIIB,Health Care,Biogen,2024-12-23,151.31,-5.8,-22.27,-34.73,-24.38,0.0,32,53,58,43.5,,,,,,,,,,,,,,,,,,,,,,,55,28,28,,28,剛爆發,False
CVS,Health Care,CVS Health,2024-12-23,41.69,-25.66,-26.71,-22.97,-24.58,0.0,59,56,53,56.9,,,,,,,,,,,,,,,,,,,,,,,56,28,28,,28,剛爆發,False
ELV,Health Care,Elevance Health,2024-12-23,360.33,-8.45,-28.89,-31.03,-24.85,0.0,48,57,55,52.1,,,,,,,,,,,,,,,,,,,,,,,57,28,28,,28,剛爆發,False
REGN,Health Care,Regeneron Pharmaceuticals,2024-12-23,706.56,-5.04,-31.68,-32.22,-25.29,0.0,30,58,57,43.8,,,,,,,,,,,,,,,,,,,,,,,58,28,28,,28,剛爆發,False
MRNA,Health Care,Moderna,2024-12-23,40.13,-6.8,-38.97,-66.21,-44.55,0.0,42,59,59,50.5,,,,,,,,,,,,,,,,,,,,,,,59,28,28,,28,剛爆發,False
UAL,Industrials,United Airlines Holdings,2024-12-23,99.65,2.91,71.84,104.79,71.08,1.0,4,1,2,2.7,5.05,5.44,False,True,89.77,11.45,1.253,False,105.09,-5.18,4.28,3.43,11.0,9.0,5022827.0,4009055.0,1.222,3156900.0,4797430.0,4718960.0,0.669,94.03,1,3,6,2.8,1,,True
AXON,Industrials,Axon Enterprise,2024-12-23,610.98,-5.56,54.55,107.65,66.07,0.667,25,2,1,13.3,21.03,22.71,False,True,570.46,8.07,1.623,False,698.67,-12.55,-0.76,-3.78,10.0,10.0,1498670.0,923410.0,1.0,392100.0,1556480.0,1327693.0,0.295,90.83,2,4,29,8.2,2,,True
GEV,Industrials,GE Vernova,2024-12-23,332.65,-0.02,33.7,94.77,55.8,0.667,5,3,3,4.0,-232.71,38.98,False,True,322.31,10.43,1.308,False,355.59,-6.45,0.38,-0.38,10.0,10.0,3328480.0,2544480.0,1.0,1506600.0,3079490.0,3259373.0,0.462,87.81,3,7,22,8.4,3,,False
HWM,Industrials,Howmet Aerospace,2024-12-23,110.82,-6.04,12.2,43.51,23.29,0.667,29,11,4,18.6,8.6,11.56,False,True,110.7,6.53,1.038,False,120.27,-7.85,1.72,-4.69,9.0,11.0,2268855.0,2185681.0,0.818,1363200.0,2169070.0,2209753.0,0.617,78.31,4,21,9,11.8,8,吃老本,True
FIX,Industrials,Comfort Systems USA,2024-12-23,430.11,-12.42,10.84,42.31,20.76,0.667,69,13,5,39.4,2.41,17.19,False,False,445.28,10.98,1.074,False,508.52,-15.42,-0.73,-11.22,9.0,11.0,300355.0,279545.0,0.818,150600.0,319330.0,302973.0,0.497,74.05,5,25,18,15.6,15,吃老本,True
SNA,Industrials,Snap-on,2024-12-23,330.06,-7.07,19.79,33.12,19.74,0.667,38,4,6,21.4,2.4,2.84,False,False,334.11,5.69,1.589,False,359.22,-8.12,1.74,-6.96,7.0,13.0,525128.0,330523.0,0.538,149800.0,467110.0,439673.0,0.341,82.4,6,9,27,11.4,7,,True
DAL,Industrials,Delta Air Lines,2024-12-23,60.06,-4.01,19.21,29.96,18.78,0.667,16,5,9,11.3,-1.16,-0.78,False,True,59.76,7.59,1.105,False,66.18,-9.24,1.46,-3.71,9.0,11.0,7242477.0,6552227.0,0.818,7175400.0,7104060.0,7188460.0,0.998,79.97,7,18,1,10.2,6,吃老本,False
VRT,Industrials,Vertiv,2024-12-23,114.89,-9.76,17.0,33.05,18.33,0.667,56,6,7,31.2,10.19,17.03,False,False,121.53,13.77,1.115,False,145.35,-20.96,-0.29,-9.29,11.0,9.0,6096027.0,5465455.0,1.222,3813100.0,5612110.0,5590000.0,0.682,82.16,8,11,5,8.6,4,,True
PNR,Industrials,Pentair,2024-12-23,99.14,-7.2,4.52,32.6,15.63,0.667,40,26,8,29.4,1.72,6.69,False,False,101.88,7.63,0.929,False,108.52,-8.64,0.16,-7.18,8.0,12.0,1050812.0,1130666.0,0.667,642200.0,1160750.0,1139066.0,0.564,72.02,9,26,13,16.6,16,吃老本,True
LUV,Industrials,Southwest Airlines,2024-12-23,33.03,5.75,15.88,20.34,15.58,1.0,2,7,19,6.9,237.76,14.66,False,True,31.05,6.41,1.317,False,34.86,-5.26,4.39,5.75,10.0,9.0,8046600.0,6110933.0,1.111,2827100.0,5947290.0,6210693.0,0.455,94.91,10,2,23,9.4,5,剛爆發,True
CMI,Industrials,Cummins,2024-12-23,342.03,-6.37,8.12,28.19,14.53,0.667,32,17,11,23.3,21.94,10.4,False,False,346.06,6.66,1.118,False,377.83,-9.47,0.41,-5.36,10.0,10.0,718600.0,642940.0,1.0,240300.0,664220.0,728333.0,0.33,81.51,11,13,28,15.2,13,,True
PWR,Industrials,Quanta Services,2024-12-23,322.56,-6.21,8.93,27.26,14.31,0.667,30,16,13,22.4,1.01,0.09,False,False,325.13,7.34,1.32,False,349.56,-7.72,0.17,-6.05,9.0,11.0,1149277.0,870872.0,0.818,582000.0,1048160.0,1050926.0,0.554,81.81,12,12,14,12.4,9,,True
ADP,Industrials,Automatic Data Processing,2024-12-23,285.22,-3.0,9.1,25.36,14.2,0.667,11,15,15,13.0,5.32,1.38,False,False,285.63,3.67,0.994,False,296.63,-3.85,1.66,-3.0,9.0,11.0,1931188.0,1943072.0,0.818,1332000.0,2038160.0,2004466.0,0.665,78.53,13,20,7,14.6,12,吃老本,True
MMM,Industrials,3M,2024-12-23,126.54,-2.51,-4.68,28.76,12.58,0.333,10,49,10,21.7,4.13,14.92,False,True,126.34,4.67,1.141,False,136.66,-7.41,2.4,-1.74,7.0,12.0,3121371.0,2735775.0,0.583,1842600.0,2950940.0,3006306.0,0.613,78.63,14,19,10,15.2,13,,True
EME,Industrials,Emcor,2024-12-23,457.74,-9.95,7.62,25.98,12.41,0.667,59,19,14,38.0,16.82,42.86,False,False,479.88,6.99,0.972,False,530.48,-13.71,-1.06,-9.56,8.0,12.0,333125.0,342858.0,0.667,177600.0,349390.0,352153.0,0.504,70.84,15,27,17,20.2,20,吃老本,True
PH,Industrials,Parker Hannifin,2024-12-23,634.97,-8.41,1.99,27.94,12.36,0.667,50,35,12,37.9,0.95,8.81,False,False,660.64,8.18,0.972,False,702.64,-9.63,0.71,-8.01,7.0,13.0,571771.0,588069.0,0.538,392500.0,684300.0,650513.0,0.603,70.57,16,28,11,19.8,19,吃老本,True
PAYX,Industrials,Paychex,2024-12-23,132.46,-3.42,6.93,20.91,11.33,0.667,13,21,18,16.4,1.51,1.97,False,False,133.42,5.1,1.24,False,141.32,-6.26,2.51,-3.05,8.0,12.0,2530787.0,2040733.0,0.667,2032100.0,2813960.0,2563293.0,0.793,80.88,17,15,2,13.2,11,,True
WAB,Industrials,Wabtec,2024-12-23,190.57,-4.3,5.44,21.76,11.17,0.667,18,23,16,19.1,,,,,,,,,,,,,,,,,,,,,,,18,30,30,,30,吃老本,False
JCI,Industrials,Johnson Controls,2024-12-23,78.71,-4.38,3.86,21.23,10.49,0.667,20,28,17,21.8,,,,,,,,,,,,,,,,,,,,,,,19,30,30,,30,吃老本,False
EMR,Industrials,Emerson Electric,2024-12-23,122.64,-5.2,15.57,15.16,10.18,0.667,23,9,30,20.2,0.69,1.12,False,True,120.48,8.61,1.069,False,131.55,-6.78,2.75,-5.19,8.0,12.0,3122250.0,2920866.0,0.667,1653500.0,3453000.0,3164806.0,0.522,76.69,20,23,16,20.4,21,,True
BR,Industrials,Broadridge Financial Solutions,2024-12-23,220.13,-3.73,7.16,15.82,8.77,0.667,14,20,28,18.6,3.04,0.35,False,True,218.61,5.66,1.133,False,230.54,-4.51,0.98,-3.64,9.0,11.0,453000.0,399890.0,0.818,231400.0,453940.0,425200.0,0.544,80.3,21,17,15,18.2,17,,True
CHRW,Industrials,C.H. Robinson,2024-12-23,100.97,-1.02,-3.54,19.31,8.51,0.333,6,46,20,20.8,11.45,20.15,False,False,104.13,11.26,0.955,False,111.59,-9.52,-1.06,-0.71,9.0,11.0,1074122.0,1124154.0,0.818,517600.0,997000.0,1136586.0,0.455,78.14,22,22,23,22.2,23,,True
J,Industrials,Jacobs Solutions,2024-12-23,131.7,-4.36,4.17,16.19,8.05,0.667,19,27,26,22.8,,,,,,,,,,,,,,,,,,,,,,,23,30,30,,30,吃老本,False
BA,Industrials,Boeing,2024-12-23,180.72,16.26,15.61,-0.71,7.61,0.667,1,8,64,15.7,-19.66,-44.2,False,True,157.27,9.35,1.105,False,267.54,-32.45,2.08,18.58,15.0,5.0,11148213.0,10085420.0,3.0,6806900.0,11532670.0,11862193.0,0.574,100.0,24,1,12,12.4,9,剛爆發,True
GWW,Industrials,W. W. Grainger,2024-12-23,1055.36,-11.31,3.37,18.93,7.48,0.667,66,29,21,45.9,,,,,,,,,,,,,,,,,,,,,,,25,30,30,,30,,False
RTX,Industrials,RTX Corporation,2024-12-23,113.72,-4.2,-2.54,17.5,7.06,0.333,17,44,23,26.3,,,,,,,,,,,,,,,,,,,,,,,26,30,30,,30,,False
LII,Industrials,Lennox International,2024-12-23,609.71,-7.06,2.7,16.12,6.97,0.667,35,31,27,32.2,,,,,,,,,,,,,,,,,,,,,,,27,30,30,,30,,False
HON,Industrials,Honeywell Technologies,2024-12-23,219.71,-1.47,11.08,8.6,6.7,0.667,7,12,41,15.3,3.08,3.1,False,True,213.72,5.96,1.031,False,231.27,-5.0,1.16,-0.06,9.0,11.0,4063087.0,3939813.0,0.818,3089317.0,4614308.0,4180180.0,0.739,80.75,28,16,3,18.2,17,剛爆發,True
DE,Industrials,Deere & Company,2024-12-23,420.32,-7.69,3.25,15.51,6.64,0.667,44,30,29,36.8,,,,,,,,,,,,,,,,,,,,,,,29,30,30,,30,,False
