ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
1802,台玻,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,-7.55,-1.38,7,4.64,🎯 EARLY
1717,長興,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,11.5,-1.08,7,4.34,🎯 EARLY
2383,台光電,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,64.5,-0.26,7,3.52,🎯 EARLY
6672,騰輝電子-KY,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,93.94,0.2,7,3.06,
1303,南亞,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,103.46,0.35,7,2.91,
6449,鈺邦,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,-3.96,-0.92,14,2.68,
8039,台虹,CCL / High-Speed Materials,2026-09-03,81.03,3.26,🚀 Confirmed,123.33,0.66,7,2.6,
2375,凱美,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,9.99,-0.68,14,2.44,
2428,興勤,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,18.26,-0.54,14,2.3,
2483,百容,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,25.55,-0.42,14,2.18,
2472,立隆電,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,26.2,-0.41,14,2.17,
2478,大毅,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,26.56,-0.4,14,2.16,
2327,國巨*,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,29.1,-0.36,14,2.12,
3090,日電貿,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,30.98,-0.33,14,2.09,
5234,達興材料,Energy Storage / Battery,2026-09-03,40.9,1.29,⚠️ Price Leading,-21.69,-0.7,8,1.99,
2492,華新科,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,36.66,-0.23,14,1.99,
3042,晶技,Passive Components,2026-09-03,50.38,1.76,⚠️ Price Leading,42.66,-0.13,14,1.89,
8110,華東,Advanced Packaging,2026-09-03,23.21,0.42,🚀 Confirmed,-22.2,-1.46,20,1.88,🎯 EARLY
4532,瑞智,Thermal / Liquid Cooling,2026-09-03,28.15,0.67,🔥 Overheated,-3.55,-1.18,9,1.85,
