symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
TTWO,Communication Services,Take-Two Interactive,2026-06-22,238.53,6.41,25.75,-6.86,4.61,0.667,2,1,11,3.5,38.21,-87.12,False,True,223.45,18.2,1.277,False,264.79,-9.92,-0.31,9.48,10.0,10.0,3565940.0,2791890.0,1.0,6491700.0,3754570.0,3176786.0,2.043,92.92,6,3,3,4.2,2,
EA,Communication Services,Electronic Arts,2026-06-22,205.25,1.75,1.7,0.41,1.07,1.0,4,11,5,6.3,39.62,-76.4,False,True,202.17,1.91,1.031,True,205.69,-0.21,1.53,2.04,13.0,6.0,2283361.0,2215083.0,2.167,3121700.0,2485950.0,2220213.0,1.406,100.0,7,1,7,4.6,3,剛爆發
TKO,Communication Services,TKO Group Holdings,2026-06-22,215.88,5.63,14.55,0.07,5.08,1.0,3,5,6,4.2,-32.11,-113.67,False,True,193.54,12.12,0.99,False,225.15,-4.12,8.6,8.07,12.0,8.0,1577891.0,1594175.0,1.5,1709200.0,2087940.0,1721906.0,0.993,98.1,5,2,14,5.6,4,
PHM,Consumer Discretionary,PulteGroup,2026-06-22,137.61,16.69,20.3,15.94,17.22,1.0,3,12,7,6.5,-1.15,-9.5,False,True,120.93,14.44,1.55,False,143.89,-4.36,8.39,16.86,12.0,8.0,2168916.0,1399637.0,1.5,3188000.0,2340870.0,2013160.0,1.584,100.0,6,1,9,4.6,1,
RCL,Consumer Discretionary,Royal Caribbean Group,2026-06-22,318.13,12.35,22.15,12.54,14.89,1.0,10,9,14,10.5,12.59,0.13,False,True,277.45,17.38,1.052,False,360.34,-11.71,1.8,13.68,12.0,8.0,2908066.0,2765137.0,1.5,7234400.0,3040850.0,2826526.0,2.559,99.83,8,6,4,6.4,2,
MGM,Consumer Discretionary,MGM Resorts,2026-06-22,49.19,12.64,35.44,30.55,27.29,1.0,9,2,1,5.3,1.31,189.62,False,True,42.15,7.7,1.573,False,51.59,-4.65,5.02,14.58,8.0,12.0,6878200.0,4373108.0,0.667,5227300.0,3863630.0,3565873.0,1.466,98.28,2,9,14,7.2,3,吃老本
MNST,Consumer Staples,Monster Beverage,2026-06-22,96.38,9.42,34.18,24.67,23.23,1.0,8,1,6,5.5,10.16,-4.5,False,True,85.45,7.39,0.951,False,97.87,-1.52,5.52,9.54,14.0,6.0,6270650.0,6590833.0,2.333,13420600.0,6494380.0,6333880.0,2.119,100.0,2,1,4,2.0,1,
KDP,Consumer Staples,Keurig Dr Pepper,2026-06-22,33.4,12.01,28.24,21.77,20.95,1.0,4,2,7,4.0,4.25,2.01,False,True,29.41,12.86,0.834,False,34.77,-3.94,9.36,11.98,14.0,5.0,15917571.0,19076140.0,2.8,54796000.0,20163930.0,18370053.0,2.983,100.0,5,1,1,2.6,2,
MO,Consumer Staples,Altria,2026-06-22,73.79,7.64,12.66,32.2,21.17,1.0,13,8,4,9.7,5.92,-1.33,False,True,69.53,8.25,1.051,False,73.92,-0.18,6.76,4.06,14.0,6.0,9175957.0,8732566.0,2.333,15697700.0,9976420.0,9286526.0,1.69,100.0,4,1,7,3.4,3,
VLO,Energy,Valero Energy,2026-06-22,258.37,5.94,2.47,59.87,32.04,1.0,5,3,1,3.6,33.47,16.95,False,True,245.07,11.99,0.965,False,264.59,-2.35,9.76,5.93,9.0,11.0,3312677.0,3432754.0,0.818,8402800.0,3977380.0,3590493.0,2.34,86.62,1,3,2,2.0,1,
WMB,Energy,Williams Companies,2026-06-22,77.92,9.95,6.68,32.83,20.57,1.0,1,2,7,2.5,16.43,-1.37,False,True,73.38,12.11,1.32,False,79.49,-1.98,6.56,7.34,11.0,8.0,8266718.0,6263175.0,1.375,13012500.0,8387680.0,7273946.0,1.789,100.0,4,1,3,2.6,2,
TRGP,Energy,Targa Resources,2026-06-22,271.34,6.88,9.49,50.54,29.36,1.0,2,1,3,1.9,7.4,12.12,False,True,257.68,8.08,0.701,False,278.7,-2.64,5.43,4.0,11.0,9.0,1045809.0,1491522.0,1.222,2130700.0,1431350.0,1235940.0,1.724,85.17,2,5,4,3.6,3,
GL,Financials,Globe Life,2026-06-22,178.98,17.01,33.03,26.63,25.83,1.0,3,7,4,4.4,-1.35,-3.2,False,True,157.52,9.59,0.818,False,180.82,-1.02,5.01,16.59,15.0,5.0,625466.0,765020.0,3.0,922700.0,801040.0,706700.0,1.306,100.0,4,1,14,4.8,1,
CINF,Financials,Cincinnati Financial,2026-06-22,184.08,17.58,20.44,12.98,15.99,1.0,2,24,18,11.8,8.24,16.6,False,True,165.07,11.13,0.748,False,185.2,-0.6,8.75,15.68,14.0,6.0,826107.0,1104550.0,2.333,1547600.0,1083950.0,956933.0,1.617,100.0,15,1,5,7.4,3,剛爆發
ALL,Financials,Allstate,2026-06-22,239.61,16.88,18.83,16.5,17.18,1.0,4,27,13,12.7,47.01,40.74,False,True,216.89,9.64,0.823,False,240.16,-0.23,8.34,16.21,13.0,7.0,1826861.0,2219028.0,1.857,2880100.0,2198210.0,1969240.0,1.463,100.0,13,1,10,7.6,4,剛爆發
MRNA,Health Care,Moderna,2026-06-22,67.27,42.55,35.73,115.61,77.38,1.0,1,11,1,4.0,12.37,18.88,False,True,51.16,33.27,1.339,False,69.29,-2.91,5.18,41.41,12.0,8.0,9265483.0,6918600.0,1.5,14456700.0,10913530.0,8980513.0,1.61,100.0,1,1,12,3.2,1,
RVTY,Health Care,Revvity,2026-06-22,112.95,8.1,34.81,16.98,19.22,1.0,26,13,14,19.7,4.47,7.8,False,True,96.86,18.73,0.988,False,118.13,-4.39,13.02,11.66,12.0,8.0,1507083.0,1525612.0,1.5,3674600.0,1605380.0,1489773.0,2.467,100.0,11,1,2,5.2,3,剛爆發
HUM,Health Care,Humana,2026-06-22,383.84,25.97,127.54,49.4,63.08,1.0,3,1,4,2.6,1.05,0.68,False,True,298.33,9.03,0.81,False,385.49,-0.43,6.68,24.63,14.0,6.0,1450928.0,1791966.0,2.333,1704900.0,1724640.0,1573200.0,1.084,100.0,2,1,22,5.6,4,
URI,Industrials,United Rentals,2026-06-22,1121.66,12.65,53.07,36.06,34.46,1.0,12,2,10,8.6,8.63,-6.05,False,True,982.92,8.75,1.129,False,1143.69,-1.93,4.17,13.48,13.0,7.0,601807.0,533257.0,1.857,959600.0,595040.0,581133.0,1.651,100.0,7,1,11,5.4,1,剛爆發
