ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
1802,台玻,CCL / High-Speed Materials,2026-09-15,84.56,2.64,🔥 Overheated,-4.04,-1.12,4,3.76,
2383,台光電,CCL / High-Speed Materials,2026-09-15,84.56,2.64,🔥 Overheated,45.75,-0.49,4,3.13,
1303,南亞,CCL / High-Speed Materials,2026-09-15,84.56,2.64,🔥 Overheated,121.51,0.47,4,2.17,
3661,世芯-KY,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,-6.13,-1.34,9,1.87,🎯 EARLY
3481,群創,Display & Optical,2026-09-15,49.84,1.02,🚀 Confirmed,19.63,-0.81,3,1.83,🎯 EARLY
3533,嘉澤,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,-16.84,-1.36,10,1.69,🎯 EARLY
2308,台達電,Thermal / Liquid Cooling,2026-09-15,31.0,0.14,⚠️ Price Leading,3.74,-1.49,4,1.63,
6213,聯茂,CCL / High-Speed Materials,2026-09-15,84.56,2.64,🔥 Overheated,175.02,1.14,4,1.5,
6789,采鈺,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,7.64,-0.93,9,1.46,🎯 EARLY
6515,穎崴,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,-9.05,-1.16,8,1.37,🎯 EARLY
2368,金像電,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,-4.71,-1.04,10,1.37,🎯 EARLY
2409,友達,Display & Optical,2026-09-15,49.84,1.02,🚀 Confirmed,38.62,-0.3,3,1.32,🎯 EARLY
2330,台積電,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,13.85,-0.75,9,1.28,🎯 EARLY
2449,京元電子,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,-3.15,-1.0,8,1.21,🎯 EARLY
2313,華通,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,3.56,-0.82,10,1.15,🎯 EARLY
2324,仁寶,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,6.84,-0.74,13,1.02,
3665,貿聯-KY,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,7.13,-0.73,13,1.01,
2317,鴻海,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,7.91,-0.71,13,0.99,
2382,廣達,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,9.27,-0.67,13,0.95,
3034,聯詠,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,26.1,-0.39,9,0.92,🎯 EARLY
4938,和碩,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,11.13,-0.62,13,0.9,
6805,富世達,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,13.29,-0.57,10,0.9,🎯 EARLY
2379,瑞昱,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,28.45,-0.32,9,0.85,🎯 EARLY
6239,力成,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,12.06,-0.57,8,0.78,🎯 EARLY
3044,健鼎,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,18.8,-0.43,10,0.76,🎯 EARLY
3036,文曄,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,-11.38,-0.91,8,0.74,🎯 EARLY
2330,台積電,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,13.85,-0.52,8,0.73,🎯 EARLY
2337,旺宏,Memory / HBM,2026-09-15,22.18,-0.27,💰 Capital Leading,-0.92,-1.0,5,0.73,🎯 EARLY
2356,英業達,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,19.36,-0.4,13,0.68,
2345,智邦,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,1.66,-0.88,7,0.63,
2308,台達電,Data Center Power / PSU,2026-09-15,20.78,-0.33,❄️ Weak,3.74,-0.94,4,0.61,
6770,力積電,Memory / HBM,2026-09-15,22.18,-0.27,💰 Capital Leading,2.01,-0.87,5,0.6,🎯 EARLY
2404,漢唐,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,-4.77,-0.74,8,0.57,🎯 EARLY
3231,緯創,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,26.4,-0.21,13,0.49,
2609,陽明,Shipping / Logistics,2026-09-15,16.82,-0.52,💰 Capital Leading,4.25,-0.98,4,0.46,🎯 EARLY
2376,技嘉,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,28.16,-0.16,13,0.44,
1504,東元,Robotics / Automation,2026-09-15,20.68,-0.34,💰 Capital Leading,-1.21,-0.77,4,0.43,🎯 EARLY
6531,愛普*,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,43.12,0.11,9,0.42,
2317,鴻海,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,7.91,-0.62,7,0.37,
2382,廣達,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,9.27,-0.56,7,0.31,
4904,遠傳,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,10.78,-0.49,7,0.24,
2308,台達電,EV / Auto Electronics,2026-09-15,9.6,-0.86,❄️ Weak,3.74,-1.02,4,0.16,
2357,華碩,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,41.24,0.19,13,0.09,
3037,欣興,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,44.59,0.25,10,0.08,
3045,台灣大,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,15.22,-0.31,7,0.06,
2383,台光電,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,45.75,0.28,10,0.05,
7769,鴻勁,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,16.73,-0.19,8,0.02,🎯 EARLY
2347,聯強,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,17.07,-0.19,8,0.02,🎯 EARLY
1590,亞德客-KY,Robotics / Automation,2026-09-15,20.68,-0.34,💰 Capital Leading,10.7,-0.35,4,0.01,🎯 EARLY
6139,亞翔,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,17.15,-0.18,8,0.01,🎯 EARLY
7750,新代,Robotics / Automation,2026-09-15,20.68,-0.34,💰 Capital Leading,10.72,-0.35,4,0.01,🎯 EARLY
2360,致茂,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,17.24,-0.18,8,0.01,🎯 EARLY
3711,日月光投控,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,39.56,0.2,8,0.01,
2327,國巨*,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,44.96,0.3,13,-0.02,
6415,矽力*-KY,Data Center Power / PSU,2026-09-15,20.78,-0.33,❄️ Weak,15.62,-0.28,4,-0.05,
2301,光寶科,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,46.53,0.34,13,-0.06,
2344,華邦電,Memory / HBM,2026-09-15,22.18,-0.27,💰 Capital Leading,17.52,-0.2,5,-0.07,🎯 EARLY
1519,華城,Smart Grid / Transformer,2026-09-15,3.15,-1.16,💰 Capital Leading,-8.86,-1.09,4,-0.07,🎯 EARLY
3008,大立光,Display & Optical,2026-09-15,49.84,1.02,🚀 Confirmed,91.26,1.12,3,-0.1,
3037,欣興,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,44.59,0.34,8,-0.13,
2360,致茂,Data Center Power / PSU,2026-09-15,20.78,-0.33,❄️ Weak,17.24,-0.19,4,-0.14,
6669,緯穎,AI Server / ODM,2026-09-15,34.08,0.28,⚠️ Price Leading,50.44,0.44,13,-0.16,
2603,長榮,Shipping / Logistics,2026-09-15,16.82,-0.52,💰 Capital Leading,12.34,-0.35,4,-0.17,🎯 EARLY
3653,健策,Thermal / Liquid Cooling,2026-09-15,31.0,0.14,⚠️ Price Leading,37.26,0.34,4,-0.2,
3702,大聯大,Semiconductor Equipment & Materials,2026-09-15,24.38,-0.17,💰 Capital Leading,26.72,0.06,8,-0.23,
2303,聯電,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,71.19,0.94,9,-0.41,
2357,華碩,Thermal / Liquid Cooling,2026-09-15,31.0,0.14,⚠️ Price Leading,41.24,0.56,4,-0.42,
3665,貿聯-KY,EV / Auto Electronics,2026-09-15,9.6,-0.86,❄️ Weak,7.13,-0.43,4,-0.43,
3017,奇鋐,Thermal / Liquid Cooling,2026-09-15,31.0,0.14,⚠️ Price Leading,41.77,0.59,4,-0.45,
2618,長榮航,Shipping / Logistics,2026-09-15,16.82,-0.52,💰 Capital Leading,16.11,-0.06,4,-0.46,🎯 EARLY
8046,南電,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,69.16,0.89,10,-0.56,
2454,聯發科,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,78.07,1.14,9,-0.61,
1504,東元,Smart Grid / Transformer,2026-09-15,3.15,-1.16,💰 Capital Leading,-1.21,-0.39,4,-0.77,🎯 EARLY
8046,南電,Advanced Packaging,2026-09-15,32.4,0.21,🚀 Confirmed,69.16,1.03,8,-0.82,
4958,臻鼎-KY,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,85.42,1.31,10,-0.98,
2207,和泰車,EV / Auto Electronics,2026-09-15,9.6,-0.86,❄️ Weak,10.28,0.12,4,-0.98,
3443,創意,AI / HPC Semiconductor,2026-09-15,39.31,0.53,🚀 Confirmed,91.53,1.53,9,-1.0,
3189,景碩,PCB / HDI / IC Substrate,2026-09-15,35.12,0.33,🚀 Confirmed,92.2,1.49,10,-1.16,
6531,愛普*,Memory / HBM,2026-09-15,22.18,-0.27,💰 Capital Leading,43.12,0.91,5,-1.18,
1605,華新,Smart Grid / Transformer,2026-09-15,3.15,-1.16,💰 Capital Leading,5.44,0.21,4,-1.37,
6669,緯穎,Cloud / Data Center / Cybersecurity,2026-09-15,22.54,-0.25,❄️ Weak,50.44,1.17,7,-1.42,
