symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,earnings_passed
MS,Financials,Morgan Stanley,2023-08-21,75.91,-9.12,0.11,-13.29,-8.9,0.333,56,66,58,59.4,,,,,,,,,,,,,,,,,,,,,,,58,30,30,,30,剛爆發,False
TRV,Financials,Travelers Companies (The),2023-08-21,153.18,-6.71,-5.64,-11.82,-9.0,0.0,49,74,55,57.7,,,,,,,,,,,,,,,,,,,,,,,59,30,30,,30,剛爆發,False
USB,Financials,U.S. Bancorp,2023-08-21,31.08,-10.19,17.53,-23.32,-9.83,0.333,59,10,68,46.1,-23.51,-7.17,False,False,31.69,10.61,1.151,False,42.5,-26.87,-3.61,-10.19,7.0,13.0,11554400.0,10042792.0,0.538,11005900.0,9579440.0,9902926.0,1.111,70.65,60,27,7,36.2,29,剛爆發,False
RF,Financials,Regions Financial Corporation,2023-08-21,16.21,-8.44,5.5,-18.29,-9.88,0.333,54,46,64,53.6,,,,,,,,,,,,,,,,,,,,,,,61,30,30,,30,剛爆發,False
NTRS,Financials,Northern Trust,2023-08-21,68.23,-6.73,3.85,-18.61,-10.03,0.333,50,51,65,53.3,,,,,,,,,,,,,,,,,,,,,,,62,30,30,,30,剛爆發,False
BAC,Financials,Bank of America,2023-08-21,26.44,-10.66,1.47,-15.48,-10.04,0.333,61,58,60,59.9,,,,,,,,,,,,,,,,,,,,,,,63,30,30,,30,剛爆發,False
MTB,Financials,M&T Bank,2023-08-21,114.01,-10.33,2.67,-18.02,-10.93,0.333,60,55,63,59.1,,,,,,,,,,,,,,,,,,,,,,,64,30,30,,30,剛爆發,False
ALL,Financials,Allstate,2023-08-21,98.49,-6.51,-3.21,-18.89,-11.88,0.0,48,71,66,58.5,,,,,,,,,,,,,,,,,,,,,,,65,30,30,,30,剛爆發,False
STT,Financials,State Street Corporation,2023-08-21,61.43,-5.09,-0.49,-21.17,-11.98,0.0,42,67,67,54.5,,,,,,,,,,,,,,,,,,,,,,,66,30,30,,30,剛爆發,False
PYPL,Financials,PayPal,2023-08-21,60.66,-17.29,1.61,-16.8,-12.32,0.333,74,57,62,66.5,,,,,,,,,,,,,,,,,,,,,,,67,30,30,,30,剛爆發,False
C,Financials,Citigroup,2023-08-21,37.62,-12.0,-6.46,-15.95,-12.59,0.0,67,75,61,68.2,,,,,,,,,,,,,,,,,,,,,,,68,30,30,,30,剛爆發,False
SCHW,Financials,Charles Schwab Corporation,2023-08-21,55.96,-11.5,8.76,-27.19,-14.28,0.333,64,29,71,54.9,,,,,,,,,,,,,,,,,,,,,,,69,30,30,,30,剛爆發,False
HBAN,Financials,Huntington Bancshares,2023-08-21,9.55,-10.85,4.63,-26.99,-15.05,0.333,62,49,70,59.7,,,,,,,,,,,,,,,,,,,,,,,70,30,30,,30,剛爆發,False
PNC,Financials,PNC Financial Services,2023-08-21,105.37,-13.11,0.32,-23.88,-15.13,0.333,69,65,69,67.8,,,,,,,,,,,,,,,,,,,,,,,71,30,30,,30,剛爆發,False
FITB,Financials,Fifth Third Bancorp,2023-08-21,22.7,-11.89,1.91,-28.23,-16.61,0.333,66,56,73,64.4,,,,,,,,,,,,,,,,,,,,,,,72,30,30,,30,剛爆發,False
KEY,Financials,KeyCorp,2023-08-21,9.32,-13.44,10.01,-38.7,-20.21,0.333,70,27,76,58.3,,,,,,,,,,,,,,,,,,,,,,,73,30,30,,30,剛爆發,False
CFG,Financials,Citizens Financial Group,2023-08-21,23.79,-15.78,0.68,-34.12,-20.84,0.333,72,64,74,70.0,,,,,,,,,,,,,,,,,,,,,,,74,30,30,,30,剛爆發,False
TFC,Financials,Truist Financial,2023-08-21,25.11,-11.26,-4.58,-36.6,-22.26,0.0,63,72,75,68.1,,,,,,,,,,,,,,,,,,,,,,,75,30,30,,30,剛爆發,False
XYZ,Financials,"Block, Inc.",2023-08-21,55.86,-28.71,-5.32,-27.79,-22.4,0.0,76,73,72,74.3,,,,,,,,,,,,,,,,,,,,,,,76,30,30,,30,剛爆發,False
LLY,Health Care,Lilly (Eli),2023-08-21,543.14,21.02,30.31,72.95,49.31,1.0,1,1,1,1.0,5.92,-6.33,False,True,468.93,5.14,1.563,False,546.82,-0.67,1.32,21.02,12.0,8.0,3794575.0,2427000.0,1.5,1847600.0,2490110.0,3630093.0,0.509,100.0,1,1,29,6.6,3,,True
WST,Health Care,West Pharmaceutical Services,2023-08-21,390.38,7.74,14.68,27.04,19.12,1.0,4,8,3,5.0,9.54,18.84,False,True,376.61,4.48,1.189,False,405.09,-3.63,1.54,7.74,12.0,8.0,401366.0,337512.0,1.5,329700.0,335190.0,359533.0,0.917,98.57,2,4,6,3.6,1,,True
STE,Health Care,Steris,2023-08-21,220.27,-1.58,13.21,21.91,13.86,0.667,20,11,5,14.3,7.53,7.06,False,True,217.82,4.36,0.814,False,247.12,-10.87,1.13,-1.58,11.0,9.0,331200.0,406855.0,1.222,161900.0,259090.0,271753.0,0.596,82.08,3,16,27,13.0,9,吃老本,True
BDX,Health Care,Becton Dickinson,2023-08-21,207.5,-0.11,16.55,18.58,13.4,0.667,14,5,7,9.9,1.58,4.03,False,True,198.96,4.08,1.194,False,212.91,-2.54,2.31,-0.11,10.0,10.0,1817446.0,1522024.0,1.0,1708296.0,1243761.0,1563203.0,1.093,86.75,4,10,3,6.2,2,吃老本,True
AMGN,Health Care,Amgen,2023-08-21,235.71,9.34,19.14,11.66,12.95,1.0,3,4,14,5.5,11.27,3.27,False,True,217.64,4.53,1.428,False,263.87,-10.67,-2.08,9.34,8.0,12.0,3177337.0,2224408.0,0.667,1786600.0,2203860.0,2489646.0,0.718,89.77,5,8,20,9.2,5,,True
ALGN,Health Care,Align Technology,2023-08-21,356.35,-6.69,24.86,16.35,12.72,0.667,44,2,9,24.4,9.09,7.39,False,True,350.18,7.77,0.888,False,413.2,-13.76,1.71,-6.69,7.0,13.0,486142.0,547461.0,0.538,421900.0,525610.0,511160.0,0.825,70.29,6,27,11,15.4,11,吃老本,True
DVA,Health Care,DaVita,2023-08-21,100.61,-0.43,6.71,22.23,12.69,0.667,16,19,4,14.5,19.82,29.78,False,False,102.54,8.55,1.185,False,116.97,-13.99,-0.94,-0.43,7.0,13.0,798028.0,673646.0,0.538,416900.0,572050.0,695686.0,0.599,78.18,7,20,26,16.0,14,吃老本,True
MCK,Health Care,McKesson Corporation,2023-08-21,417.55,5.07,9.27,18.21,12.69,1.0,7,15,8,9.6,23.89,0.93,False,True,411.61,6.38,1.046,False,435.01,-4.01,0.68,5.07,12.0,8.0,921483.0,880987.0,1.5,578300.0,725680.0,745460.0,0.776,94.12,7,7,15,8.6,4,,True
VRTX,Health Care,Vertex Pharmaceuticals,2023-08-21,350.06,-1.13,6.08,21.82,12.15,0.667,18,21,6,16.5,0.15,1.55,False,True,349.33,3.91,0.988,False,367.0,-4.62,1.52,-1.13,11.0,9.0,884772.0,895900.0,1.222,697900.0,699020.0,724213.0,0.964,85.55,9,13,5,9.8,7,,True
ISRG,Health Care,Intuitive Surgical,2023-08-21,297.55,-8.88,-3.05,28.78,11.41,0.333,48,47,2,38.5,6.88,2.83,False,False,322.23,10.16,0.771,False,358.07,-16.9,4.06,-8.88,8.0,12.0,1343350.0,1741266.0,0.667,1920600.0,1651840.0,1577133.0,1.218,69.8,10,29,2,16.0,14,吃老本,True
REGN,Health Care,Regeneron Pharmaceuticals,2023-08-21,823.55,11.29,14.52,9.69,11.3,1.0,2,9,18,7.3,3.47,5.55,False,True,752.34,6.96,1.426,False,840.56,-2.02,2.21,11.29,10.0,10.0,637190.0,446700.0,1.0,404500.0,560690.0,524413.0,0.771,97.62,11,5,16,9.6,6,剛爆發,True
VEEV,Health Care,Veeva Systems,2023-08-21,189.13,-6.12,14.29,14.55,9.32,0.667,43,10,10,26.5,13.55,10.62,False,False,197.67,5.14,0.971,False,226.13,-16.36,1.16,-6.12,7.0,13.0,662114.0,681638.0,0.538,688800.0,703870.0,661673.0,1.041,71.87,12,25,4,15.6,12,吃老本,True
COR,Health Care,Cencora,2023-08-21,175.38,-3.54,6.85,13.81,7.73,0.667,28,18,12,21.8,3.35,6.09,False,False,182.95,6.43,0.794,False,189.84,-7.62,-0.51,-3.54,12.0,8.0,2320258.0,2921200.0,1.5,1192700.0,1601890.0,2372146.0,0.503,84.07,13,15,30,17.2,17,,True
CAH,Health Care,Cardinal Health,2023-08-21,83.66,-4.43,6.36,14.33,7.65,0.667,37,20,11,26.7,4.86,16.77,False,False,87.55,11.77,0.627,False,91.13,-8.19,2.07,-4.43,11.0,9.0,1971763.0,3146322.0,1.222,2165900.0,3125520.0,2660740.0,0.814,77.47,14,21,12,16.4,16,吃老本,True
ZTS,Health Care,Zoetis,2023-08-21,175.48,-3.73,11.22,10.39,7.07,0.667,31,12,16,22.3,8.01,4.53,False,True,170.89,7.26,1.171,False,187.16,-6.24,0.69,-3.73,7.0,13.0,1894514.0,1618353.0,0.538,879700.0,1304270.0,1697586.0,0.518,76.6,15,22,28,20.4,20,吃老本,True
VTRS,Health Care,Viatris,2023-08-21,9.74,6.63,21.73,-1.32,6.43,0.667,5,3,33,10.0,5.44,10.56,False,True,9.21,4.04,1.623,False,10.64,-8.4,-1.52,6.63,11.0,9.0,10981690.0,6767255.0,1.222,5202000.0,6486910.0,8059960.0,0.645,100.0,16,1,25,11.8,8,剛爆發,True
HCA,Health Care,HCA Healthcare,2023-08-21,266.98,0.01,3.57,10.19,5.99,1.0,12,25,17,16.9,1.21,25.81,False,False,276.5,5.77,0.959,False,297.83,-10.36,1.58,0.01,11.0,9.0,1075318.0,1120811.0,1.222,879100.0,1040210.0,1041553.0,0.844,85.76,17,12,9,13.4,10,,True
JNJ,Health Care,Johnson & Johnson,2023-08-21,153.42,-4.03,8.49,8.17,5.2,0.667,32,16,19,24.6,,,,,,,,,,,,,,,,,,,,,,,18,31,31,,31,吃老本,False
COO,Health Care,Cooper Companies (The),2023-08-21,92.85,-5.61,0.55,12.37,4.92,0.667,41,38,13,34.5,1.69,7.45,False,False,95.26,4.08,0.83,False,99.9,-7.06,0.66,-5.61,7.0,13.0,911142.0,1097415.0,0.538,750000.0,914160.0,929840.0,0.807,69.5,19,30,13,22.2,23,吃老本,True
LH,Health Care,Labcorp,2023-08-21,205.35,-0.81,14.94,2.62,4.84,0.667,17,6,27,15.7,-0.97,-3.56,False,True,204.49,3.55,0.776,False,214.44,-4.24,-1.04,-0.81,7.0,13.0,599885.0,772646.0,0.538,512400.0,831850.0,736133.0,0.696,70.76,20,26,22,22.8,24,吃老本,True
IQV,Health Care,IQVIA,2023-08-21,219.01,-3.16,9.81,4.52,3.92,0.667,27,14,24,22.5,2.5,1.72,False,False,219.54,4.92,0.744,False,241.87,-9.45,2.35,-3.16,7.0,13.0,696928.0,936238.0,0.538,552300.0,736960.0,740246.0,0.746,70.15,21,28,18,23.2,25,吃老本,True
DHR,Health Care,Danaher Corporation,2023-08-21,222.71,-1.75,10.17,2.8,3.51,0.667,22,13,26,20.1,1.73,4.36,False,True,215.46,3.49,0.798,False,257.63,-13.56,1.64,-1.75,8.0,12.0,1905544.0,2389263.0,0.667,1557768.0,1947683.0,1881910.0,0.828,73.57,22,24,10,20.4,20,,True
SYK,Health Care,Stryker Corporation,2023-08-21,270.1,-1.72,2.29,6.58,3.43,0.667,21,29,21,23.4,,,,,,,,,,,,,,,,,,,,,,,23,31,31,,31,吃老本,False
BSX,Health Care,Boston Scientific,2023-08-21,50.76,-1.8,-0.59,7.98,3.39,0.333,23,43,20,28.4,,,,,,,,,,,,,,,,,,,,,,,24,31,31,,31,吃老本,False
TECH,Health Care,Bio-Techne,2023-08-21,79.0,-4.24,-3.91,10.81,3.37,0.333,34,49,15,34.7,0.34,-0.2,False,False,80.33,9.59,0.886,False,89.06,-11.3,2.45,-4.24,8.0,11.0,721775.0,814390.0,0.727,1020300.0,640580.0,716166.0,1.425,74.86,25,23,1,19.4,19,,True
MRK,Health Care,Merck & Co.,2023-08-21,100.48,3.64,-0.11,1.66,1.71,0.667,8,40,29,21.8,5.41,4.76,False,True,99.35,4.41,1.103,False,108.37,-7.27,0.92,3.64,13.0,7.0,7461153.0,6763928.0,1.857,4839100.0,6600150.0,6888153.0,0.703,99.71,26,3,21,15.8,13,剛爆發,True
IDXX,Health Care,Idexx Laboratories,2023-08-21,492.68,-10.87,5.06,5.24,1.17,0.667,52,22,22,37.0,,,,,,,,,,,,,,,,,,,,,,,27,31,31,,31,,False
ABT,Health Care,Abbott Laboratories,2023-08-21,97.9,-7.56,1.79,4.75,0.93,0.667,46,33,23,37.5,,,,,,,,,,,,,,,,,,,,,,,28,31,31,,31,,False
UNH,Health Care,UnitedHealth Group,2023-08-21,460.36,-2.74,2.0,1.76,0.7,0.667,24,31,28,26.9,,,,,,,,,,,,,,,,,,,,,,,29,31,31,,31,,False
CI,Health Care,Cigna,2023-08-21,263.74,-4.41,14.93,-4.08,0.59,0.333,36,7,37,27.5,1.57,3.27,False,False,267.48,9.56,0.804,False,318.38,-17.16,1.17,-4.41,12.0,8.0,1326550.0,1649437.0,1.5,1209400.0,1548970.0,1380473.0,0.876,84.4,30,14,7,19.0,18,剛爆發,True
ABBV,Health Care,AbbVie,2023-08-21,132.25,-2.76,7.82,-1.98,0.27,0.333,25,17,34,24.4,,,,,,,,,,,,,,,,,,,,,,,31,31,31,,31,,False
TMO,Health Care,Thermo Fisher Scientific,2023-08-21,536.42,-3.61,3.82,-0.09,0.01,0.333,30,24,31,28.4,,,,,,,,,,,,,,,,,,,,,,,32,31,31,,31,,False
BAX,Health Care,Baxter International,2023-08-21,39.02,-11.66,1.3,4.15,-0.51,0.667,53,35,25,42.0,,,,,,,,,,,,,,,,,,,,,,,33,31,31,,31,,False
MDT,Health Care,Medtronic,2023-08-21,74.47,-6.87,1.69,0.07,-1.26,0.667,45,34,30,38.7,,,,,,,,,,,,,,,,,,,,,,,34,31,31,,31,,False
GILD,Health Care,Gilead Sciences,2023-08-21,69.64,0.0,0.66,-2.88,-1.27,0.333,13,37,36,24.8,-18.25,-10.84,False,False,70.18,6.72,1.147,False,79.37,-12.26,1.29,0.0,7.0,11.0,5933628.0,5174481.0,0.636,3773300.0,5285430.0,5129560.0,0.736,80.13,35,18,19,25.0,27,剛爆發,False
HUM,Health Care,Humana,2023-08-21,461.87,5.66,-3.36,-5.25,-2.05,0.333,6,48,41,25.6,1.22,1.95,False,True,444.8,4.22,1.449,False,548.0,-15.72,-2.33,5.66,11.0,9.0,1276090.0,880677.0,1.222,579200.0,778400.0,845653.0,0.685,96.15,36,6,23,21.4,22,剛爆發,True
ELV,Health Care,Elevance Health,2023-08-21,430.83,-3.11,1.81,-4.73,-2.69,0.333,26,32,39,30.4,,,,,,,,,,,,,,,,,,,,,,,37,31,31,,31,剛爆發,False
HSIC,Health Care,Henry Schein,2023-08-21,76.85,-3.54,2.58,-4.91,-2.7,0.333,28,28,40,30.4,,,,,,,,,,,,,,,,,,,,,,,38,31,31,,31,剛爆發,False
DGX,Health Care,Quest Diagnostics,2023-08-21,124.83,-1.56,-0.52,-4.47,-2.76,0.0,19,42,38,29.7,,,,,,,,,,,,,,,,,,,,,,,39,31,31,,31,剛爆發,False
BIIB,Health Care,Biogen,2023-08-21,264.43,-0.3,-11.46,-2.07,-3.98,0.0,15,53,35,30.4,6.9,3.53,False,False,275.72,5.39,1.347,False,319.76,-17.3,1.26,-0.3,9.0,11.0,1006533.0,747163.0,0.818,608100.0,653110.0,775080.0,0.785,86.17,40,11,14,23.2,25,剛爆發,True
EW,Health Care,Edwards Lifesciences,2023-08-21,76.17,-9.04,-7.12,-0.1,-4.09,0.0,49,50,32,45.9,,,,,,,,,,,,,,,,,,,,,,,41,31,31,,31,剛爆發,False
CRL,Health Care,Charles River Laboratories,2023-08-21,200.39,-4.8,3.23,-8.83,-4.81,0.333,38,26,46,36.0,,,,,,,,,,,,,,,,,,,,,,,42,31,31,,31,剛爆發,False
BMY,Health Care,Bristol Myers Squibb,2023-08-21,53.91,1.09,-1.86,-10.02,-5.2,0.333,10,45,48,28.1,-11.98,3.87,False,False,54.37,2.97,1.494,False,68.98,-21.85,0.03,1.09,8.0,12.0,14369237.0,9616891.0,0.667,7953400.0,11238210.0,12199133.0,0.652,86.82,43,9,24,25.6,28,剛爆發,False
CNC,Health Care,Centene Corporation,2023-08-21,63.48,-4.08,1.21,-9.68,-5.55,0.333,33,36,47,36.7,,,,,,,,,,,,,,,,,,,,,,,44,31,31,,31,剛爆發,False
PFE,Health Care,Pfizer,2023-08-21,30.0,0.86,-2.17,-10.94,-5.8,0.333,11,46,50,29.3,15.28,24.68,False,True,29.95,6.06,0.887,False,43.91,-31.69,-0.76,0.86,10.0,10.0,23332310.0,26311570.0,1.0,16421300.0,22044770.0,21967826.0,0.748,80.73,45,17,17,28.2,29,剛爆發,True
UHS,Health Care,Universal Health Services,2023-08-21,129.48,-5.4,2.71,-10.41,-5.88,0.333,40,27,49,37.9,,,,,,,,,,,,,,,,,,,,,,,46,31,31,,31,剛爆發,False
WAT,Health Care,Waters Corporation,2023-08-21,273.37,-4.34,4.9,-12.95,-6.34,0.333,35,23,51,34.6,,,,,,,,,,,,,,,,,,,,,,,47,31,31,,31,剛爆發,False
RVTY,Health Care,Revvity,2023-08-21,114.01,-8.84,-1.43,-8.05,-6.59,0.0,47,44,43,45.3,,,,,,,,,,,,,,,,,,,,,,,48,31,31,,31,剛爆發,False
INCY,Health Care,Incyte,2023-08-21,63.86,1.22,2.05,-17.09,-7.73,0.667,9,30,53,24.1,14.45,-50.02,False,True,63.36,3.99,1.084,False,86.29,-25.99,-0.28,1.22,8.0,12.0,1518150.0,1401100.0,0.667,1113100.0,1274210.0,1311506.0,0.849,79.58,49,19,8,28.8,30,剛爆發,True
A,Health Care,Agilent Technologies,2023-08-21,116.98,-5.05,-0.42,-14.94,-8.84,0.0,39,41,52,42.2,,,,,,,,,,,,,,,,,,,,,,,50,31,31,,31,剛爆發,False
ZBH,Health Care,Zimmer Biomet,2023-08-21,112.07,-17.3,-9.57,-5.74,-9.59,0.0,55,51,42,51.2,,,,,,,,,,,,,,,,,,,,,,,51,31,31,,31,剛爆發,False
GEHC,Health Care,GE HealthCare,2023-08-21,68.23,-11.92,-12.51,-8.49,-10.35,0.0,54,55,45,52.5,,,,,,,,,,,,,,,,,,,,,,,52,31,31,,31,剛爆發,False
CVS,Health Care,CVS Health,2023-08-21,60.04,-9.77,0.34,-20.22,-12.47,0.333,50,39,56,47.9,,,,,,,,,,,,,,,,,,,,,,,53,31,31,,31,剛爆發,False
DXCM,Health Care,Dexcom,2023-08-21,100.76,-23.89,-12.42,-8.47,-13.31,0.0,56,54,44,53.0,,,,,,,,,,,,,,,,,,,,,,,54,31,31,,31,剛爆發,False
MRNA,Health Care,Moderna,2023-08-21,111.93,-5.67,-11.34,-19.63,-14.06,0.0,42,52,55,47.6,,,,,,,,,,,,,,,,,,,,,,,55,31,31,,31,剛爆發,False
MTD,Health Care,Mettler Toledo,2023-08-21,1175.45,-10.17,-12.81,-17.69,-14.59,0.0,51,56,54,53.1,,,,,,,,,,,,,,,,,,,,,,,56,31,31,,31,剛爆發,False
RMD,Health Care,ResMed,2023-08-21,156.75,-27.68,-25.08,-23.55,-24.97,0.0,57,57,57,57.0,,,,,,,,,,,,,,,,,,,,,,,57,31,31,,31,剛爆發,False
PODD,Health Care,Insulet Corporation,2023-08-21,183.0,-34.77,-32.88,-37.83,-35.83,0.0,58,58,58,58.0,,,,,,,,,,,,,,,,,,,,,,,58,31,31,,31,剛爆發,False
VRT,Industrials,Vertiv,2023-08-21,37.36,44.51,89.97,137.19,102.22,1.0,1,1,1,1.0,59.38,46.63,False,True,28.39,15.99,1.453,False,37.81,-1.19,10.39,44.51,13.0,7.0,10688638.0,7355571.0,1.857,10429700.0,6647620.0,7555820.0,1.38,100.0,1,1,6,2.0,1,,True
BLDR,Industrials,Builders FirstSource,2023-08-21,129.19,-10.07,11.78,61.37,31.11,0.667,71,32,2,45.5,50.24,90.26,False,False,138.69,21.72,1.093,False,156.85,-17.63,-3.69,-10.07,9.0,11.0,1657500.0,1516863.0,0.818,2317500.0,1641570.0,1456766.0,1.591,73.88,2,24,3,11.0,10,吃老本,True
LII,Industrials,Lennox International,2023-08-21,350.59,-0.73,29.02,44.76,29.46,0.667,25,5,3,14.6,18.88,14.59,False,True,333.07,8.93,1.109,False,371.67,-5.67,3.48,-0.73,9.0,11.0,256266.0,231100.0,0.818,166700.0,236140.0,221713.0,0.752,82.63,3,16,20,11.6,11,吃老本,True
EME,Industrials,Emcor,2023-08-21,218.55,3.92,28.96,33.27,24.86,1.0,11,6,6,8.5,24.47,26.78,False,True,196.93,6.33,0.932,False,221.89,-1.5,2.77,3.92,13.0,7.0,330907.0,354971.0,1.857,340400.0,286910.0,300333.0,1.133,97.63,4,6,10,6.0,2,,True
ETN,Industrials,Eaton Corporation,2023-08-21,216.55,10.74,23.39,31.26,24.17,1.0,2,9,9,5.5,4.68,5.34,False,True,200.06,6.14,1.075,False,217.76,-0.55,4.47,10.74,10.0,10.0,1991340.0,1852290.0,1.0,2433500.0,1615570.0,1552313.0,1.568,92.05,5,10,4,6.8,5,,True
BR,Industrials,Broadridge Financial Solutions,2023-08-21,174.33,9.46,23.36,31.48,23.94,1.0,3,10,8,6.1,3.44,1.05,False,True,160.84,4.2,1.049,False,175.46,-0.64,2.62,9.46,13.0,7.0,642446.0,612285.0,1.857,540500.0,731160.0,712346.0,0.759,100.0,6,1,19,6.6,4,,True
VRSK,Industrials,Verisk Analytics,2023-08-21,232.32,2.17,9.44,38.64,22.22,1.0,14,40,4,19.8,7.12,8.43,False,True,225.17,3.5,0.896,False,233.91,-0.68,2.71,2.17,11.0,9.0,880163.0,982155.0,1.222,907400.0,793050.0,788446.0,1.151,86.4,7,13,9,9.8,9,吃老本,True
CARR,Industrials,Carrier Global,2023-08-21,52.82,-6.73,35.07,25.38,19.78,0.667,56,2,14,31.4,2.57,7.5,False,True,51.16,6.79,0.863,False,57.64,-8.36,3.05,-6.73,10.0,10.0,4245850.0,4917790.0,1.0,3650500.0,4508480.0,4281913.0,0.853,77.29,8,21,17,15.0,15,吃老本,True
PWR,Industrials,Quanta Services,2023-08-21,204.52,2.39,18.02,27.9,19.05,1.0,12,20,12,14.4,,,,True,197.92,5.94,1.079,False,208.65,-1.98,1.08,2.39,13.0,7.0,752538.0,697714.0,1.857,634200.0,627390.0,610440.0,1.039,98.6,9,5,12,8.0,6,,False
GE,Industrials,GE Aerospace,2023-08-21,87.92,-2.12,9.06,34.24,18.86,0.667,31,43,5,29.4,48.14,97.56,False,True,86.91,5.18,0.973,False,92.62,-5.08,0.16,-2.12,10.0,10.0,4664856.0,4792424.0,1.0,3903596.0,4387191.0,4464363.0,0.874,80.83,10,19,16,14.8,13,吃老本,True
FIX,Industrials,Comfort Systems USA,2023-08-21,180.11,4.72,21.32,24.27,18.64,1.0,8,13,15,10.9,23.17,39.39,False,True,167.98,5.79,0.886,False,181.38,-0.7,2.85,4.72,13.0,7.0,204838.0,231157.0,1.857,348300.0,226040.0,222820.0,1.563,97.33,11,7,5,8.2,7,,True
HUBB,Industrials,Hubbell Incorporated,2023-08-21,311.12,4.35,11.62,28.68,18.33,1.0,10,33,11,17.1,9.52,45.06,False,True,307.22,8.13,1.329,False,327.08,-4.88,6.57,4.35,10.0,10.0,468935.0,352784.0,1.0,826860.0,375821.0,389115.0,2.125,93.5,12,9,1,8.6,8,,True
EMR,Industrials,Emerson Electric,2023-08-21,92.93,7.92,23.47,20.22,17.96,1.0,5,8,18,8.5,16.92,12.18,False,True,87.48,4.42,1.414,False,93.64,-0.75,1.93,7.92,12.0,8.0,3178425.0,2247812.0,1.5,4124800.0,2360620.0,2224360.0,1.854,100.0,13,1,2,6.0,2,剛爆發,True
FDX,Industrials,FedEx,2023-08-21,196.12,-3.76,16.08,28.71,17.43,0.667,43,25,10,31.0,1.13,24.6,False,True,194.15,5.31,1.022,False,205.38,-4.51,-1.49,-3.76,6.0,14.0,1965289.0,1923594.0,0.429,1756015.0,2135475.0,2007375.0,0.875,71.45,14,25,14,18.4,19,吃老本,True
UBER,Industrials,Uber,2023-08-21,43.96,-8.68,14.33,31.62,17.22,0.667,65,27,7,42.0,1825.79,7.39,False,False,44.82,6.24,0.921,False,49.49,-11.17,-1.63,-8.68,8.0,12.0,21951275.0,23835275.0,0.667,19132500.0,16352200.0,16905933.0,1.132,70.25,15,26,11,18.6,21,吃老本,True
CAT,Industrials,Caterpillar Inc.,2023-08-21,261.31,4.66,29.32,16.61,16.8,1.0,9,4,23,10.3,21.24,29.5,False,True,249.98,6.12,1.14,False,281.75,-7.25,-0.45,4.66,9.0,11.0,3424055.0,3002618.0,0.818,1291700.0,2096590.0,2235560.0,0.578,84.84,16,14,23,16.6,17,,True
ODFL,Industrials,Old Dominion,2023-08-21,201.08,-4.34,29.68,20.76,16.72,0.667,47,3,17,27.8,-1.49,-4.66,False,True,189.66,8.89,0.853,False,211.01,-4.71,3.95,-4.34,9.0,11.0,1234644.0,1447981.0,0.818,778400.0,1290280.0,1240933.0,0.627,76.17,17,22,21,19.8,22,,True
IR,Industrials,Ingersoll Rand,2023-08-21,68.72,7.35,17.03,19.57,15.88,1.0,7,21,19,13.6,13.81,24.92,False,True,65.63,6.42,0.984,False,69.12,-0.58,3.66,7.35,11.0,9.0,2350081.0,2387311.0,1.222,2648200.0,2115470.0,2138093.0,1.239,91.43,18,11,8,13.2,12,剛爆發,True
PNR,Industrials,Pentair,2023-08-21,64.75,-3.79,16.79,21.87,14.19,0.667,44,23,16,32.1,,,,,,,,,,,,,,,,,,,,,,,19,27,27,,27,吃老本,False
PH,Industrials,Parker Hannifin,2023-08-21,391.93,1.29,21.58,16.82,14.12,1.0,17,12,22,16.5,10.77,18.24,False,True,384.62,6.32,1.096,False,414.64,-5.48,1.75,1.29,9.0,11.0,746533.0,681281.0,0.818,596100.0,521140.0,580240.0,1.027,82.92,20,15,13,16.6,17,,True
PCAR,Industrials,Paccar,2023-08-21,76.16,-0.34,19.2,18.04,13.74,0.667,23,17,20,20.6,,,,,,,,,,,,,,,,,,,,,,,21,27,27,,27,吃老本,False
ADP,Industrials,Automatic Data Processing,2023-08-21,235.83,0.97,19.79,15.52,12.95,1.0,19,15,25,19.0,3.16,2.73,False,True,220.45,2.26,0.934,False,253.3,-6.9,0.8,0.97,10.0,10.0,1224330.0,1310200.0,1.0,1039500.0,1225140.0,1187460.0,0.875,82.26,22,17,14,18.4,19,,True
CPRT,Industrials,Copart,2023-08-21,43.8,-1.14,-0.32,26.53,12.9,0.333,27,67,13,36.2,12.54,5.87,False,False,44.59,5.94,0.99,False,47.38,-7.57,0.88,-1.14,10.0,10.0,3469500.0,3503760.0,1.0,3029700.0,3471160.0,3557746.0,0.852,82.0,23,18,18,20.0,23,,True
