stock_id,symbol,stock_name,sector,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vp_ratio_stock,vp_score_stock,rsi14,above_50ma,ma50,amp_10d_pct,vcp,high_52w,pct_from_high,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,trend_state,trend_pattern,trend_signal,explosive_verdict,vol_today,vol_10d_avg,trade_value_20d_est_NTD_M,inst_foreign_net_20d_shares,inst_trust_net_20d_shares,inst_dealer_net_20d_shares,inst_total_net_20d_shares,inst_total_net_20d_est_NTD_M,point_rank_in_sector,vp_score_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert
2330,2330,台積電,電子工業,2026-09-07,2460.0,2.71,7.48,32.69,18.89,1.0,2.29,3.36,13,7,15988468,18606820,1.857,0.859,95.83,57.95,True,2394.0,4.56,False,2535.0,-2.96,P+V-,P+V-,P+V+,⚠️ 頂部背離,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,,22426044,17283025,813007.5,25593313.0,-3380936.0,2098495.0,24310872.0,59804.7,21.0,11.0,16.0,14.0,剛爆發
2454,2454,聯發科,電子工業,2026-09-07,4760.0,18.41,17.65,178.4,98.21,1.0,21.27,20.2,9,11,7638507,8350659,0.818,0.915,98.91,70.84,True,3906.58,28.87,False,4940.48,-3.65,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,🔥 追高風險,14602382,8352933,661610.8,10723720.0,-4682341.0,-536549.0,5504830.0,26203.0,3.0,7.0,5.0,4.0,
2308,2308,台達電,電子零組件業,2026-09-07,1850.0,2.49,-17.53,48.18,20.33,0.667,0.54,1.93,10,8,8783865,10323002,1.25,0.851,85.02,54.94,True,1797.4,12.83,False,2571.55,-28.06,P+V-,P-V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,6954450,9324943,353695.7,-6817017.0,-5900349.0,659693.0,-12057673.0,-22306.7,13.0,12.0,12.5,14.0,
2317,2317,鴻海,電子工業,2026-09-07,256.0,-2.66,-2.18,21.49,9.53,0.333,2.4,-3.21,7,12,36496017,38013446,0.583,0.96,74.58,54.39,True,247.87,8.36,False,304.92,-16.04,P-V-,P-V-,P+V-,⚠️ 主升段結束,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警,,33150225,33121186,189312.8,-31962354.0,-5514912.0,-1640550.0,-39117816.0,-10014.2,27.0,30.0,28.5,30.0,
3711,3711,日月光投控,電子工業,2026-09-07,621.0,-1.27,16.05,91.35,49.37,0.667,6.34,-1.43,8,11,17017273,18106018,0.727,0.94,79.03,54.79,True,617.84,10.85,False,722.4,-14.04,P-V-,P+V-,P+V-,➡️ 中性,收斂,頭頭低·底底高,,,25611495,17506230,209188.5,41706807.0,-36891607.0,2202340.0,7017540.0,4357.9,11.0,24.0,17.5,15.0,吃老本
2881,2881,富邦金,金融保險,2026-09-07,149.5,16.8,33.25,72.13,48.58,1.0,3.82,16.34,10,9,21604827,17282996,1.111,1.25,99.88,70.27,True,130.09,15.92,False,155.5,-3.86,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,多頭確認,,21288140,23527254,55812.9,39749874.0,6334445.0,-97860.0,45986459.0,6875.0,3.0,11.0,7.0,9.0,吃老本
2383,2383,台光電,電子零組件業,2026-09-07,5495.0,-0.27,15.73,152.06,79.89,0.667,0.18,4.35,11,9,1887333,1954509,1.222,0.966,87.91,50.65,True,5291.43,12.72,False,6440.59,-14.68,P-V-,P+V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,1418217,1779844,218287.1,2026532.0,-1778620.0,279056.0,526968.0,2895.7,4.0,11.0,7.5,9.0,吃老本
1303,1303,南亞,塑膠工業,2026-09-07,230.5,21.32,137.55,192.07,135.75,1.0,-4.95,24.59,10,9,105219944,102109986,1.111,1.03,97.48,60.64,True,193.07,34.0,False,250.0,-7.8,P+V-,P+V+,P+V-,⚠️ 量能背離,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,🔥 追高風險,75130387,116245975,438138.4,-32186617.0,43896420.0,749783.0,12459586.0,2871.9,1.0,3.0,2.0,2.0,
2303,2303,聯電,電子工業,2026-09-07,143.0,16.26,20.2,142.41,80.32,1.0,10.85,16.26,9,8,183689558,132710693,1.125,1.384,100.0,63.05,True,133.42,20.27,False,182.38,-21.59,P+V-,P+V+,P+V+,⚠️ 頂部背離,擴散,頭頭高·底底低,多頭確認,🔥 追高風險,331842880,188628691,378433.4,21660616.0,-62508102.0,16480675.0,-24366811.0,-3484.5,5.0,1.0,3.0,3.0,
2408,2408,南亞科,電子工業,2026-09-07,517.0,5.73,52.77,121.18,75.21,1.0,-4.79,2.99,10,9,82959755,88739738,1.111,0.935,82.9,55.08,True,456.51,19.12,False,569.0,-9.14,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,空轉多預警,🔥 追高風險,55386547,81701244,860216.9,55202964.0,-828752.0,-2946260.0,51427952.0,26588.3,6.0,19.0,12.5,11.0,吃老本
2882,2882,國泰金,金融保險,2026-09-07,114.5,14.96,24.83,62.01,40.95,1.0,3.62,13.37,10,9,25600805,19385107,1.111,1.321,99.25,70.9,True,99.7,16.57,False,117.0,-2.14,P+V+,P+V-,P+V+,➡️ 中性,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,,25041144,27365186,47151.0,19439676.0,15496680.0,239007.0,35175363.0,4027.6,4.0,12.0,8.0,11.0,吃老本
3037,3037,欣興,電子零組件業,2026-09-07,949.0,-4.33,4.38,128.04,64.03,0.667,-5.01,-4.33,10,8,22158135,30913106,1.25,0.717,76.69,45.08,False,949.51,34.79,False,1230.0,-22.85,P-V-,P+V+,P+V-,➡️ 中性,擴散,頭頭高·底底低,,🔥 追高風險,20944439,29637071,502594.0,67463434.0,-11486515.0,1353891.0,57330810.0,54406.9,8.0,13.0,10.5,11.0,
2382,2382,廣達,電腦及週邊設備業,2026-09-07,347.5,10.14,-3.76,28.95,16.07,0.667,2.66,10.85,13,7,17015046,12104606,1.857,1.406,100.0,62.49,True,331.73,9.49,False,420.07,-17.27,P+V-,P-V-,P+V+,⚠️ 頂部背離,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,13294691,12114502,101398.1,24545912.0,9188808.0,-409252.0,33325468.0,11580.6,10.0,1.0,5.5,6.0,剛爆發
3017,3017,奇鋐,電腦及週邊設備業,2026-09-07,3420.0,24.65,33.86,96.59,62.92,1.0,-0.15,24.42,10,10,4977028,2979369,1.0,1.67,100.0,62.97,True,2711.86,25.72,False,3595.0,-4.87,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,,3105353,3863768,253603.9,4406462.0,3088722.0,-103863.0,7391321.0,25278.3,4.0,1.0,2.5,3.0,
2891,2891,中信金,金融保險,2026-09-07,67.4,0.9,6.88,38.42,21.15,1.0,4.17,1.35,11,9,32023690,31184005,1.222,1.027,88.79,58.35,True,65.37,9.72,False,70.97,-5.03,P+V-,P+V-,P+V+,⚠️ 頂部背離,多頭,頭頭高·底底高,多頭確認,,29096463,30036743,41543.4,-23265573.0,24727308.0,-3277461.0,-1815726.0,-122.4,13.0,14.0,13.5,15.0,
2059,2059,川湖,電子零組件業,2026-09-07,13905.0,13.31,125.79,340.19,204.87,1.0,-1.94,17.21,9,11,473880,499080,0.818,0.95,88.44,64.82,True,10468.78,11.83,False,15031.98,-7.5,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,,🔥 追高風險,274588,475222,134900.4,-65569.0,59468.0,112052.0,105951.0,1473.2,1.0,10.0,5.5,4.0,吃老本
2327,2327,國巨*,電子零組件業,2026-09-07,589.0,-4.54,-21.01,129.04,58.14,0.333,8.07,2.79,7,12,58913005,39131176,0.583,1.506,90.0,50.11,False,673.99,17.84,False,1220.0,-51.72,P-V-,P-V+,P+V+,➡️ 中性,收斂,頭頭低·底底高,空轉多預警,🔥 追高風險,68404675,47931354,543684.6,-43930885.0,-24716013.0,-621335.0,-69268233.0,-40799.0,9.0,9.0,9.0,10.0,
7769,7769,鴻勁,電子工業,2026-09-07,6565.0,3.39,-5.49,67.05,33.0,0.667,12.03,4.54,12,8,594990,556494,1.5,1.069,98.75,56.1,True,6304.85,15.6,False,8358.69,-21.46,P+V-,P-V-,P+V-,⚠️ 量能背離,空頭,頭頭低·底底低,,,1210932,706944,72675.2,1466416.0,-742241.0,21977.0,746152.0,4898.5,15.0,8.0,11.5,8.0,剛爆發
2345,2345,智邦,電子工業,2026-09-07,2100.0,-1.64,-12.54,62.19,27.55,0.333,3.19,-3.0,9,10,2761839,2996991,0.9,0.922,79.1,46.52,False,2241.65,13.59,False,2802.81,-25.08,P-V+,P-V-,P+V-,➡️ 中性,多頭,頭頭高·底底高,空轉多預警,,1880992,2880096,121368.8,-5017090.0,-5167748.0,146032.0,-10038806.0,-21081.5,18.0,23.0,20.5,23.0,
2412,2412,中華電,電子工業,2026-09-07,138.0,1.47,3.5,5.79,4.14,1.0,1.47,1.1,7,6,11060389,7794812,1.167,1.419,93.58,58.23,True,136.75,2.56,True,142.5,-3.16,P+V-,P+V+,P+V+,⚠️ 頂部背離,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,,8893095,9157783,24129.1,1071187.0,5703140.0,400082.0,7174409.0,990.1,32.0,12.0,22.0,25.0,剛爆發
2887,2887,台新新光金,金融保險,2026-09-07,41.1,15.61,54.01,76.97,55.89,1.0,6.61,14.48,12,8,68955113,53256482,1.5,1.295,100.0,71.46,True,35.72,15.75,False,42.65,-3.63,P+V-,P+V-,P+V-,⚠️ 量能衰竭,多頭,頭頭高·底底高,多頭確認,,57169903,67327657,47954.4,-10940393.0,168842413.0,-4606943.0,153295077.0,6300.4,2.0,1.0,1.5,2.0,
