ticker,stock_name,supply_chain,as_of_date,chain_point,chain_z_point,chain_state,stock_point,stock_z_in_chain,chain_size,price_lag,early_flag
2382,廣達,Cloud / Data Center / Cybersecurity,2026-09-11,21.32,-0.53,❄️ Weak,10.9,-0.47,8,-0.06,
6531,愛普*,AI / HPC Semiconductor,2026-09-11,48.84,0.57,🚀 Confirmed,71.33,0.64,9,-0.07,
4904,遠傳,Cloud / Data Center / Cybersecurity,2026-09-11,21.32,-0.53,❄️ Weak,11.63,-0.44,8,-0.09,
3653,健策,Thermal / Liquid Cooling,2026-09-11,40.72,0.24,🚀 Confirmed,49.28,0.33,4,-0.09,
2357,華碩,AI Server / ODM,2026-09-11,38.47,0.15,⚠️ Price Leading,48.49,0.24,13,-0.09,
7769,鴻勁,Semiconductor Equipment & Materials,2026-09-11,29.05,-0.22,💰 Capital Leading,23.36,-0.12,8,-0.1,🎯 EARLY
1519,華城,Smart Grid / Transformer,2026-09-11,7.5,-1.08,💰 Capital Leading,-6.42,-0.97,4,-0.11,🎯 EARLY
2603,長榮,Shipping / Logistics,2026-09-11,20.16,-0.58,💰 Capital Leading,14.57,-0.47,4,-0.11,🎯 EARLY
2301,光寶科,AI Server / ODM,2026-09-11,38.47,0.15,⚠️ Price Leading,50.53,0.29,13,-0.14,
3045,台灣大,Cloud / Data Center / Cybersecurity,2026-09-11,21.32,-0.53,❄️ Weak,12.97,-0.38,8,-0.15,
2303,聯電,AI / HPC Semiconductor,2026-09-11,48.84,0.57,🚀 Confirmed,73.97,0.72,9,-0.15,
2360,致茂,Semiconductor Equipment & Materials,2026-09-11,29.05,-0.22,💰 Capital Leading,26.69,-0.05,8,-0.17,🎯 EARLY
6669,緯穎,AI Server / ODM,2026-09-11,38.47,0.15,⚠️ Price Leading,52.08,0.33,13,-0.18,
3702,大聯大,Semiconductor Equipment & Materials,2026-09-11,29.05,-0.22,💰 Capital Leading,27.5,-0.03,8,-0.19,🎯 EARLY
6415,矽力*-KY,Data Center Power / PSU,2026-09-11,25.75,-0.35,❄️ Weak,22.79,-0.15,4,-0.2,
3665,貿聯-KY,EV / Auto Electronics,2026-09-11,10.54,-0.96,❄️ Weak,2.85,-0.68,4,-0.28,
2308,台達電,EV / Auto Electronics,2026-09-11,10.54,-0.96,❄️ Weak,2.98,-0.67,4,-0.29,
7750,新代,Robotics / Automation,2026-09-11,24.86,-0.39,💰 Capital Leading,22.97,-0.07,4,-0.32,🎯 EARLY
3037,欣興,Advanced Packaging,2026-09-11,41.0,0.26,🚀 Confirmed,64.39,0.59,8,-0.33,
8046,南電,PCB / HDI / IC Substrate,2026-09-11,46.05,0.46,🚀 Confirmed,80.32,0.84,10,-0.38,
2360,致茂,Data Center Power / PSU,2026-09-11,25.75,-0.35,❄️ Weak,26.69,0.05,4,-0.4,
1504,東元,Smart Grid / Transformer,2026-09-11,7.5,-1.08,💰 Capital Leading,0.4,-0.5,4,-0.58,🎯 EARLY
3017,奇鋐,Thermal / Liquid Cooling,2026-09-11,40.72,0.24,🚀 Confirmed,62.14,0.83,4,-0.59,
2454,聯發科,AI / HPC Semiconductor,2026-09-11,48.84,0.57,🚀 Confirmed,91.15,1.21,9,-0.64,
8046,南電,Advanced Packaging,2026-09-11,41.0,0.26,🚀 Confirmed,80.32,0.99,8,-0.73,
4958,臻鼎-KY,PCB / HDI / IC Substrate,2026-09-11,46.05,0.46,🚀 Confirmed,95.35,1.21,10,-0.75,
2618,長榮航,Shipping / Logistics,2026-09-11,20.16,-0.58,💰 Capital Leading,22.21,0.17,4,-0.75,
3443,創意,AI / HPC Semiconductor,2026-09-11,48.84,0.57,🚀 Confirmed,98.01,1.41,9,-0.84,
2408,南亞科,Memory / HBM,2026-09-11,36.26,0.07,⚠️ Price Leading,63.63,0.91,5,-0.84,
2207,和泰車,EV / Auto Electronics,2026-09-11,10.54,-0.96,❄️ Weak,9.62,-0.08,4,-0.88,
3189,景碩,PCB / HDI / IC Substrate,2026-09-11,46.05,0.46,🚀 Confirmed,106.71,1.49,10,-1.03,
6531,愛普*,Memory / HBM,2026-09-11,36.26,0.07,⚠️ Price Leading,71.33,1.17,5,-1.1,
1605,華新,Smart Grid / Transformer,2026-09-11,7.5,-1.08,💰 Capital Leading,9.32,0.13,4,-1.21,
3189,景碩,Advanced Packaging,2026-09-11,41.0,0.26,🚀 Confirmed,106.71,1.66,8,-1.4,
2301,光寶科,Data Center Power / PSU,2026-09-11,25.75,-0.35,❄️ Weak,50.53,1.27,4,-1.62,
2395,研華,Robotics / Automation,2026-09-11,24.86,-0.39,💰 Capital Leading,61.03,1.4,4,-1.79,
2615,萬海,Shipping / Logistics,2026-09-11,20.16,-0.58,💰 Capital Leading,35.66,1.31,4,-1.89,
6669,緯穎,Cloud / Data Center / Cybersecurity,2026-09-11,21.32,-0.53,❄️ Weak,52.08,1.4,8,-1.93,
2395,研華,Cloud / Data Center / Cybersecurity,2026-09-11,21.32,-0.53,❄️ Weak,61.03,1.8,8,-2.33,
2360,致茂,EV / Auto Electronics,2026-09-11,10.54,-0.96,❄️ Weak,26.69,1.44,4,-2.4,
2360,致茂,Smart Grid / Transformer,2026-09-11,7.5,-1.08,💰 Capital Leading,26.69,1.34,4,-2.42,
3532,台勝科,Semiconductor Equipment & Materials,2026-09-11,29.05,-0.22,💰 Capital Leading,139.79,2.34,8,-2.56,
2059,川湖,AI Server / ODM,2026-09-11,38.47,0.15,⚠️ Price Leading,163.98,3.03,13,-2.88,
