日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-08,寶島股價指數,52232.30,-,246.50,-0.47,
2026-09-08,發行量加權股價指數,47105.78,-,220.49,-0.47,
2026-09-08,臺灣公司治理100指數,29510.51,-,36.02,-0.12,
2026-09-08,臺灣50指數,43900.29,-,140.85,-0.32,
2026-09-08,臺灣50權重上限30%指數,37073.93,-,292.52,-0.78,
2026-09-08,臺灣中型100指數,36086.98,-,289.82,-0.80,
2026-09-08,臺灣資訊科技指數,91438.61,-,352.18,-0.38,
2026-09-08,臺灣發達指數,18653.64,-,286.77,-1.51,
2026-09-08,臺灣高股息指數,15959.01,+,2.53,0.02,
2026-09-08,臺灣就業99指數,30081.64,-,213.30,-0.70,
2026-09-08,臺灣高薪100指數,23510.42,-,122.69,-0.52,
2026-09-08,未含金融指數,41986.81,-,261.20,-0.62,
2026-09-08,未含電子指數,25853.01,+,130.97,0.51,
2026-09-08,未含金融電子指數,16652.23,-,4.51,-0.03,
2026-09-08,小型股300指數,13720.46,-,162.95,-1.17,
2026-09-08,水泥窯製類指數,628.82,-,2.11,-0.33,
2026-09-08,塑膠化工類指數,1165.44,+,6.75,0.58,
2026-09-08,機電類指數,16409.85,-,116.85,-0.71,
2026-09-08,水泥類指數,122.29,+,0.16,0.13,
2026-09-08,食品類指數,1938.20,+,22.86,1.19,
2026-09-08,塑膠類指數,390.14,+,2.56,0.66,
2026-09-08,紡織纖維類指數,473.94,-,1.53,-0.32,
2026-09-08,電機機械類指數,547.51,-,8.77,-1.58,
2026-09-08,電器電纜類指數,108.88,+,0.49,0.45,
2026-09-08,化學生技醫療類指數,170.12,+,1.07,0.63,
2026-09-08,化學類指數,191.40,-,1.58,-0.82,
2026-09-08,生技醫療類指數,97.63,+,1.20,1.24,
2026-09-08,玻璃陶瓷類指數,141.44,-,1.70,-1.19,
2026-09-08,造紙類指數,278.13,-,0.06,-0.02,
2026-09-08,鋼鐵類指數,121.34,+,0.61,0.51,
2026-09-08,橡膠類指數,190.63,-,1.66,-0.86,
2026-09-08,汽車類指數,296.73,-,2.51,-0.84,
2026-09-08,電子工業類指數,2982.88,-,20.94,-0.70,
2026-09-08,半導體類指數,1597.30,+,3.30,0.21,
2026-09-08,電腦及週邊設備類指數,465.23,-,20.05,-4.13,
2026-09-08,光電類指數,73.79,-,1.14,-1.52,
2026-09-08,通信網路類指數,232.17,-,4.29,-1.81,
2026-09-08,電子零組件類指數,906.93,-,26.51,-2.84,
2026-09-08,電子通路類指數,350.32,-,3.32,-0.94,
2026-09-08,資訊服務類指數,229.52,-,0.27,-0.12,
2026-09-08,其他電子類指數,276.27,-,4.45,-1.59,
2026-09-08,建材營造類指數,462.94,+,0.69,0.15,
2026-09-08,航運類指數,208.31,-,1.96,-0.93,
2026-09-08,觀光餐旅類指數,102.42,-,0.57,-0.55,
2026-09-08,金融保險類指數,3556.51,+,42.14,1.20,
2026-09-08,貿易百貨類指數,237.00,+,2.26,0.96,
2026-09-08,油電燃氣類指數,107.09,-,0.22,-0.21,
2026-09-08,綠能環保類指數,136.55,+,0.84,0.62,
2026-09-08,數位雲端類指數,39.11,-,0.50,-1.26,
2026-09-08,運動休閒類指數,58.09,+,0.10,0.17,
2026-09-08,居家生活類指數,100.53,+,1.98,2.01,
2026-09-08,其他類指數,277.08,+,0.92,0.33,
2026-09-08,臺指日報酬兩倍指數,232211.54,-,"2,184.07",-0.93,
2026-09-08,臺指反向一倍指數,1214.74,+,5.63,0.47,
2026-09-08,電子類兩倍槓桿指數,379912.78,-,"5,371.73",-1.39,
2026-09-08,電子類反向指數,747.59,+,5.18,0.70,
2026-09-08,臺灣生技指數,4308.57,+,12.26,0.29,
2026-09-08,臺灣中小型公司治理指數,19042.38,-,387.76,-2.00,
2026-09-08,臺灣IPO指數,9203.06,+,44.81,0.49,
2026-09-08,智慧中立指數,3133.95,+,17.94,0.58,
2026-09-08,臺灣企業社會責任中小型指數,15854.19,-,209.89,-1.31,
2026-09-08,特選臺灣電動車代表指數,21652.25,-,445.19,-2.01,
2026-09-08,臺灣科技龍頭通訊指數,25733.30,-,331.09,-1.27,
2026-09-08,臺灣全市場指數,16275.50,-,103.81,-0.63,
2026-09-08,臺灣全市場半導體指數,20986.95,-,27.16,-0.13,
2026-09-08,臺灣智慧移動與電動車指數,17493.34,-,422.17,-2.36,
2026-09-08,特選小資高價30指數,22594.79,-,215.13,-0.94,
2026-09-08,特選臺灣綠能及電動車指數,11817.31,-,114.76,-0.96,
2026-09-08,特選臺灣智能車供應鏈聯盟指數,18323.98,-,203.75,-1.10,
2026-09-08,臺灣全市場半導體精選30指數,16316.55,+,14.16,0.09,
2026-09-08,特選臺灣高股息30指數,6981.12,-,25.29,-0.36,
2026-09-08,臺灣友善環境指數,13561.87,-,90.74,-0.66,
2026-09-08,台灣永續價值指數,13817.04,-,26.34,-0.19,
2026-09-08,特選臺灣IC設計指數,7804.41,-,27.94,-0.36,
2026-09-08,特選臺灣環境永續高股息指數,7319.13,-,32.96,-0.45,
2026-09-08,特選臺灣IC設計產業代表指數,11336.38,-,52.69,-0.46,
2026-09-08,特選臺灣綠能指數,9250.34,-,165.19,-1.75,
2026-09-08,特選臺灣智慧50指數,11344.85,-,14.17,-0.12,
2026-09-08,臺灣晶圓製造指數,16938.57,-,62.16,-0.37,
2026-09-08,臺灣精選高息指數,8617.29,-,67.04,-0.77,
2026-09-08,臺灣多因子優選高股息30指數,11547.09,-,52.37,-0.45,
2026-09-08,特選臺灣優利高填息30指數,12959.00,-,116.92,-0.89,
2026-09-08,特選臺灣科技優息指數,14696.25,-,288.72,-1.93,
2026-09-08,臺灣半導體收益指數,15969.07,-,195.41,-1.21,
2026-09-08,臺灣優選成長高股息指數,12834.40,-,244.01,-1.87,
2026-09-08,特選臺灣ESG低碳高息40指數,11189.90,-,56.75,-0.50,
2026-09-08,臺灣優選多因子30指數,16019.34,+,161.16,1.02,
2026-09-08,臺灣創新科技50指數,22134.84,-,240.01,-1.07,
2026-09-08,臺灣全市場新經濟產業指數,3904.13,+,14.07,0.36,
2026-09-08,臺灣ESG永續高股息等權重指數,6970.60,-,42.14,-0.60,
2026-09-08,臺灣永續高息中小型指數,7735.88,-,26.41,-0.34,
