日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-17,特選臺灣優利高填息30指數,13154.82,+,130.07,1.00,
2026-09-17,特選臺灣科技優息指數,14717.73,+,62.56,0.43,
2026-09-17,臺灣半導體收益指數,15912.17,+,137.14,0.87,
2026-09-17,臺灣優選成長高股息指數,12682.76,+,21.68,0.17,
2026-09-17,特選臺灣ESG低碳高息40指數,11102.19,+,84.19,0.76,
2026-09-17,臺灣優選多因子30指數,16189.09,+,116.11,0.72,
2026-09-17,臺灣創新科技50指數,21437.85,+,68.23,0.32,
2026-09-17,臺灣全市場新經濟產業指數,3808.66,+,30.53,0.81,
2026-09-17,臺灣ESG永續高股息等權重指數,6981.74,+,50.79,0.73,
2026-09-17,臺灣永續高息中小型指數,7718.56,+,52.12,0.68,
2026-09-17,特選臺灣高息動能指數,11181.68,+,70.66,0.64,
2026-09-17,臺灣電子成長高息等權重指數,8369.47,+,57.02,0.69,
2026-09-17,特選臺灣優利成長指數,7194.45,+,57.55,0.81,
2026-09-17,臺灣價值高息指數,7627.24,+,51.89,0.68,
2026-09-17,特選臺灣IC設計動能指數,13092.66,-,0.64,--,
2026-09-17,臺灣趨勢動能高股息指數,8442.10,+,40.47,0.48,
2026-09-17,特選臺灣科技高息成長指數,8430.16,+,20.38,0.24,
2026-09-17,特選臺灣AI優息動能指數,7565.82,+,65.04,0.87,
2026-09-17,臺灣優選AI 50指數,9040.36,+,90.10,1.01,
2026-09-17,台灣旗艦動能50指數,10474.68,+,8.84,0.08,
2026-09-17,特選臺灣動能趨勢指數,15711.79,+,95.19,0.61,
2026-09-17,特選臺灣動能優息指數,7240.93,+,82.48,1.15,
2026-09-17,特選臺灣璞玉精選收益指數,4599.10,+,26.30,0.58,
2026-09-17,金融類日報酬兩倍指數,133002.88,+,"1,153.09",0.87,
2026-09-17,金融類日報酬反向一倍指數,1889.15,-,8.30,-0.44,
2026-09-17,漲升股利150指數,21656.08,+,191.72,0.89,
2026-09-17,藍籌30指數,27375.99,+,27.48,0.10,
2026-09-17,工業菁英30指數,25739.39,+,326.48,1.28,
2026-09-17,低波動股利精選30指數,13907.78,+,140.75,1.02,
2026-09-17,中小型A級動能50指數,30165.60,-,297.76,-0.98,
2026-09-17,特選高息低波指數,12760.46,+,122.35,0.97,
2026-09-17,臺灣永續指數,25868.99,+,163.22,0.63,
2026-09-17,存股雙十等權重指數,20644.16,-,65.59,-0.32,
2026-09-17,特選大蘋果指數,27680.39,+,3.54,0.01,
2026-09-17,中小型300指數,17368.11,+,130.06,0.75,
2026-09-17,微波高息精選20指數,14686.31,+,234.88,1.63,
2026-09-17,特選世代行動通訊指數,18571.59,+,11.71,0.06,
2026-09-17,智慧投資多因子30指數,8241.42,+,76.39,0.94,
2026-09-17,臺股期貨指數,24977.81,+,197.37,0.80,
2026-09-17,臺灣上櫃永續指數,12959.51,-,3.77,-0.03,
2026-09-17,特選台股領航指數,26101.11,-,92.47,-0.35,
2026-09-17,特選Smart多因子指數,19108.98,+,71.20,0.37,
2026-09-17,特選ESG高股息指數,14301.13,+,206.47,1.46,
2026-09-17,特選上櫃ESG成長指數,9736.36,-,79.11,-0.81,
2026-09-17,臺灣優息存股指數,6211.54,+,79.61,1.30,
2026-09-17,特選上櫃ESG永續高股息指數,13483.41,+,168.21,1.26,
2026-09-17,特選臺灣金融高股息存股指數,12007.54,+,40.10,0.34,
2026-09-17,特選臺灣產業龍頭存股等權重指數,9378.32,+,112.80,1.22,
2026-09-17,上櫃ESG 30指數,14547.99,-,257.16,-1.74,
2026-09-17,臺灣ESG低碳50指數,17132.71,+,104.73,0.62,
2026-09-17,臺灣創新板指數,22007.31,+,409.55,1.90,
2026-09-17,特選上櫃ESG龍頭指數,12770.26,+,93.92,0.74,
2026-09-17,臺灣市值動能50指數,11070.11,+,78.51,0.71,
2026-09-17,臺灣護城河概念優選50指數,10537.11,+,67.17,0.64,
2026-09-17,特選臺灣中小型精選動能100指數,6970.44,+,10.91,0.16,
2026-09-17,特選臺灣大型股25指數,11744.06,+,129.02,1.11,
2026-09-17,特選臺灣TOP 50指數,9364.33,+,81.08,0.87,
2026-09-17,臺灣璞玉指數,5717.34,+,46.73,0.82,
2026-09-17,特選臺灣市值領航50指數,6438.12,+,34.95,0.55,
2026-09-17,臺灣璞玉中小優選100指數,4724.58,+,11.75,0.25,
2026-09-17,寶島股價報酬指數,79813.86,+,692.05,0.87,
2026-09-17,發行量加權股價報酬指數,107026.66,+,"1,015.37",0.96,
2026-09-17,臺灣公司治理100報酬指數,44439.79,+,466.92,1.06,
2026-09-17,臺灣50報酬指數,99619.72,+,"1,048.62",1.06,
2026-09-17,臺灣50權重上限30%報酬指數,86485.88,+,461.61,0.54,
2026-09-17,臺灣中型100報酬指數,77858.21,+,495.36,0.64,
2026-09-17,臺灣資訊科技股報酬指數,192894.33,+,"2,170.90",1.14,
2026-09-17,臺灣發達報酬指數,39371.85,+,247.99,0.63,
2026-09-17,臺灣高股息報酬指數,52889.99,+,648.86,1.24,
2026-09-17,臺灣就業99報酬指數,52937.38,+,403.93,0.77,
2026-09-17,臺灣高薪100報酬指數,41227.37,+,341.15,0.83,
2026-09-17,未含金融電子報酬指數,40671.72,+,884.46,2.22,
2026-09-17,小型股300報酬指數,20611.12,+,212.82,1.04,
2026-09-17,水泥類報酬指數,285.46,+,3.54,1.26,
2026-09-17,食品類報酬指數,3440.36,+,37.53,1.10,
2026-09-17,塑膠類報酬指數,776.10,+,35.77,4.83,
2026-09-17,紡織纖維類報酬指數,890.24,+,16.19,1.85,
2026-09-17,電機機械類報酬指數,871.47,+,10.72,1.25,
2026-09-17,電器電纜類報酬指數,187.45,+,1.65,0.89,
2026-09-17,化學生技醫療類報酬指數,281.01,+,4.33,1.56,
2026-09-17,化學類報酬指數,367.56,+,8.88,2.48,
2026-09-17,生技醫療類報酬指數,139.21,+,1.62,1.18,
2026-09-17,玻璃陶瓷類報酬指數,178.23,+,0.06,0.03,
2026-09-17,造紙類報酬指數,473.98,+,9.01,1.94,
2026-09-17,鋼鐵類報酬指數,226.21,+,1.93,0.86,
2026-09-17,橡膠類報酬指數,352.99,+,5.38,1.55,
2026-09-17,汽車類報酬指數,533.88,+,8.99,1.71,
2026-09-17,電子工業類報酬指數,6023.93,+,50.49,0.85,
2026-09-17,半導體類報酬指數,2999.61,+,44.56,1.51,
2026-09-17,電腦及週邊設備類報酬指數,1161.88,+,5.39,0.47,
2026-09-17,光電類報酬指數,118.03,-,1.02,-0.86,
2026-09-17,通信網路類報酬指數,548.56,-,0.21,-0.04,
2026-09-17,電子零組件類報酬指數,1751.84,-,36.42,-2.04,
2026-09-17,電子通路類報酬指數,1049.67,+,30.17,2.96,
2026-09-17,資訊服務類報酬指數,659.99,-,1.19,-0.18,
2026-09-17,其他電子類報酬指數,501.20,+,2.78,0.56,
2026-09-17,建材營造類報酬指數,1074.41,+,17.70,1.68,
2026-09-17,航運類報酬指數,487.75,+,9.25,1.93,
2026-09-17,觀光餐旅類報酬指數,162.88,+,1.04,0.64,
2026-09-17,金融保險類報酬指數,7255.28,+,31.58,0.44,
2026-09-17,貿易百貨類報酬指數,425.19,+,6.13,1.46,
2026-09-17,油電燃氣類報酬指數,200.31,+,11.88,6.30,
2026-09-17,綠能環保類報酬指數,144.54,+,1.90,1.33,
2026-09-17,數位雲端類報酬指數,43.86,+,0.57,1.32,
2026-09-17,運動休閒類報酬指數,65.74,+,0.87,1.34,
2026-09-17,居家生活類報酬指數,116.74,-,0.19,-0.16,
2026-09-17,其他類報酬指數,546.19,+,3.27,0.60,
2026-09-17,臺灣生技報酬指數,4952.07,+,79.37,1.63,
2026-09-17,臺灣中小型公司治理報酬指數,28512.39,+,246.75,0.87,
2026-09-17,臺灣IPO報酬指數,10842.70,+,156.00,1.46,
2026-09-17,智慧中立報酬指數,4611.25,+,38.66,0.85,
2026-09-17,加權指數掩護性臺指買權價外5%報酬指數,17677.68,+,130.60,0.74,
2026-09-17,臺灣企業社會責任中小型報酬指數,21731.96,+,200.15,0.93,
2026-09-17,特選臺灣電動車代表報酬指數,26339.19,-,80.62,-0.31,
2026-09-17,臺灣科技龍頭通訊報酬指數,30614.08,+,92.38,0.30,
2026-09-17,臺灣全市場報酬指數,19185.11,+,127.57,0.67,
2026-09-17,臺灣全市場半導體報酬指數,24804.88,+,187.58,0.76,
2026-09-17,臺灣智慧移動與電動車報酬指數,20805.12,-,96.88,-0.46,
2026-09-17,特選小資高價30報酬指數,25426.28,-,30.61,-0.12,
2026-09-17,特選臺灣綠能及電動車報酬指數,14252.20,+,117.00,0.83,
2026-09-17,特選臺灣智能車供應鏈聯盟報酬指數,21346.54,+,55.43,0.26,
2026-09-17,臺灣全市場半導體精選30報酬指數,18914.60,+,147.08,0.78,
2026-09-17,特選臺灣高股息30報酬指數,11298.85,+,68.39,0.61,
2026-09-17,臺灣友善環境報酬指數,16166.91,+,136.70,0.85,
2026-09-17,台灣永續價值報酬指數,16031.32,+,135.22,0.85,
2026-09-17,特選臺灣IC設計報酬指數,9436.86,+,38.37,0.41,
2026-09-17,特選臺灣環境永續高股息報酬指數,11415.93,+,143.70,1.27,
2026-09-17,特選臺灣IC設計產業代表報酬指數,13670.44,-,7.74,-0.06,
2026-09-17,特選臺灣綠能報酬指數,10669.51,+,32.37,0.30,
2026-09-17,特選臺灣智慧50報酬指數,13510.64,+,96.08,0.72,
2026-09-17,臺灣晶圓製造報酬指數,19855.81,+,236.89,1.21,
2026-09-17,臺灣精選高息報酬指數,13323.15,+,38.98,0.29,
2026-09-17,臺灣多因子優選高股息30報酬指數,15566.25,+,186.74,1.21,
2026-09-17,特選臺灣優利高填息30報酬指數,18040.39,+,178.37,1.00,
2026-09-17,特選臺灣科技優息報酬指數,17885.49,+,76.02,0.43,
2026-09-17,臺灣半導體收益報酬指數,18701.20,+,161.18,0.87,
2026-09-17,臺灣優選成長高股息報酬指數,15267.55,+,26.10,0.17,
2026-09-17,特選臺灣ESG低碳高息40報酬指數,13437.13,+,102.83,0.77,
2026-09-17,臺灣優選多因子30報酬指數,18457.96,+,132.39,0.72,
2026-09-17,臺灣創新科技50報酬指數,23828.90,+,75.84,0.32,
2026-09-17,臺灣全市場新經濟產業報酬指數,4399.31,+,35.56,0.81,
2026-09-17,臺灣ESG永續高股息等權重報酬指數,8434.22,+,61.35,0.73,
2026-09-17,臺灣永續高息中小型報酬指數,9001.07,+,60.79,0.68,
2026-09-17,特選臺灣高息動能報酬指數,12956.75,+,81.87,0.64,
2026-09-17,臺灣電子成長高息等權重報酬指數,9579.60,+,65.26,0.69,
2026-09-17,特選臺灣優利成長報酬指數,8344.56,+,66.75,0.81,
2026-09-17,臺灣價值高息報酬指數,8834.65,+,60.09,0.68,
2026-09-17,特選臺灣IC設計動能報酬指數,13881.90,-,0.68,--,
2026-09-17,臺灣趨勢動能高股息報酬指數,9717.65,+,46.59,0.48,
2026-09-17,特選臺灣科技高息成長報酬指數,9766.19,+,23.60,0.24,
2026-09-17,特選臺灣AI優息動能報酬指數,8411.81,+,72.31,0.87,
2026-09-17,臺灣優選AI 50報酬指數,10019.18,+,99.85,1.01,
2026-09-17,台灣旗艦動能50報酬指數,11221.01,+,9.47,0.08,
2026-09-17,特選臺灣動能趨勢報酬指數,17047.20,+,103.28,0.61,
2026-09-17,特選臺灣動能優息報酬指數,7617.42,+,86.76,1.15,
2026-09-17,特選臺灣璞玉精選收益報酬指數,4775.35,+,27.31,0.58,
2026-09-17,漲升股利150報酬指數,34003.05,+,301.02,0.89,
2026-09-17,藍籌30報酬指數,39177.84,+,39.33,0.10,
2026-09-17,工業菁英30報酬指數,37421.81,+,474.67,1.28,
2026-09-17,低波動股利精選30報酬指數,20828.03,+,210.79,1.02,
2026-09-17,中小型A級動能50報酬指數,40102.77,-,395.84,-0.98,
2026-09-17,特選高息低波報酬指數,21331.86,+,204.53,0.97,
2026-09-17,臺灣永續報酬指數,37074.93,+,233.92,0.63,
2026-09-17,存股雙十等權重報酬指數,31069.20,-,98.71,-0.32,
2026-09-17,特選大蘋果報酬指數,37542.83,+,4.80,0.01,
2026-09-17,中小型300報酬指數,22913.14,+,171.58,0.75,
2026-09-17,微波高息精選20報酬指數,20258.35,+,323.98,1.63,
2026-09-17,特選世代行動通訊報酬指數,23746.19,+,14.97,0.06,
2026-09-17,智慧投資多因子30報酬指數,11777.50,+,109.17,0.94,
2026-09-17,特選大蘋果報酬正向兩倍指數,203078.17,+,51.92,0.03,
2026-09-17,特選大蘋果報酬反向一倍指數,1066.44,-,0.14,-0.01,
2026-09-17,臺灣上櫃永續報酬指數,16375.43,-,4.51,-0.03,
2026-09-17,特選台股領航報酬指數,34379.54,-,121.79,-0.35,
2026-09-17,特選Smart多因子報酬指數,23729.28,+,88.42,0.37,
2026-09-17,特選ESG高股息報酬指數,20549.04,+,296.66,1.46,
2026-09-17,特選上櫃ESG成長報酬指數,11410.74,-,92.71,-0.81,
2026-09-17,臺灣優息存股報酬指數,8069.86,+,103.42,1.30,
2026-09-17,特選上櫃ESG永續高股息報酬指數,16347.12,+,203.93,1.26,
2026-09-17,特選臺灣金融高股息存股報酬指數,14337.55,+,47.87,0.33,
2026-09-17,特選臺灣產業龍頭存股等權重報酬指數,11062.03,+,133.06,1.22,
2026-09-17,上櫃ESG 30報酬指數,16311.68,-,288.34,-1.74,
2026-09-17,臺灣ESG低碳50報酬指數,19344.27,+,118.25,0.62,
2026-09-17,臺灣創新板報酬指數,22731.69,+,423.04,1.90,
2026-09-17,特選上櫃ESG龍頭報酬指數,14060.71,+,103.40,0.74,
2026-09-17,臺灣市值動能50報酬指數,11722.97,+,83.14,0.71,
2026-09-17,臺灣護城河概念優選50報酬指數,11113.99,+,70.84,0.64,
2026-09-17,特選臺灣中小型精選動能100報酬指數,7339.71,+,11.49,0.16,
2026-09-17,特選臺灣大型股25報酬指數,12229.12,+,134.35,1.11,
2026-09-17,特選臺灣TOP 50報酬指數,9508.08,+,82.32,0.87,
2026-09-17,臺灣璞玉報酬指數,5938.44,+,48.57,0.82,
2026-09-17,特選臺灣市值領航50報酬指數,6512.85,+,35.36,0.55,
2026-09-17,臺灣璞玉中小優選100報酬指數,4825.18,+,12.00,0.25,
