日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-04,電子工業類指數,2943.10,+,47.29,1.63,
2026-09-04,半導體類指數,1548.79,+,16.66,1.09,
2026-09-04,電腦及週邊設備類指數,495.83,+,22.21,4.69,
2026-09-04,光電類指數,77.49,+,1.88,2.49,
2026-09-04,通信網路類指數,237.73,+,0.81,0.34,
2026-09-04,電子零組件類指數,916.37,+,23.51,2.63,
2026-09-04,電子通路類指數,352.30,+,5.04,1.45,
2026-09-04,資訊服務類指數,230.51,+,2.55,1.12,
2026-09-04,其他電子類指數,277.36,+,6.99,2.59,
2026-09-04,建材營造類指數,463.49,+,2.91,0.63,
2026-09-04,航運類指數,210.66,-,1.48,-0.70,
2026-09-04,觀光餐旅類指數,102.98,+,0.26,0.25,
2026-09-04,金融保險類指數,3522.36,+,40.77,1.17,
2026-09-04,貿易百貨類指數,236.36,+,0.36,0.15,
2026-09-04,油電燃氣類指數,105.33,+,1.99,1.93,
2026-09-04,綠能環保類指數,131.83,+,3.34,2.60,
2026-09-04,數位雲端類指數,39.81,+,0.70,1.79,
2026-09-04,運動休閒類指數,58.10,+,0.26,0.45,
2026-09-04,居家生活類指數,100.80,+,1.17,1.17,
2026-09-04,其他類指數,276.64,+,0.97,0.35,
2026-09-04,臺指日報酬兩倍指數,226841.18,+,"6,659.28",3.02,
2026-09-04,臺指反向一倍指數,1229.58,-,18.88,-1.51,
2026-09-04,電子類兩倍槓桿指數,370016.65,+,"11,702.88",3.27,
2026-09-04,電子類反向指數,758.05,-,12.58,-1.63,
2026-09-04,臺灣生技指數,4311.18,+,2.63,0.06,
2026-09-04,臺灣中小型公司治理指數,19450.82,+,392.72,2.06,
2026-09-04,臺灣IPO指數,8933.87,+,341.39,3.97,
2026-09-04,智慧中立指數,3126.43,-,14.87,-0.47,
2026-09-04,臺灣企業社會責任中小型指數,16083.12,+,250.31,1.58,
2026-09-04,特選臺灣電動車代表指數,22254.71,+,657.95,3.05,
2026-09-04,臺灣科技龍頭通訊指數,25474.62,+,422.56,1.69,
2026-09-04,臺灣全市場指數,16107.68,+,263.83,1.67,
2026-09-04,臺灣全市場半導體指數,20204.19,+,291.01,1.46,
2026-09-04,臺灣智慧移動與電動車指數,17628.55,+,430.80,2.50,
2026-09-04,特選小資高價30指數,22253.14,+,374.47,1.71,
2026-09-04,特選臺灣綠能及電動車指數,11804.87,+,273.06,2.37,
2026-09-04,特選臺灣智能車供應鏈聯盟指數,18051.59,+,364.42,2.06,
2026-09-04,臺灣全市場半導體精選30指數,15775.66,+,198.32,1.27,
2026-09-04,特選臺灣高股息30指數,7047.87,+,96.20,1.38,
2026-09-04,臺灣友善環境指數,13427.29,+,188.06,1.42,
2026-09-04,台灣永續價值指數,13637.94,+,224.02,1.67,
2026-09-04,特選臺灣IC設計指數,7539.58,+,51.99,0.69,
2026-09-04,特選臺灣環境永續高股息指數,7415.14,+,21.70,0.29,
2026-09-04,特選臺灣IC設計產業代表指數,10890.51,+,113.84,1.06,
2026-09-04,特選臺灣綠能指數,9398.22,+,212.43,2.31,
2026-09-04,特選臺灣智慧50指數,11108.64,+,163.72,1.50,
2026-09-04,臺灣晶圓製造指數,16206.69,+,302.86,1.90,
2026-09-04,臺灣精選高息指數,8717.58,+,145.79,1.70,
2026-09-04,臺灣多因子優選高股息30指數,11508.18,+,138.86,1.22,
2026-09-04,特選臺灣優利高填息30指數,13137.99,+,190.44,1.47,
2026-09-04,特選臺灣科技優息指數,14992.90,+,328.97,2.24,
2026-09-04,臺灣半導體收益指數,15618.57,+,218.47,1.42,
2026-09-04,臺灣優選成長高股息指數,13041.05,+,252.75,1.98,
2026-09-04,特選臺灣ESG低碳高息40指數,11218.11,+,138.58,1.25,
2026-09-04,臺灣優選多因子30指數,15820.85,+,179.34,1.15,
2026-09-04,臺灣創新科技50指數,21623.65,+,423.29,2.00,
2026-09-04,臺灣全市場新經濟產業指數,3870.79,+,51.38,1.35,
2026-09-04,臺灣ESG永續高股息等權重指數,7067.17,+,50.20,0.72,
2026-09-04,臺灣永續高息中小型指數,7735.93,+,64.26,0.84,
2026-09-04,特選臺灣高息動能指數,10954.08,+,131.69,1.22,
2026-09-04,臺灣電子成長高息等權重指數,8511.66,+,136.35,1.63,
2026-09-04,特選臺灣優利成長指數,7276.31,+,103.05,1.44,
2026-09-04,臺灣價值高息指數,7595.75,+,135.91,1.82,
2026-09-04,特選臺灣IC設計動能指數,13243.60,+,254.24,1.96,
2026-09-04,臺灣趨勢動能高股息指數,8348.65,+,133.94,1.63,
2026-09-04,特選臺灣科技高息成長指數,8676.17,+,176.72,2.08,
2026-09-04,特選臺灣AI優息動能指數,7844.91,+,239.39,3.15,
2026-09-04,臺灣優選AI 50指數,9306.32,+,247.71,2.73,
2026-09-04,台灣旗艦動能50指數,10606.20,+,207.60,2.00,
2026-09-04,特選臺灣動能趨勢指數,15631.59,+,330.26,2.16,
2026-09-04,特選臺灣動能優息指數,7314.96,+,58.84,0.81,
2026-09-04,特選臺灣璞玉精選收益指數,4660.52,+,48.93,1.06,
2026-09-04,金融類日報酬兩倍指數,123871.97,+,"2,834.73",2.34,
2026-09-04,金融類日報酬反向一倍指數,1961.11,-,23.24,-1.17,
2026-09-04,漲升股利150指數,21762.36,+,422.30,1.98,
2026-09-04,藍籌30指數,27990.56,+,592.73,2.16,
2026-09-04,工業菁英30指數,26230.52,+,535.12,2.08,
2026-09-04,低波動股利精選30指數,13304.96,+,170.23,1.30,
2026-09-04,中小型A級動能50指數,30434.13,+,981.54,3.33,
2026-09-04,特選高息低波指數,12446.67,+,95.50,0.77,
2026-09-04,臺灣永續指數,26045.67,+,439.66,1.72,
2026-09-04,存股雙十等權重指數,21980.45,+,545.41,2.54,
2026-09-04,特選大蘋果指數,28285.57,+,752.99,2.73,
2026-09-04,中小型300指數,17769.78,+,282.63,1.62,
2026-09-04,微波高息精選20指數,13817.95,+,176.75,1.30,
2026-09-04,特選世代行動通訊指數,19185.42,+,273.62,1.45,
2026-09-04,智慧投資多因子30指數,8032.08,-,19.25,-0.24,
2026-09-04,臺股期貨指數,25200.24,+,467.81,1.89,
2026-09-04,臺灣上櫃永續指數,12950.80,+,223.31,1.75,
2026-09-04,特選台股領航指數,26466.09,+,553.67,2.14,
2026-09-04,特選Smart多因子指數,19298.62,+,336.74,1.78,
2026-09-04,特選ESG高股息指數,13517.60,+,86.89,0.65,
2026-09-04,特選上櫃ESG成長指數,9647.83,+,103.49,1.08,
2026-09-04,臺灣優息存股指數,6088.82,+,30.74,0.51,
2026-09-04,特選上櫃ESG永續高股息指數,13408.41,+,378.16,2.90,
2026-09-04,特選臺灣金融高股息存股指數,11522.49,+,131.47,1.15,
2026-09-04,特選臺灣產業龍頭存股等權重指數,9535.77,+,93.87,0.99,
2026-09-04,上櫃ESG 30指數,14878.79,+,278.20,1.91,
2026-09-04,臺灣ESG低碳50指數,17316.78,+,287.54,1.69,
2026-09-04,臺灣創新板指數,24745.64,+,848.80,3.55,
2026-09-04,特選上櫃ESG龍頭指數,12864.24,+,366.31,2.93,
2026-09-04,臺灣市值動能50指數,11294.38,+,216.50,1.95,
2026-09-04,臺灣護城河概念優選50指數,10602.77,+,166.44,1.59,
2026-09-04,特選臺灣中小型精選動能100指數,7178.92,+,147.59,2.10,
2026-09-04,特選臺灣大型股25指數,11728.38,+,174.47,1.51,
2026-09-04,特選臺灣TOP 50指數,9319.43,+,129.08,1.40,
2026-09-04,臺灣璞玉指數,5763.20,+,81.98,1.44,
2026-09-04,特選臺灣市值領航50指數,6564.15,+,105.19,1.63,
2026-09-04,臺灣璞玉中小優選100指數,5030.34,+,132.66,2.71,
2026-09-04,寶島股價報酬指數,80190.46,+,"1,211.33",1.53,
2026-09-04,發行量加權股價報酬指數,107486.11,+,"1,601.20",1.51,
2026-09-04,臺灣公司治理100報酬指數,44220.04,+,570.98,1.31,
2026-09-04,臺灣50報酬指數,99638.85,+,"1,403.62",1.43,
2026-09-04,臺灣50權重上限30%報酬指數,87022.68,+,"1,547.08",1.81,
2026-09-04,臺灣中型100報酬指數,79164.01,+,"1,390.49",1.79,
2026-09-04,臺灣資訊科技股報酬指數,193031.43,+,"2,780.34",1.46,
2026-09-04,臺灣發達報酬指數,40999.71,+,703.82,1.75,
2026-09-04,臺灣高股息報酬指數,52062.76,+,933.63,1.83,
2026-09-04,臺灣就業99報酬指數,52797.69,+,908.52,1.75,
2026-09-04,臺灣高薪100報酬指數,40708.43,+,670.88,1.68,
2026-09-04,未含金融電子報酬指數,40815.92,+,361.93,0.89,
2026-09-04,小型股300報酬指數,21017.52,+,300.17,1.45,
2026-09-04,水泥類報酬指數,287.05,+,0.72,0.25,
2026-09-04,食品類報酬指數,3470.46,+,5.01,0.14,
2026-09-04,塑膠類報酬指數,756.42,+,10.21,1.37,
2026-09-04,紡織纖維類報酬指數,920.10,+,1.65,0.18,
2026-09-04,電機機械類報酬指數,914.16,+,31.30,3.55,
2026-09-04,電器電纜類報酬指數,191.41,+,2.62,1.39,
2026-09-04,化學生技醫療類報酬指數,291.02,-,0.61,-0.21,
2026-09-04,化學類報酬指數,373.51,+,3.87,1.05,
2026-09-04,生技醫療類報酬指數,145.34,-,1.07,-0.73,
2026-09-04,玻璃陶瓷類報酬指數,180.11,+,1.55,0.87,
2026-09-04,造紙類報酬指數,479.83,-,5.10,-1.05,
2026-09-04,鋼鐵類報酬指數,231.18,+,0.50,0.22,
2026-09-04,橡膠類報酬指數,359.80,+,1.72,0.48,
2026-09-04,汽車類報酬指數,542.47,+,9.82,1.84,
2026-09-04,電子工業類報酬指數,6077.03,+,97.65,1.63,
2026-09-04,半導體類報酬指數,2963.82,+,31.88,1.09,
2026-09-04,電腦及週邊設備類報酬指數,1256.13,+,56.27,4.69,
2026-09-04,光電類報酬指數,127.52,+,3.10,2.49,
2026-09-04,通信網路類報酬指數,564.58,+,1.93,0.34,
2026-09-04,電子零組件類報酬指數,1867.36,+,47.92,2.63,
2026-09-04,電子通路類報酬指數,1026.11,+,14.67,1.45,
2026-09-04,資訊服務類報酬指數,636.88,+,7.03,1.12,
2026-09-04,其他電子類報酬指數,511.67,+,12.88,2.58,
2026-09-04,建材營造類報酬指數,1090.21,+,6.82,0.63,
2026-09-04,航運類報酬指數,477.88,-,3.36,-0.70,
2026-09-04,觀光餐旅類報酬指數,164.90,+,0.42,0.26,
2026-09-04,金融保險類報酬指數,6997.60,+,81.00,1.17,
2026-09-04,貿易百貨類報酬指數,422.03,+,0.63,0.15,
2026-09-04,油電燃氣類報酬指數,183.40,+,3.46,1.92,
2026-09-04,綠能環保類報酬指數,147.35,+,3.74,2.60,
2026-09-04,數位雲端類報酬指數,43.68,+,0.77,1.79,
2026-09-04,運動休閒類報酬指數,67.82,+,0.31,0.46,
2026-09-04,居家生活類報酬指數,117.79,+,1.37,1.18,
2026-09-04,其他類報酬指數,546.34,+,1.93,0.35,
2026-09-04,臺灣生技報酬指數,5069.87,+,3.10,0.06,
2026-09-04,臺灣中小型公司治理報酬指數,28985.54,+,585.23,2.06,
2026-09-04,臺灣IPO報酬指數,11176.30,+,427.08,3.97,
2026-09-04,智慧中立報酬指數,4478.97,-,21.30,-0.47,
2026-09-04,加權指數掩護性臺指買權價外5%報酬指數,17569.63,+,162.65,0.93,
2026-09-04,臺灣企業社會責任中小型報酬指數,21931.03,+,341.33,1.58,
2026-09-04,特選臺灣電動車代表報酬指數,27978.42,+,827.17,3.05,
2026-09-04,臺灣科技龍頭通訊報酬指數,31041.40,+,514.90,1.69,
2026-09-04,臺灣全市場報酬指數,19319.45,+,316.43,1.67,
2026-09-04,臺灣全市場半導體報酬指數,24446.13,+,352.11,1.46,
2026-09-04,臺灣智慧移動與電動車報酬指數,21510.25,+,525.67,2.51,
2026-09-04,特選小資高價30報酬指數,25965.53,+,436.94,1.71,
2026-09-04,特選臺灣綠能及電動車報酬指數,14408.86,+,333.29,2.37,
2026-09-04,特選臺灣智能車供應鏈聯盟報酬指數,21689.56,+,437.85,2.06,
2026-09-04,臺灣全市場半導體精選30報酬指數,18692.78,+,234.99,1.27,
2026-09-04,特選臺灣高股息30報酬指數,11227.04,+,153.24,1.38,
2026-09-04,臺灣友善環境報酬指數,16162.01,+,226.37,1.42,
2026-09-04,台灣永續價值報酬指數,15896.29,+,261.11,1.67,
2026-09-04,特選臺灣IC設計報酬指數,9296.19,+,64.10,0.69,
2026-09-04,特選臺灣環境永續高股息報酬指數,11604.69,+,33.96,0.29,
2026-09-04,特選臺灣IC設計產業代表報酬指數,13419.37,+,140.27,1.06,
2026-09-04,特選臺灣綠能報酬指數,10982.26,+,248.25,2.31,
2026-09-04,特選臺灣智慧50報酬指數,13504.09,+,199.03,1.50,
2026-09-04,臺灣晶圓製造報酬指數,19221.78,+,359.20,1.90,
2026-09-04,臺灣精選高息報酬指數,13233.71,+,221.30,1.70,
2026-09-04,臺灣多因子優選高股息30報酬指數,15116.68,+,182.41,1.22,
2026-09-04,特選臺灣優利高填息30報酬指數,17989.39,+,260.76,1.47,
2026-09-04,特選臺灣科技優息報酬指數,18186.48,+,399.04,2.24,
2026-09-04,臺灣半導體收益報酬指數,18313.54,+,256.16,1.42,
2026-09-04,臺灣優選成長高股息報酬指數,15677.36,+,303.86,1.98,
2026-09-04,特選臺灣ESG低碳高息40報酬指數,13572.02,+,167.66,1.25,
2026-09-04,臺灣優選多因子30報酬指數,18025.06,+,204.33,1.15,
2026-09-04,臺灣創新科技50報酬指數,24010.25,+,470.01,2.00,
2026-09-04,臺灣全市場新經濟產業報酬指數,4466.19,+,59.28,1.35,
2026-09-04,臺灣ESG永續高股息等權重報酬指數,8537.43,+,60.65,0.72,
2026-09-04,臺灣永續高息中小型報酬指數,9020.07,+,74.94,0.84,
2026-09-04,特選臺灣高息動能報酬指數,12681.73,+,152.46,1.22,
2026-09-04,臺灣電子成長高息等權重報酬指數,9730.75,+,155.87,1.63,
2026-09-04,特選臺灣優利成長報酬指數,8423.13,+,119.30,1.44,
2026-09-04,臺灣價值高息報酬指數,8784.11,+,157.17,1.82,
2026-09-04,特選臺灣IC設計動能報酬指數,14023.38,+,269.21,1.96,
2026-09-04,臺灣趨勢動能高股息報酬指數,9598.97,+,154.01,1.63,
2026-09-04,特選臺灣科技高息成長報酬指數,10015.97,+,204.01,2.08,
2026-09-04,特選臺灣AI優息動能報酬指數,8711.52,+,265.84,3.15,
2026-09-04,臺灣優選AI 50報酬指數,10307.38,+,274.36,2.73,
2026-09-04,台灣旗艦動能50報酬指數,11361.90,+,222.39,2.00,
2026-09-04,特選臺灣動能趨勢報酬指數,16946.82,+,358.05,2.16,
2026-09-04,特選臺灣動能優息報酬指數,7693.15,+,61.88,0.81,
2026-09-04,特選臺灣璞玉精選收益報酬指數,4827.87,+,50.68,1.06,
2026-09-04,漲升股利150報酬指數,34141.35,+,662.52,1.98,
2026-09-04,藍籌30報酬指數,40012.48,+,847.31,2.16,
2026-09-04,工業菁英30報酬指數,38097.43,+,777.21,2.08,
2026-09-04,低波動股利精選30報酬指數,19925.25,+,254.94,1.30,
2026-09-04,中小型A級動能50報酬指數,40459.76,+,"1,304.87",3.33,
2026-09-04,特選高息低波報酬指數,20795.12,+,159.55,0.77,
2026-09-04,臺灣永續報酬指數,37289.40,+,629.45,1.72,
2026-09-04,存股雙十等權重報酬指數,33025.75,+,819.47,2.54,
2026-09-04,特選大蘋果報酬指數,38351.91,+,"1,020.96",2.73,
2026-09-04,中小型300報酬指數,23421.21,+,372.51,1.62,
2026-09-04,微波高息精選20報酬指數,19053.73,+,243.72,1.30,
2026-09-04,特選世代行動通訊報酬指數,24531.05,+,349.85,1.45,
2026-09-04,智慧投資多因子30報酬指數,11454.58,-,27.45,-0.24,
2026-09-04,特選大蘋果報酬正向兩倍指數,212381.52,+,"11,014.34",5.47,
2026-09-04,特選大蘋果報酬反向一倍指數,1046.16,-,29.42,-2.74,
2026-09-04,臺灣上櫃永續報酬指數,16362.89,+,282.15,1.75,
2026-09-04,特選台股領航報酬指數,34843.98,+,728.94,2.14,
2026-09-04,特選Smart多因子報酬指數,23935.94,+,417.65,1.78,
2026-09-04,特選ESG高股息報酬指數,19423.21,+,124.86,0.65,
2026-09-04,特選上櫃ESG成長報酬指數,11306.97,+,121.28,1.08,
2026-09-04,臺灣優息存股報酬指數,7910.42,+,39.93,0.51,
2026-09-04,特選上櫃ESG永續高股息報酬指數,16256.19,+,458.48,2.90,
2026-09-04,特選臺灣金融高股息存股報酬指數,13758.38,+,156.98,1.15,
2026-09-04,特選臺灣產業龍頭存股等權重報酬指數,11224.11,+,110.49,0.99,
2026-09-04,上櫃ESG 30報酬指數,16681.39,+,311.91,1.91,
2026-09-04,臺灣ESG低碳50報酬指數,19524.44,+,324.19,1.69,
2026-09-04,臺灣創新板報酬指數,25557.79,+,876.66,3.55,
2026-09-04,特選上櫃ESG龍頭報酬指數,14164.19,+,403.33,2.93,
2026-09-04,臺灣市值動能50報酬指數,11936.43,+,228.80,1.95,
2026-09-04,臺灣護城河概念優選50報酬指數,11167.26,+,175.29,1.59,
2026-09-04,特選臺灣中小型精選動能100報酬指數,7558.93,+,155.40,2.10,
2026-09-04,特選臺灣大型股25報酬指數,12191.52,+,181.36,1.51,
2026-09-04,特選臺灣TOP 50報酬指數,9450.98,+,130.91,1.40,
2026-09-04,臺灣璞玉報酬指數,5983.68,+,85.12,1.44,
2026-09-04,特選臺灣市值領航50報酬指數,6631.56,+,106.27,1.63,
2026-09-04,臺灣璞玉中小優選100報酬指數,5133.16,+,135.38,2.71,
