日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-22,寶島股價指數,53019.42,+,106.73,0.20,
2026-09-22,發行量加權股價指數,47800.17,+,81.33,0.17,
2026-09-22,臺灣公司治理100指數,30024.58,+,32.89,0.11,
2026-09-22,臺灣50指數,44574.88,+,44.19,0.10,
2026-09-22,臺灣50權重上限30%指數,38099.50,+,249.97,0.66,
2026-09-22,臺灣中型100指數,36417.14,+,207.86,0.57,
2026-09-22,臺灣資訊科技指數,92804.50,+,175.44,0.19,
2026-09-22,臺灣發達指數,18875.79,+,100.29,0.53,
2026-09-22,臺灣高股息指數,16152.20,-,123.25,-0.76,
2026-09-22,臺灣就業99指數,31067.19,+,202.60,0.66,
2026-09-22,臺灣高薪100指數,24067.13,-,27.54,-0.11,
2026-09-22,未含金融指數,42591.31,+,106.21,0.25,
2026-09-22,未含電子指數,25957.23,-,165.05,-0.63,
2026-09-22,未含金融電子指數,16530.87,-,99.60,-0.60,
2026-09-22,小型股300指數,13866.45,+,4.80,0.03,
2026-09-22,水泥窯製類指數,627.13,-,0.13,-0.02,
2026-09-22,塑膠化工類指數,1132.21,-,20.42,-1.77,
2026-09-22,機電類指數,16689.55,+,61.62,0.37,
2026-09-22,水泥類指數,122.75,+,1.18,0.97,
2026-09-22,食品類指數,1888.06,-,7.66,-0.40,
2026-09-22,塑膠類指數,383.15,-,10.53,-2.67,
2026-09-22,紡織纖維類指數,458.81,-,2.65,-0.57,
2026-09-22,電機機械類指數,550.01,+,5.67,1.04,
2026-09-22,電器電纜類指數,107.06,-,0.18,-0.17,
2026-09-22,化學生技醫療類指數,162.09,-,0.71,-0.44,
2026-09-22,化學類指數,191.25,-,1.20,-0.62,
2026-09-22,生技醫療類指數,91.16,-,0.32,-0.35,
2026-09-22,玻璃陶瓷類指數,139.38,-,2.60,-1.83,
2026-09-22,造紙類指數,276.54,+,1.38,0.50,
2026-09-22,鋼鐵類指數,119.43,+,0.27,0.23,
2026-09-22,橡膠類指數,188.87,-,1.22,-0.64,
2026-09-22,汽車類指數,292.76,-,0.78,-0.27,
2026-09-22,電子工業類指數,3034.51,+,10.95,0.36,
2026-09-22,半導體類指數,1621.62,+,1.22,0.08,
2026-09-22,電腦及週邊設備類指數,462.78,-,4.39,-0.94,
2026-09-22,光電類指數,76.30,+,0.89,1.18,
2026-09-22,通信網路類指數,235.28,+,1.81,0.78,
2026-09-22,電子零組件類指數,936.94,+,20.19,2.20,
2026-09-22,電子通路類指數,364.89,-,1.28,-0.35,
2026-09-22,資訊服務類指數,240.18,-,1.30,-0.54,
2026-09-22,其他電子類指數,284.05,+,2.65,0.94,
2026-09-22,建材營造類指數,458.71,-,2.22,-0.48,
2026-09-22,航運類指數,213.44,-,0.08,-0.04,
2026-09-22,觀光餐旅類指數,101.64,-,0.02,-0.02,
2026-09-22,金融保險類指數,3622.01,-,24.53,-0.67,
2026-09-22,貿易百貨類指數,236.55,-,0.91,-0.38,
2026-09-22,油電燃氣類指數,116.20,-,1.63,-1.38,
2026-09-22,綠能環保類指數,133.14,+,0.34,0.26,
2026-09-22,數位雲端類指數,39.80,-,0.37,-0.92,
2026-09-22,運動休閒類指數,55.69,-,0.11,-0.20,
2026-09-22,居家生活類指數,100.29,+,0.85,0.85,
2026-09-22,其他類指數,273.63,-,2.49,-0.90,
2026-09-22,臺指日報酬兩倍指數,238859.92,+,811.44,0.34,
2026-09-22,臺指反向一倍指數,1195.83,-,2.04,-0.17,
2026-09-22,電子類兩倍槓桿指數,392613.80,+,"2,823.30",0.72,
2026-09-22,電子類反向指數,733.80,-,2.67,-0.36,
2026-09-22,臺灣生技指數,4157.66,-,24.47,-0.59,
2026-09-22,臺灣中小型公司治理指數,19279.25,-,6.25,-0.03,
