日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-21,居家生活類指數,99.44,-,0.06,-0.06,
2026-09-21,其他類指數,276.12,-,0.94,-0.34,
2026-09-21,臺指日報酬兩倍指數,238048.48,+,"5,308.73",2.28,
2026-09-21,臺指反向一倍指數,1197.87,-,13.82,-1.14,
2026-09-21,電子類兩倍槓桿指數,389790.50,+,"10,208.89",2.69,
2026-09-21,電子類反向指數,736.47,-,10.04,-1.34,
2026-09-21,臺灣生技指數,4182.13,-,47.51,-1.12,
2026-09-21,臺灣中小型公司治理指數,19285.50,-,46.99,-0.24,
2026-09-21,臺灣IPO指數,8769.19,-,245.63,-2.72,
2026-09-21,臺灣企業社會責任中小型指數,16146.81,+,59.19,0.37,
2026-09-21,特選臺灣電動車代表指數,22112.72,+,472.90,2.19,
2026-09-21,臺灣科技龍頭通訊指數,26265.07,+,453.64,1.76,
2026-09-21,臺灣全市場指數,16523.24,+,196.51,1.20,
2026-09-21,臺灣全市場半導體指數,21608.41,+,311.43,1.46,
2026-09-21,臺灣智慧移動與電動車指數,18074.42,+,341.99,1.93,
2026-09-21,特選小資高價30指數,23052.95,+,464.55,2.06,
2026-09-21,特選臺灣綠能及電動車指數,12099.78,+,170.91,1.43,
2026-09-21,特選臺灣智能車供應鏈聯盟指數,18627.89,+,331.54,1.81,
2026-09-21,臺灣全市場半導體精選30指數,16661.22,+,150.75,0.91,
2026-09-21,特選臺灣高股息30指數,7094.18,-,19.73,-0.28,
2026-09-21,臺灣友善環境指數,13864.57,+,192.82,1.41,
2026-09-21,台灣永續價值指數,14156.34,+,232.16,1.67,
2026-09-21,特選臺灣IC設計指數,8263.85,+,219.56,2.73,
2026-09-21,特選臺灣環境永續高股息指數,7323.12,-,41.94,-0.57,
2026-09-21,特選臺灣IC設計產業代表指數,11952.63,+,243.70,2.08,
2026-09-21,特選臺灣綠能指數,9689.21,+,298.57,3.18,
2026-09-21,特選臺灣智慧50指數,11495.88,+,97.62,0.86,
2026-09-21,臺灣晶圓製造指數,17692.62,+,189.37,1.08,
2026-09-21,臺灣精選高息指數,8810.52,+,70.70,0.81,
2026-09-21,臺灣多因子優選高股息30指數,11890.38,-,9.04,-0.08,
2026-09-21,特選臺灣優利高填息30指數,13146.43,-,1.72,-0.01,
2026-09-21,特選臺灣科技優息指數,15028.99,-,33.17,-0.22,
2026-09-21,臺灣半導體收益指數,16730.65,+,218.12,1.32,
2026-09-21,臺灣優選成長高股息指數,12872.65,-,14.78,-0.11,
2026-09-21,特選臺灣ESG低碳高息40指數,11397.45,+,157.27,1.40,
2026-09-21,臺灣優選多因子30指數,16308.17,+,132.46,0.82,
2026-09-21,臺灣創新科技50指數,22857.05,+,583.31,2.62,
2026-09-21,臺灣全市場新經濟產業指數,3841.30,-,18.22,-0.47,
2026-09-21,臺灣ESG永續高股息等權重指數,7047.52,+,3.31,0.05,
2026-09-21,臺灣永續高息中小型指數,7808.94,+,0.35,--,
2026-09-21,特選臺灣高息動能指數,11174.66,+,15.29,0.14,
2026-09-21,臺灣電子成長高息等權重指數,8464.01,-,5.13,-0.06,
2026-09-21,臺灣價值高息指數,7693.18,-,8.85,-0.11,
2026-09-21,特選臺灣IC設計動能指數,14077.89,+,249.28,1.80,
2026-09-21,臺灣趨勢動能高股息指數,8578.67,+,22.33,0.26,
2026-09-21,特選臺灣科技高息成長指數,8520.00,-,20.36,-0.24,
2026-09-21,特選臺灣AI優息動能指數,7690.98,+,28.82,0.38,
2026-09-21,臺灣優選AI 50指數,9244.63,+,63.13,0.69,
2026-09-21,台灣旗艦動能50指數,10717.84,+,193.14,1.84,
2026-09-21,特選臺灣動能趨勢指數,16503.88,+,283.99,1.75,
2026-09-21,特選臺灣動能優息指數,7286.83,+,4.52,0.06,
2026-09-21,特選臺灣璞玉精選收益指數,4626.50,-,15.79,-0.34,
2026-09-21,金融類日報酬兩倍指數,132579.14,+,"2,135.75",1.64,
2026-09-21,金融類日報酬反向一倍指數,1891.72,-,15.61,-0.82,
2026-09-21,漲升股利150指數,22419.81,+,290.60,1.31,
2026-09-21,藍籌30指數,29007.74,+,737.66,2.61,
2026-09-21,工業菁英30指數,26844.32,+,251.60,0.95,
2026-09-21,低波動股利精選30指數,13994.07,+,87.53,0.63,
2026-09-21,中小型A級動能50指數,31226.61,+,211.73,0.68,
2026-09-21,特選高息低波指數,12702.12,-,50.24,-0.39,
2026-09-21,臺灣永續指數,26854.40,+,445.74,1.69,
2026-09-21,存股雙十等權重指數,21486.38,+,209.14,0.98,
2026-09-21,特選大蘋果指數,29003.00,+,657.85,2.32,
2026-09-21,中小型300指數,17708.22,+,13.44,0.08,
2026-09-21,微波高息精選20指數,14981.72,-,31.61,-0.21,
2026-09-21,特選世代行動通訊指數,19297.18,+,309.35,1.63,
2026-09-21,臺股期貨指數,25855.49,+,354.41,1.39,
2026-09-21,臺灣上櫃永續指數,13482.79,-,26.15,-0.19,
2026-09-21,特選台股領航指數,27731.85,+,944.43,3.53,
2026-09-21,特選Smart多因子指數,19896.21,+,294.72,1.50,
2026-09-21,特選ESG高股息指數,14673.11,+,168.77,1.16,
2026-09-21,臺灣優息存股指數,6174.82,+,11.45,0.19,
2026-09-21,特選上櫃ESG永續高股息指數,14174.96,+,142.50,1.02,
2026-09-21,特選臺灣金融高股息存股指數,11979.57,+,90.15,0.76,
2026-09-21,特選臺灣產業龍頭存股等權重指數,9506.34,+,2.70,0.03,
2026-09-21,上櫃ESG 30指數,15256.08,+,37.38,0.25,
2026-09-21,臺灣ESG低碳50指數,17821.12,+,304.27,1.74,
2026-09-21,臺灣創新板指數,22701.31,-,378.34,-1.64,
2026-09-21,特選上櫃ESG龍頭指數,13155.83,-,28.54,-0.22,
2026-09-21,臺灣市值動能50指數,11478.08,+,155.22,1.37,
2026-09-21,臺灣護城河概念優選50指數,10850.36,+,146.59,1.37,
2026-09-21,特選臺灣中小型精選動能100指數,7124.05,-,24.64,-0.34,
2026-09-21,特選臺灣大型股25指數,12120.98,+,178.54,1.50,
2026-09-21,特選臺灣TOP 50指數,9641.91,+,121.95,1.28,
2026-09-21,臺灣璞玉指數,5753.72,-,11.06,-0.19,
2026-09-21,特選臺灣市值領航50指數,6677.05,+,84.51,1.28,
2026-09-21,臺灣璞玉中小優選100指數,4878.63,+,20.54,0.42,
2026-09-21,寶島股價報酬指數,82312.23,+,866.55,1.06,
2026-09-21,發行量加權股價報酬指數,110335.04,+,"1,244.17",1.14,
2026-09-21,臺灣公司治理100報酬指數,45858.63,+,658.64,1.46,
2026-09-21,臺灣50報酬指數,103021.48,+,"1,443.35",1.42,
2026-09-21,臺灣50權重上限30%報酬指數,90071.87,+,"1,593.75",1.80,
2026-09-21,臺灣中型100報酬指數,79245.84,+,96.27,0.12,
2026-09-21,臺灣資訊科技股報酬指數,199649.05,+,"2,435.68",1.24,
2026-09-21,臺灣發達報酬指數,41063.21,+,880.23,2.19,
2026-09-21,臺灣高股息報酬指數,53435.80,+,68.57,0.13,
2026-09-21,臺灣就業99報酬指數,54439.77,+,757.40,1.41,
2026-09-21,臺灣高薪100報酬指數,41781.51,+,409.56,0.99,
2026-09-21,未含金融電子報酬指數,40853.98,-,49.98,-0.12,
2026-09-21,小型股300報酬指數,20923.76,+,7.97,0.04,
2026-09-21,水泥類報酬指數,283.46,-,1.26,-0.44,
2026-09-21,食品類報酬指數,3423.56,-,21.59,-0.63,
2026-09-21,塑膠類報酬指數,783.38,+,3.40,0.44,
2026-09-21,紡織纖維類報酬指數,882.85,-,5.05,-0.57,
2026-09-21,電機機械類報酬指數,892.68,+,6.04,0.68,
2026-09-21,電器電纜類報酬指數,187.50,-,0.26,-0.14,
2026-09-21,化學生技醫療類報酬指數,279.66,-,2.49,-0.88,
2026-09-21,化學類報酬指數,370.70,+,1.57,0.43,
2026-09-21,生技醫療類報酬指數,137.73,-,2.03,-1.45,
2026-09-21,玻璃陶瓷類報酬指數,182.96,+,3.58,2.00,
2026-09-21,造紙類報酬指數,466.66,-,2.22,-0.47,
2026-09-21,鋼鐵類報酬指數,226.66,-,1.85,-0.81,
2026-09-21,橡膠類報酬指數,351.22,+,0.71,0.20,
2026-09-21,汽車類報酬指數,531.51,-,6.28,-1.17,
2026-09-21,電子工業類報酬指數,6253.61,+,82.97,1.34,
2026-09-21,半導體類報酬指數,3108.15,+,37.20,1.21,
2026-09-21,電腦及週邊設備類報酬指數,1184.07,+,4.72,0.40,
2026-09-21,光電類報酬指數,124.16,+,2.21,1.81,
2026-09-21,通信網路類報酬指數,554.45,-,1.40,-0.25,
2026-09-21,電子零組件類報酬指數,1868.15,+,59.28,3.28,
2026-09-21,電子通路類報酬指數,1066.80,+,0.46,0.04,
2026-09-21,資訊服務類報酬指數,667.22,-,8.22,-1.22,
2026-09-21,其他電子類報酬指數,519.12,+,3.28,0.64,
2026-09-21,建材營造類報酬指數,1085.52,-,15.21,-1.38,
2026-09-21,航運類報酬指數,484.36,-,1.20,-0.25,
2026-09-21,觀光餐旅類報酬指數,162.98,+,0.12,0.07,
2026-09-21,金融保險類報酬指數,7244.29,+,58.82,0.82,
2026-09-21,貿易百貨類報酬指數,424.01,-,0.73,-0.17,
2026-09-21,油電燃氣類報酬指數,205.16,+,4.05,2.01,
2026-09-21,綠能環保類報酬指數,148.48,-,1.48,-0.99,
2026-09-21,數位雲端類報酬指數,44.08,-,0.16,-0.36,
2026-09-21,運動休閒類報酬指數,65.25,-,0.31,-0.47,
2026-09-21,居家生活類報酬指數,116.35,-,0.06,-0.05,
2026-09-21,其他類報酬指數,545.84,-,1.86,-0.34,
2026-09-21,臺灣生技報酬指數,4918.10,-,55.87,-1.12,
2026-09-21,臺灣中小型公司治理報酬指數,28856.21,-,70.31,-0.24,
2026-09-21,臺灣IPO報酬指數,10972.26,-,307.34,-2.72,
2026-09-21,加權指數掩護性臺指買權價外5%報酬指數,18050.74,+,117.07,0.65,
2026-09-21,臺灣企業社會責任中小型報酬指數,22050.28,+,80.83,0.37,
2026-09-21,特選臺灣電動車代表報酬指數,27820.57,+,615.18,2.26,
2026-09-21,臺灣科技龍頭通訊報酬指數,32054.19,+,553.63,1.76,
2026-09-21,臺灣全市場報酬指數,19840.38,+,236.90,1.21,
2026-09-21,臺灣全市場半導體報酬指數,26187.29,+,382.73,1.48,
2026-09-21,臺灣智慧移動與電動車報酬指數,22059.72,+,417.40,1.93,
2026-09-21,特選小資高價30報酬指數,26934.50,+,555.68,2.11,
2026-09-21,特選臺灣綠能及電動車報酬指數,14776.14,+,208.71,1.43,
2026-09-21,特選臺灣智能車供應鏈聯盟報酬指數,22405.27,+,401.07,1.82,
2026-09-21,臺灣全市場半導體精選30報酬指數,19789.80,+,187.40,0.96,
2026-09-21,特選臺灣高股息30報酬指數,11325.36,-,31.50,-0.28,
2026-09-21,臺灣友善環境報酬指數,16709.59,+,234.21,1.42,
2026-09-21,台灣永續價值報酬指數,16514.88,+,270.83,1.67,
2026-09-21,特選臺灣IC設計報酬指數,10220.52,+,271.54,2.73,
2026-09-21,特選臺灣環境永續高股息報酬指數,11509.68,-,65.91,-0.57,
2026-09-21,特選臺灣IC設計產業代表報酬指數,14766.62,+,301.07,2.08,
2026-09-21,特選臺灣綠能報酬指數,11322.29,+,348.89,3.18,
2026-09-21,特選臺灣智慧50報酬指數,13994.08,+,118.83,0.86,
2026-09-21,臺灣晶圓製造報酬指數,21001.29,+,224.78,1.08,
2026-09-21,臺灣精選高息報酬指數,13392.26,+,107.46,0.81,
2026-09-21,臺灣多因子優選高股息30報酬指數,15638.12,-,11.89,-0.08,
2026-09-21,特選臺灣優利高填息30報酬指數,18028.88,-,2.37,-0.01,
2026-09-21,特選臺灣科技優息報酬指數,18286.37,-,17.68,-0.10,
2026-09-21,臺灣半導體收益報酬指數,19684.54,+,277.75,1.43,
2026-09-21,臺灣優選成長高股息報酬指數,15532.37,+,18.44,0.12,
2026-09-21,特選臺灣ESG低碳高息40報酬指數,13794.49,+,190.35,1.40,
2026-09-21,臺灣優選多因子30報酬指數,18593.73,+,151.02,0.82,
2026-09-21,臺灣創新科技50報酬指數,25406.39,+,648.37,2.62,
2026-09-21,臺灣全市場新經濟產業報酬指數,4437.02,-,21.05,-0.47,
2026-09-21,臺灣ESG永續高股息等權重報酬指數,8513.69,+,4.00,0.05,
2026-09-21,臺灣永續高息中小型報酬指數,9132.62,+,26.57,0.29,
2026-09-21,特選臺灣高息動能報酬指數,12948.62,+,17.71,0.14,
2026-09-21,臺灣電子成長高息等權重報酬指數,9687.82,-,5.87,-0.06,
2026-09-21,臺灣價值高息報酬指數,8911.04,-,10.25,-0.11,
2026-09-21,特選臺灣IC設計動能報酬指數,14926.52,+,264.30,1.80,
2026-09-21,臺灣趨勢動能高股息報酬指數,9874.86,+,25.70,0.26,
2026-09-21,特選臺灣科技高息成長報酬指數,9872.08,-,21.77,-0.22,
2026-09-21,特選臺灣AI優息動能報酬指數,8550.97,+,32.04,0.38,
2026-09-21,臺灣優選AI 50報酬指數,10245.57,+,69.97,0.69,
2026-09-21,台灣旗艦動能50報酬指數,11481.50,+,206.90,1.84,
2026-09-21,特選臺灣動能趨勢報酬指數,17921.32,+,322.84,1.83,
2026-09-21,特選臺灣動能優息報酬指數,7665.72,+,4.76,0.06,
2026-09-21,特選臺灣璞玉精選收益報酬指數,4803.80,-,16.40,-0.34,
2026-09-21,漲升股利150報酬指數,35202.21,+,456.29,1.31,
2026-09-21,藍籌30報酬指數,41513.03,+,"1,055.66",2.61,
2026-09-21,工業菁英30報酬指數,39028.23,+,365.80,0.95,
2026-09-21,低波動股利精選30報酬指數,20957.25,+,131.09,0.63,
2026-09-21,中小型A級動能50報酬指數,41513.30,+,281.48,0.68,
2026-09-21,特選高息低波報酬指數,21234.33,-,83.99,-0.39,
2026-09-21,臺灣永續報酬指數,38487.21,+,638.83,1.69,
2026-09-21,存股雙十等權重報酬指數,32336.73,+,314.75,0.98,
2026-09-21,特選大蘋果報酬指數,39336.68,+,892.24,2.32,
2026-09-21,中小型300報酬指數,23361.84,+,17.73,0.08,
2026-09-21,微波高息精選20報酬指數,20665.85,-,43.60,-0.21,
2026-09-21,特選世代行動通訊報酬指數,24673.95,+,395.54,1.63,
2026-09-21,特選大蘋果報酬正向兩倍指數,222711.28,+,"9,879.06",4.64,
2026-09-21,特選大蘋果報酬反向一倍指數,1016.67,-,24.16,-2.32,
2026-09-21,臺灣上櫃永續報酬指數,17054.89,-,14.79,-0.09,
2026-09-21,特選台股領航報酬指數,36527.49,+,"1,243.97",3.53,
2026-09-21,特選Smart多因子報酬指數,24706.86,+,365.98,1.50,
2026-09-21,特選ESG高股息報酬指數,21083.53,+,242.50,1.16,
2026-09-21,臺灣優息存股報酬指數,8022.15,+,14.87,0.19,
2026-09-21,特選上櫃ESG永續高股息報酬指數,17185.55,+,172.77,1.02,
2026-09-21,特選臺灣金融高股息存股報酬指數,14304.16,+,107.65,0.76,
2026-09-21,特選臺灣產業龍頭存股等權重報酬指數,11213.03,+,3.19,0.03,
2026-09-21,上櫃ESG 30報酬指數,17118.85,+,55.15,0.32,
2026-09-21,臺灣ESG低碳50報酬指數,20121.53,+,343.55,1.74,
2026-09-21,臺灣創新板報酬指數,23448.52,-,390.80,-1.64,
2026-09-21,特選上櫃ESG龍頭報酬指數,14485.25,-,31.43,-0.22,
2026-09-21,臺灣市值動能50報酬指數,12155.00,+,164.37,1.37,
2026-09-21,臺灣護城河概念優選50報酬指數,11444.39,+,154.61,1.37,
2026-09-21,特選臺灣中小型精選動能100報酬指數,7501.45,-,25.95,-0.34,
2026-09-21,特選臺灣大型股25報酬指數,12621.61,+,185.92,1.50,
2026-09-21,特選臺灣TOP 50報酬指數,9789.92,+,123.82,1.28,
2026-09-21,臺灣璞玉報酬指數,5976.24,-,11.49,-0.19,
2026-09-21,特選臺灣市值領航50報酬指數,6754.55,+,85.49,1.28,
2026-09-21,臺灣璞玉中小優選100報酬指數,4982.51,+,20.97,0.42,
