Date,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
2026-09-14,00636,國泰中國A50,313402,8514174,27.13,27.28,27.06,27.18,0.0500,207
2026-09-14,00636K,國泰中國A50+U,200,1720,8.60,8.60,8.60,8.60,0.0100,2
2026-09-14,00637L,元大滬深300正2,11838306,229744337,19.40,19.51,19.29,19.35,-0.0700,932
2026-09-14,00638R,元大滬深300反1,259000,1746740,6.76,6.76,6.72,6.74,0.0300,13
2026-09-14,00639,富邦深100,444936,7059993,15.83,15.99,15.80,15.86,-0.0400,149
2026-09-14,00640L,富邦日本正2,113916,11901514,104.40,105.35,104.10,104.80,1.3500,78
2026-09-14,00641R,富邦日本反1,477900,1780896,3.73,3.74,3.72,3.73,-0.0200,65
2026-09-14,00642U,期元大S&P石油,2911969,98177822,33.75,33.95,33.49,33.62,0.1300,1061
2026-09-14,00643,群益深証中小,2200390,39397784,17.85,17.94,17.73,17.84,-0.0100,159
2026-09-14,00643K,群益深証中小+R,25000,94400,3.78,3.78,3.77,3.77,-0.0400,4
2026-09-14,00645,富邦日本,138867,7951691,57.20,57.45,57.15,57.25,0.3500,330
2026-09-14,00646,元大S&P500,1404725,106930235,75.90,76.20,75.85,76.15,0.3000,3525
2026-09-14,00647L,元大S&P500正2,16758,2271625,135.00,135.65,135.00,135.40,0.6000,45
2026-09-14,00648R,元大S&P500反1,1334500,5283660,3.96,3.97,3.95,3.96,0.0000,47
2026-09-14,00650L,復華香港正2,696386,11343249,16.20,16.41,16.08,16.41,0.1700,252
2026-09-14,00651R,復華香港反1,62798,331612,5.28,5.30,5.26,5.26,-0.0300,20
2026-09-14,00652,富邦印度,117994,3788341,31.99,32.15,31.99,32.13,0.2700,233
2026-09-14,00653L,富邦印度正2,166886,7267384,43.30,43.70,43.30,43.57,0.4700,69
2026-09-14,00654R,富邦印度反1,20892,144919,6.94,6.94,6.92,6.92,-0.0700,9
2026-09-14,00655L,國泰中國A50正2,272802,8911435,32.65,32.90,32.50,32.65,-0.1400,81
2026-09-14,00656R,國泰中國A50反1,5000,29650,5.93,5.93,5.93,5.93,0.0000,1
2026-09-14,00657,國泰日經225,226492,16986762,74.95,75.30,74.65,75.25,-0.5000,103
2026-09-14,00657K,國泰日經225+U,200,4740,23.70,23.70,23.70,23.70,-0.1600,2
2026-09-14,00660,元大歐洲50,6574,302003,45.91,46.14,45.91,46.08,0.2300,112
2026-09-14,00661,元大日經225,38476,3156822,81.80,82.50,81.65,82.25,-0.5500,214
2026-09-14,00662,富邦NASDAQ,2213112,261557814,118.05,118.35,118.00,118.15,-0.2500,4509
2026-09-14,00663L,國泰臺灣加權正2,5389499,546155640,100.50,103.10,100.10,102.25,-1.3000,2917
2026-09-14,00664R,國泰臺灣加權反1,22660745,36639211,1.62,1.63,1.60,1.62,0.0200,950
2026-09-14,00665L,富邦恒生國企正2,7873620,70547551,8.97,9.05,8.84,9.02,0.0700,659
2026-09-14,00666R,富邦恒生國企反1,34000,314360,9.23,9.29,9.22,9.23,-0.0200,15
2026-09-14,00668,國泰美國道瓊,23583,1435981,60.80,61.00,60.80,60.95,0.4500,106
2026-09-14,00668K,國泰美國道瓊+U,200,3852,19.26,19.26,19.26,19.26,0.2000,2
2026-09-14,00669R,國泰美國道瓊反1,615949,3241299,5.27,5.27,5.25,5.27,-0.0100,54
2026-09-14,00670L,富邦NASDAQ正2,413357,79667681,192.75,193.30,192.25,192.55,-1.6500,937
2026-09-14,00671R,富邦NASDAQ反1,2695196,6650347,2.46,2.48,2.46,2.47,0.0100,110
2026-09-14,00673R,期元大S&P原油反1,53916463,539023469,9.98,10.06,9.92,10.04,-0.0200,4667
2026-09-14,00674R,期元大S&P黃金反1,118169,3332604,28.18,28.25,28.08,28.25,0.0300,49
2026-09-14,00675L,富邦臺灣加權正2,975100,299603802,304.55,312.20,303.35,309.70,-4.0000,1651
2026-09-14,00676R,富邦臺灣加權反1,6489164,35869697,5.56,5.57,5.49,5.50,0.0300,534
2026-09-14,00678,群益那斯達克生技,477468,20022685,41.75,42.11,41.75,42.11,-0.0200,139
2026-09-14,00680L,元大美債20正2,11626933,71938425,6.19,6.22,6.16,6.20,0.0100,495
2026-09-14,00681R,元大美債20反1,155000,3420530,22.11,22.15,22.06,22.15,0.0300,8
2026-09-14,00682U,期元大美元指數,,,,,,,0.0000,
2026-09-14,00683L,期元大美元指正2,183350,3914777,21.30,21.38,21.30,21.38,0.1100,19
2026-09-14,00684R,期元大美元指反1,118000,1791200,15.14,15.18,15.14,15.18,-0.0500,4
2026-09-14,00685L,群益臺灣加權正2,214692879,2485941190,11.49,11.79,11.44,11.68,-0.1600,44889
2026-09-14,00686R,群益臺灣加權反1,10738399,10595261,0.99,1.00,0.98,0.99,0.0200,242
2026-09-14,00688L,國泰20年美債正2,4600619,28358242,6.17,6.19,6.14,6.17,0.0000,251
2026-09-14,00689R,國泰20年美債反1,457100,10571200,23.16,23.16,23.07,23.12,-0.0300,13
2026-09-14,00690,兆豐藍籌30,255112,19796748,77.20,78.40,76.95,78.20,-0.1000,731
2026-09-14,00692,富邦公司治理,536240,49134615,91.55,92.05,90.90,91.90,-0.3000,1362
2026-09-14,00693U,期街口S&P黃豆,1794858,42445432,23.65,23.74,23.59,23.60,-0.4000,386
2026-09-14,00700,富邦恒生國企,117718,1996691,16.80,17.01,16.80,17.00,0.1700,173
2026-09-14,00701,國泰股利精選30,480985,19766607,40.85,41.68,40.46,41.54,0.6700,790
2026-09-14,00702,國泰標普低波高息,103248,2507629,24.29,24.30,24.29,24.30,0.0200,78
2026-09-14,00703,台新MSCI中國,19392,366351,18.84,18.95,18.84,18.93,0.1000,68
2026-09-14,00706L,期元大S&P日圓正2,1820828,36729798,20.25,20.26,20.12,20.15,0.0600,163
2026-09-14,00707R,期元大S&P日圓反1,18000,560360,31.17,31.17,31.10,31.10,-0.1500,2
2026-09-14,00708L,期元大S&P黃金正2,3376748,264657566,78.55,79.00,77.95,78.15,-0.2000,1929
2026-09-14,00709,富邦歐洲,19013,760343,39.99,39.99,39.97,39.98,-0.0200,173
2026-09-14,00710B,復華彭博非投等債,197309,3760533,19.04,19.07,19.04,19.07,0.0300,70
2026-09-14,00711B,復華彭博新興債,105364,1613126,15.31,15.32,15.29,15.29,-0.0600,17
2026-09-14,00712,復華富時不動產,75779311,631228338,8.35,8.35,8.32,8.32,-0.0600,16534
2026-09-14,00713,元大台灣高息低波,4473487,286514408,63.85,64.40,63.60,64.35,0.5000,3558
2026-09-14,00714,群益道瓊美國地產,1747879,37210992,21.24,21.37,21.24,21.34,0.1900,161
2026-09-14,00715L,期街口布蘭特正2,8910708,633558453,71.35,72.25,70.20,70.50,-0.1500,2162
2026-09-14,00717,富邦美國特別股,162975,2367071,14.53,14.53,14.50,14.50,0.0600,96
2026-09-14,00728,第一金工業30,189076,12728086,67.30,68.15,66.80,67.85,-0.8000,617
2026-09-14,00730,富邦臺灣優質高息,57314,1614604,28.04,28.35,27.95,28.22,0.0200,404
2026-09-14,00731,復華富時高息低波,1062471,103468520,96.55,98.50,96.30,98.45,0.8500,296
2026-09-14,00733,富邦臺灣中小,205512,13436291,65.65,66.35,64.70,66.00,-0.3500,634
2026-09-14,00735,國泰臺韓科技,1137928,116436186,101.70,103.10,101.40,102.20,-2.0500,1822
2026-09-14,00736,國泰新興市場,103289,3243208,31.26,31.48,31.26,31.41,-0.0500,10
2026-09-14,00737,國泰AI機器人,89902,3519427,39.00,39.27,39.00,39.19,0.1000,163
2026-09-14,00738U,期元大道瓊白銀,1987268,100958872,50.90,51.10,50.55,50.65,0.1000,930
2026-09-14,00739,元大MSCI A股,10658,289368,27.00,27.25,27.00,27.25,0.1500,127
2026-09-14,00752,中信中國50,359277,8021631,22.27,22.48,22.20,22.40,0.1600,364
2026-09-14,00753L,中信中國50正2,4317468,38022398,8.78,8.92,8.72,8.89,0.0400,695
2026-09-14,00757,統一FANG+,507787,69606369,136.85,137.35,136.80,137.15,-0.0500,1366
2026-09-14,00762,元大全球AI,328226,36631888,113.40,113.40,111.45,111.60,-1.8000,450
2026-09-14,00763U,期街口道瓊銅,459678,15558248,34.02,34.02,33.78,33.80,-0.4300,417
2026-09-14,00770,國泰北美科技,3001353,203338475,67.70,67.85,67.55,67.75,0.1500,2198
2026-09-14,00771,元大US高息特別股,17960,270869,15.09,15.10,15.08,15.08,-0.0100,63
2026-09-14,00775B,台新投等債15+,81935,2486462,30.35,30.36,30.35,30.36,0.0300,88
2026-09-14,00783,富邦中証500,14066,380016,26.92,27.23,26.92,27.23,0.4000,134
2026-09-14,00830,國泰費城半導體,4143313,334882300,81.00,81.20,80.50,80.95,-0.4000,7997
2026-09-14,00850,元大臺灣ESG永續,419629,38379555,90.95,92.00,90.55,91.55,-0.5500,1455
2026-09-14,00851,台新全球AI,44122,3092816,70.30,70.30,70.10,70.15,-0.1500,109
2026-09-14,00852L,國泰美國道瓊正2,818652,28028087,34.12,34.36,34.12,34.27,0.3600,66
2026-09-14,00861,元大全球未來通訊,108359,9160491,85.55,85.55,83.20,84.60,-0.2500,472
2026-09-14,00865B,國泰US短期公債,1896060,92168798,48.57,48.66,48.50,48.65,0.0800,567
2026-09-14,00875,國泰網路資安,738577,38755697,52.75,52.90,52.15,52.90,0.2000,571
2026-09-14,00876,元大全球5G,434900,37112240,85.45,85.80,84.50,85.50,-0.1000,590
2026-09-14,00878,國泰永續高股息,36558295,1243284491,33.86,34.34,33.66,34.23,0.2300,27411
2026-09-14,00881,國泰台灣科技龍頭,25643823,1267906803,49.20,49.76,48.98,49.54,-0.4200,21604
2026-09-14,00882,中信中國高股息,3119929,46157525,14.75,14.84,14.75,14.83,0.0300,1016
2026-09-14,00885,富邦越南,1647427,30041333,18.18,18.30,18.15,18.23,-0.2200,725
2026-09-14,00891,中信關鍵半導體,12269979,428190439,34.80,35.27,34.56,35.01,-0.2300,7128
2026-09-14,00892,富邦台灣半導體,4308515,178314045,40.76,41.60,40.73,41.32,-0.0900,1005
2026-09-14,00893,國泰智能電動車,767283,32689602,42.62,42.69,42.49,42.58,0.0400,505
2026-09-14,00894,中信小資高價30,1898142,88585825,46.29,46.97,46.10,46.82,-0.1500,1138
2026-09-14,00895,富邦未來車,387334,19172842,49.00,49.53,49.00,49.40,-0.2500,308
2026-09-14,00896,中信綠能及電動車,18879810,523028201,27.86,27.95,27.41,27.83,-0.0900,9212
2026-09-14,00897,富邦基因免疫生技,1090438,13675059,12.45,12.60,12.41,12.59,0.0200,245
2026-09-14,00898,國泰基因免疫革命,376314,4005885,10.52,10.69,10.52,10.66,0.1400,210
2026-09-14,00899,FT潔淨能源,12363,286502,23.15,23.22,23.07,23.20,0.0300,101
2026-09-14,00900,富邦特選高股息30,5279461,102859014,19.44,19.62,19.31,19.59,0.0700,2343
2026-09-14,00901,永豐智能車供應鏈,465108,21118371,45.23,45.62,44.79,45.43,-0.4200,247
2026-09-14,00902,中信電池及儲能,511920,6506856,12.64,12.79,12.53,12.71,0.0300,363
2026-09-14,00903,富邦元宇宙,67770,1422846,21.04,21.04,20.97,20.99,0.0600,146
2026-09-14,00904,台新臺灣半導體30,623927,25222776,40.29,40.83,40.10,40.62,-0.3600,583
2026-09-14,00905,FT臺灣Smart,968658,25253142,25.98,26.26,25.86,26.16,-0.1900,1291
2026-09-14,00907,永豐優息存股,878190,15571549,17.70,17.87,17.57,17.87,0.1700,343
2026-09-14,00908,富邦入息REITs+,173455,2584751,14.94,14.94,14.90,14.90,-0.0400,194
2026-09-14,00909,國泰數位支付服務,855638,39885654,46.90,46.91,46.40,46.69,0.1000,651
2026-09-14,00910,第一金太空衛星,592563,33049687,56.25,56.25,55.55,55.75,0.3500,1203
2026-09-14,00911,兆豐洲際半導體,74092,3815755,51.55,51.70,51.15,51.70,-0.0500,646
2026-09-14,00912,中信臺灣智慧50,295781,10243884,34.71,34.85,34.42,34.74,-0.2200,352
2026-09-14,00913,兆豐台灣晶圓製造,1165833,55705140,47.75,48.40,47.24,48.12,-0.3900,911
2026-09-14,00915,凱基優選高股息30,2784263,91985901,32.80,33.24,32.55,33.14,0.2200,1110
2026-09-14,00916,國泰全球品牌50,356181,9514744,26.61,26.78,26.59,26.73,0.1200,313
2026-09-14,00917,中信特選金融,211074,5020596,23.67,23.81,23.67,23.80,0.1500,262
2026-09-14,00918,大華優利高填息30,76987452,2722464201,35.25,35.57,35.07,35.51,0.1700,26961
2026-09-14,00919,群益台灣精選高息,135074108,4407588752,32.43,33.00,32.24,32.89,0.4100,52590
2026-09-14,00920,富邦ESG綠色電力,681405,16633696,24.29,24.55,24.28,24.43,0.1100,326
2026-09-14,00921,兆豐龍頭等權重,1849479,44519605,24.08,24.19,23.89,24.10,-0.2400,1019
2026-09-14,00922,國泰台灣領袖50,5553168,229969254,41.28,41.75,41.10,41.64,-0.1900,4964
2026-09-14,00923,群益台ESG低碳50,3762532,148444482,39.33,39.73,39.19,39.60,-0.2500,3781
2026-09-14,00924,復華S&P500成長,1199453,39020764,32.55,32.58,32.48,32.54,0.0000,1224
2026-09-14,00926,凱基全球菁英55,851521,22154051,26.03,26.04,25.95,26.01,-0.0200,227
2026-09-14,00927,群益半導體收益,10061989,372113322,36.45,37.40,36.36,37.10,0.0300,4879
2026-09-14,00929,復華台灣科技優息,42525179,1210756020,28.50,28.72,28.27,28.60,-0.0200,19550
2026-09-14,00930,永豐ESG低碳高息,945210,22517222,23.70,23.92,23.67,23.85,-0.0600,612
2026-09-14,00932,兆豐永續高息等權,247864,4266030,17.12,17.30,17.06,17.26,0.0600,227
2026-09-14,00934,中信成長高股息,3472659,102994258,29.60,29.83,29.41,29.70,-0.2000,2062
2026-09-14,00935,野村臺灣新科技50,9625942,556508520,57.30,58.45,57.15,58.00,-0.5500,8269
2026-09-14,00936,台新永續高息中小,385286,8168964,21.18,21.35,21.05,21.28,0.0000,410
2026-09-14,00938,凱基優選30,3245259,86292190,26.37,26.86,26.22,26.82,0.3100,656
2026-09-14,00939,統一台灣高息動能,3983889,95467812,23.74,24.15,23.61,24.11,0.3300,1373
2026-09-14,00940,元大台灣價值高息,8827812,112962958,12.72,12.89,12.65,12.84,0.0500,2219
2026-09-14,00941,中信上游半導體,696066,16994767,24.60,24.60,24.37,24.44,-0.2000,770
2026-09-14,00943,兆豐電子高息等權,492701,10250871,20.80,20.94,20.74,20.87,0.0300,168
2026-09-14,00944,野村趨勢動能高息,376922,8063185,21.27,21.63,21.18,21.54,0.1200,249
2026-09-14,00945B,凱基美國非投等債,3003896,43125806,14.33,14.37,14.33,14.37,0.0400,480
2026-09-14,00946,群益科技高息成長,1114208,16732014,14.92,15.12,14.85,15.07,0.0600,571
2026-09-14,00947,台新臺灣IC設計,3845043,140418051,36.28,36.98,35.94,36.63,-0.3500,2697
2026-09-14,00949,復華日本龍頭,858124,18845765,21.76,22.00,21.76,21.93,0.3300,353
2026-09-14,00951,台新日本半導體,2168219,35310083,16.24,16.45,16.10,16.41,-0.2500,965
2026-09-14,00952,凱基台灣AI50,1189156,21010404,17.71,17.89,17.55,17.79,-0.0100,638
2026-09-14,00953B,群益優選非投等債,34241507,326183071,9.51,9.55,9.50,9.53,0.0200,4214
2026-09-14,00954,中信日本半導體,1709710,29605875,17.25,17.55,17.17,17.50,-0.2800,838
2026-09-14,00956,中信日經高股息,146932,2022982,13.75,13.79,13.72,13.77,0.2000,184
2026-09-14,00960,野村全球航運龍頭,888046,19627655,21.92,22.16,21.92,22.12,0.1800,2720
2026-09-14,00961,FT臺灣永續高息,29229198,390486300,13.34,13.44,13.26,13.40,0.0400,6658
2026-09-14,00962,台新AI優息動能,11805907,176724010,14.93,15.08,14.87,15.00,-0.0100,2853
2026-09-14,00963,中信全球高股息,1117372,14590853,13.05,13.08,13.01,13.07,0.0200,352
2026-09-14,00964,中信亞太高股息,1527241,22706802,14.86,14.97,14.81,14.93,0.0700,428
2026-09-14,00965,元大航太防衛科技,1318433,33175096,25.00,25.29,24.99,25.23,0.2400,652
2026-09-14,00971,野村美國研發龍頭,33470,575155,17.16,17.20,17.15,17.17,0.0100,180
2026-09-14,00972,野村日本動能高息,63217,1402994,22.00,22.23,22.00,22.21,0.3700,46
2026-09-14,009800,中信NASDAQ,1408659,18034994,12.79,12.82,12.78,12.79,-0.0200,596
2026-09-14,009801,中信美國創新科技,883875,9814106,11.12,11.13,11.08,11.12,0.0100,289
2026-09-14,009802,富邦旗艦50,3853416,75989770,19.67,19.92,19.53,19.81,-0.1100,1760
2026-09-14,009803,玉山市值動能50,29714706,640912798,21.69,21.70,21.40,21.64,-0.1200,9431
2026-09-14,009804,聯邦台精彩50,773743,17564110,22.70,22.88,22.51,22.83,-0.1200,427
2026-09-14,009805,台新美國電力基建,5303941,79755726,14.96,15.07,14.96,15.06,0.1400,1215
2026-09-14,009808,華南永昌優選50,129505,3978639,30.75,30.89,30.53,30.89,-0.1500,49
2026-09-14,009809,富邦淨零ESG50,186032,3351482,17.90,18.04,17.84,18.03,-0.1300,82
2026-09-14,00980A,主動野村臺灣優選,5766125,138541025,23.89,24.24,23.70,24.11,-0.2100,3242
2026-09-14,009810,玉山全球藍籌100,184100,3886527,21.04,21.14,21.04,21.10,0.1100,58
2026-09-14,009811,統一美國50,1420786,18657058,13.10,13.16,13.09,13.15,0.0100,451
2026-09-14,009812,野村日本東證,325398,4246845,13.05,13.10,12.95,13.06,0.1200,152
2026-09-14,009813,貝萊德標普卓越50,1509394,16924486,11.20,11.23,11.19,11.21,0.0100,344
2026-09-14,009816,凱基台灣TOP50,87503192,1377444379,15.69,15.89,15.63,15.82,-0.0600,31988
2026-09-14,009817,國泰日本不動產,997041,9067958,9.10,9.13,9.08,9.10,0.0400,236
2026-09-14,009818,華南永昌NASDAQxT,252108,4988230,19.75,19.83,19.75,19.78,-0.0200,39
2026-09-14,009819,中信數據及電力,3551658,34249350,9.71,9.71,9.62,9.65,-0.0700,1244
2026-09-14,00981A,主動統一台股增長,129531951,3763726794,28.89,29.49,28.63,29.32,-0.1200,49098
2026-09-14,00981T,平衡凱基雙核收息,2712441,31769383,11.72,11.73,11.68,11.73,-0.0100,492
2026-09-14,009820,元大納斯達克精選,1956295,18923353,9.67,9.70,9.64,9.68,-0.0900,621
2026-09-14,009821,野村稀土關鍵資源,4768035,67775149,14.29,14.29,14.20,14.21,-0.2700,1974
2026-09-14,009824,群益美國科技巨頭,1974953,19700766,9.98,10.00,9.95,9.97,-0.0500,992
2026-09-14,009826,貝萊德世界股票,10888138,108666402,9.97,9.99,9.96,9.98,0.0100,4253
2026-09-14,009827,玉山未來全球算力,4413053,44133428,10.00,10.02,9.99,10.00,-0.0300,1469
2026-09-14,009828,中信台日韓PCB,49100221,456121477,9.35,9.38,9.20,9.35,-0.1000,12237
2026-09-14,009829,大華韓國KOSPI50,19318858,203593572,10.50,10.67,10.45,10.51,-0.3400,3857
2026-09-14,00982A,主動群益台灣強棒,16035675,353538233,21.92,22.28,21.81,22.17,-0.2000,7743
2026-09-14,00982D,主動富邦動態入息,878935,8360019,9.53,9.53,9.50,9.52,0.0000,241
2026-09-14,00982T,平衡兆豐台美動能,429235,6758984,15.91,15.91,15.63,15.84,-0.0700,183
2026-09-14,00983A,主動中信ARK創新,1457846,17553707,12.09,12.09,12.01,12.03,-0.0600,478
2026-09-14,00983D,主動富邦複合收益,589806,5756712,9.79,9.79,9.75,9.76,0.0000,197
2026-09-14,00984A,主動安聯台灣高息,4055489,61467101,15.15,15.32,15.02,15.26,-0.1100,2217
2026-09-14,00984D,主動聯博全球非投,11447666,112294400,9.80,9.83,9.79,9.82,0.0300,976
2026-09-14,00985A,主動野村台灣50,2557343,57451838,22.44,22.62,22.28,22.55,-0.1500,1524
2026-09-14,00985B,群益ESG投等債0-5,3922469,39535378,10.08,10.09,10.06,10.09,0.0100,452
2026-09-14,00986A,主動台新龍頭成長,276889,3915495,14.19,14.19,14.11,14.12,-0.0900,120
2026-09-14,00987A,主動台新優勢成長,761019,12205874,15.84,16.25,15.73,16.14,-0.0400,651
2026-09-14,00988A,主動統一全球創新,17213306,270568313,15.73,15.80,15.60,15.76,-0.2000,7714
2026-09-14,00989A,主動摩根美國科技,1339203,22213677,16.68,16.68,16.54,16.56,-0.1200,159
2026-09-14,00990A,主動元大AI新經濟,17305189,252882751,14.64,14.70,14.50,14.60,-0.2200,4441
2026-09-14,00991A,主動復華未來50,46814281,798437674,16.97,17.24,16.88,17.14,-0.2200,19143
2026-09-14,00991B,貝萊德A級公司債,9389,136659,14.56,14.56,14.55,14.56,0.0200,11
2026-09-14,00992A,主動群益科技創新,31842337,557305926,17.51,17.73,17.28,17.62,-0.2500,9234
2026-09-14,00993A,主動安聯台灣,2651444,34333266,12.91,13.10,12.78,13.02,-0.1200,1096
2026-09-14,00994A,主動第一金台股優,2472633,40700463,16.35,16.65,16.28,16.55,-0.1400,868
2026-09-14,00995A,主動中信台灣卓越,4846654,81406175,16.84,17.00,16.61,16.92,-0.1400,819
2026-09-14,00996A,主動兆豐台灣豐收,2381849,32450059,13.49,13.74,13.41,13.66,-0.0700,631
2026-09-14,00997A,主動群益美國增長,9836496,105670031,10.80,10.80,10.72,10.75,-0.1300,2810
2026-09-14,00999A,主動野村臺灣高息,9971228,112390331,11.23,11.37,11.18,11.33,-0.0300,3524
2026-09-14,01001T,土銀富邦R1,10000,110900,11.09,11.09,11.09,11.09,0.0000,7
2026-09-14,01002T,土銀國泰R1,8317,108013,12.99,12.99,12.98,12.98,-0.0100,11
2026-09-14,01004T,土銀富邦R2,41000,412330,10.06,10.06,10.05,10.06,0.0100,40
2026-09-14,01007T,兆豐國泰R2,59000,658930,11.17,11.20,11.16,11.20,0.0300,57
2026-09-14,01009T,王道圓滿R1,81000,458970,5.70,5.70,5.66,5.67,-0.0300,19
2026-09-14,01010T,京城樂富R1,547000,5464320,9.95,10.00,9.95,10.00,0.0000,38
2026-09-14,020000,富邦特選蘋果N,2000,60440,30.22,30.22,30.22,30.22,-0.3100,2
2026-09-14,020011,統一微波高息20N,,,,,,,0.0000,
2026-09-14,020012,富邦行動通訊N,,,,,,,0.0000,
2026-09-14,02001L,富邦蘋果正二N,32000,4132650,129.05,132.00,127.60,131.45,-2.1500,28
2026-09-14,020020,元大台股領航N,11000,313750,28.25,28.77,28.25,28.77,0.0000,4
2026-09-14,020028,元大特選電動車N,6000,119480,19.83,19.94,19.83,19.91,0.0000,4
2026-09-14,020029,元大ESG高股息N,5000,101530,20.22,20.36,20.22,20.36,0.1400,4
2026-09-14,020030,統一智慧電動車N,1000,19430,19.43,19.43,19.43,19.43,-0.2400,1
2026-09-14,020031,統一IC設計臺灣N,8000,85340,10.43,10.80,10.43,10.74,0.1100,6
2026-09-14,020032,元大綠能N,,,,,,,0.0000,
2026-09-14,020034,元大IC設計N,56000,873960,15.60,15.70,15.20,15.65,0.0500,19
2026-09-14,020036,元大金融配息N,,,,,,,0.0000,
2026-09-14,020037,元大金融高股息N,5000,65730,12.85,13.23,12.85,13.21,0.0000,5
2026-09-14,020038,元大ESG配息N,7000,109550,15.57,15.75,15.57,15.75,0.1300,5
2026-09-14,020039,元大加權N,97000,1422020,14.66,14.66,14.66,14.66,-0.1000,1
2026-09-14,1101,台泥,35778533,859181968,24.40,24.40,23.90,23.90,-0.6000,11835
2026-09-14,1101B,台泥乙特,24115,1039405,43.10,43.15,43.10,43.10,0.0000,9
2026-09-14,1102,亞泥,5772878,202045174,35.30,35.30,34.85,35.00,-0.3000,2095
2026-09-14,1103,嘉泥,213653,2782076,13.00,13.15,13.00,13.05,0.0000,165
2026-09-14,1104,環泥,500283,13425047,27.00,27.10,26.75,26.85,-0.3500,430
2026-09-14,1108,幸福,247541,2736032,11.10,11.10,11.00,11.10,-0.1000,162
2026-09-14,1109,信大,68702,919653,13.40,13.45,13.35,13.40,0.0500,76
2026-09-14,1110,東泥,147000,2292650,15.65,15.85,15.55,15.55,-0.3000,85
2026-09-14,1201,味全,347797,4172712,12.05,12.05,11.95,12.00,-0.0500,291
2026-09-14,1203,味王,25749,1110350,43.00,43.70,42.50,43.20,-0.5000,212
2026-09-14,1210,大成,1310319,68006721,52.00,52.30,51.70,51.80,-0.3000,1381
2026-09-14,1213,大飲,,,,,,,0.0000,
2026-09-14,1215,卜蜂,1119388,121250472,110.00,110.00,107.50,107.50,-3.0000,1428
2026-09-14,1216,統一,9395978,702812079,74.60,75.30,74.60,74.60,-0.4000,4304
2026-09-14,1217,愛之味,232673,2313829,9.97,9.98,9.93,9.96,0.0000,230
