日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-23,寶島股價指數,53376.26,+,356.84,0.67,
2026-09-23,發行量加權股價指數,48157.29,+,357.12,0.75,
2026-09-23,臺灣公司治理100指數,30329.08,+,304.50,1.01,
2026-09-23,臺灣50指數,45024.82,+,449.94,1.01,
2026-09-23,臺灣50權重上限30%指數,38340.64,+,241.14,0.63,
2026-09-23,臺灣中型100指數,36355.90,-,61.24,-0.17,
2026-09-23,臺灣資訊科技指數,94007.76,+,"1,203.26",1.30,
2026-09-23,臺灣發達指數,18756.20,-,119.59,-0.63,
2026-09-23,臺灣高股息指數,16130.18,-,22.02,-0.14,
2026-09-23,臺灣就業99指數,30996.28,-,70.91,-0.23,
2026-09-23,臺灣高薪100指數,24035.25,-,31.88,-0.13,
2026-09-23,未含金融指數,42970.41,+,379.10,0.89,
2026-09-23,未含電子指數,25804.79,-,152.44,-0.59,
2026-09-23,未含金融電子指數,16459.75,-,71.12,-0.43,
2026-09-23,小型股300指數,13867.37,+,0.92,0.01,
2026-09-23,水泥窯製類指數,634.84,+,7.71,1.23,
2026-09-23,塑膠化工類指數,1124.71,-,7.50,-0.66,
2026-09-23,機電類指數,16861.10,+,171.55,1.03,
2026-09-23,水泥類指數,126.23,+,3.48,2.84,
2026-09-23,食品類指數,1902.19,+,14.13,0.75,
2026-09-23,塑膠類指數,376.73,-,6.42,-1.68,
2026-09-23,紡織纖維類指數,461.25,+,2.44,0.53,
2026-09-23,電機機械類指數,543.68,-,6.33,-1.15,
2026-09-23,電器電纜類指數,106.39,-,0.67,-0.63,
2026-09-23,化學生技醫療類指數,163.31,+,1.22,0.75,
2026-09-23,化學類指數,192.23,+,0.98,0.51,
2026-09-23,生技醫療類指數,91.95,+,0.79,0.87,
2026-09-23,玻璃陶瓷類指數,136.92,-,2.46,-1.76,
2026-09-23,造紙類指數,274.00,-,2.54,-0.92,
2026-09-23,鋼鐵類指數,119.48,+,0.05,0.04,
2026-09-23,橡膠類指數,190.74,+,1.87,0.99,
2026-09-23,汽車類指數,292.35,-,0.41,-0.14,
2026-09-23,電子工業類指數,3066.77,+,32.26,1.06,
2026-09-23,半導體類指數,1641.90,+,20.28,1.25,
2026-09-23,電腦及週邊設備類指數,463.74,+,0.96,0.21,
2026-09-23,光電類指數,74.54,-,1.76,-2.31,
2026-09-23,通信網路類指數,234.57,-,0.71,-0.30,
2026-09-23,電子零組件類指數,950.90,+,13.96,1.49,
2026-09-23,電子通路類指數,369.18,+,4.29,1.18,
2026-09-23,資訊服務類指數,238.39,-,1.79,-0.75,
2026-09-23,其他電子類指數,285.87,+,1.82,0.64,
2026-09-23,建材營造類指數,447.65,-,11.06,-2.41,
2026-09-23,航運類指數,212.40,-,1.04,-0.49,
2026-09-23,觀光餐旅類指數,101.60,-,0.04,-0.04,
2026-09-23,金融保險類指數,3593.69,-,28.32,-0.78,
2026-09-23,貿易百貨類指數,236.43,-,0.12,-0.05,
2026-09-23,油電燃氣類指數,116.27,+,0.07,0.06,
2026-09-23,綠能環保類指數,131.67,-,1.47,-1.10,
2026-09-23,數位雲端類指數,40.09,+,0.29,0.73,
2026-09-23,運動休閒類指數,56.10,+,0.41,0.74,
2026-09-23,居家生活類指數,100.14,-,0.15,-0.15,
2026-09-23,其他類指數,274.05,+,0.42,0.15,
2026-09-23,臺指日報酬兩倍指數,242429.01,+,"3,569.09",1.49,
2026-09-23,臺指反向一倍指數,1186.90,-,8.93,-0.75,
2026-09-23,電子類兩倍槓桿指數,400961.59,+,"8,347.79",2.13,
2026-09-23,電子類反向指數,726.00,-,7.80,-1.06,
2026-09-23,臺灣生技指數,4186.01,+,28.35,0.68,
2026-09-23,臺灣中小型公司治理指數,19265.97,-,13.28,-0.07,
2026-09-23,臺灣IPO指數,8722.71,-,45.35,-0.52,
2026-09-23,臺灣企業社會責任中小型指數,16122.76,-,42.98,-0.27,
2026-09-23,特選臺灣電動車代表指數,21981.49,-,191.42,-0.86,
2026-09-23,臺灣科技龍頭通訊指數,26668.18,+,226.16,0.86,
2026-09-23,臺灣全市場指數,16672.86,+,87.91,0.53,
2026-09-23,臺灣全市場半導體指數,22013.82,+,100.11,0.46,
2026-09-23,臺灣智慧移動與電動車指數,18651.08,+,310.74,1.69,
2026-09-23,特選小資高價30指數,23547.65,+,181.34,0.78,
2026-09-23,特選臺灣綠能及電動車指數,12147.13,+,26.51,0.22,
2026-09-23,特選臺灣智能車供應鏈聯盟指數,18973.85,+,135.86,0.72,
2026-09-23,臺灣全市場半導體精選30指數,16987.72,+,131.85,0.78,
2026-09-23,特選臺灣高股息30指數,6974.82,-,90.57,-1.28,
2026-09-23,臺灣友善環境指數,13983.53,+,54.75,0.39,
2026-09-23,台灣永續價值指數,14204.88,+,41.23,0.29,
2026-09-23,特選臺灣IC設計指數,8634.53,+,16.06,0.19,
2026-09-23,特選臺灣環境永續高股息指數,7172.34,-,110.32,-1.51,
2026-09-23,特選臺灣IC設計產業代表指數,12349.15,+,50.51,0.41,
2026-09-23,特選臺灣綠能指數,9732.24,-,26.33,-0.27,
2026-09-23,特選臺灣智慧50指數,11568.72,+,74.92,0.65,
2026-09-23,臺灣晶圓製造指數,17947.75,-,19.94,-0.11,
2026-09-23,臺灣精選高息指數,8731.47,-,26.01,-0.30,
2026-09-23,臺灣多因子優選高股息30指數,11910.86,+,7.12,0.06,
2026-09-23,特選臺灣優利高填息30指數,13087.18,-,2.92,-0.02,
2026-09-23,特選臺灣科技優息指數,15063.25,-,16.13,-0.11,
2026-09-23,臺灣半導體收益指數,16931.56,-,40.83,-0.24,
2026-09-23,臺灣優選成長高股息指數,12884.96,+,15.38,0.12,
2026-09-23,特選臺灣ESG低碳高息40指數,11443.19,-,9.05,-0.08,
2026-09-23,臺灣優選多因子30指數,16174.52,-,7.29,-0.05,
2026-09-23,臺灣創新科技50指數,23418.96,+,167.02,0.72,
2026-09-23,臺灣全市場新經濟產業指數,3832.19,-,1.99,-0.05,
2026-09-23,臺灣ESG永續高股息等權重指數,7037.11,+,0.56,0.01,
2026-09-23,臺灣永續高息中小型指數,7779.93,-,10.94,-0.14,
2026-09-23,特選臺灣高息動能指數,11099.45,-,22.92,-0.21,
2026-09-23,臺灣電子成長高息等權重指數,8406.70,-,11.00,-0.13,
2026-09-23,臺灣價值高息指數,7700.28,+,6.64,0.09,
2026-09-23,特選臺灣IC設計動能指數,14467.97,+,107.88,0.75,
2026-09-23,臺灣趨勢動能高股息指數,8578.11,-,24.84,-0.29,
2026-09-23,特選臺灣科技高息成長指數,8536.99,+,11.54,0.14,
2026-09-23,特選臺灣AI優息動能指數,7633.63,-,42.11,-0.55,
2026-09-23,臺灣優選AI 50指數,9233.89,-,2.86,-0.03,
2026-09-23,台灣旗艦動能50指數,10703.88,-,9.14,-0.09,
2026-09-23,特選臺灣動能趨勢指數,16723.48,+,52.25,0.31,
2026-09-23,特選臺灣動能優息指數,7227.27,-,37.03,-0.51,
2026-09-23,特選臺灣璞玉精選收益指數,4604.48,+,8.50,0.18,
2026-09-23,金融類日報酬兩倍指數,128750.10,-,"2,045.34",-1.56,
2026-09-23,金融類日報酬反向一倍指數,1919.34,+,14.89,0.78,
2026-09-23,漲升股利150指數,22726.89,+,67.81,0.30,
2026-09-23,藍籌30指數,29478.74,+,154.53,0.53,
2026-09-23,工業菁英30指數,27003.76,+,31.35,0.12,
2026-09-23,低波動股利精選30指數,13891.85,-,81.98,-0.59,
2026-09-23,中小型A級動能50指數,31453.69,-,132.38,-0.42,
2026-09-23,特選高息低波指數,12651.85,-,16.28,-0.13,
2026-09-23,臺灣永續指數,27168.38,+,158.50,0.59,
2026-09-23,存股雙十等權重指數,21640.54,+,19.84,0.09,
2026-09-23,特選大蘋果指數,29965.73,+,273.15,0.92,
2026-09-23,中小型300指數,17724.37,-,28.45,-0.16,
2026-09-23,微波高息精選20指數,15016.82,-,14.91,-0.10,
2026-09-23,特選世代行動通訊指數,19408.90,-,100.48,-0.52,
2026-09-23,臺股期貨指數,25994.77,+,50.01,0.19,
2026-09-23,臺灣上櫃永續指數,13633.06,-,47.99,-0.35,
2026-09-23,特選台股領航指數,28174.71,+,88.28,0.31,
2026-09-23,特選Smart多因子指數,20235.75,+,201.29,1.00,
2026-09-23,特選ESG高股息指數,14736.03,-,68.28,-0.46,
2026-09-23,臺灣優息存股指數,6131.73,-,24.09,-0.39,
2026-09-23,特選上櫃ESG永續高股息指數,13960.36,-,274.22,-1.93,
2026-09-23,特選臺灣金融高股息存股指數,11778.27,-,77.98,-0.66,
2026-09-23,特選臺灣產業龍頭存股等權重指數,9457.43,-,34.24,-0.36,
2026-09-23,上櫃ESG 30指數,15349.00,-,59.03,-0.38,
2026-09-23,臺灣ESG低碳50指數,18059.92,+,138.45,0.77,
