日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-09,特選臺灣動能優息報酬指數,7644.55,+,6.19,0.08,
2026-09-09,特選臺灣璞玉精選收益報酬指數,4801.60,+,19.01,0.40,
2026-09-09,漲升股利150報酬指數,34626.71,+,328.37,0.96,
2026-09-09,藍籌30報酬指數,40405.23,+,51.63,0.13,
2026-09-09,工業菁英30報酬指數,38389.13,+,492.64,1.30,
2026-09-09,低波動股利精選30報酬指數,20062.02,-,125.34,-0.62,
2026-09-09,中小型A級動能50報酬指數,41074.90,+,494.43,1.22,
2026-09-09,特選高息低波報酬指數,20889.24,-,42.07,-0.20,
2026-09-09,臺灣永續報酬指數,37766.21,+,50.63,0.13,
2026-09-09,存股雙十等權重報酬指數,32259.54,+,153.37,0.48,
2026-09-09,特選大蘋果報酬指數,38948.82,+,579.65,1.51,
2026-09-09,中小型300報酬指數,23394.42,+,128.38,0.55,
2026-09-09,微波高息精選20報酬指數,19709.24,+,246.51,1.27,
2026-09-09,特選世代行動通訊報酬指數,24385.54,-,43.24,-0.18,
2026-09-09,智慧投資多因子30報酬指數,11545.64,+,39.46,0.34,
2026-09-09,特選大蘋果報酬正向兩倍指數,218795.33,+,"6,416.88",3.02,
2026-09-09,特選大蘋果報酬反向一倍指數,1028.95,-,15.78,-1.51,
2026-09-09,臺灣上櫃永續報酬指數,16803.10,-,89.69,-0.53,
2026-09-09,特選台股領航報酬指數,35237.20,-,190.82,-0.54,
2026-09-09,特選Smart多因子報酬指數,24391.35,+,97.05,0.40,
2026-09-09,特選ESG高股息報酬指數,20028.79,+,21.38,0.11,
2026-09-09,特選上櫃ESG成長報酬指數,11703.06,-,104.78,-0.89,
2026-09-09,臺灣優息存股報酬指數,7890.95,-,20.24,-0.26,
2026-09-09,特選上櫃ESG永續高股息報酬指數,16273.93,+,226.30,1.41,
2026-09-09,特選臺灣金融高股息存股報酬指數,13686.69,-,246.97,-1.77,
2026-09-09,特選臺灣產業龍頭存股等權重報酬指數,11256.77,+,34.85,0.31,
2026-09-09,上櫃ESG 30報酬指數,16817.97,+,1.91,0.01,
2026-09-09,臺灣ESG低碳50報酬指數,19780.02,+,7.65,0.04,
2026-09-09,臺灣創新板報酬指數,24278.35,-,804.72,-3.21,
2026-09-09,特選上櫃ESG龍頭報酬指數,14264.98,+,201.99,1.44,
2026-09-09,臺灣市值動能50報酬指數,12003.15,+,48.77,0.41,
2026-09-09,臺灣護城河概念優選50報酬指數,11290.28,-,4.53,-0.04,
2026-09-09,特選臺灣中小型精選動能100報酬指數,7576.92,+,51.02,0.68,
2026-09-09,特選臺灣大型股25報酬指數,12396.46,-,24.09,-0.19,
2026-09-09,特選臺灣TOP 50報酬指數,9601.53,-,13.81,-0.14,
2026-09-09,臺灣璞玉報酬指數,5933.74,+,15.55,0.26,
2026-09-09,特選臺灣市值領航50報酬指數,6702.49,+,7.21,0.11,
2026-09-09,臺灣璞玉中小優選100報酬指數,5045.87,+,19.06,0.38,
